"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"1","crg03008","Ribosome biogenesis in eukaryotes","12 of 107","79/3838",1.27467500283655e-06,4.72883608834664e-05,4.40650817550851e-05,"105318560/105323847/105326651/105327664/105329502/105329551/105331087/105332140/105341403/105342694/105347334/105347537",12
"2","crg03013","RNA transport","16 of 107","144/3838",1.550438061753e-06,4.72883608834664e-05,4.40650817550851e-05,"105338957/105318801/105319208/105321705/105321781/105322817/105327952/105328593/105330153/105331595/105331793/105336042/105343479/105317347/109617380/105344597",16
"3","crg03040","Spliceosome","14 of 107","140/3838",2.5429190483319e-05,0.000517060206494153,0.000481816240736571,"105317596/105318386/105319208/105319620/105322600/105322652/105330153/105333111/105334527/105336187/105340246/105340745/105345480/105347185",14
"4","crg04141","Protein processing in endoplasmic reticulum","11 of 107","142/3838",0.00176806554094615,0.0269629994994289,0.0251251418976559,"105318855/105319990/105322320/105325010/105325130/105328488/105328795/105330973/105331513/105333774/105335023",11
