"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"1","crg00071","Fatty acid degradation","12 of 182","40/3838",1.57124441782164e-07,1.50839464110877e-05,1.35623202380394e-05,"105319102/105319409/105321895/105332999/105333323/105333437/105335621/105336470/105342925/105346656/105348652/105326193",12
"2","crg01212","Fatty acid metabolism","12 of 182","59/3838",1.42266090523272e-05,0.000682877234511707,0.000613990495942543,"105319102/105319409/105320624/105321895/105325272/105330728/105332999/105333323/105333437/105342925/105346656/105348652",12
"3","crg04142","Lysosome","21 of 182","191/3838",0.000211360012595729,0.00676352040306332,0.00608123545012272,"105318146/105318218/105319353/105320723/105323285/105325272/105326821/105328336/105328916/105329422/105329527/105331028/105331657/105334333/105335927/105336087/105339958/105340763/105342463/105347059/105339566",21
"4","crg04146","Peroxisome","13 of 182","96/3838",0.000504447306923289,0.00932242758484835,0.00838200725830663,"105317035/105319409/105320492/105320624/105325181/105329358/105332999/105336995/105338951/105339902/105342001/105342925/105346656",13
"5","crg00830","Retinol metabolism","6 of 182","23/3838",0.000537664840131762,0.00932242758484835,0.00838200725830663,"105320167/105321989/105323007/105331361/105336470/105336995",6
"6","crg04144","Endocytosis","19 of 182","177/3838",0.000582651724053022,0.00932242758484835,0.00838200725830663,"105317810/105318103/105318650/105320540/105326718/105327720/105328080/105333773/105334470/105335021/105337075/105337930/105339937/105339958/105342074/105342447/105342463/105347356/105333224",19
