"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"1","crg00071","Fatty acid degradation","12 of 236","40/3837",2.65207026031256e-06,0.000273163236812193,0.00024566545569211,"105319409/105320064/105321895/105328600/105329007/105332999/105335621/105336470/105341094/105346656/105348652/105326193",12
"2","crg04146","Peroxisome","15 of 236","96/3837",0.000640831431455863,0.0260098320899607,0.0233915710160096,"105317035/105319409/105320624/105324552/105325181/105328600/105329168/105329358/105332999/105333701/105336995/105338951/105339902/105342001/105346656",15
"3","crg01212","Fatty acid metabolism","11 of 236","59/3837",0.000757567924950311,0.0260098320899607,0.0233915710160096,"105319409/105320064/105320624/105321895/105325272/105329007/105332999/105333877/105341094/105346656/105348652",11
