"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"1","crg04137","Mitophagy - animal","4  of  16","55/3838",6.04898800875836e-05,0.00120979760175167,0.000955103369803952,"105318588/105318783/105325489/105345634",4
