"","Row.names","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","SG25","SG60","SG90","SG128","SG89","SG40","SG43","SG44","SG77","SG19","SG57","SG20","SG62","SG41","SG21","SG129","SG61","SG45","SG58","SG26","SG22","SG140","SG63","SG100","SG17","SG138","SG59","SG42","SG139","SG99","SG130","SG24","SG18","SG127","SG23","SG39","up","down"
"50","PGEN_.00g040970",8.72756791830472,3.77110843903446,0.993325906310503,3.79644627717547,0.000146785154157347,0.0261080400312403,3,6,6,8,13,14,4,8,13,7,21,17,3,4,5,10,3,2,22,11,9,3,4,2,4,20,10,3,5,24,6,3,15,9,1,9,TRUE,FALSE
"51","PGEN_.00g041940",7.79029682149904,4.05801132614633,1.02546762049937,3.9572300919362,7.58238867194242e-05,0.016750365625368,12,4,17,9,30,5,3,8,8,18,17,16,3,6,2,13,11,6,12,9,6,0,5,4,8,8,5,0,2,9,0,2,11,5,0,11,TRUE,FALSE
"52","PGEN_.00g119160",33.2956084467367,2.62475457907978,0.711577700052548,3.68864085943946,0.000225455196449334,0.0316088185421967,70,50,39,43,56,54,14,33,51,33,79,51,11,19,16,61,27,37,44,39,43,12,23,36,28,18,9,12,28,55,12,10,64,23,5,18,TRUE,FALSE
"53","PGEN_.00g085790",14.8226578949877,3.75890567805423,0.940324204454043,3.99745711133393,6.40265869582853e-05,0.0150719612727575,20,24,19,10,38,12,4,9,18,20,25,48,6,6,11,31,11,8,21,17,14,4,6,3,12,27,6,5,12,34,2,4,26,12,2,7,TRUE,FALSE
"54","PGEN_.00g203030",36.4593229265557,-5.22540363053682,1.39891544523582,-3.73532485350175,0.00018747302226005,0.0290071418679449,7,22,551,13,25,13,16,42,12,15,8,18,224,25,17,6,13,29,14,10,19,5,9,22,15,9,36,53,16,23,8,14,17,9,18,6,FALSE,TRUE
"55","PGEN_.00g188250",459.599206617883,2.90489739685297,0.721188687416186,4.02792978805642,5.6270141214128e-05,0.014788031581903,629,677,549,418,734,584,185,427,764,748,995,903,151,433,253,690,261,295,647,455,375,76,301,320,344,580,283,191,418,1071,152,225,844,384,57,390,TRUE,FALSE
"56","PGEN_.00g348040",14.5915507782129,4.0734759320991,1.13144618464823,3.60023833865821,0.000317925625645505,0.0375120760476978,11,31,11,12,41,27,7,11,22,20,38,19,2,4,16,37,4,8,25,13,21,0,4,4,3,17,10,0,17,16,3,5,17,9,2,16,TRUE,FALSE
"57","PGEN_.00g024000",34.0131013827889,-10.1206514668635,1.77331956614829,-5.70717859322215,1.1486424232452e-08,1.52093019531257e-05,9,27,678,10,8,6,13,58,3,1,2,4,147,6,5,5,5,52,1,4,5,9,4,4,4,1,20,150,4,4,31,10,14,7,5,5,FALSE,TRUE
"58","PGEN_.00g323180",15.787404093618,-2.20375044907256,0.507281993600196,-4.34423156523353,1.39764027621291e-05,0.00537279973278362,19,13,18,11,8,4,31,29,25,8,4,13,20,17,8,7,26,12,10,22,8,20,24,16,39,15,14,20,20,16,12,35,14,15,18,11,FALSE,TRUE
"59","PGEN_.00g204840",20.4549105820425,-6.33279746903615,1.19864837380105,-5.2832820762557,1.26889784532091e-07,0.000116318889405302,21,37,16,6,9,4,7,59,16,4,13,5,113,7,4,2,21,97,14,13,6,2,18,17,17,2,35,28,12,11,61,25,3,6,3,8,FALSE,TRUE
"60","PGEN_.00g029620",13.0493837926064,3.63902846002427,0.974200720299703,3.73539906530222,0.000187417741627668,0.0290071418679449,8,23,25,12,26,24,2,14,11,28,42,18,5,5,10,18,5,8,23,10,20,4,4,10,0,17,7,4,13,24,6,2,18,11,2,7,TRUE,FALSE
"61","PGEN_.00g319180",75.1638977111709,-6.49796276407742,1.48837196703047,-4.36581910168723,1.26647263026608e-05,0.00503085144496031,20,214,816,21,62,31,35,365,41,7,20,38,161,60,17,40,23,341,19,14,49,5,28,8,37,0,55,98,26,8,73,60,13,7,14,16,FALSE,TRUE
"62","PGEN_.00g155150",12.3363057318276,3.98966714722422,0.998488877995664,3.99570514519196,6.4501974063156e-05,0.0150719612727575,21,14,6,4,16,28,7,10,9,17,19,31,2,8,18,26,6,8,19,8,10,5,5,3,3,16,8,3,14,23,3,3,30,6,3,15,TRUE,FALSE
"63","PGEN_.00g130110",31.4341714623399,4.62018294002474,0.840674814665474,5.49580272826804,3.88937104341704e-08,4.63496347244008e-05,27,16,10,12,15,64,22,10,20,58,84,102,11,28,33,46,20,29,69,13,20,15,13,23,21,41,17,17,31,52,13,10,85,21,6,43,TRUE,FALSE
"64","PGEN_.00g312840",7.10541553171381,-8.28755911153309,1.67606160414728,-4.94466258938585,7.62758584669435e-07,0.00060598627023371,9,27,36,7,0,3,4,23,2,0,2,2,16,6,4,3,2,16,0,6,2,4,0,3,2,2,10,41,7,0,13,6,0,0,0,0,FALSE,TRUE
"65","PGEN_.00g149990",839.47666762827,-14.2966791163194,2.03299975149265,-7.03230736050144,2.03145677733949e-12,2.42088704155546e-08,105,2936,12969,7,198,32,331,2269,49,67,75,33,7942,44,34,3,107,652,56,77,71,7,52,50,59,4,318,2423,20,7,359,110,99,3,122,49,FALSE,TRUE
"66","PGEN_.00g191620",56.9951682658267,-7.57350243143066,1.93330536882221,-3.9173855064834,8.95145373122617e-05,0.0190490132348254,37,49,552,9,120,6,50,114,13,15,7,9,540,8,30,2,28,11,17,22,31,9,12,5,10,3,32,283,0,2,7,18,12,2,7,10,FALSE,TRUE
"67","PGEN_.00g039120",11.5719148932454,4.42271364046402,1.04233669026892,4.24307585231694,2.20476872162486e-05,0.00673698175784704,12,22,15,4,34,25,2,8,16,18,26,29,5,6,11,25,6,11,15,13,7,0,4,6,3,7,2,3,7,27,2,3,23,14,0,9,TRUE,FALSE
"68","PGEN_.00g328520",415.483447028227,-1.7546426122784,0.436870411817403,-4.01639150836285,5.9096050417015e-05,0.014788031581903,227,370,431,329,374,296,408,662,577,275,228,334,636,319,122,250,989,405,262,392,208,491,714,410,678,394,96,465,808,587,642,1185,567,362,570,210,FALSE,TRUE
"69","PGEN_.00g119470",18.0229690007676,3.70836093660859,0.863777235437549,4.29319132812073,1.76123109207689e-05,0.00617311497772951,20,32,27,7,36,25,7,21,46,7,37,55,4,15,11,22,12,14,29,12,21,7,8,13,9,21,3,6,7,44,9,2,30,19,2,16,TRUE,FALSE
"70","PGEN_.00g116150",9.49947783335585,3.55770407266274,0.969844468143746,3.66832434428593,0.000244145342068576,0.0330637640119855,11,7,20,7,37,14,0,7,16,12,12,17,5,8,8,15,4,7,9,5,6,4,8,3,7,10,2,5,4,32,8,2,5,10,1,17,TRUE,FALSE
"71","PGEN_.00g346060",11.1107739110706,5.64232624177542,1.5118204635962,3.73214040796477,0.000189859617831644,0.0290071418679449,2,0,5,5,0,8,21,9,25,13,11,19,2,24,9,58,2,1,1,1,4,1,0,7,5,25,0,3,1,37,19,2,20,30,18,14,TRUE,FALSE
"72","PGEN_.00g342070",5.37278973401058,4.0625382616119,1.1537774525765,3.52107614214497,0.000429799182055101,0.0478683817995386,8,15,7,6,24,6,0,6,9,4,9,13,1,2,2,6,2,2,12,5,7,0,6,5,3,7,2,0,1,8,2,2,4,6,0,3,TRUE,FALSE
"73","PGEN_.00g164270",28.2359422441107,4.14958774458023,1.07171617735137,3.8719092165199,0.000107986174693543,0.0214478540637158,21,23,26,19,27,99,9,9,25,23,135,42,2,33,11,85,22,16,58,48,13,9,13,19,13,26,21,15,12,72,5,8,57,12,2,9,TRUE,FALSE
"74","PGEN_.00g050070",31.9633831838035,-1.77369900563471,0.473210627603369,-3.7482231001823,0.000178091808219816,0.0290071418679449,15,39,46,26,25,33,45,60,35,40,35,28,32,39,5,18,48,42,19,47,18,44,41,19,40,12,6,44,36,35,45,96,29,39,53,21,FALSE,TRUE
"75","PGEN_.00g162900",261.940594613457,-10.937448568849,1.75018361250624,-6.24931492369922,4.122569277933e-10,9.82573161702552e-07,111,1704,233,18,186,17,66,2226,96,20,37,35,327,54,83,6,41,2153,31,38,85,22,20,16,26,10,185,56,108,5,981,97,21,4,317,24,FALSE,TRUE
"76","PGEN_.00g093880",5.78179876561355,4.18221052575738,1.15016114002468,3.63619529491983,0.000276694589598867,0.0351948990247159,5,17,0,2,11,6,2,4,5,8,14,12,2,4,8,10,1,7,8,3,5,2,1,6,2,9,0,5,4,18,4,0,8,5,1,6,TRUE,FALSE
"77","PGEN_.00g040950",6.99112591993042,4.74391848479325,1.11204189800766,4.26595301246518,1.99050673499881e-05,0.00641104561107589,8,18,3,8,10,8,7,5,5,10,18,22,0,8,1,13,6,0,9,8,7,2,2,1,3,13,3,0,2,22,3,3,13,7,0,8,TRUE,FALSE
"78","PGEN_.00g028100",347.961644729132,1.40553189384985,0.375266422087698,3.7454240803921,0.000180089303339117,0.0290071418679449,233,336,225,331,230,353,419,378,275,425,432,462,271,835,407,364,288,303,488,354,205,201,445,695,414,240,197,332,506,470,297,258,424,296,243,257,TRUE,FALSE
"79","PGEN_.00g340260",22.1803695357247,-5.8382177834159,1.45663192366651,-4.00802542396601,6.12285302187944e-05,0.014891028461579,4,36,183,3,35,15,12,70,10,2,7,11,101,6,8,2,9,38,7,7,39,4,7,11,4,2,14,84,5,4,34,15,4,2,8,4,FALSE,TRUE
"80","PGEN_.00g093380",7.00018505891088,4.61616629549539,1.18885315824632,3.88287339229069,0.000103229324303012,0.0212100665123965,2,2,4,2,1,26,5,0,1,6,0,15,4,31,4,21,3,3,2,7,5,4,4,11,8,9,0,3,6,25,8,10,17,4,9,5,TRUE,FALSE
"81","PGEN_.00g279590",190.547802097235,3.45960927912626,0.890815450916912,3.88364309977481,0.000102902923030037,0.0212100665123965,133,376,372,112,1058,330,111,144,305,253,287,251,120,111,121,129,61,104,328,194,194,19,76,73,165,287,63,24,63,367,53,187,257,157,31,90,TRUE,FALSE
