"category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology"
"GO:0048856",4.01479314432751e-06,0.999999998507349,2,41,"anatomical structure development","BP"
"GO:0009986",0.000568235475483079,0.999997364918419,2,484,"cell surface","CC"
"GO:0005576",0.00293009521992544,0.999968528685239,2,1105,"extracellular region","CC"
"GO:0005102",4.89845409831967e-05,0.999999934454839,2,142,"signaling receptor binding","MF"
