"","GO_terms","X","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology","moduleColor","Day","slim_term","Gene_IDs"
"1","GO:0000976",88,0.00490865287243525,0.999208847692912,5,39,"transcription regulatory region sequence-specific DNA binding","MF","yellow","Day7","DNA binding","PGEN_.00g019730;PGEN_.00g034140;PGEN_.00g068100;PGEN_.00g083640;PGEN_.00g103860;PGEN_.00g104030;PGEN_.00g104810;PGEN_.00g160860;PGEN_.00g164100;PGEN_.00g197760;PGEN_.00g222910;PGEN_.00g271820;PGEN_.00g283300;PGEN_.00g302170"
"2","GO:0000978",106,0.0177540538926762,0.992233418197741,13,221,"RNA polymerase II cis-regulatory region sequence-specific DNA binding","MF","yellow","Day7","DNA binding","PGEN_.00g019730;PGEN_.00g034140;PGEN_.00g068100;PGEN_.00g083640;PGEN_.00g103860;PGEN_.00g104030;PGEN_.00g104810;PGEN_.00g160860;PGEN_.00g164100;PGEN_.00g197760;PGEN_.00g222910;PGEN_.00g271820;PGEN_.00g283300;PGEN_.00g302170"
"3","GO:0000981",117,0.0270868556879954,0.988357985611388,11,217,"DNA-binding transcription factor activity, RNA polymerase II-specific","MF","yellow","Day7","DNA-binding transcription factor ac...","PGEN_.00g011050;PGEN_.00g017990;PGEN_.00g019730;PGEN_.00g056570;PGEN_.00g083640;PGEN_.00g164100;PGEN_.00g176580;PGEN_.00g197760;PGEN_.00g222910;PGEN_.00g259100;PGEN_.00g302170"
"4","GO:0001786",103,0.0140685659000162,0.997040169409855,5,45,"phosphatidylserine binding","MF","yellow","Day7","ion binding","PGEN_.00g001920;PGEN_.00g006290;PGEN_.00g007330;PGEN_.00g007860;PGEN_.00g007870;PGEN_.00g008400;PGEN_.00g013370;PGEN_.00g014620;PGEN_.00g022810;PGEN_.00g026180;PGEN_.00g030650;PGEN_.00g034750;PGEN_.00g043410;PGEN_.00g044190;PGEN_.00g044420;PGEN_.00g045090;PGEN_.00g047650;PGEN_.00g055470;PGEN_.00g056370;PGEN_.00g056490;PGEN_.00g056570;PGEN_.00g058440;PGEN_.00g058530;PGEN_.00g058570;PGEN_.00g061020;PGEN_.00g063140;PGEN_.00g063200;PGEN_.00g067330;PGEN_.00g071850;PGEN_.00g081280;PGEN_.00g082000;PGEN_.00g083640;PGEN_.00g090980;PGEN_.00g100250;PGEN_.00g104080;PGEN_.00g104170;PGEN_.00g108980;PGEN_.00g109150;PGEN_.00g112690;PGEN_.00g118120;PGEN_.00g118490;PGEN_.00g119410;PGEN_.00g122260;PGEN_.00g122400;PGEN_.00g127070;PGEN_.00g128360;PGEN_.00g131630;PGEN_.00g139740;PGEN_.00g140080;PGEN_.00g140230;PGEN_.00g140560;PGEN_.00g141520;PGEN_.00g141950;PGEN_.00g142260;PGEN_.00g149230;PGEN_.00g158020;PGEN_.00g164700;PGEN_.00g166530;PGEN_.00g170430;PGEN_.00g175210;PGEN_.00g176570;PGEN_.00g181770;PGEN_.00g183190;PGEN_.00g183210;PGEN_.00g183550;PGEN_.00g186060;PGEN_.00g186210;PGEN_.00g192440;PGEN_.00g192790;PGEN_.00g195300;PGEN_.00g195980;PGEN_.00g202790;PGEN_.00g202830;PGEN_.00g204080;PGEN_.00g207030;PGEN_.00g213450;PGEN_.00g213830;PGEN_.00g215560;PGEN_.00g216710;PGEN_.00g220500;PGEN_.00g220600;PGEN_.00g223150;PGEN_.00g223560;PGEN_.00g223990;PGEN_.00g224070;PGEN_.00g224320;PGEN_.00g224980;PGEN_.00g225900;PGEN_.00g227520;PGEN_.00g229460;PGEN_.00g231680;PGEN_.00g231870;PGEN_.00g233710;PGEN_.00g234590;PGEN_.00g238430;PGEN_.00g243080;PGEN_.00g243690;PGEN_.00g244000;PGEN_.00g248070;PGEN_.00g249840;PGEN_.00g251160;PGEN_.00g257480;PGEN_.00g258910;PGEN_.00g259100;PGEN_.00g261650;PGEN_.00g262050;PGEN_.00g262720;PGEN_.00g271100;PGEN_.00g271420;PGEN_.00g274040;PGEN_.00g278670;PGEN_.00g283300;PGEN_.00g302370;PGEN_.00g308890;PGEN_.00g309800;PGEN_.00g311070;PGEN_.00g317310;PGEN_.00g320760;PGEN_.00g322450;PGEN_.00g325640;PGEN_.00g328840;PGEN_.00g329270;PGEN_.00g331910"
"5","GO:0001786",103,0.0140685659000162,0.997040169409855,5,45,"phosphatidylserine binding","MF","yellow","Day7","lipid binding","PGEN_.00g001920;PGEN_.00g045090;PGEN_.00g056370;PGEN_.00g058440;PGEN_.00g058530;PGEN_.00g127070;PGEN_.00g195300;PGEN_.00g195980;PGEN_.00g238430"
"6","GO:0003779",104,0.0149063780483545,0.993907229419506,12,166,"actin binding","MF","yellow","Day7","cytoskeletal protein binding","PGEN_.00g014620;PGEN_.00g057650;PGEN_.00g058570;PGEN_.00g099510;PGEN_.00g139380;PGEN_.00g140090;PGEN_.00g147960;PGEN_.00g164700;PGEN_.00g181830;PGEN_.00g190490;PGEN_.00g198770;PGEN_.00g223100;PGEN_.00g223990;PGEN_.00g224070;PGEN_.00g224980;PGEN_.00g238430;PGEN_.00g238440;PGEN_.00g301490"
"7","GO:0004672",110,0.0191011091314622,0.992254150132522,11,165,"protein kinase activity","MF","yellow","Day7","kinase activity","PGEN_.00g055470;PGEN_.00g056490;PGEN_.00g056570;PGEN_.00g118120;PGEN_.00g131630;PGEN_.00g140080;PGEN_.00g141950;PGEN_.00g207030;PGEN_.00g215560;PGEN_.00g216710;PGEN_.00g223150;PGEN_.00g223560;PGEN_.00g224980;PGEN_.00g233710;PGEN_.00g248070;PGEN_.00g251160;PGEN_.00g257480;PGEN_.00g258910;PGEN_.00g262050;PGEN_.00g278670;PGEN_.00g322450;PGEN_.00g329270"
"8","GO:0004674",89,0.00530656209681996,0.997538406514506,20,304,"protein serine/threonine kinase activity","MF","yellow","Day7","kinase activity","PGEN_.00g055470;PGEN_.00g056490;PGEN_.00g056570;PGEN_.00g118120;PGEN_.00g131630;PGEN_.00g140080;PGEN_.00g141950;PGEN_.00g207030;PGEN_.00g215560;PGEN_.00g216710;PGEN_.00g223150;PGEN_.00g223560;PGEN_.00g224980;PGEN_.00g233710;PGEN_.00g248070;PGEN_.00g251160;PGEN_.00g257480;PGEN_.00g258910;PGEN_.00g262050;PGEN_.00g278670;PGEN_.00g322450;PGEN_.00g329270"
"9","GO:0005025",82,0.00266501133294776,0.999972771755546,2,3,"transforming growth factor beta receptor activity, type I","MF","yellow","Day7","kinase activity","PGEN_.00g055470;PGEN_.00g056490;PGEN_.00g056570;PGEN_.00g118120;PGEN_.00g131630;PGEN_.00g140080;PGEN_.00g141950;PGEN_.00g207030;PGEN_.00g215560;PGEN_.00g216710;PGEN_.00g223150;PGEN_.00g223560;PGEN_.00g224980;PGEN_.00g233710;PGEN_.00g248070;PGEN_.00g251160;PGEN_.00g257480;PGEN_.00g258910;PGEN_.00g262050;PGEN_.00g278670;PGEN_.00g322450;PGEN_.00g329270"
"10","GO:0005089",97,0.0079177622588242,0.99896049139337,4,20,"Rho guanyl-nucleotide exchange factor activity","MF","yellow","Day7","enzyme binding","PGEN_.00g008400;PGEN_.00g049540;PGEN_.00g051140;PGEN_.00g086160;PGEN_.00g089290;PGEN_.00g093280;PGEN_.00g099510;PGEN_.00g110930;PGEN_.00g131630;PGEN_.00g140090;PGEN_.00g140230;PGEN_.00g155000;PGEN_.00g181830;PGEN_.00g195300;PGEN_.00g195980;PGEN_.00g216710;PGEN_.00g223100;PGEN_.00g223990;PGEN_.00g224070;PGEN_.00g224320;PGEN_.00g232090;PGEN_.00g240170;PGEN_.00g242090;PGEN_.00g248070;PGEN_.00g278620;PGEN_.00g278670;PGEN_.00g285160;PGEN_.00g302370;PGEN_.00g322450;PGEN_.00g328840"
