"","GO_terms","X","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology","moduleColor","Day","slim_term","Gene_IDs"
"1","GO:0004111",28,0.000459152655742606,0.99999809221958,2,3,"creatine kinase activity","MF","green","Day7","kinase activity","PGEN_.00g063840;PGEN_.00g069090;PGEN_.00g231160;PGEN_.00g282580"
"2","GO:0004550",36,0.0213024457392132,0.998584422554492,2,18,"nucleoside diphosphate kinase activity","MF","green","Day7","kinase activity","PGEN_.00g063840;PGEN_.00g069090;PGEN_.00g231160;PGEN_.00g282580"
"3","GO:0004867",34,0.01591102412432,0.997196656185171,4,72,"serine-type endopeptidase inhibitor activity","MF","green","Day7","enzyme regulator activity","PGEN_.00g015780;PGEN_.00g015800;PGEN_.00g092280;PGEN_.00g214890"
"4","GO:0005200",26,0.000115496541151145,0.999985762156454,7,94,"structural constituent of cytoskeleton","MF","green","Day7","structural molecule activity","PGEN_.00g045220;PGEN_.00g120710;PGEN_.00g223910;PGEN_.00g224180;PGEN_.00g233770;PGEN_.00g274560;PGEN_.00g274590"
"5","GO:0005507",31,0.00390946752235669,0.999380126127015,5,88,"copper ion binding","MF","green","Day7","ion binding","PGEN_.00g001620;PGEN_.00g014370;PGEN_.00g014650;PGEN_.00g019550;PGEN_.00g022340;PGEN_.00g022610;PGEN_.00g022630;PGEN_.00g082120;PGEN_.00g095680;PGEN_.00g102600;PGEN_.00g123200;PGEN_.00g128980;PGEN_.00g132440;PGEN_.00g187490;PGEN_.00g187500;PGEN_.00g196600;PGEN_.00g212150;PGEN_.00g220140;PGEN_.00g240270;PGEN_.00g240470;PGEN_.00g241820;PGEN_.00g279740;PGEN_.00g307980;PGEN_.00g345470"
"6","GO:0005509",43,0.0422719635082017,0.976518106199789,18,868,"calcium ion binding","MF","green","Day7","ion binding","PGEN_.00g001620;PGEN_.00g014370;PGEN_.00g014650;PGEN_.00g019550;PGEN_.00g022340;PGEN_.00g022610;PGEN_.00g022630;PGEN_.00g082120;PGEN_.00g095680;PGEN_.00g102600;PGEN_.00g123200;PGEN_.00g128980;PGEN_.00g132440;PGEN_.00g187490;PGEN_.00g187500;PGEN_.00g196600;PGEN_.00g212150;PGEN_.00g220140;PGEN_.00g240270;PGEN_.00g240470;PGEN_.00g241820;PGEN_.00g279740;PGEN_.00g307980;PGEN_.00g345470"
"7","GO:0008271",33,0.0069978818033638,0.999760077604031,2,10,"secondary active sulfate transmembrane transporter activity","MF","green","Day7","transmembrane transporter activity","PGEN_.00g049850;PGEN_.00g163390"
"8","GO:0015035",38,0.0260591630726767,0.998040441751743,2,22,"protein disulfide oxidoreductase activity","MF","green","Day7","oxidoreductase activity","PGEN_.00g005230;PGEN_.00g022340;PGEN_.00g187490;PGEN_.00g187500;PGEN_.00g192240;PGEN_.00g196600;PGEN_.00g256030;PGEN_.00g305480"
"9","GO:0016716",37,0.0245548534787921,0.998224163325257,2,20,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, another compound as one donor, and incorporation of one atom of oxygen","MF","green","Day7","oxidoreductase activity","PGEN_.00g005230;PGEN_.00g022340;PGEN_.00g187490;PGEN_.00g187500;PGEN_.00g192240;PGEN_.00g196600;PGEN_.00g256030;PGEN_.00g305480"
"10","GO:0033613",39,0.0268282148670846,0.997974263186916,2,19,"activating transcription factor binding","MF","green","Day7","transcription factor binding","PGEN_.00g200110;PGEN_.00g320430"
"11","GO:0042284",27,0.000176355068278825,1,2,2,"sphingolipid delta-4 desaturase activity","MF","green","Day7","oxidoreductase activity","PGEN_.00g005230;PGEN_.00g022340;PGEN_.00g187490;PGEN_.00g187500;PGEN_.00g192240;PGEN_.00g196600;PGEN_.00g256030;PGEN_.00g305480"
"12","GO:0043014",32,0.00659709341278085,0.999436075338909,3,31,"alpha-tubulin binding","MF","green","Day7","cytoskeletal protein binding","PGEN_.00g043370;PGEN_.00g054990;PGEN_.00g065390;PGEN_.00g204500;PGEN_.00g307980"
"13","GO:0043395",40,0.0299822224071614,0.997586831651928,2,20,"heparan sulfate proteoglycan binding","MF","green","Day7","ion binding","PGEN_.00g001620;PGEN_.00g014370;PGEN_.00g014650;PGEN_.00g019550;PGEN_.00g022340;PGEN_.00g022610;PGEN_.00g022630;PGEN_.00g082120;PGEN_.00g095680;PGEN_.00g102600;PGEN_.00g123200;PGEN_.00g128980;PGEN_.00g132440;PGEN_.00g187490;PGEN_.00g187500;PGEN_.00g196600;PGEN_.00g212150;PGEN_.00g220140;PGEN_.00g240270;PGEN_.00g240470;PGEN_.00g241820;PGEN_.00g279740;PGEN_.00g307980;PGEN_.00g345470"
"14","GO:0051371",41,0.0398560840004477,0.996231316962213,2,22,"muscle alpha-actinin binding","MF","green","Day7","cytoskeletal protein binding","PGEN_.00g043370;PGEN_.00g054990;PGEN_.00g065390;PGEN_.00g204500;PGEN_.00g307980"
"15","GO:0052716",30,0.00156979886852322,0.99997830216106,2,6,"hydroquinone:oxygen oxidoreductase activity","MF","green","Day7","oxidoreductase activity","PGEN_.00g005230;PGEN_.00g022340;PGEN_.00g187490;PGEN_.00g187500;PGEN_.00g192240;PGEN_.00g196600;PGEN_.00g256030;PGEN_.00g305480"
