"","slim_term","slim_cat","GO_count","GO_terms","GO_list","Gene_count","Gene_IDs","module_day"
"1","kinase activity","GO:0016301",2,"GO:0004111","GO:0004111;GO:0004550",4,"PGEN_.00g063840;PGEN_.00g069090;PGEN_.00g231160;PGEN_.00g282580","Day7_green"
"2","enzyme regulator activity","GO:0030234",1,"GO:0004867","GO:0004867",4,"PGEN_.00g015780;PGEN_.00g015800;PGEN_.00g092280;PGEN_.00g214890","Day7_green"
"3","structural molecule activity","GO:0005198",1,"GO:0005200","GO:0005200",7,"PGEN_.00g045220;PGEN_.00g120710;PGEN_.00g223910;PGEN_.00g224180;PGEN_.00g233770;PGEN_.00g274560;PGEN_.00g274590","Day7_green"
"4","ion binding","GO:0043167",3,"GO:0005507","GO:0005507;GO:0005509;GO:0043395",24,"PGEN_.00g001620;PGEN_.00g014370;PGEN_.00g014650;PGEN_.00g019550;PGEN_.00g022340;PGEN_.00g022610;PGEN_.00g022630;PGEN_.00g082120;PGEN_.00g095680;PGEN_.00g102600;PGEN_.00g123200;PGEN_.00g128980;PGEN_.00g132440;PGEN_.00g187490;PGEN_.00g187500;PGEN_.00g196600;PGEN_.00g212150;PGEN_.00g220140;PGEN_.00g240270;PGEN_.00g240470;PGEN_.00g241820;PGEN_.00g279740;PGEN_.00g307980;PGEN_.00g345470","Day7_green"
"5","transmembrane transporter activity","GO:0022857",1,"GO:0008271","GO:0008271",2,"PGEN_.00g049850;PGEN_.00g163390","Day7_green"
"6","oxidoreductase activity","GO:0016491",4,"GO:0015035","GO:0015035;GO:0016716;GO:0042284;GO:0052716",8,"PGEN_.00g005230;PGEN_.00g022340;PGEN_.00g187490;PGEN_.00g187500;PGEN_.00g192240;PGEN_.00g196600;PGEN_.00g256030;PGEN_.00g305480","Day7_green"
"7","transcription factor binding","GO:0008134",1,"GO:0033613","GO:0033613",2,"PGEN_.00g200110;PGEN_.00g320430","Day7_green"
"8","cytoskeletal protein binding","GO:0008092",2,"GO:0043014","GO:0043014;GO:0051371",5,"PGEN_.00g043370;PGEN_.00g054990;PGEN_.00g065390;PGEN_.00g204500;PGEN_.00g307980","Day7_green"
