"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","GeneRatio_2","Rich_Factor"
"1","crg00190","Oxidative phosphorylation","12/107","98/3839",1.2945327130582e-05,0.000919118226271323,0.000899359569072013,"105343349/109618245/105319162/105344113/105347217/105318424/105340053/105332067/105340141/105323421/105338985/105319097",12,"12 of 107",0.122448979591837
