"","slim_term","slim_cat","GO_count","GO_terms","GO_list","Gene_count","Gene_IDs","module_day"
"11","response to stress","GO:0006950",8,"GO:0002230","GO:0002230;GO:0006281;GO:0006974;GO:0030433;GO:0045087;GO:0050727;GO:0051607;GO:0060336",137,"PGEN_.00g000980;PGEN_.00g001030;PGEN_.00g002140;PGEN_.00g003430;PGEN_.00g008040;PGEN_.00g009420;PGEN_.00g012640;PGEN_.00g012890;PGEN_.00g014620;PGEN_.00g018550;PGEN_.00g020710;PGEN_.00g021630;PGEN_.00g022130;PGEN_.00g023400;PGEN_.00g024930;PGEN_.00g025590;PGEN_.00g028430;PGEN_.00g032030;PGEN_.00g041570;PGEN_.00g042030;PGEN_.00g047860;PGEN_.00g053840;PGEN_.00g053860;PGEN_.00g063200;PGEN_.00g064380;PGEN_.00g074360;PGEN_.00g080070;PGEN_.00g082600;PGEN_.00g083570;PGEN_.00g087370;PGEN_.00g089770;PGEN_.00g091150;PGEN_.00g091180;PGEN_.00g091210;PGEN_.00g095730;PGEN_.00g096560;PGEN_.00g100070;PGEN_.00g100450;PGEN_.00g102020;PGEN_.00g103680;PGEN_.00g103860;PGEN_.00g104030;PGEN_.00g115390;PGEN_.00g115710;PGEN_.00g126630;PGEN_.00g128160;PGEN_.00g129980;PGEN_.00g131820;PGEN_.00g132640;PGEN_.00g133340;PGEN_.00g146140;PGEN_.00g150130;PGEN_.00g150730;PGEN_.00g155000;PGEN_.00g157390;PGEN_.00g158010;PGEN_.00g161080;PGEN_.00g164120;PGEN_.00g165840;PGEN_.00g170110;PGEN_.00g172090;PGEN_.00g173560;PGEN_.00g173610;PGEN_.00g176580;PGEN_.00g183780;PGEN_.00g183970;PGEN_.00g186050;PGEN_.00g187250;PGEN_.00g190420;PGEN_.00g190590;PGEN_.00g199500;PGEN_.00g200710;PGEN_.00g203340;PGEN_.00g204470;PGEN_.00g205590;PGEN_.00g206220;PGEN_.00g206570;PGEN_.00g208330;PGEN_.00g210210;PGEN_.00g211860;PGEN_.00g213360;PGEN_.00g218100;PGEN_.00g218850;PGEN_.00g220300;PGEN_.00g220320;PGEN_.00g223690;PGEN_.00g225270;PGEN_.00g232230;PGEN_.00g236410;PGEN_.00g236440;PGEN_.00g236720;PGEN_.00g238110;PGEN_.00g238280;PGEN_.00g239600;PGEN_.00g239680;PGEN_.00g240130;PGEN_.00g243790;PGEN_.00g244000;PGEN_.00g245100;PGEN_.00g246100;PGEN_.00g246900;PGEN_.00g246930;PGEN_.00g248150;PGEN_.00g248180;PGEN_.00g248800;PGEN_.00g250180;PGEN_.00g250220;PGEN_.00g250480;PGEN_.00g250810;PGEN_.00g251680;PGEN_.00g253110;PGEN_.00g254630;PGEN_.00g256280;PGEN_.00g256920;PGEN_.00g258390;PGEN_.00g258830;PGEN_.00g264540;PGEN_.00g265860;PGEN_.00g270660;PGEN_.00g271580;PGEN_.00g271590;PGEN_.00g273200;PGEN_.00g283870;PGEN_.00g285380;PGEN_.00g287480;PGEN_.00g291370;PGEN_.00g291860;PGEN_.00g305470;PGEN_.00g308890;PGEN_.00g312430;PGEN_.00g327620;PGEN_.00g327640;PGEN_.00g329600;PGEN_.00g333770;PGEN_.00g338650;PGEN_.00g348260;PGEN_.00g348540","midnightblue_Day0"
"12","immune system process","GO:0002376",4,"GO:0002230","GO:0002230;GO:0045087;GO:0051607;GO:0060336",60,"PGEN_.00g002140;PGEN_.00g003430;PGEN_.00g012640;PGEN_.00g012890;PGEN_.00g024930;PGEN_.00g025590;PGEN_.00g047860;PGEN_.00g053840;PGEN_.00g053860;PGEN_.00g080070;PGEN_.00g087370;PGEN_.00g089770;PGEN_.00g091150;PGEN_.00g095730;PGEN_.00g096560;PGEN_.00g102020;PGEN_.00g128160;PGEN_.00g132640;PGEN_.00g133340;PGEN_.00g157390;PGEN_.00g164120;PGEN_.00g165840;PGEN_.00g172090;PGEN_.00g173560;PGEN_.00g173610;PGEN_.00g176580;PGEN_.00g183970;PGEN_.00g190590;PGEN_.00g203340;PGEN_.00g210210;PGEN_.00g220300;PGEN_.00g225270;PGEN_.00g232230;PGEN_.00g236410;PGEN_.00g236440;PGEN_.00g236720;PGEN_.00g238110;PGEN_.00g244000;PGEN_.00g245100;PGEN_.00g246900;PGEN_.00g248150;PGEN_.00g248180;PGEN_.00g248800;PGEN_.00g250180;PGEN_.00g250480;PGEN_.00g250810;PGEN_.00g251680;PGEN_.00g254630;PGEN_.00g256280;PGEN_.00g256920;PGEN_.00g258830;PGEN_.00g264540;PGEN_.00g270660;PGEN_.00g285380;PGEN_.00g291860;PGEN_.00g308890;PGEN_.00g312430;PGEN_.00g333770;PGEN_.00g348260;PGEN_.00g348540","midnightblue_Day0"
"13","DNA metabolic process","GO:0006259",1,"GO:0006281","GO:0006281",34,"PGEN_.00g000980;PGEN_.00g009420;PGEN_.00g014620;PGEN_.00g020710;PGEN_.00g082600;PGEN_.00g083570;PGEN_.00g091180;PGEN_.00g091210;PGEN_.00g100070;PGEN_.00g115710;PGEN_.00g129980;PGEN_.00g131820;PGEN_.00g146140;PGEN_.00g161080;PGEN_.00g170110;PGEN_.00g172090;PGEN_.00g183780;PGEN_.00g187250;PGEN_.00g190420;PGEN_.00g200710;PGEN_.00g205590;PGEN_.00g206220;PGEN_.00g220320;PGEN_.00g238280;PGEN_.00g239600;PGEN_.00g239680;PGEN_.00g243790;PGEN_.00g246100;PGEN_.00g246930;PGEN_.00g250220;PGEN_.00g253110;PGEN_.00g258390;PGEN_.00g273200;PGEN_.00g291370","midnightblue_Day0"
"14","catabolic process","GO:0009056",3,"GO:0006511","GO:0006511;GO:0030433;GO:0043161",76,"PGEN_.00g019210;PGEN_.00g021630;PGEN_.00g023910;PGEN_.00g028430;PGEN_.00g044780;PGEN_.00g048070;PGEN_.00g058590;PGEN_.00g060170;PGEN_.00g062050;PGEN_.00g062480;PGEN_.00g063070;PGEN_.00g064570;PGEN_.00g064580;PGEN_.00g064590;PGEN_.00g064600;PGEN_.00g064610;PGEN_.00g064620;PGEN_.00g064660;PGEN_.00g064780;PGEN_.00g083660;PGEN_.00g091210;PGEN_.00g092020;PGEN_.00g095410;PGEN_.00g096340;PGEN_.00g100070;PGEN_.00g100450;PGEN_.00g113990;PGEN_.00g122170;PGEN_.00g126630;PGEN_.00g150610;PGEN_.00g152520;PGEN_.00g159660;PGEN_.00g159670;PGEN_.00g162330;PGEN_.00g163220;PGEN_.00g170110;PGEN_.00g174090;PGEN_.00g182480;PGEN_.00g182540;PGEN_.00g182630;PGEN_.00g182650;PGEN_.00g183550;PGEN_.00g186050;PGEN_.00g187440;PGEN_.00g199500;PGEN_.00g200710;PGEN_.00g206570;PGEN_.00g208330;PGEN_.00g210940;PGEN_.00g211050;PGEN_.00g211860;PGEN_.00g216080;PGEN_.00g233980;PGEN_.00g238290;PGEN_.00g239600;PGEN_.00g239680;PGEN_.00g248150;PGEN_.00g250180;PGEN_.00g250810;PGEN_.00g259910;PGEN_.00g264160;PGEN_.00g264170;PGEN_.00g265860;PGEN_.00g272080;PGEN_.00g273950;PGEN_.00g280210;PGEN_.00g280370;PGEN_.00g287480;PGEN_.00g291370;PGEN_.00g302370;PGEN_.00g312430;PGEN_.00g314470;PGEN_.00g323140;PGEN_.00g327620;PGEN_.00g327640;PGEN_.00g338650","midnightblue_Day0"
"15","cell death","GO:0008219",2,"GO:0006915","GO:0006915;GO:0042981",76,"PGEN_.00g001730;PGEN_.00g012890;PGEN_.00g018000;PGEN_.00g023690;PGEN_.00g025590;PGEN_.00g030310;PGEN_.00g037040;PGEN_.00g043660;PGEN_.00g044780;PGEN_.00g049490;PGEN_.00g049510;PGEN_.00g053030;PGEN_.00g060430;PGEN_.00g062260;PGEN_.00g070940;PGEN_.00g072730;PGEN_.00g076010;PGEN_.00g081800;PGEN_.00g082680;PGEN_.00g089770;PGEN_.00g091700;PGEN_.00g091720;PGEN_.00g092020;PGEN_.00g095530;PGEN_.00g103860;PGEN_.00g104030;PGEN_.00g114970;PGEN_.00g120700;PGEN_.00g120810;PGEN_.00g122980;PGEN_.00g128120;PGEN_.00g132130;PGEN_.00g144720;PGEN_.00g147540;PGEN_.00g149750;PGEN_.00g149960;PGEN_.00g150610;PGEN_.00g150730;PGEN_.00g152060;PGEN_.00g155000;PGEN_.00g158010;PGEN_.00g162330;PGEN_.00g172310;PGEN_.00g173610;PGEN_.00g176580;PGEN_.00g177960;PGEN_.00g181080;PGEN_.00g186060;PGEN_.00g190490;PGEN_.00g192120;PGEN_.00g194130;PGEN_.00g216710;PGEN_.00g219120;PGEN_.00g226300;PGEN_.00g227070;PGEN_.00g229660;PGEN_.00g240240;PGEN_.00g242040;PGEN_.00g245530;PGEN_.00g250800;PGEN_.00g264270;PGEN_.00g266550;PGEN_.00g271140;PGEN_.00g283980;PGEN_.00g291950;PGEN_.00g302520;PGEN_.00g303960;PGEN_.00g313060;PGEN_.00g320060;PGEN_.00g321850;PGEN_.00g322940;PGEN_.00g327960;PGEN_.00g330020;PGEN_.00g332300;PGEN_.00g336120;PGEN_.00g343660","midnightblue_Day0"
"16","membrane organization","GO:0061024",1,"GO:0007009","GO:0007009",11,"PGEN_.00g017720;PGEN_.00g025030;PGEN_.00g045510;PGEN_.00g050460;PGEN_.00g060920;PGEN_.00g088500;PGEN_.00g152970;PGEN_.00g153140;PGEN_.00g204500;PGEN_.00g204640;PGEN_.00g336900","midnightblue_Day0"
"17","cytoskeleton organization","GO:0007010",2,"GO:0007015","GO:0007015;GO:0007288",27,"PGEN_.00g023460;PGEN_.00g058280;PGEN_.00g059540;PGEN_.00g062260;PGEN_.00g073720;PGEN_.00g083010;PGEN_.00g092590;PGEN_.00g114870;PGEN_.00g114880;PGEN_.00g127630;PGEN_.00g130100;PGEN_.00g135620;PGEN_.00g204500;PGEN_.00g204640;PGEN_.00g229770;PGEN_.00g236080;PGEN_.00g238430;PGEN_.00g240610;PGEN_.00g253560;PGEN_.00g253570;PGEN_.00g253580;PGEN_.00g258970;PGEN_.00g272850;PGEN_.00g282870;PGEN_.00g293070;PGEN_.00g293540;PGEN_.00g320150","midnightblue_Day0"
"18","reproduction","GO:0000003",3,"GO:0007283","GO:0007283;GO:0007288;GO:0030317",71,"PGEN_.00g001030;PGEN_.00g008060;PGEN_.00g008070;PGEN_.00g008130;PGEN_.00g011720;PGEN_.00g021670;PGEN_.00g022750;PGEN_.00g025510;PGEN_.00g025530;PGEN_.00g031670;PGEN_.00g031680;PGEN_.00g035180;PGEN_.00g037170;PGEN_.00g044930;PGEN_.00g048660;PGEN_.00g048730;PGEN_.00g053950;PGEN_.00g058280;PGEN_.00g059540;PGEN_.00g068110;PGEN_.00g070750;PGEN_.00g073720;PGEN_.00g100070;PGEN_.00g100450;PGEN_.00g102230;PGEN_.00g114870;PGEN_.00g114880;PGEN_.00g122660;PGEN_.00g127630;PGEN_.00g131020;PGEN_.00g135620;PGEN_.00g135830;PGEN_.00g139140;PGEN_.00g141020;PGEN_.00g141080;PGEN_.00g145440;PGEN_.00g150040;PGEN_.00g153660;PGEN_.00g157480;PGEN_.00g162330;PGEN_.00g167010;PGEN_.00g167910;PGEN_.00g168510;PGEN_.00g183200;PGEN_.00g183970;PGEN_.00g189470;PGEN_.00g191700;PGEN_.00g196810;PGEN_.00g198540;PGEN_.00g199160;PGEN_.00g200710;PGEN_.00g204770;PGEN_.00g209330;PGEN_.00g213680;PGEN_.00g215100;PGEN_.00g219110;PGEN_.00g221670;PGEN_.00g231230;PGEN_.00g233420;PGEN_.00g240610;PGEN_.00g253560;PGEN_.00g253570;PGEN_.00g253580;PGEN_.00g257250;PGEN_.00g258970;PGEN_.00g271840;PGEN_.00g282870;PGEN_.00g305470;PGEN_.00g322550;PGEN_.00g332760;PGEN_.00g332770","midnightblue_Day0"
"19","cellular component assembly","GO:0022607",2,"GO:0007288","GO:0007288;GO:0060271",66,"PGEN_.00g001890;PGEN_.00g010630;PGEN_.00g026930;PGEN_.00g031040;PGEN_.00g035180;PGEN_.00g037170;PGEN_.00g045420;PGEN_.00g052920;PGEN_.00g053950;PGEN_.00g054090;PGEN_.00g055700;PGEN_.00g058280;PGEN_.00g059110;PGEN_.00g059540;PGEN_.00g061850;PGEN_.00g068750;PGEN_.00g070750;PGEN_.00g073720;PGEN_.00g074100;PGEN_.00g074110;PGEN_.00g089310;PGEN_.00g098290;PGEN_.00g099600;PGEN_.00g100110;PGEN_.00g108780;PGEN_.00g114870;PGEN_.00g114880;PGEN_.00g115710;PGEN_.00g121150;PGEN_.00g127080;PGEN_.00g127630;PGEN_.00g135620;PGEN_.00g146330;PGEN_.00g153660;PGEN_.00g160800;PGEN_.00g166200;PGEN_.00g168510;PGEN_.00g169100;PGEN_.00g169770;PGEN_.00g173900;PGEN_.00g174130;PGEN_.00g179830;PGEN_.00g181300;PGEN_.00g185180;PGEN_.00g189030;PGEN_.00g193840;PGEN_.00g209330;PGEN_.00g214900;PGEN_.00g217170;PGEN_.00g218880;PGEN_.00g233420;PGEN_.00g236110;PGEN_.00g240610;PGEN_.00g253560;PGEN_.00g253570;PGEN_.00g253580;PGEN_.00g258970;PGEN_.00g260530;PGEN_.00g264620;PGEN_.00g266580;PGEN_.00g273240;PGEN_.00g282870;PGEN_.00g290540;PGEN_.00g331690;PGEN_.00g332130;PGEN_.00g332410","midnightblue_Day0"
"20","cell motility","GO:0048870",3,"GO:0007288","GO:0007288;GO:0030317;GO:0060294",29,"PGEN_.00g008590;PGEN_.00g021670;PGEN_.00g022750;PGEN_.00g024450;PGEN_.00g026930;PGEN_.00g037170;PGEN_.00g053950;PGEN_.00g055700;PGEN_.00g058280;PGEN_.00g059540;PGEN_.00g070750;PGEN_.00g073720;PGEN_.00g114870;PGEN_.00g114880;PGEN_.00g127630;PGEN_.00g131020;PGEN_.00g135620;PGEN_.00g139070;PGEN_.00g146330;PGEN_.00g153660;PGEN_.00g183200;PGEN_.00g209330;PGEN_.00g240610;PGEN_.00g251290;PGEN_.00g253560;PGEN_.00g253570;PGEN_.00g253580;PGEN_.00g258970;PGEN_.00g282870","midnightblue_Day0"
"21","locomotion","GO:0040011",3,"GO:0007288","GO:0007288;GO:0030317;GO:0060294",29,"PGEN_.00g008590;PGEN_.00g021670;PGEN_.00g022750;PGEN_.00g024450;PGEN_.00g026930;PGEN_.00g037170;PGEN_.00g053950;PGEN_.00g055700;PGEN_.00g058280;PGEN_.00g059540;PGEN_.00g070750;PGEN_.00g073720;PGEN_.00g114870;PGEN_.00g114880;PGEN_.00g127630;PGEN_.00g131020;PGEN_.00g135620;PGEN_.00g139070;PGEN_.00g146330;PGEN_.00g153660;PGEN_.00g183200;PGEN_.00g209330;PGEN_.00g240610;PGEN_.00g251290;PGEN_.00g253560;PGEN_.00g253570;PGEN_.00g253580;PGEN_.00g258970;PGEN_.00g282870","midnightblue_Day0"
"22","cell differentiation","GO:0030154",1,"GO:0007288","GO:0007288",13,"PGEN_.00g058280;PGEN_.00g059540;PGEN_.00g073720;PGEN_.00g114870;PGEN_.00g114880;PGEN_.00g127630;PGEN_.00g135620;PGEN_.00g240610;PGEN_.00g253560;PGEN_.00g253570;PGEN_.00g253580;PGEN_.00g258970;PGEN_.00g282870","midnightblue_Day0"
"23","circulatory system process","GO:0003013",1,"GO:0008015","GO:0008015",10,"PGEN_.00g025410;PGEN_.00g064590;PGEN_.00g064600;PGEN_.00g064610;PGEN_.00g064620;PGEN_.00g064660;PGEN_.00g064780;PGEN_.00g159660;PGEN_.00g182480;PGEN_.00g182650","midnightblue_Day0"
"24","cell population proliferation","GO:0008283",2,"GO:0008285","GO:0008285",34,"PGEN_.00g001030;PGEN_.00g012890;PGEN_.00g014650;PGEN_.00g021630;PGEN_.00g030010;PGEN_.00g049510;PGEN_.00g060560;PGEN_.00g062160;PGEN_.00g069110;PGEN_.00g070940;PGEN_.00g073750;PGEN_.00g076010;PGEN_.00g083570;PGEN_.00g128160;PGEN_.00g128750;PGEN_.00g140150;PGEN_.00g147850;PGEN_.00g153860;PGEN_.00g167910;PGEN_.00g170430;PGEN_.00g176580;PGEN_.00g183200;PGEN_.00g190490;PGEN_.00g191700;PGEN_.00g197620;PGEN_.00g238430;PGEN_.00g250800;PGEN_.00g258970;PGEN_.00g265020;PGEN_.00g271060;PGEN_.00g285380;PGEN_.00g303640;PGEN_.00g314620;PGEN_.00g315280","midnightblue_Day0"
"25","lipid metabolic process","GO:0006629",1,"GO:0019216","GO:0019216",11,"PGEN_.00g006280;PGEN_.00g006290;PGEN_.00g009970;PGEN_.00g009980;PGEN_.00g014760;PGEN_.00g057920;PGEN_.00g073750;PGEN_.00g081800;PGEN_.00g179830;PGEN_.00g213360;PGEN_.00g213370","midnightblue_Day0"
"26","nervous system process","GO:0050877",1,"GO:0019228","GO:0019228",11,"PGEN_.00g017720;PGEN_.00g031270;PGEN_.00g045510;PGEN_.00g060920;PGEN_.00g088500;PGEN_.00g152970;PGEN_.00g153140;PGEN_.00g195580;PGEN_.00g195620;PGEN_.00g195670;PGEN_.00g336900","midnightblue_Day0"
"27","homeostatic process","GO:0042592",1,"GO:0045454","GO:0045454",13,"PGEN_.00g080390;PGEN_.00g093560;PGEN_.00g108630;PGEN_.00g120960;PGEN_.00g180320;PGEN_.00g221670;PGEN_.00g240080;PGEN_.00g318340;PGEN_.00g332760;PGEN_.00g332770;PGEN_.00g337460;PGEN_.00g338650;PGEN_.00g348620","midnightblue_Day0"
