"","Row.names","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","SG25","SG60","SG90","SG128","SG89","SG40","SG43","SG44","SG77","SG19","SG57","SG20","SG62","SG41","SG21","SG129","SG61","SG45","SG58","SG26","SG22","SG140","SG63","SG100","SG17","SG138","SG59","SG42","SG139","SG99","SG130","SG24","SG18","SG127","SG23","SG39","up","down"
"17","PGEN_.00g086610",27.3349478168231,3.08313734641573,0.775879951225608,3.97372988120842,7.07558029130195e-05,0.0163614234005422,48,65,46,30,66,60,11,26,36,92,50,45,5,20,14,33,9,15,33,29,16,7,9,19,14,46,10,8,18,47,5,19,35,9,6,13,TRUE,FALSE
"18","PGEN_.00g027970",64.1136382617586,3.32330327219212,0.763690957815978,4.35163365256568,1.3512691014027e-05,0.00540732852077982,73,122,55,71,62,78,28,39,80,83,128,158,12,53,29,101,38,58,103,49,47,11,44,49,54,84,33,37,64,182,15,22,141,60,12,72,TRUE,FALSE
"19","PGEN_.00g238430",196.803193257665,-1.03998468755385,0.295339431125058,-3.52132014202153,0.000429403854965928,0.0490476655828008,302,229,240,139,240,240,277,260,283,165,224,172,199,189,67,126,330,218,181,229,109,237,239,140,258,171,56,171,249,229,226,382,172,223,238,138,FALSE,TRUE
"20","PGEN_.00g092270",98.1310844886155,-6.08880398963632,1.04711372975702,-5.81484495580933,6.06901105896069e-09,1.04083539661176e-05,232,185,52,54,32,26,109,334,56,10,30,57,365,49,36,12,87,199,18,89,38,50,73,72,48,7,226,287,60,27,126,79,36,21,120,85,FALSE,TRUE
"21","PGEN_.00g098060",9.89584066740849,-3.56991659468146,0.944524420882683,-3.77959162913467,0.000157085779429183,0.0265607715781317,8,12,2,3,5,1,12,36,21,7,3,13,7,8,1,2,8,16,5,4,5,11,17,3,17,2,18,19,14,7,17,19,16,3,12,10,FALSE,TRUE
"22","PGEN_.00g169480",35.8359593529763,3.50356449762076,0.873886234304068,4.00917689292917,6.0930761551569e-05,0.0155354791514439,94,36,73,11,113,63,24,29,54,81,90,65,7,29,28,58,12,27,62,41,39,9,12,13,15,29,7,11,20,52,12,9,39,19,1,21,TRUE,FALSE
"23","PGEN_.00g272710",67.8102138421521,2.82987100540813,0.802273716705635,3.52731361688924,0.000419799202218898,0.0484585521407488,63,155,74,86,195,115,54,64,117,101,204,99,14,55,24,93,33,48,129,84,52,20,17,40,19,70,42,24,36,101,12,27,98,62,19,37,TRUE,FALSE
"24","PGEN_.00g114780",17.7196948749608,-5.86168555250125,1.2683668006554,-4.6214435362644,3.81079057564126e-06,0.00217986325377607,14,35,97,6,17,10,23,32,6,5,6,14,48,5,4,4,17,26,3,6,11,7,2,7,15,2,65,44,12,2,11,20,7,0,8,7,FALSE,TRUE
"25","PGEN_.00g279100",14.5600751589147,4.02779514392338,0.89511039669057,4.49977473037412,6.80255120341961e-06,0.00314094719988663,13,21,13,9,18,13,4,5,26,16,29,21,8,19,7,39,15,7,40,15,23,0,4,11,16,9,5,3,12,35,4,6,18,13,2,22,TRUE,FALSE
"26","PGEN_.00g113250",7.56869493869971,3.7392842518927,1.01623657582929,3.67954110374477,0.000233654028325531,0.0321648474877032,3,12,7,12,23,17,3,11,3,9,17,3,2,10,3,12,5,2,28,9,4,3,6,4,7,6,4,9,3,16,0,4,16,9,2,0,TRUE,FALSE
"27","PGEN_.00g344990",12.9551913972943,4.1421192160315,1.0685873883489,3.8762568800588,0.000106075696048678,0.0212239788510729,14,10,20,9,76,25,5,18,14,17,24,29,4,3,8,25,5,2,27,6,11,2,2,3,7,13,10,10,12,22,0,8,10,6,0,9,TRUE,FALSE
"28","PGEN_.00g342060",6.99694737981742,3.5400031655315,0.971931992625656,3.64223339944624,0.000270282840293455,0.0342178699005321,6,15,11,9,21,9,4,13,10,8,21,15,2,2,1,7,4,4,16,8,6,1,7,4,4,6,1,1,3,21,1,4,9,2,1,7,TRUE,FALSE
"29","PGEN_.00g155650",258.645686843936,-7.41983044004959,1.7394037850006,-4.26573203072974,1.99247815227149e-05,0.00664436117167202,86,238,4444,53,160,47,59,162,40,42,26,43,1854,49,178,34,97,58,42,65,248,20,64,69,42,23,177,744,40,37,26,139,58,30,36,36,FALSE,TRUE
"30","PGEN_.00g341210",18.380263648041,-6.60386154383902,1.77244350248345,-3.72585164750586,0.000194656870968462,0.0298887293231186,10,47,130,2,14,5,4,96,2,3,3,8,26,4,8,0,26,31,0,6,25,4,1,1,3,4,27,116,1,2,18,4,8,5,15,3,FALSE,TRUE
"31","PGEN_.00g055380",35.7499464639916,-1.39620702643492,0.366304689547745,-3.81160019588812,0.000138070067863558,0.0248986244569352,31,43,54,23,27,28,38,59,28,41,44,39,31,43,10,27,63,34,20,42,16,45,77,42,51,32,20,45,49,30,43,79,34,35,46,17,FALSE,TRUE
"32","PGEN_.00g050060",50.4835047202251,-1.82778327218462,0.520738078182453,-3.50998582351455,0.000448130585498825,0.0496662504372414,44,50,87,32,63,66,67,133,67,40,46,55,37,61,12,21,60,36,44,46,25,66,54,33,56,34,5,76,69,43,82,160,49,36,110,23,FALSE,TRUE
"33","PGEN_.00g311890",106.398127986222,-1.30396173481932,0.355691475684987,-3.66599096115015,0.000246382627632984,0.0328647049414885,78,109,208,69,96,84,161,221,137,128,96,93,102,153,36,64,163,111,65,88,74,142,148,87,132,114,42,125,144,94,107,209,126,85,147,62,FALSE,TRUE
"34","PGEN_.00g330100",40.4872032689093,-7.7300856220784,1.67270297694155,-4.62131396227469,3.81317187249458e-06,0.00217986325377607,12,12,22,5,6,27,10,548,30,26,12,5,21,6,6,0,4,32,7,32,9,32,29,16,9,0,15,115,13,13,14,7,5,7,430,20,FALSE,TRUE
"35","PGEN_.00g286180",23.8238326435396,-5.20652203451666,1.36740181915284,-3.80760209734276,0.000140320813066633,0.0248986244569352,14,3,15,13,10,3,10,33,15,19,16,13,18,16,3,1,185,18,23,8,4,25,6,30,5,1,0,153,28,21,14,276,4,2,17,6,FALSE,TRUE
"36","PGEN_.00g164540",43.236148193192,3.72352224447703,1.01235876256438,3.67806590130664,0.000235009246809747,0.0321648474877032,14,47,75,34,298,155,22,49,36,37,61,71,16,30,17,49,16,13,86,63,46,5,24,10,14,39,16,16,32,37,7,28,91,34,8,5,TRUE,FALSE
"37","PGEN_.00g198170",6.33215334498546,2.73071893714016,0.776528854047773,3.51657111375306,0.000437159534973735,0.0490476655828008,5,8,3,12,4,10,2,2,4,8,14,8,2,9,2,11,6,4,2,7,10,7,2,9,11,7,0,8,7,12,4,14,6,13,4,4,TRUE,FALSE
"38","PGEN_.00g347800",8.93842654967823,2.32067921688591,0.637240817261286,3.64176172339313,0.000270778645610208,0.0342178699005321,0,8,5,11,7,9,16,9,5,17,12,11,2,26,7,11,6,4,9,8,6,9,11,11,15,11,0,8,13,15,8,10,14,11,12,7,TRUE,FALSE
"39","PGEN_.00g266130",101.917594478761,-12.4565426946076,1.97165362628839,-6.31781491866643,2.65287456014072e-10,7.96193977362233e-07,45,117,281,15,2,16,36,377,6,6,9,8,697,17,6,4,16,114,7,10,5,7,13,23,14,0,45,1778,10,2,49,33,14,0,21,30,FALSE,TRUE
"40","PGEN_.00g164660",47.617567299997,3.91375977444329,1.03696724647074,3.7742366383929,0.00016049835929409,0.0267608722684105,14,49,84,31,374,156,23,50,44,42,64,71,16,30,25,51,16,14,96,67,48,5,26,9,17,44,17,18,34,40,7,29,93,39,7,7,TRUE,FALSE
"41","PGEN_.00g329260",23.8646110247039,3.40275911877468,0.950493493221767,3.57999201787356,0.000343604703374617,0.0408413313268542,24,94,10,32,11,67,7,19,23,39,27,61,6,21,12,47,21,14,25,18,29,6,4,13,36,20,9,5,18,31,4,21,26,18,3,36,TRUE,FALSE
"42","PGEN_.00g339220",8.47952319346508,4.61310143449617,1.21194921067969,3.80634880888203,0.000141033441322082,0.0248986244569352,0,0,6,21,7,26,7,7,6,35,40,4,2,6,3,34,6,4,13,7,2,12,0,5,3,6,3,0,8,9,2,3,12,10,6,2,TRUE,FALSE
"43","PGEN_.00g215970",380.926407959236,-1.26134785807654,0.312276095846956,-4.03920721070726,5.36321699711294e-05,0.0155232928499652,359,348,805,280,355,320,411,645,352,336,360,372,480,453,176,207,482,295,245,400,177,426,520,366,501,284,221,584,598,326,400,628,427,377,586,363,FALSE,TRUE
"44","PGEN_.00g046720",132.569671318371,3.51656041762011,0.892880059200241,3.93844658236619,8.20108470052306e-05,0.018375720253851,134,191,147,99,373,122,43,144,129,156,216,256,37,65,106,305,74,85,196,95,208,24,40,53,49,150,84,47,160,206,42,96,327,84,16,111,TRUE,FALSE
"45","PGEN_.00g327660",520.934459843379,5.59825656999439,1.2320638612452,4.54380389368488,5.52480598858632e-06,0.00288370851708603,93,217,33,695,43,693,492,38,812,476,682,355,22,1990,515,773,564,54,509,96,168,111,412,304,871,343,155,98,685,1515,18,320,2893,823,62,1415,TRUE,FALSE
"46","PGEN_.00g211250",14.8224549224091,3.25737328092902,0.878723121696364,3.70693930830078,0.000209779190272171,0.031026474373317,18,21,12,11,34,8,9,13,16,18,23,22,10,6,24,31,8,10,15,16,14,6,3,5,8,22,8,9,8,35,6,7,28,11,2,16,TRUE,FALSE
"47","PGEN_.00g339580",3.74019223936114,3.70828226774167,0.94913172354999,3.90702594353475,9.34391243264432e-05,0.0197439472705823,4,3,2,7,6,3,1,2,5,5,5,6,4,2,3,8,2,2,6,5,5,3,0,5,4,7,1,1,3,6,2,2,4,7,1,2,TRUE,FALSE
"48","PGEN_.00g082950",24.695866828406,-2.18425319383795,0.62087977373224,-3.51799702011218,0.000434817245311836,0.0490476655828008,26,25,17,18,22,23,41,53,41,13,11,33,10,23,9,16,53,20,7,25,5,35,40,22,44,18,4,29,43,18,33,97,29,29,42,12,FALSE,TRUE
"49","PGEN_.00g039480",12.8411007338625,4.0308646094464,0.847708361594171,4.75501338911662,1.98433265729403e-06,0.00148886959692593,14,16,22,18,20,13,8,8,24,23,23,31,2,15,13,21,2,3,24,13,4,4,7,9,6,13,4,0,15,35,5,4,27,13,4,10,TRUE,FALSE
"50","PGEN_.00g040970",8.16478610648354,4.42164158709818,1.1567235990714,3.82255673753679,0.000132075075710678,0.02444780323025,2,6,6,8,13,14,3,8,13,7,20,17,1,3,4,10,2,0,22,10,9,2,4,2,3,20,9,2,5,23,6,1,15,9,0,8,TRUE,FALSE
"51","PGEN_.00g041940",7.79122427524931,4.05760409168075,1.02120581685917,3.97334604317117,7.08699722472464e-05,0.0163614234005422,12,4,17,9,30,5,3,8,8,18,17,16,3,6,2,13,11,6,12,9,6,0,5,4,8,8,5,0,2,9,0,2,11,5,0,11,TRUE,FALSE
"52","PGEN_.00g119160",33.3064320616582,2.62309381784099,0.713333516366232,3.67723338054155,0.000235777307698282,0.0321648474877032,70,50,39,43,56,54,14,33,51,33,79,51,11,19,16,61,27,37,44,39,43,12,23,36,28,18,9,12,28,55,12,10,64,23,5,18,TRUE,FALSE
"53","PGEN_.00g085790",14.8241792073805,3.75658359512209,0.939733710825436,3.99749796335646,6.40155416369705e-05,0.0155354791514439,20,24,19,10,38,12,4,9,18,20,25,48,6,6,11,31,11,8,21,17,14,4,6,3,12,27,6,5,12,34,2,4,26,12,2,7,TRUE,FALSE
"54","PGEN_.00g203030",36.4118270826857,-5.23107576508465,1.39864398992711,-3.74010527536552,0.000183943197863111,0.0292238402173008,7,22,551,13,25,13,16,42,12,15,8,18,224,25,17,6,13,29,14,10,19,5,9,22,15,9,36,53,16,23,8,14,17,9,18,6,FALSE,TRUE
"55","PGEN_.00g188250",459.744397906564,2.89791571561914,0.725361678984318,3.99513208317942,6.46581952886755e-05,0.0155354791514439,629,677,549,418,734,584,185,427,764,748,995,903,151,433,253,690,261,295,647,455,375,76,301,320,344,580,283,191,418,1071,152,225,844,384,57,390,TRUE,FALSE
"56","PGEN_.00g348040",14.6101872386507,4.0708376278016,1.1318130655476,3.59674026720308,0.000322229945737011,0.0386837049857281,11,31,11,12,41,27,7,11,22,20,38,19,2,4,16,37,4,8,25,13,21,0,4,4,3,17,10,0,17,16,3,5,17,9,2,16,TRUE,FALSE
"57","PGEN_.00g024000",33.8958308234698,-10.1174882903888,1.77267693484256,-5.70746315446778,1.14672433891101e-08,1.52960285429186e-05,9,27,678,10,8,6,13,58,3,1,2,4,147,6,5,5,5,52,1,4,5,9,4,4,4,1,20,150,4,4,31,10,14,7,5,5,FALSE,TRUE
"58","PGEN_.00g323180",15.7908363568256,-2.20685396785767,0.506871020882486,-4.35387677917636,1.3375090496838e-05,0.00540732852077982,19,13,18,11,8,4,31,29,25,8,4,13,20,17,8,7,26,12,10,22,8,20,24,16,39,15,14,20,20,16,12,35,14,15,18,11,FALSE,TRUE
"59","PGEN_.00g204840",20.5052277344869,-6.34232805302001,1.19910660900786,-5.28921115551823,1.22845009377343e-07,0.000113442641351924,21,37,16,6,9,4,7,59,16,4,13,5,113,7,4,2,21,97,14,13,6,2,18,17,17,2,35,28,12,11,61,25,3,6,3,8,FALSE,TRUE
"60","PGEN_.00g029620",13.0570252603027,3.63954149460058,0.973489466263333,3.73865524048318,0.00018500723502831,0.0292238402173008,8,23,25,12,26,24,2,14,11,28,42,18,5,5,10,18,5,8,23,10,20,4,4,10,0,17,7,4,13,24,6,2,18,11,2,7,TRUE,FALSE
"61","PGEN_.00g319180",75.0570366086571,-6.49944261379098,1.48840780284799,-4.36670823772533,1.26133033021966e-05,0.00540732852077982,20,214,816,21,62,31,35,365,41,7,20,38,161,60,17,40,23,341,19,14,49,5,28,8,37,0,55,98,26,8,73,60,13,7,14,16,FALSE,TRUE
"62","PGEN_.00g155150",12.3492426815948,3.98786314637814,0.998222657729969,3.99496356398765,6.47042030464135e-05,0.0155354791514439,21,14,6,4,16,28,7,10,9,17,19,31,2,8,18,26,6,8,19,8,10,5,5,3,3,16,8,3,14,23,3,3,30,6,3,15,TRUE,FALSE
"63","PGEN_.00g130110",31.4587898498634,4.618523311072,0.84279423049718,5.48001296632922,4.25294666937465e-08,5.10566247658427e-05,27,16,10,12,15,64,22,10,20,58,84,102,11,28,33,46,20,29,69,13,20,15,13,23,21,41,17,17,31,52,13,10,85,21,6,43,TRUE,FALSE
"64","PGEN_.00g149990",838.282792077055,-14.2977224465177,2.03048522224803,-7.04152992095561,1.90140372893411e-12,2.2826351765854e-08,105,2936,12969,7,198,32,331,2269,49,67,75,33,7942,44,34,3,107,652,56,77,71,7,52,50,59,4,318,2423,20,7,359,110,99,3,122,49,FALSE,TRUE
"65","PGEN_.00g191620",56.9840900649284,-7.57243049806524,1.93319575944387,-3.91705312877555,8.96379991864833e-05,0.0195655305497042,37,49,552,9,120,6,50,114,13,15,7,9,540,8,30,2,28,11,17,22,31,9,12,5,10,3,32,283,0,2,7,18,12,2,7,10,FALSE,TRUE
"66","PGEN_.00g039120",11.5721945194266,4.42243723648894,1.04007731946144,4.25202737694437,2.11843955429575e-05,0.00687347752684338,12,22,15,4,34,25,2,8,16,18,26,29,5,6,11,25,6,11,15,13,7,0,4,6,3,7,2,3,7,27,2,3,23,14,0,9,TRUE,FALSE
"67","PGEN_.00g328520",415.349909137765,-1.75584587336923,0.435870444571015,-4.02836644521135,5.6165752270364e-05,0.0155232928499652,227,370,431,329,374,296,408,662,577,275,228,334,636,319,122,250,989,405,262,392,208,491,714,410,678,394,96,465,808,587,642,1185,567,362,570,210,FALSE,TRUE
"68","PGEN_.00g119470",18.022393923336,3.70901770264035,0.86378399655526,4.29391805987582,1.75547285885031e-05,0.00658576614703061,20,32,27,7,36,25,7,21,46,7,37,55,4,15,11,22,12,14,29,12,21,7,8,13,9,21,3,6,7,44,9,2,30,19,2,16,TRUE,FALSE
"69","PGEN_.00g116150",9.49841991640681,3.55945414764754,0.966849868321373,3.68149623253029,0.000231869216200586,0.0321648474877032,11,7,20,7,37,14,0,7,16,12,12,17,5,8,8,15,4,7,9,5,6,4,8,3,7,10,2,5,4,32,8,2,5,10,1,17,TRUE,FALSE
"70","PGEN_.00g346060",11.1091840325807,5.64147600975926,1.50714929629598,3.74314344545954,0.000181732412345338,0.0292238402173008,2,0,5,5,0,8,21,9,25,13,11,19,2,24,9,58,2,1,1,1,4,1,0,7,5,25,0,3,1,37,19,2,20,30,18,14,TRUE,FALSE
"71","PGEN_.00g342070",5.37358840534881,4.06135901020807,1.14688833041669,3.54119830370276,0.000398314090966231,0.0464248607965981,8,15,7,6,24,6,0,6,9,4,9,13,1,2,2,6,2,2,12,5,7,0,6,5,3,7,2,0,1,8,2,2,4,6,0,3,TRUE,FALSE
"72","PGEN_.00g164270",28.2687316951162,4.14403566224258,1.07352187721005,3.86022469613047,0.00011328280765372,0.0219348404174662,21,23,26,19,27,99,9,9,25,23,135,42,2,33,11,85,22,16,58,48,13,9,13,19,13,26,21,15,12,72,5,8,57,12,2,9,TRUE,FALSE
"73","PGEN_.00g050070",31.9183044348837,-1.76730316314917,0.476502051408123,-3.7089098733711,0.000208153497668337,0.031026474373317,14,39,46,26,25,33,45,60,35,40,35,28,32,39,5,18,48,42,19,47,18,44,41,19,40,12,6,44,36,35,45,96,29,39,53,21,FALSE,TRUE
"74","PGEN_.00g162900",262.098674980127,-10.9412527384159,1.75081170420697,-6.24924582816385,4.124393296033e-10,9.90266830377522e-07,111,1704,233,18,186,17,66,2226,96,20,37,35,327,54,83,6,41,2153,31,38,85,22,20,16,26,10,185,56,108,5,981,97,21,4,317,24,FALSE,TRUE
"75","PGEN_.00g093880",5.78400423824133,4.18266777097788,1.14326729493584,3.65852131824745,0.000253674642965065,0.0331017835738653,5,17,0,2,11,6,2,4,5,8,14,12,2,4,8,10,1,7,8,3,5,2,1,6,2,9,0,5,4,18,4,0,8,5,1,6,TRUE,FALSE
"76","PGEN_.00g040950",6.99318324485928,4.74298881456711,1.1070548795376,4.28433034552739,1.83290407847206e-05,0.00664436117167202,8,18,3,8,10,8,7,5,5,10,18,22,0,8,1,13,6,0,9,8,7,2,2,1,3,13,3,0,2,22,3,3,13,7,0,8,TRUE,FALSE
"77","PGEN_.00g028100",347.321610758028,1.40084808567306,0.378162073865561,3.70435901028794,0.000211925939076385,0.031026474373317,233,336,225,328,230,353,419,377,275,423,431,461,270,835,406,362,286,303,488,354,205,200,444,695,413,240,197,331,502,470,297,258,423,295,240,255,TRUE,FALSE
"78","PGEN_.00g340260",22.1703198049234,-5.83587337971783,1.45524882113173,-4.01022374660255,6.06612366646766e-05,0.0155354791514439,4,36,183,3,35,15,12,70,10,2,7,11,101,6,8,2,9,38,7,7,39,4,7,11,4,2,14,84,5,4,34,15,4,2,8,4,FALSE,TRUE
"79","PGEN_.00g093380",6.99768109568518,4.61558997353759,1.18159505803086,3.90623669434562,9.3744689248079e-05,0.0197439472705823,2,2,4,2,1,26,5,0,1,6,0,15,4,31,4,21,3,3,2,7,5,4,4,11,8,9,0,3,6,25,8,10,17,4,9,5,TRUE,FALSE
"80","PGEN_.00g279590",190.41758132647,3.45701526272282,0.893389973932921,3.86954786105803,0.000109037375637637,0.0214589130250793,133,375,372,112,1058,330,111,143,305,253,287,251,120,111,121,129,61,104,328,194,194,19,76,73,165,287,63,24,63,367,53,187,257,157,31,90,TRUE,FALSE
"81","PGEN_.00g030460",186.109301869392,-1.05975962930045,0.272901797937764,-3.88330028350394,0.000103048176815286,0.0209676841130085,183,198,238,182,237,192,273,297,210,172,147,153,179,190,87,121,299,168,134,185,98,191,292,189,286,121,63,240,335,220,171,385,142,217,282,124,FALSE,TRUE
"82","PGEN_.00g076740",5.61086462139975,3.80990599034878,0.979542576726927,3.88947461893827,0.00010046147437943,0.0207937931021561,5,3,4,2,9,9,4,7,5,12,11,10,0,5,6,4,4,3,9,5,2,0,6,7,12,5,0,4,9,3,1,7,9,6,0,19,TRUE,FALSE
"83","PGEN_.00g339230",8.12627526502497,5.30905755457934,1.47231714704412,3.60591980147619,0.000311049197259746,0.0377186425565984,0,3,7,12,10,29,8,8,4,33,42,1,3,2,0,50,3,4,18,12,1,12,6,3,1,4,0,0,2,9,4,1,6,4,0,3,TRUE,FALSE
"84","PGEN_.00g197930",7.84564270607044,5.8012107176647,1.25381955390335,4.62683063093453,3.713039110712e-06,0.00217986325377607,10,14,4,4,20,31,3,6,14,10,16,16,0,9,3,15,1,3,20,7,5,3,0,1,0,12,2,1,4,14,0,3,15,5,0,12,TRUE,FALSE
"85","PGEN_.00g180630",19.5306343600542,1.85040173878375,0.505219577044278,3.66256935174461,0.000249698121137277,0.0329409444423407,16,22,32,15,34,22,12,17,17,33,40,21,4,30,11,19,21,11,19,20,12,12,31,27,28,35,8,18,17,27,11,25,15,23,12,21,TRUE,FALSE
"86","PGEN_.00g012750",9.74051077841972,4.74943629219217,1.20649259139881,3.93656482107831,8.26563010169058e-05,0.018375720253851,11,12,9,16,32,18,4,8,15,17,24,22,1,6,11,12,2,2,21,17,9,1,0,5,0,6,6,0,4,20,3,2,14,16,0,2,TRUE,FALSE
"87","PGEN_.00g261000",8.60322221198576,2.65081720905349,0.706622579098063,3.75139046991253,0.000175856575319158,0.0289199751603629,4,6,3,8,6,20,5,9,4,11,23,11,6,14,5,11,6,6,10,7,2,16,6,12,12,20,0,11,7,14,9,8,9,8,7,9,TRUE,FALSE
"88","PGEN_.00g039930",245.346576011463,-1.79009878922567,0.479333699683525,-3.73455651127296,0.00018804626458827,0.0293181221608075,361,224,324,261,236,216,450,466,205,185,276,237,275,215,55,148,314,363,177,201,74,448,209,148,194,235,67,292,220,276,407,355,318,267,531,143,FALSE,TRUE
"89","PGEN_.00g066340",28.3911747632689,3.94684880855471,0.949583768235527,4.15639877236799,3.23303320829082e-05,0.00995193940141827,6,8,6,29,41,73,9,17,24,53,49,58,10,67,8,16,33,7,51,63,6,13,18,24,6,53,20,6,14,92,11,42,12,76,11,40,TRUE,FALSE
"90","PGEN_.00g057310",39.1002349929206,4.7937782895275,0.976165384724891,4.91082593640473,9.06935691843321e-07,0.000725850865371938,26,40,50,12,97,63,13,23,93,39,55,88,9,22,57,63,20,15,70,25,59,3,16,14,14,63,16,6,28,85,8,5,60,36,9,47,TRUE,FALSE
"91","PGEN_.00g328190",8.33231822359396,3.02255679487079,0.861539788551751,3.50831944738352,0.000450947213465998,0.0496662504372414,16,25,9,9,12,8,6,10,7,16,16,18,6,7,4,13,4,5,9,5,4,4,1,6,6,12,4,0,2,24,5,6,12,5,1,8,TRUE,FALSE
"92","PGEN_.00g078840",10.064234923693,4.92092741543961,1.08967464310626,4.5159602883039,6.30304765165327e-06,0.0030267234823239,16,18,12,11,7,23,9,5,5,32,28,6,0,4,14,25,5,2,15,13,12,3,2,2,4,17,2,2,5,13,2,3,8,6,2,17,TRUE,FALSE
