"","Row.names","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","SG119","SG86","SG85","SG132","SG75","SG54","SG73","SG47","SG34","SG126","SG68","SG112","SG133","SG52","SG123","SG115","SG122","SG33","SG120","SG111","SG142","SG96","SG113","SG30","SG51","SG83","SG125","SG35","SG84","SG49","SG116","SG136","SG70","SG31","SG121","SG74","SG134","SG56","SG76","SG55","SG48","SG53","SG106","SG104","SG32","SG124","SG29","SG110","SG105","SG72","SG94","SG95","SG135","SG71","SG114","SG69","SG141","SG36","SG67","SG28","SG50","SG103","up","down"
"44","PGEN_.00g178010",25.4404097785179,-2.47187551312061,0.733448953747516,-3.37020797492546,0.000751114711071057,0.0453039010842014,14,46,65,23,24,12,22,26,16,32,23,38,29,29,15,16,22,31,7,24,32,21,23,32,13,10,30,20,30,31,40,24,15,33,55,29,25,43,29,39,29,51,57,25,21,53,12,37,31,18,19,17,20,15,21,11,27,72,20,23,28,8,FALSE,TRUE
"45","PGEN_.00g319190",120.823295950252,-6.99503993108517,2.09552844317446,-3.33807921045852,0.000843596970262756,0.0493089581818172,54,35,43,68,88,300,245,69,42,801,50,40,129,130,71,149,21,31,22,25,31,25,114,318,174,81,20,35,77,82,20,22,31,30,64,50,31,47,22,995,126,295,26,17,82,415,193,40,63,58,14,34,24,73,198,36,125,68,128,68,174,94,FALSE,TRUE
"46","PGEN_.00g279610",273.102643345835,-9.35334256004962,2.70579579579782,-3.45678065380087,0.000546669624666285,0.0376591547022648,49,43,92,46,64,387,854,60,55,1557,53,14,498,372,176,72,28,152,17,37,23,53,55,349,123,83,40,38,23,73,31,34,32,58,36,43,26,37,36,3240,77,1777,55,17,38,816,672,419,190,42,31,327,10,39,1191,122,856,119,34,33,92,619,FALSE,TRUE
"47","PGEN_.00g333460",17.5228435331381,-13.757662471135,2.28717680075097,-6.01512854914312,1.7974400629013e-09,8.13101969787787e-06,8,9,45,2,26,52,68,5,4,32,2,4,0,73,19,5,10,22,0,0,18,4,45,0,38,18,34,3,4,13,15,25,12,3,19,21,0,7,3,18,12,48,7,0,0,52,5,9,22,22,0,5,3,3,77,6,14,24,9,12,53,0,FALSE,TRUE
"48","PGEN_.00g313910",83.5760006737287,-10.0096863163484,2.27841739339739,-4.39326277325455,1.11662024101149e-05,0.00318160472428913,15,7,97,11,154,75,235,17,17,907,15,5,142,98,69,172,22,13,6,9,71,6,61,82,58,66,8,29,34,60,8,70,39,19,89,22,14,29,14,314,14,577,44,33,49,435,72,167,11,31,5,38,15,32,76,13,224,18,14,8,42,104,FALSE,TRUE
"49","PGEN_.00g096560",68.35857800336,7.82396571745872,1.37070144623205,5.70800135869571,1.1431050816402e-08,2.21615415184845e-05,182,42,64,125,40,10,99,55,175,12,128,91,209,27,9,14,17,32,73,188,19,81,38,49,8,41,36,41,52,128,37,16,25,57,381,23,30,49,54,18,241,115,62,99,155,79,48,49,22,77,100,107,25,40,28,114,20,82,196,93,34,28,TRUE,FALSE
"50","PGEN_.00g027970",40.7706113789612,5.06467478915272,1.38188211639767,3.66505559993458,0.000247284855128942,0.0225741738155394,117,89,106,72,18,14,19,29,16,5,88,61,22,11,24,14,22,16,44,40,19,15,31,3,18,29,30,44,86,241,39,16,22,64,32,22,169,47,39,37,142,14,79,49,76,11,30,15,57,52,59,40,44,28,19,40,5,64,29,30,28,16,TRUE,FALSE
"51","PGEN_.00g092270",91.1395815029813,-9.11266899362064,1.80897170073365,-5.03748565548312,4.71686897603095e-07,0.000400078930460725,18,104,129,34,97,494,231,31,19,52,63,27,6,186,260,10,98,46,19,37,49,21,147,12,273,106,98,45,47,101,27,38,23,67,20,68,18,78,49,117,100,148,69,25,40,389,44,11,21,174,26,7,21,50,275,83,11,83,75,31,218,23,FALSE,TRUE
"52","PGEN_.00g093630",17.4978306699558,-3.66838855019554,0.869344349045559,-4.21971863534055,2.44607404684673e-05,0.0055326118149595,7,28,48,8,13,17,14,9,9,11,23,34,17,36,15,3,18,17,15,19,24,19,21,7,14,12,32,10,12,12,47,16,11,10,44,14,19,35,16,18,20,30,18,24,11,28,7,17,16,34,9,20,15,12,15,8,21,43,9,17,17,16,FALSE,TRUE
"53","PGEN_.00g245300",8.25003159392828,13.8989322084569,3.27434799250689,4.24479384606145,2.18794479823699e-05,0.00513805690973922,19,0,3,25,1,7,4,5,16,2,22,1,0,0,6,0,3,0,3,14,1,13,3,0,0,0,0,2,8,9,2,4,1,35,3,0,5,4,2,2,27,0,9,19,11,2,1,0,0,1,6,0,22,28,4,12,2,7,124,0,2,2,TRUE,FALSE
"54","PGEN_.00g057130",63.5080485279228,6.37134505201874,1.74641049395223,3.64825169917527,0.000264030907697756,0.0232672951192614,115,93,168,70,59,26,39,71,10,26,161,68,167,12,21,31,7,67,28,48,23,21,51,49,7,25,8,72,81,163,28,17,22,50,29,22,94,30,30,221,176,108,26,25,53,118,322,60,25,23,62,295,18,18,16,17,56,63,17,44,18,119,TRUE,FALSE
"55","PGEN_.00g049840",53.1941074161136,5.73068895407427,1.65091073291919,3.47122884345242,0.000518082275914615,0.0366192425335273,98,91,244,73,70,48,26,60,15,2,128,53,86,11,21,5,6,35,37,110,25,13,44,18,8,48,19,68,115,291,75,34,31,71,32,13,198,49,48,19,213,26,75,64,72,70,37,8,22,70,76,117,43,42,25,32,2,86,20,63,29,10,TRUE,FALSE
"56","PGEN_.00g098060",8.53850263862354,-9.32729649103065,1.95871389715603,-4.76194941209816,1.91731752012456e-06,0.000929282716628944,4,5,10,5,3,26,13,1,5,9,5,0,0,7,24,0,7,14,2,7,15,7,25,0,13,3,15,2,4,3,9,5,10,2,20,5,1,4,2,5,6,22,19,15,2,44,4,2,16,29,3,3,6,4,15,5,1,15,6,5,25,1,FALSE,TRUE
"57","PGEN_.00g122510",43.3060873890169,7.04744976018005,1.89912617995317,3.71089074258028,0.000206531235446431,0.0206992791383757,73,136,89,117,46,24,17,42,12,4,123,34,24,10,12,0,3,16,24,46,9,16,17,10,7,19,18,81,69,559,36,8,26,106,22,14,180,37,42,11,229,13,77,55,29,47,3,5,89,21,54,24,53,28,14,22,3,30,36,45,18,8,TRUE,FALSE
"58","PGEN_.00g169480",19.3682512920669,5.77830777858478,1.73153720816216,3.33709709000006,0.000846583689953829,0.0493089581818172,33,39,60,30,24,4,15,27,6,2,38,28,17,4,2,5,0,10,12,26,0,9,14,13,3,9,9,15,43,113,17,4,5,32,21,11,67,24,27,25,46,6,44,23,17,31,42,9,17,12,15,58,26,12,5,9,5,31,8,29,4,11,TRUE,FALSE
"59","PGEN_.00g248050",1380.38065546268,-8.25506310227145,2.35723605932946,-3.50200951219951,0.000461763132559547,0.0335111629516878,357,365,616,405,693,3460,1749,291,171,8282,337,142,1855,1054,610,1752,296,576,187,414,596,254,1120,2857,1130,2697,237,262,482,708,184,195,310,255,689,344,119,295,169,16101,425,4640,114,68,431,9106,1674,1363,132,375,123,1226,30,344,2821,340,1815,271,489,309,1153,2041,FALSE,TRUE
"60","PGEN_.00g272710",36.8525624952845,5.89929196525416,1.46579085922235,4.02464780574764,5.70606469371582e-05,0.00900430278586249,63,64,133,55,46,23,21,24,8,10,79,37,183,14,24,4,10,26,38,63,16,27,44,9,7,12,19,33,94,245,34,18,12,45,18,7,67,25,18,36,77,33,58,52,30,60,33,15,22,16,25,149,15,21,38,18,12,18,30,34,20,26,TRUE,FALSE
"61","PGEN_.00g080620",3.80649891389353,9.77146955314464,2.60670554412891,3.7485896998044,0.000177831736084972,0.0192326785255983,5,2,0,8,2,0,2,0,3,9,6,3,6,0,0,4,0,0,1,6,0,3,0,8,0,8,0,3,7,7,0,5,4,9,0,0,2,2,0,3,4,1,13,6,6,0,2,5,8,2,0,6,2,6,4,9,3,0,15,4,0,20,TRUE,FALSE
"62","PGEN_.00g114780",12.6638617288183,-9.63403301327076,2.35222185072577,-4.0957161461187,4.2086534856134e-05,0.00775162093405552,0,9,15,5,6,67,18,10,6,22,11,4,4,37,46,18,13,6,0,6,4,2,20,10,37,9,4,6,3,22,4,2,0,6,4,13,2,2,0,33,6,22,2,5,2,35,5,5,10,2,6,0,0,2,34,13,0,17,5,3,40,8,FALSE,TRUE
"63","PGEN_.00g314540",23.9251779112019,8.93938034738103,2.3928419301323,3.73588419477703,0.000187056744257661,0.0198323990337556,18,34,26,18,3,19,5,5,5,3,28,3,37,4,3,3,2,26,3,16,3,8,6,80,2,7,7,5,10,59,22,2,2,6,5,5,26,8,3,52,49,9,4,5,5,55,49,14,27,6,21,426,13,5,8,17,2,44,5,10,3,88,TRUE,FALSE
"64","PGEN_.00g305460",25.3555022193649,9.09076869004894,2.03543796543361,4.46624699176835,7.96037026953423e-06,0.00263488255921583,96,14,86,69,28,6,16,24,12,10,73,0,95,16,7,5,4,23,7,21,4,2,12,4,9,3,10,14,15,226,21,5,7,15,11,11,60,8,11,40,198,11,12,4,27,29,50,4,15,8,31,80,6,20,5,2,20,40,4,32,4,6,TRUE,FALSE
"65","PGEN_.00g279100",7.92140160034802,6.72166857863199,1.53058225366911,4.39157618776698,1.12531889150304e-05,0.00318160472428913,13,23,13,14,9,7,2,12,3,1,8,5,19,0,5,0,3,6,6,7,4,2,4,4,4,3,6,5,16,33,9,3,6,6,5,5,39,7,6,4,42,5,9,18,7,7,3,1,4,9,20,14,7,7,3,7,0,9,4,6,5,10,TRUE,FALSE
"66","PGEN_.00g176530",498.430772788693,-15.8980155201413,2.90574405489346,-5.47123739042604,4.46904190965976e-08,6.06493677559927e-05,38,39,196,162,95,1734,1752,48,76,1604,126,84,238,1107,376,26,82,224,67,75,120,141,202,55,991,816,66,99,24,348,58,42,12,40,124,61,9,48,38,4092,47,1757,5,19,26,624,120,547,4248,91,15,351,29,30,2513,171,1512,248,172,97,347,413,FALSE,TRUE
"67","PGEN_.00g122020",7.14909354211285,7.61620186299853,1.75555158171492,4.33835265356237,1.43554678670147e-05,0.00367581234760862,14,9,28,11,5,4,3,6,0,0,17,3,17,0,5,2,1,5,2,10,0,3,3,5,3,5,4,3,22,24,8,3,4,13,4,4,20,2,5,4,30,3,3,4,11,8,11,3,0,5,9,26,5,3,4,5,4,19,6,8,3,19,TRUE,FALSE
"68","PGEN_.00g208950",12.9431003004175,6.95396605071008,1.9936091179411,3.48812913631324,0.000486413090734961,0.0347426950229692,16,27,26,9,11,5,7,7,5,9,10,8,73,2,7,9,1,7,3,8,2,3,3,18,2,7,3,14,19,40,4,2,6,15,2,4,16,3,6,14,19,10,10,10,5,45,43,14,11,4,8,109,10,4,4,2,10,4,6,7,1,39,TRUE,FALSE
"69","PGEN_.00g059680",19.9603934252888,6.65529953176606,1.73773858495216,3.82986232186891,0.000128214973707754,0.0152632053349818,38,40,51,63,20,9,9,14,1,1,48,17,55,7,9,2,1,17,9,16,5,10,18,5,3,10,3,18,50,152,33,8,6,13,10,7,46,25,15,9,84,13,19,26,28,42,20,1,12,25,16,65,15,9,5,16,3,23,23,28,7,10,TRUE,FALSE
"70","PGEN_.00g289900",8.29279311265931,7.51605836970898,1.82011175858477,4.12944882876484,3.63633921650345e-05,0.00718784894538949,5,17,9,13,2,2,5,6,2,2,9,6,13,2,4,2,1,10,3,3,5,3,3,6,2,5,1,11,10,40,4,1,5,14,3,3,8,10,7,9,22,11,4,6,9,16,6,7,4,3,7,122,5,2,3,6,3,5,1,4,6,9,TRUE,FALSE
"71","PGEN_.00g254710",15.6882285700947,13.2143175057615,3.66261454150992,3.60789194603971,0.000308694993784731,0.0255445107356865,42,7,2,37,39,9,4,6,29,11,0,11,0,1,0,0,0,3,11,28,0,121,0,2,2,8,0,21,11,18,0,0,6,256,0,12,47,14,3,1,3,3,12,3,20,0,2,0,73,1,69,1,3,7,2,18,0,4,6,8,5,0,TRUE,FALSE
"72","PGEN_.00g341210",22.0067902676341,-12.6434099131348,2.71165181231861,-4.66262292809785,3.122044819977e-06,0.00132403969537212,6,4,4,5,16,40,26,4,2,138,4,0,7,18,15,13,2,4,0,3,12,3,3,15,19,6,1,6,10,4,6,5,4,6,0,7,4,5,1,262,14,84,2,2,9,325,12,5,7,3,3,3,0,11,77,4,42,7,6,2,40,28,FALSE,TRUE
"73","PGEN_.00g142010",22.3377971145844,12.338216036556,2.28244977430311,5.40569005086789,6.45593544017533e-08,7.64570370791104e-05,23,15,6,45,24,5,2,0,14,51,49,5,48,11,0,9,0,11,8,26,8,26,2,130,0,33,4,34,59,8,2,2,5,65,4,0,21,17,3,26,26,13,60,22,73,12,11,43,3,2,8,26,12,42,0,17,6,11,90,22,0,72,TRUE,FALSE
"74","PGEN_.00g205150",5.48591840217793,7.2479709790254,1.94455414399894,3.72731764831196,0.000193528486805949,0.019919189492712,12,8,7,16,6,4,8,6,2,0,15,4,4,1,6,1,3,7,7,17,3,4,2,1,0,0,1,15,4,23,3,0,1,12,3,2,14,3,3,6,16,2,14,2,5,5,10,0,2,2,8,16,3,1,2,11,3,7,1,11,10,0,TRUE,FALSE
"75","PGEN_.00g149930",55.132092220196,-2.35248360343629,0.663918195258499,-3.54333353150585,0.000395102663458263,0.0302934364169045,37,112,107,35,60,25,71,33,44,114,84,53,87,51,49,50,72,58,55,46,48,45,44,58,17,54,121,28,57,67,87,71,44,50,98,55,23,74,42,35,45,109,56,63,46,97,53,71,62,67,55,40,31,23,63,66,85,94,32,45,61,22,FALSE,TRUE
"76","PGEN_.00g216830",8.83467431406762,6.08919169725753,1.53108488687636,3.97704382653818,6.97773084946768e-05,0.00996787214296062,17,16,25,12,8,8,9,10,2,1,26,8,20,1,1,2,3,19,2,11,5,10,9,6,3,4,2,5,27,39,8,1,4,6,12,5,18,8,6,22,22,3,5,12,9,13,23,4,4,6,17,14,6,4,4,3,4,3,5,12,4,4,TRUE,FALSE
"77","PGEN_.00g021980",4.17831669006415,9.05890443200624,2.44189455626157,3.70978526029191,0.000207435116264026,0.0206992791383757,26,2,1,8,8,1,5,1,1,0,5,1,0,0,0,4,0,1,1,12,5,5,1,2,0,20,2,7,5,3,0,1,0,4,3,2,7,3,0,3,4,8,9,10,5,1,0,3,2,2,2,5,3,5,6,15,0,6,24,3,0,2,TRUE,FALSE
"78","PGEN_.00g037730",241.401104571491,-11.4814626515223,2.19769031124047,-5.2243314687235,1.74785435412564e-07,0.000182462549537224,59,88,111,33,39,55,48,30,44,3054,57,50,168,84,28,49,57,72,45,57,61,89,53,80,35,122,100,41,50,131,80,69,43,60,177,52,36,65,45,5267,36,1494,61,65,47,93,60,216,782,96,29,95,21,35,110,59,556,194,31,42,254,80,FALSE,TRUE
"79","PGEN_.00g234240",7.08327814513746,-5.35497498881272,1.55422928925815,-3.44542148692147,0.000570169576101825,0.0381161127775105,10,20,19,2,0,0,13,5,7,7,6,6,9,2,7,11,9,4,3,6,7,3,8,8,4,11,21,5,2,4,19,8,6,5,15,8,4,12,6,3,2,8,6,2,8,29,0,11,8,9,8,3,2,2,20,3,23,2,8,3,5,2,FALSE,TRUE
"80","PGEN_.00g281940",77.9118861761921,9.7142511129849,2.01950734393007,4.8102083620456,1.50773042163564e-06,0.000818456382080688,111,139,241,104,45,29,19,71,9,10,161,62,808,18,16,8,2,43,25,87,8,29,26,40,8,30,6,72,130,288,67,9,30,96,30,12,132,22,16,119,236,30,45,53,26,166,143,34,50,37,69,684,45,33,11,34,35,52,15,40,19,118,TRUE,FALSE
"81","PGEN_.00g134460",11.7721144386426,9.7839621155517,1.96679196734616,4.97457904953387,6.53895770183774e-07,0.000522001146891999,20,8,4,19,6,20,2,25,6,2,18,7,8,4,8,0,3,4,7,12,4,7,3,3,5,31,3,19,42,20,2,0,3,13,2,12,6,0,5,9,29,29,16,3,21,2,13,12,8,5,12,4,5,43,4,31,13,8,66,16,5,0,TRUE,FALSE
"82","PGEN_.00g245440",48.0574101882033,-12.170234956577,3.56845558748264,-3.41050481313751,0.000648427396261883,0.0413136534961033,5,42,22,19,7,12,177,5,4,768,8,6,275,13,23,210,4,6,7,13,0,21,0,68,69,34,0,15,8,8,4,40,46,10,2,7,0,2,0,440,3,116,0,0,5,7,54,15,22,3,7,1,24,2,17,4,18,4,4,2,5,59,FALSE,TRUE
"83","PGEN_.00g247950",22.9242992789919,8.80974263568456,2.62592976933653,3.35490413283614,0.000793924928943809,0.0470495860729102,16,10,7,73,26,1,5,0,4,140,34,6,39,2,0,6,0,6,3,19,13,40,1,93,0,25,3,32,55,22,0,2,17,46,2,2,20,9,0,29,21,12,71,19,69,12,14,44,76,1,7,35,4,61,6,15,4,14,53,13,0,71,TRUE,FALSE
"84","PGEN_.00g131800",10.7456384719901,6.46543950989148,1.58463004652249,4.08009397782153,4.50174969649269e-05,0.0078322432654703,18,29,30,13,11,5,3,7,2,5,24,12,34,6,5,0,0,10,6,9,6,5,3,10,4,7,2,10,14,54,7,2,3,12,5,5,28,6,9,9,26,17,8,7,15,17,38,6,11,8,17,28,5,7,7,5,1,8,11,10,5,15,TRUE,FALSE
"85","PGEN_.00g338400",3.33177477333608,7.91365346357566,2.10315903450425,3.76274610419133,0.00016805779485963,0.0186943633937708,6,7,3,9,1,5,0,1,2,2,6,0,0,1,0,2,2,4,2,5,1,5,3,0,2,6,2,4,18,4,0,2,1,5,0,0,3,10,3,5,4,0,1,5,10,2,2,0,2,0,4,4,4,8,2,4,2,3,11,7,2,0,TRUE,FALSE
"86","PGEN_.00g266130",59.6709549363982,-20.5500358705446,2.83047265990318,-7.26028417856104,3.86277916854152e-13,5.2421776096277e-09,4,23,29,4,119,147,123,9,2,445,5,7,15,74,57,261,14,4,6,4,1,14,83,21,49,12,17,7,9,20,2,10,13,13,0,20,4,12,3,138,6,171,8,2,6,1365,12,7,0,9,3,0,9,5,192,16,15,30,4,2,56,8,FALSE,TRUE
"87","PGEN_.00g335240",6.62536157361318,4.71132193927406,1.38802651857797,3.39425931436873,0.000688144989376685,0.0432352576427361,12,23,14,10,5,3,10,5,2,1,12,8,15,4,3,0,2,8,9,10,4,5,2,1,5,7,5,10,16,24,7,3,5,7,5,3,16,6,5,4,15,2,14,3,9,7,4,20,1,3,6,4,12,5,6,7,7,9,4,2,2,4,TRUE,FALSE
"88","PGEN_.00g204830",7.93052060194282,7.76501044702779,1.74963477748209,4.43807504684061,9.0766974490888e-06,0.00270820945283018,18,13,28,13,6,2,9,2,1,0,14,5,15,3,3,2,2,5,10,9,5,4,1,2,2,6,2,10,27,44,10,3,3,9,9,0,25,4,0,5,16,3,8,14,17,6,3,6,2,4,12,44,13,7,5,5,0,15,6,7,5,3,TRUE,FALSE
"89","PGEN_.00g023050",8.975145305776,5.10771443442129,1.36110068966045,3.75263525558532,0.000174985365229182,0.0192326785255983,8,10,14,12,4,2,5,4,7,17,11,6,23,6,9,4,7,11,2,17,8,6,6,1,2,7,4,8,8,33,6,3,7,12,5,4,15,5,4,4,32,18,7,6,7,15,17,13,3,4,6,12,5,10,8,12,7,26,2,19,5,27,TRUE,FALSE
"90","PGEN_.00g033640",101.513993571333,7.56557694692521,1.80570209661254,4.18982564240141,2.791688822487e-05,0.00601365222380492,128,221,273,200,88,42,71,112,12,12,233,112,306,34,30,39,7,51,68,83,25,38,39,48,14,20,15,128,229,526,73,13,36,95,25,18,311,51,51,105,311,64,92,55,91,279,170,43,72,76,104,614,109,43,29,68,15,110,35,119,21,184,TRUE,FALSE
"91","PGEN_.00g127990",11.8692787667068,5.90260411651918,1.49554153179852,3.94680053413213,7.92024870988492e-05,0.0110809995094689,22,33,31,17,8,7,13,13,2,3,26,26,19,3,4,2,3,9,13,9,2,9,4,8,5,7,7,15,38,66,13,4,11,18,7,3,33,7,5,13,27,1,12,14,11,22,19,6,4,9,9,32,14,8,14,5,5,12,8,13,1,7,TRUE,FALSE
"92","PGEN_.00g027230",3.37360521585316,7.70931938488306,1.89217061793288,4.07432570393951,4.61478595183498e-05,0.0078322432654703,2,9,3,2,0,0,0,5,1,2,2,5,8,0,1,0,0,5,6,6,0,3,2,5,2,0,3,3,12,13,2,0,3,6,2,3,8,5,0,0,3,5,16,3,2,6,4,9,2,1,2,0,4,5,6,5,6,4,3,4,4,4,TRUE,FALSE
"93","PGEN_.00g346230",10.5334837499747,6.66398457997738,1.96239759700186,3.3958381268702,0.000684188092523927,0.0431865888541498,14,17,29,24,11,6,11,10,3,3,15,0,43,3,0,6,2,11,13,13,10,6,4,5,3,4,0,1,4,49,11,3,6,12,12,3,15,6,6,12,22,6,5,8,9,38,16,10,10,5,12,83,3,4,5,8,0,8,9,7,2,9,TRUE,FALSE
"94","PGEN_.00g230540",42.6424158137424,-11.432160413388,2.01807980917024,-5.66487031951846,1.47135770038811e-08,2.49597441899588e-05,18,53,19,12,22,19,29,13,3,226,39,17,17,175,148,39,24,6,7,8,7,7,8,15,181,10,24,9,17,56,15,7,17,21,44,22,22,27,11,67,28,304,25,15,56,222,15,7,10,41,13,7,13,19,125,8,16,21,8,13,42,14,FALSE,TRUE
"95","PGEN_.00g009920",161.754685236042,8.21773528410928,2.24681767180559,3.65749984399283,0.00025468741452387,0.0227392296217332,158,155,340,184,136,118,49,42,41,96,180,64,921,36,55,79,5,74,0,134,10,38,27,315,23,113,20,85,132,474,127,13,34,175,82,23,197,44,48,245,500,89,118,99,121,682,776,67,0,65,91,1398,48,34,32,41,99,105,43,68,52,418,TRUE,FALSE
"96","PGEN_.00g348370",6.44085548500957,5.36960657127766,1.48991809942914,3.60396089780709,0.000313404226977268,0.0257770228139909,16,11,8,13,5,7,1,2,3,1,14,4,9,3,3,2,2,2,14,9,2,1,5,1,1,15,2,11,18,30,18,3,4,6,5,2,23,7,6,4,17,3,8,8,7,7,4,2,4,7,5,9,6,3,6,4,7,8,3,7,3,3,TRUE,FALSE
"97","PGEN_.00g238040",4.7372902348155,9.40465959476301,2.69260044353859,3.49277948658565,0.00047802107373138,0.0343239364635373,16,14,11,4,3,0,2,1,4,1,11,8,9,0,0,0,0,2,2,2,3,12,6,0,1,0,0,14,8,28,2,1,2,7,2,0,34,6,2,11,16,0,5,1,2,0,0,0,0,1,5,19,7,2,0,2,0,8,5,13,1,4,TRUE,FALSE
"98","PGEN_.00g316930",5.87312540193465,6.10861613011011,1.69171448248251,3.61090254494129,0.000305133310519675,0.0254046880801381,7,10,3,6,2,0,4,4,4,4,5,7,13,1,3,2,4,7,4,9,3,7,3,0,4,2,1,12,4,14,5,4,2,3,4,2,12,4,3,0,15,6,5,3,2,8,11,6,15,4,2,16,9,12,3,6,5,9,3,5,1,31,TRUE,FALSE
"99","PGEN_.00g269240",3.63942484221529,-6.96037236541624,1.83475432540956,-3.79362635586784,0.000148463027333022,0.0169310230582894,7,7,9,4,8,5,3,2,0,0,7,6,4,4,6,7,2,2,0,5,1,4,3,0,2,6,4,0,4,4,5,7,1,2,7,5,4,13,3,0,1,2,7,5,3,4,0,3,8,4,0,2,9,0,10,2,0,8,0,2,5,0,FALSE,TRUE
"100","PGEN_.00g013160",5.43137479291528,10.758166994253,2.68611819770869,4.00509813880487,6.1991738791768e-05,0.00924494381475917,2,35,5,5,0,0,5,3,7,0,29,13,4,1,2,0,0,1,7,1,0,2,2,2,0,2,0,8,25,10,11,1,2,17,2,5,44,0,6,1,6,0,8,6,25,0,2,12,3,3,4,5,9,6,0,7,0,5,4,4,1,0,TRUE,FALSE
"101","PGEN_.00g254130",53.1470356901583,7.8945207314584,1.62625817254379,4.85440802988236,1.20746891501493e-06,0.000818456382080688,69,33,16,161,34,87,10,80,44,13,72,41,25,37,8,17,15,23,36,68,40,28,33,53,13,48,41,62,132,104,16,13,17,61,25,34,55,41,22,36,137,20,115,60,120,9,27,11,120,26,46,3,36,192,33,70,11,16,242,139,32,48,TRUE,FALSE
"102","PGEN_.00g211250",9.95818620500279,5.23444792703682,1.519830352874,3.44410013732025,0.000572963451964641,0.0381161127775105,14,21,30,17,9,8,11,6,5,0,20,20,21,5,4,7,2,5,14,11,2,4,10,7,0,7,5,14,17,38,13,2,5,4,5,4,21,8,12,6,55,0,18,12,4,11,10,7,2,5,17,20,10,6,7,9,7,13,4,16,3,12,TRUE,FALSE
"103","PGEN_.00g159750",26.8282147625425,7.93805758735748,1.73978802266,4.56265791232476,5.05100769315123e-06,0.00185262771361501,42,49,97,17,11,11,9,18,5,17,40,19,144,11,7,9,4,17,18,18,6,10,4,15,4,17,5,33,26,145,24,6,8,25,14,8,34,17,10,22,89,13,17,26,31,81,70,35,20,17,27,167,12,12,6,9,15,32,7,26,3,58,TRUE,FALSE
"104","PGEN_.00g007040",14.4465786752079,5.59169052636713,1.57367382920958,3.5532716008728,0.000380471425263897,0.0296622620691515,19,18,47,17,21,13,13,8,3,8,16,10,39,2,3,2,1,9,16,17,13,5,7,7,3,3,0,27,21,71,18,4,11,21,9,6,37,15,6,20,65,14,9,15,11,19,11,10,16,15,11,64,8,14,11,10,2,21,7,15,6,16,TRUE,FALSE
"105","PGEN_.00g057190",141.260787264287,8.44655984756551,1.72027399133383,4.91000845802266,9.10724647781215e-07,0.000686635788613271,174,262,325,186,96,70,75,139,25,18,308,108,744,39,26,26,17,41,76,84,31,47,52,92,17,39,27,117,351,682,119,25,42,164,40,40,313,59,73,156,318,102,109,90,135,332,400,139,105,92,127,890,111,64,56,78,37,112,67,113,31,346,TRUE,FALSE
"106","PGEN_.00g168580",18.2386953468786,7.16989003986725,1.61529138746973,4.43875953000562,9.04788365228436e-06,0.00270820945283018,30,59,59,31,20,14,10,19,7,1,67,25,13,6,6,5,2,11,11,20,4,11,8,5,4,11,3,32,54,122,25,1,14,45,10,5,64,18,10,8,113,5,18,27,20,9,13,6,10,14,19,19,21,14,5,10,1,20,9,16,7,6,TRUE,FALSE
"107","PGEN_.00g101430",766.545484918219,-13.0958085504191,2.71760985418904,-4.81886998247107,1.44373595387575e-06,0.000818456382080688,255,155,229,138,158,2431,2453,118,51,2104,172,59,145,437,198,636,62,250,64,66,250,101,312,603,1050,1141,55,210,97,248,120,222,73,56,255,285,5,138,41,11687,88,4243,36,13,88,2543,792,866,346,190,25,568,40,45,3433,786,1562,160,130,75,525,1025,FALSE,TRUE
"108","PGEN_.00g311390",4.61814881453648,8.96174243836993,1.85459401567789,4.83218556870746,1.35042290767731e-06,0.000818456382080688,9,7,4,0,0,0,2,5,6,0,4,13,8,0,2,0,0,5,6,8,2,7,6,0,5,2,3,5,15,20,3,1,4,8,0,3,11,5,2,3,11,2,6,2,5,0,3,6,12,4,6,2,4,4,5,9,0,9,6,19,2,1,TRUE,FALSE
"109","PGEN_.00g002300",3.9832426663496,6.40110829019483,1.8125381378204,3.53157164344814,0.000413097941032153,0.0308030338337767,6,4,6,9,3,1,4,4,2,1,0,9,5,0,7,0,0,3,5,5,0,5,5,2,0,6,4,4,9,20,3,5,6,7,4,1,3,2,0,0,13,0,12,4,7,2,4,6,9,2,2,5,3,1,4,15,2,8,2,3,0,4,TRUE,FALSE
"110","PGEN_.00g141870",32.1999744456648,3.20184641767682,0.795109930951791,4.02692293610775,5.65115440069761e-05,0.00900430278586249,42,71,58,31,19,10,18,40,24,24,49,70,24,10,26,6,40,33,31,34,30,37,18,9,6,27,33,41,77,74,35,36,36,45,40,23,49,36,25,7,67,27,91,35,35,26,25,29,37,28,29,46,47,33,16,53,18,60,19,39,28,28,TRUE,FALSE
"111","PGEN_.00g275670",311.743064748275,8.76717535529858,2.18766541145826,4.00754855353064,6.13522514161231e-05,0.00924494381475917,674,226,131,57,93,171,162,121,56,422,55,139,821,38,13,123,7,170,154,155,56,88,92,277,53,175,2,601,472,2271,228,22,17,383,102,73,30,235,24,731,655,178,250,345,40,377,1023,412,90,180,255,3676,169,131,240,270,190,269,185,222,82,473,TRUE,FALSE
