"","Gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","SG117","SG137","SG38","SG97","SG88","SG87","SG98","SG37"
"1","PGEN_.00g258390",26.7376665534802,-2.67654705678828,0.423001250707358,-6.32751570429747,2.49139623018809e-10,7.44304623768691e-07,6.79455398327154,34.0813340631726,12.0801784487402,56.0183374833952,4.97641738086592,40.5533819834361,5.97564588515002,53.4214831998099
"2","PGEN_.00g213760",26.5562393775032,-2.73739939025897,0.429503831941127,-6.3733992264688,1.84883777726934e-10,7.44304623768691e-07,7.64387323118048,38.7822077270585,4.02672614958008,33.2312171511666,6.96698433321229,60.8300729751541,8.53663697878574,52.4321964738875
"3","PGEN_.00g250510",42.982796935217,-2.50763389107008,0.441172818541602,-5.68401720522955,1.31567032682727e-08,2.62037673426431e-05,7.64387323118048,77.564415454117,21.4758727977604,52.2204840946904,14.9292521425978,50.6917274792951,8.53663697878574,110.800113303309
"4","PGEN_.00g286210",232.890989118769,-1.24580293017547,0.230097385682223,-5.41424200227983,6.15488771173173e-08,9.19386351939928e-05,126.548567938432,307.907224984525,153.015593684043,350.351975108014,127.396284950168,254.238510126926,145.976492337236,397.693263820807
"5","PGEN_.00g314840",33.3348787393689,1.91756382026012,0.403657802381715,4.7504688598755,2.02945546485485e-06,0.00242519928050155,64.5482628410796,23.5043683194294,30.8715671467806,11.3935601661143,59.717008570391,10.138345495859,54.6344766642287,11.8714407110689
"6","PGEN_.00g286450",160.009895544668,-1.93640991269526,0.412969395985777,-4.68899131877063,2.74555034617024e-06,0.0027341105530612,51.8084741224455,283.227638249124,77.8500388918816,264.900273862157,65.6887094274302,89.6853640018297,70.0004232260431,376.918242576437
"7","PGEN_.00g261200",156.899341479548,-2.36847304372582,0.509291660667702,-4.65052390730422,3.31092859629186e-06,0.00282611405183484,19.5343427019057,333.762030135897,53.6896819944011,82.6033112043284,78.6273946176815,255.018382857377,52.073485570593,379.886102754204
"8","PGEN_.00g315040",26.3763001199783,2.064236161356,0.483740922975382,4.26723492537977,1.97910715321247e-05,0.0147814565505556,61.1509858494439,17.628276239572,28.1870830470606,6.64624343023332,52.7500242371788,5.45910911315485,27.3172383321144,11.8714407110689
"9","PGEN_.00g286430",113.516468852725,2.40846414215268,0.578563908953173,4.1628316334326,3.14325140685829e-05,0.0196811122826817,205.535257993964,32.9061156472011,84.5612491411817,24.6860470265809,63.6981424750838,62.3898184360555,410.612238679594,23.7428814221377
"10","PGEN_.00g132550",25.5995934637068,-1.59128156482482,0.383244380089856,-4.15213281001465,3.29391000546974e-05,0.0196811122826817,11.8904694707252,49.3591734708017,6.71121024930014,32.2817538039904,18.9103860472905,38.213763792084,12.8049554681786,34.6250354072842
"11","PGEN_.00g025020",48.0914026495932,-1.64387543606812,0.398853716491416,-4.12149960774778,3.76414112379383e-05,0.0204461301951529,14.438427214452,85.7909443659173,17.4491466481804,43.6753139701047,26.872653856676,99.0438367672381,34.146547915143,63.314350459034
