"","Gene.ID","SG117","SG137","SG38","SG97","SG88","SG87","SG98","SG37"
"4155","PGEN_.00g336990",6,5,7,5,4,7,6,8
"4156","PGEN_.00g019300",19,26,34,37,29,57,36,28
"4157","PGEN_.00g094860",7,6,1,3,1,9,4,0
"4158","PGEN_.00g264550",1,2,5,8,8,12,7,1
"4159","PGEN_.00g325180",6,16,14,12,13,13,12,11
"4160","PGEN_.00g245880",193,160,138,243,219,309,259,227
"4161","PGEN_.00g329830",175,30,20,18,15,15,20,50
"4162","PGEN_.00g301680",7,3,2,0,1,2,10,1
"4163","PGEN_.00g056560",4,0,5,2,2,6,6,2
"4164","PGEN_.00g233610",5039,8274,5298,7927,5936,7031,6428,9095
"4165","PGEN_.00g120850",17,3,3,3,2,4,11,1
"4166","PGEN_.00g293330",7,5,5,6,5,2,0,0
"4167","PGEN_.00g082620",10,5,5,3,5,2,7,9
"4168","PGEN_.00g236060",109,235,147,329,262,263,268,302
"4169","PGEN_.00g290680",154,94,74,136,115,141,125,78
"4170","PGEN_.00g143740",28,7,4,8,10,5,8,4
"4171","PGEN_.00g014710",9,10,1,0,6,9,7,2
"4172","PGEN_.00g306500",20,32,37,45,28,49,28,13
"4173","PGEN_.00g293480",3,4,5,2,0,0,5,0
"4174","PGEN_.00g245260",11,6,5,2,1,3,4,5
"4175","PGEN_.00g275490",5,4,3,7,4,4,5,5
"4176","PGEN_.00g209230",5,11,6,13,13,9,3,12
"4177","PGEN_.00g025540",39,32,35,32,45,52,41,42
"4178","PGEN_.00g094130",10,11,17,15,12,24,16,31
"4179","PGEN_.00g201740",10,6,2,1,0,4,5,5
"4180","PGEN_.00g053930",2,4,5,5,0,5,2,9
"4181","PGEN_.00g113190",6,12,17,9,24,9,32,12
"4182","PGEN_.00g283520",96,51,62,82,87,141,84,80
"4183","PGEN_.00g099730",87,121,85,144,113,176,105,147
"4184","PGEN_.00g026930",61,150,85,161,98,182,127,153
"4185","PGEN_.00g036410",52,15,19,29,42,41,30,36
"4186","PGEN_.00g091500",377,237,276,407,433,481,469,391
"4187","PGEN_.00g140210",28,10,5,18,12,13,9,6
"4188","PGEN_.00g133010",1960,1191,1103,2008,1386,1872,2084,1775
"4189","PGEN_.00g164170",118,164,87,155,131,157,138,150
"4190","PGEN_.00g119730",42,23,25,25,35,37,46,24
"4191","PGEN_.00g066150",20,4,8,12,11,9,13,12
"4192","PGEN_.00g132760",11,31,10,22,11,22,21,23
"4193","PGEN_.00g136220",21,17,22,15,26,20,26,20
"4194","PGEN_.00g161520",10,10,13,9,16,22,7,15
"4195","PGEN_.00g099080",0,3,3,1,0,5,4,2
"4196","PGEN_.00g230570",57,17,17,33,32,17,46,41
"4197","PGEN_.00g088500",21,31,21,37,23,34,12,16
"4198","PGEN_.00g023260",10,7,6,7,3,6,11,5
"4199","PGEN_.00g024260",10,5,2,3,6,2,6,7
"4200","PGEN_.00g307360",2,6,12,11,9,18,5,7
"4201","PGEN_.00g189300",14,16,11,6,14,4,4,12
"4202","PGEN_.00g229870",24,10,7,12,9,9,12,4
"4203","PGEN_.00g258190",18,4,4,4,4,12,4,8
"4204","PGEN_.00g008770",10,8,2,10,11,13,7,10
"4205","PGEN_.00g169710",19,14,12,9,10,14,22,17
"4206","PGEN_.00g215720",100,48,48,72,45,95,85,78
"4207","PGEN_.00g068870",14,2,4,6,0,4,11,7
"4208","PGEN_.00g062620",21,11,16,11,15,21,22,19
"4209","PGEN_.00g135750",44,42,63,42,82,71,125,84
"4210","PGEN_.00g211980",7,3,5,7,5,8,10,6
"4211","PGEN_.00g071380",7,8,7,5,5,7,8,3
"4212","PGEN_.00g065930",2,2,7,5,8,7,2,2
"4213","PGEN_.00g177930",4,4,7,5,29,25,11,0
"4214","PGEN_.00g132680",13,2,8,3,0,2,12,2
"4215","PGEN_.00g022130",8,18,9,18,12,11,23,9
"4216","PGEN_.00g051300",216,199,135,196,226,244,199,170
"4217","PGEN_.00g093810",12,13,8,22,19,19,14,14
"4218","PGEN_.00g205670",33,8,5,11,8,12,19,7
"4219","PGEN_.00g052650",0,2,12,12,36,16,6,8
"4220","PGEN_.00g203980",427,409,409,602,548,726,596,644
"4221","PGEN_.00g151180",36,48,23,66,52,17,22,49
"4222","PGEN_.00g288190",9,6,10,2,5,9,8,12
"4223","PGEN_.00g059680",15,19,112,54,174,195,34,31
"4224","PGEN_.00g252290",146,100,111,118,160,144,166,131
"4225","PGEN_.00g259240",26,13,13,19,17,14,29,36
"4226","PGEN_.00g295410",3,3,7,6,3,2,1,7
"4227","PGEN_.00g248340",26,11,17,18,25,28,37,7
"4228","PGEN_.00g078180",2,3,2,2,0,0,4,3
"4229","PGEN_.00g176970",8,27,13,26,3,7,19,48
"4230","PGEN_.00g247370",2,0,0,4,6,4,6,0
"4231","PGEN_.00g102520",2,2,6,19,9,18,14,5
"4232","PGEN_.00g009910",37,41,35,63,59,71,45,62
"4233","PGEN_.00g230350",6,5,17,21,25,15,0,7
"4234","PGEN_.00g324440",126,78,101,96,81,134,99,85
"4235","PGEN_.00g202580",15,11,5,7,12,12,7,10
"4236","PGEN_.00g150580",8,8,7,4,5,4,14,5
"4237","PGEN_.00g175390",6,5,1,2,5,6,16,6
"4238","PGEN_.00g175400",7,0,4,7,4,7,4,3
"4239","PGEN_.00g134150",99,82,83,174,151,69,242,230
"4240","PGEN_.00g183420",191,90,130,112,144,207,193,126
"4241","PGEN_.00g256950",32,19,18,23,23,33,37,38
"4242","PGEN_.00g131500",54,48,37,46,57,48,40,67
"4243","PGEN_.00g028120",47,80,80,75,98,64,88,139
"4244","PGEN_.00g033820",13,17,18,14,14,20,14,15
"4245","PGEN_.00g254550",6,4,5,5,2,6,5,2
"4246","PGEN_.00g058240",47,15,17,47,36,25,58,33
"4247","PGEN_.00g004330",8,1,4,4,2,10,3,4
"4248","PGEN_.00g214800",358,320,201,239,425,232,234,337
"4249","PGEN_.00g227560",10,4,7,12,11,9,5,8
"4250","PGEN_.00g060410",183,90,87,89,81,120,83,69
"4251","PGEN_.00g073950",14,9,8,7,23,14,22,18
"4252","PGEN_.00g039970",197,99,67,103,109,114,139,87
"4253","PGEN_.00g313700",17,12,12,12,30,9,38,16
"4254","PGEN_.00g257600",47,40,15,26,56,38,36,33
"4255","PGEN_.00g096940",92,55,68,37,73,90,73,43
"4256","PGEN_.00g157060",54,8,31,60,44,16,53,32
"4257","PGEN_.00g127410",30,47,25,43,46,40,39,41
"4258","PGEN_.00g156330",29,5,11,17,12,18,17,8
"4259","PGEN_.00g087500",28,19,28,15,20,44,19,37
"4260","PGEN_.00g321160",4,3,7,14,8,9,11,13
"4261","PGEN_.00g064910",33,13,20,18,44,22,13,24
"4262","PGEN_.00g255600",3,5,2,2,0,11,2,5
"4263","PGEN_.00g170870",277,182,245,339,310,413,351,238
"4264","PGEN_.00g219400",68,24,25,31,43,39,80,23
"4265","PGEN_.00g245950",3,13,5,5,4,2,7,6
"4266","PGEN_.00g045420",81,83,48,89,112,131,117,113
"4267","PGEN_.00g139050",8,7,2,2,4,0,7,2
"4268","PGEN_.00g234640",10,6,16,5,22,18,13,9
"4269","PGEN_.00g229460",26,9,6,15,10,17,26,19
"4270","PGEN_.00g020210",16,6,6,7,17,17,8,14
"4271","PGEN_.00g000540",75,40,27,46,62,69,60,67
"4272","PGEN_.00g312070",288,104,144,643,601,387,70,137
"4273","PGEN_.00g316750",17,16,0,11,11,7,10,10
"4274","PGEN_.00g249010",7,1,2,7,4,4,0,1
"4275","PGEN_.00g318610",0,4,4,0,0,8,5,19
"4276","PGEN_.00g315220",10,4,9,5,4,14,5,7
"4277","PGEN_.00g044480",4,8,6,3,6,12,12,1
"4278","PGEN_.00g177090",40,15,21,25,30,27,38,25
"4279","PGEN_.00g211090",5,17,6,21,18,17,13,20
"4280","PGEN_.00g229790",85,100,54,111,87,18,52,64
"4281","PGEN_.00g009140",45,12,5,5,8,9,18,2
"4282","PGEN_.00g289900",20,9,10,31,39,33,12,17
"4283","PGEN_.00g036990",61,67,42,56,53,125,83,94
"4284","PGEN_.00g235110",121,82,78,62,108,42,161,67
"4285","PGEN_.00g250920",48,15,21,20,17,23,28,26
"4286","PGEN_.00g023510",52,117,31,61,49,95,59,60
"4287","PGEN_.00g048950",11,1,5,2,4,5,9,3
"4288","PGEN_.00g342060",2,4,3,3,28,30,5,7
"4289","PGEN_.00g043130",3,3,2,2,8,4,5,8
"4290","PGEN_.00g037110",98,107,58,89,96,110,100,109
"4291","PGEN_.00g285640",13,4,8,2,11,10,7,3
"4292","PGEN_.00g311030",7,2,0,0,9,0,8,14
"4293","PGEN_.00g227970",19,7,33,18,19,32,11,21
"4294","PGEN_.00g006050",29,20,53,51,48,18,6,42
"4295","PGEN_.00g046500",14,17,11,22,21,15,10,19
"4296","PGEN_.00g179690",24,12,11,12,13,29,6,15
"4297","PGEN_.00g098310",55,37,28,46,36,43,53,40
"4298","PGEN_.00g269610",45,13,4,11,17,11,20,8
"4299","PGEN_.00g057760",130,80,80,131,117,165,108,92
"4300","PGEN_.00g239760",14,7,1,8,7,8,7,2
"4301","PGEN_.00g237600",5,2,2,3,4,4,3,1
"4302","PGEN_.00g037800",14,23,5,13,9,6,21,8
"4303","PGEN_.00g131260",2,1,2,5,5,5,2,0
"4304","PGEN_.00g029830",18,18,11,20,22,40,21,25
"4305","PGEN_.00g327310",12,7,6,1,3,2,5,4
"4306","PGEN_.00g265950",18,10,13,13,20,14,13,15
"4307","PGEN_.00g045850",7,2,2,6,6,6,7,6
"4308","PGEN_.00g041570",18,15,24,25,26,39,26,41
"4309","PGEN_.00g212370",4,4,8,2,3,12,3,3
"4310","PGEN_.00g001080",11,0,2,2,6,4,15,3
"4311","PGEN_.00g261700",31,17,30,30,27,46,30,31
"4312","PGEN_.00g330430",11,14,5,19,12,13,11,43
"4313","PGEN_.00g328240",5,2,9,3,2,8,2,4
"4314","PGEN_.00g164770",115,71,67,70,101,91,46,55
"4315","PGEN_.00g178250",22,25,19,33,37,64,38,34
"4316","PGEN_.00g344810",4,2,2,3,12,4,3,0
"4317","PGEN_.00g080310",21,4,6,0,2,0,10,5
"4318","PGEN_.00g041390",46,22,26,48,25,46,31,32
"4319","PGEN_.00g195470",9,13,7,12,9,11,12,15
"4320","PGEN_.00g018390",72,192,114,186,138,244,121,233
"4321","PGEN_.00g307160",7,27,15,28,13,23,17,23
"4322","PGEN_.00g209960",18,17,12,26,28,34,22,31
"4323","PGEN_.00g192840",9,13,4,12,12,15,9,11
"4324","PGEN_.00g244000",119,129,100,163,129,164,152,117
"4325","PGEN_.00g014990",14,7,6,12,12,9,7,9
"4326","PGEN_.00g111040",122,187,130,239,169,250,167,194
"4327","PGEN_.00g234980",2,2,2,0,4,6,4,2
"4328","PGEN_.00g336430",107,84,64,168,102,102,130,101
"4329","PGEN_.00g001330",17,7,9,6,9,2,13,3
"4330","PGEN_.00g313060",80,87,73,114,119,139,166,175
"4331","PGEN_.00g000060",20,3,4,8,4,9,14,12
"4332","PGEN_.00g319200",14,2,13,21,14,14,10,10
"4333","PGEN_.00g327330",12,11,10,21,9,21,15,12
"4334","PGEN_.00g316250",0,111,46,66,81,211,73,132
"4335","PGEN_.00g243780",22,15,10,13,7,12,22,8
"4336","PGEN_.00g117650",400,713,560,925,802,1073,666,1078
"4337","PGEN_.00g272790",77,44,115,91,119,126,84,127
"4338","PGEN_.00g182170",9,2,5,3,8,16,0,4
"4339","PGEN_.00g145970",30,31,13,22,32,34,33,30
"4340","PGEN_.00g243250",7,5,6,7,4,9,7,4
"4341","PGEN_.00g234320",11,7,6,12,11,14,27,12
"4342","PGEN_.00g307830",40,26,28,44,44,46,70,33
"4343","PGEN_.00g259000",49,8,14,13,19,18,34,34
"4344","PGEN_.00g019110",12,3,3,2,4,7,8,3
"4345","PGEN_.00g027430",9,10,8,5,10,12,8,7
"4346","PGEN_.00g016590",931,1306,736,613,1014,1098,1080,841
"4347","PGEN_.00g017640",86,60,60,74,75,156,100,95
"4348","PGEN_.00g309470",140,69,99,60,103,111,155,81
"4349","PGEN_.00g198910",89,55,49,34,54,76,63,38
"4350","PGEN_.00g324680",28,21,14,20,32,37,39,19
"4351","PGEN_.00g021870",7,5,3,1,3,3,9,2
"4352","PGEN_.00g193030",41,18,13,22,10,26,28,18
"4353","PGEN_.00g012030",79,30,50,60,63,92,54,54
"4354","PGEN_.00g248630",19,8,9,16,10,16,15,9
"4355","PGEN_.00g274820",131,79,89,139,81,195,131,132
"4356","PGEN_.00g269060",7,11,12,9,10,14,7,5
"4357","PGEN_.00g017050",167,134,137,206,167,219,191,191
"4358","PGEN_.00g149870",5,4,2,5,0,8,7,1
"4359","PGEN_.00g045220",6908,9361,6238,4778,5725,5583,4228,6005
"4360","PGEN_.00g273440",2,2,3,2,2,6,3,5
"4361","PGEN_.00g114670",26,15,5,10,5,8,24,13
"4362","PGEN_.00g232440",73,44,38,75,43,73,51,67
"4363","PGEN_.00g266560",3,4,0,2,2,6,9,3
"4364","PGEN_.00g254710",0,9,0,4,0,4,0,7
"4365","PGEN_.00g058000",18,19,21,19,12,18,24,16
"4366","PGEN_.00g278740",10,12,15,13,19,21,15,16
"4367","PGEN_.00g253090",14,11,13,10,14,15,7,12
"4368","PGEN_.00g013340",51,29,23,28,23,41,48,31
"4369","PGEN_.00g191760",5,3,4,4,5,4,4,2
"4370","PGEN_.00g014690",18,5,6,11,5,12,19,7
"4371","PGEN_.00g088090",31,7,6,19,7,19,35,10
"4372","PGEN_.00g057200",3,2,5,15,9,5,3,15
"4373","PGEN_.00g085060",8,3,5,6,2,4,9,3
"4374","PGEN_.00g195860",32,27,33,14,16,20,24,21
"4375","PGEN_.00g236210",9,19,12,7,22,17,6,18
"4376","PGEN_.00g012960",10,28,8,32,14,19,7,12
"4377","PGEN_.00g113540",62,17,15,24,38,39,41,28
"4378","PGEN_.00g169170",2,0,2,0,3,4,3,1
"4379","PGEN_.00g192070",48,37,34,48,47,33,42,55
"4380","PGEN_.00g269930",525,298,285,405,468,599,438,408
"4381","PGEN_.00g301720",2,4,2,0,0,4,6,2
"4382","PGEN_.00g177460",4,5,7,5,5,7,3,6
"4383","PGEN_.00g245720",32,25,26,25,26,38,23,23
"4384","PGEN_.00g156130",37,21,22,29,30,33,35,29
"4385","PGEN_.00g076700",3,5,2,0,0,5,4,4
"4386","PGEN_.00g103570",97,25,35,52,55,20,96,54
"4387","PGEN_.00g188950",9,5,5,5,6,11,0,9
"4388","PGEN_.00g286210",140,255,113,357,117,316,166,391
"4389","PGEN_.00g275040",9,13,2,5,6,12,7,0
"4390","PGEN_.00g013530",4,2,8,2,17,19,9,5
"4391","PGEN_.00g173400",111,80,52,94,61,146,103,99
"4392","PGEN_.00g320760",15,40,25,20,33,26,25,37
"4393","PGEN_.00g139290",17,23,12,30,15,11,24,26
"4394","PGEN_.00g210870",18,6,0,0,10,13,5,0
"4395","PGEN_.00g103680",99,75,67,113,94,191,119,111
"4396","PGEN_.00g255190",11,6,17,22,11,14,11,18
"4397","PGEN_.00g098650",3,10,5,8,7,2,5,6
"4398","PGEN_.00g237160",9,16,21,19,18,18,15,8
"4399","PGEN_.00g259820",8,13,7,14,7,5,8,10
"4400","PGEN_.00g283190",10,12,13,13,15,32,26,12
"4401","PGEN_.00g073280",6,2,1,5,5,7,8,3
"4402","PGEN_.00g089570",16,9,15,7,4,6,30,5
"4403","PGEN_.00g031770",16,3,4,4,5,2,4,3
"4404","PGEN_.00g157880",2,8,3,3,0,3,8,3
"4405","PGEN_.00g291920",19,10,13,9,12,14,11,7
"4406","PGEN_.00g010860",29,6,8,4,11,15,13,6
"4407","PGEN_.00g307440",2,2,4,1,5,4,2,4
"4408","PGEN_.00g077070",28,32,27,25,25,5,0,7
"4409","PGEN_.00g073750",113,115,82,101,99,101,123,108
"4410","PGEN_.00g144160",5,0,6,11,4,5,5,5
"4411","PGEN_.00g244940",6,22,7,5,10,11,13,10
"4412","PGEN_.00g276530",9,9,5,11,7,18,12,14
"4413","PGEN_.00g070480",8,10,10,9,8,14,12,5
"4414","PGEN_.00g155650",361,44,21,42,53,37,21,58
"4415","PGEN_.00g022580",5,3,9,13,4,7,4,13
"4416","PGEN_.00g008660",40,47,38,48,57,79,71,50
"4417","PGEN_.00g289290",12,4,4,17,4,13,18,5
"4418","PGEN_.00g327810",9,0,0,6,5,0,9,0
"4419","PGEN_.00g096540",13,11,7,13,3,11,15,5
"4420","PGEN_.00g251630",4,2,2,2,7,6,13,4
"4421","PGEN_.00g021850",9,8,5,12,6,5,18,12
"4422","PGEN_.00g177870",283,302,189,254,272,306,338,200
"4423","PGEN_.00g322330",7,5,4,4,5,3,6,10
"4424","PGEN_.00g186110",5,11,10,7,7,10,20,6
"4425","PGEN_.00g144780",3,4,2,0,2,2,11,3
"4426","PGEN_.00g040320",10,1,2,2,5,10,6,4
"4427","PGEN_.00g058850",75,40,28,51,57,54,41,50
"4428","PGEN_.00g203280",27,42,15,43,43,60,38,50
"4429","PGEN_.00g208730",36,21,22,27,21,11,24,16
"4430","PGEN_.00g228200",17,9,9,10,16,9,24,17
"4431","PGEN_.00g003020",47,8,22,28,28,49,34,37
"4432","PGEN_.00g150040",47,112,111,90,53,0,47,93
"4433","PGEN_.00g002770",2,4,3,3,0,2,3,2
"4434","PGEN_.00g006210",24,18,18,25,4,23,21,29
"4435","PGEN_.00g051530",178,51,82,96,71,136,227,82
"4436","PGEN_.00g132260",160,112,89,120,123,157,110,143
"4437","PGEN_.00g032450",31,17,12,10,15,43,17,29
"4438","PGEN_.00g158420",25,23,18,12,18,44,29,17
"4439","PGEN_.00g292640",32,20,31,33,34,50,42,50
"4440","PGEN_.00g108500",35,19,8,11,33,26,26,14
"4441","PGEN_.00g288520",12,12,4,19,12,12,12,16
"4442","PGEN_.00g285730",112,69,45,124,101,242,146,100
"4443","PGEN_.00g212020",3,0,5,4,3,2,4,3
"4444","PGEN_.00g203860",16,4,7,8,7,10,10,5
"4445","PGEN_.00g151020",12,1,2,1,3,6,3,1
"4446","PGEN_.00g059720",0,0,0,4,4,2,5,3
"4447","PGEN_.00g065740",27,4,4,4,4,4,11,2
"4448","PGEN_.00g081200",172,163,183,210,276,309,240,246
"4449","PGEN_.00g176830",112,77,59,74,71,75,89,47
"4450","PGEN_.00g005740",96,34,79,77,79,88,120,54
"4451","PGEN_.00g009890",5,5,0,8,4,8,0,7
"4452","PGEN_.00g033320",24,17,13,17,26,23,27,24
"4453","PGEN_.00g293990",21,30,20,16,20,22,32,38
"4454","PGEN_.00g129790",6,4,4,8,9,12,5,8
"4455","PGEN_.00g226530",17,6,4,7,6,8,11,7
"4456","PGEN_.00g268350",21,2,4,13,8,14,26,7
"4457","PGEN_.00g260010",29,39,22,56,34,73,74,37
"4458","PGEN_.00g100050",18,8,3,9,14,6,10,7
"4459","PGEN_.00g284950",45,24,23,20,31,9,23,13
"4460","PGEN_.00g060590",16,7,13,5,11,13,8,4
"4461","PGEN_.00g332360",6,3,0,6,2,5,6,4
"4462","PGEN_.00g184530",1,3,3,3,4,8,7,6
"4463","PGEN_.00g320400",2,15,3,4,9,7,4,0
"4464","PGEN_.00g213840",19,21,6,15,10,18,17,19
"4465","PGEN_.00g004160",4,0,2,2,0,7,7,2
"4466","PGEN_.00g210790",19,7,5,5,11,4,25,8
"4467","PGEN_.00g008850",22,20,9,20,25,33,49,12
"4468","PGEN_.00g030140",0,2,2,5,2,5,6,4
"4469","PGEN_.00g137710",13,10,3,6,12,10,5,9
"4470","PGEN_.00g250220",49,56,35,73,74,107,65,75
"4471","PGEN_.00g000660",3,3,1,2,1,3,3,3
"4472","PGEN_.00g045650",12,12,8,9,14,19,2,15
"4473","PGEN_.00g232460",5,2,2,2,8,3,4,8
"4474","PGEN_.00g044380",11,12,12,11,17,15,7,14
"4475","PGEN_.00g313510",8,4,9,11,11,8,8,9
"4476","PGEN_.00g166280",15,15,12,12,23,29,17,26
"4477","PGEN_.00g183890",26,22,14,25,32,42,40,28
"4478","PGEN_.00g215940",44,40,17,48,62,27,55,30
"4479","PGEN_.00g235830",25,14,7,6,14,19,12,15
"4480","PGEN_.00g331730",15,18,6,7,15,15,13,14
"4481","PGEN_.00g031230",5,8,5,8,10,7,11,12
"4482","PGEN_.00g067070",317,224,162,242,240,328,278,381
"4483","PGEN_.00g217290",353,228,224,330,366,457,382,315
"4484","PGEN_.00g309670",35,36,17,51,24,42,57,70
"4485","PGEN_.00g341210",27,0,2,14,5,5,0,3
"4486","PGEN_.00g224260",1,3,6,3,11,9,0,3
"4487","PGEN_.00g340220",13,17,15,13,23,23,16,37
"4488","PGEN_.00g135820",13,9,4,15,15,16,5,9
"4489","PGEN_.00g228560",6,6,5,6,6,13,3,24
"4490","PGEN_.00g062920",111,134,133,271,281,408,232,292
"4491","PGEN_.00g177680",153,26,44,76,46,88,109,70
"4492","PGEN_.00g140100",2,0,5,11,3,1,3,0
"4493","PGEN_.00g058060",5,4,5,10,4,7,4,6
"4494","PGEN_.00g262060",18,9,5,14,7,9,10,9
"4495","PGEN_.00g223280",7,8,5,11,5,7,11,7
"4496","PGEN_.00g265230",10,21,15,18,21,10,12,14
"4497","PGEN_.00g024910",33,10,3,9,7,4,10,6
"4498","PGEN_.00g108260",3,18,8,5,14,22,4,22
"4499","PGEN_.00g264720",140,99,117,204,149,226,234,156
"4500","PGEN_.00g235300",27,31,20,15,17,20,56,18
"4501","PGEN_.00g160930",9,2,1,3,3,4,8,3
"4502","PGEN_.00g347320",84,49,37,56,29,64,24,37
"4503","PGEN_.00g176480",8,9,24,16,40,35,15,8
"4504","PGEN_.00g220390",20,2,7,6,7,7,2,10
"4505","PGEN_.00g340670",74,41,45,43,65,33,22,67
"4506","PGEN_.00g171650",78,28,45,45,41,72,58,33
"4507","PGEN_.00g246930",6,16,2,15,17,17,13,17
"4508","PGEN_.00g346980",28,19,13,25,40,44,34,43
"4509","PGEN_.00g006150",10,9,11,5,3,22,13,10
"4510","PGEN_.00g055380",31,32,29,37,58,56,67,42
"4511","PGEN_.00g042160",9,8,3,5,5,5,11,6
"4512","PGEN_.00g147630",98,31,39,80,92,112,126,86
"4513","PGEN_.00g220020",13,5,4,9,6,19,14,13
"4514","PGEN_.00g057590",56,14,9,75,69,11,85,43
"4515","PGEN_.00g140060",239,194,162,285,235,327,259,249
"4516","PGEN_.00g236760",6,6,7,10,2,3,8,3
"4517","PGEN_.00g189600",10,8,6,9,7,6,12,5
"4518","PGEN_.00g141850",13,12,2,7,5,8,12,5
"4519","PGEN_.00g264180",16,19,10,12,3,13,8,5
"4520","PGEN_.00g043330",5,0,7,6,2,5,2,4
"4521","PGEN_.00g347580",22,2,2,0,0,6,7,1
"4522","PGEN_.00g179080",5,1,3,3,3,3,2,1
"4523","PGEN_.00g260350",3,5,9,20,33,49,15,8
"4524","PGEN_.00g200660",123,191,145,213,225,189,176,212
"4525","PGEN_.00g343160",131,69,26,42,32,55,86,55
"4526","PGEN_.00g038330",23,5,14,10,18,14,14,11
"4527","PGEN_.00g340580",4,6,5,3,4,2,4,4
"4528","PGEN_.00g039060",11,5,5,11,17,5,2,8
"4529","PGEN_.00g045500",1621,1296,1526,1713,1912,2068,2128,1771
"4530","PGEN_.00g050060",40,81,50,31,63,48,36,23
"4531","PGEN_.00g141330",18,18,7,11,9,11,11,3
"4532","PGEN_.00g042830",14,26,6,26,27,25,15,27
"4533","PGEN_.00g199740",45,39,39,43,22,41,36,42
"4534","PGEN_.00g152140",5,7,6,6,2,8,7,8
"4535","PGEN_.00g234820",93,58,96,119,85,9,11,62
"4536","PGEN_.00g175170",17,5,8,7,6,10,9,23
"4537","PGEN_.00g040470",22,13,15,30,29,26,43,20
"4538","PGEN_.00g090880",5,3,3,3,2,6,3,5
"4539","PGEN_.00g163290",48,26,21,26,17,54,57,46
"4540","PGEN_.00g148110",18,11,16,21,31,34,36,19
"4541","PGEN_.00g054260",47,22,31,39,47,74,60,51
"4542","PGEN_.00g280530",17,14,2,3,19,13,22,6
"4543","PGEN_.00g323800",2,2,13,3,7,7,28,5
"4544","PGEN_.00g258250",6,2,3,7,2,5,10,7
"4545","PGEN_.00g016410",8,5,5,8,2,8,20,9
"4546","PGEN_.00g192650",6,0,3,2,2,1,3,3
"4547","PGEN_.00g052420",7,6,5,7,6,3,4,5
"4548","PGEN_.00g190240",10,9,29,21,21,30,16,29
"4549","PGEN_.00g337380",0,3,3,0,6,0,2,3
"4550","PGEN_.00g149240",3,2,0,0,7,24,3,0
"4551","PGEN_.00g145540",36,10,2,16,6,17,10,9
"4552","PGEN_.00g027660",10,5,8,14,10,20,9,3
"4553","PGEN_.00g142010",5,2,3,18,2,6,27,41
"4554","PGEN_.00g189480",11,10,16,14,31,20,24,34
"4555","PGEN_.00g283410",4,8,4,6,2,6,15,3
"4556","PGEN_.00g319430",47,7,13,24,31,33,39,29
"4557","PGEN_.00g026390",14,8,12,14,4,11,17,12
"4558","PGEN_.00g190790",8,1,6,4,7,7,7,8
"4559","PGEN_.00g091820",18,6,8,2,10,7,7,9
"4560","PGEN_.00g093500",41,13,16,8,16,25,13,18
"4561","PGEN_.00g115060",79,60,50,47,71,111,80,65
"4562","PGEN_.00g288090",39,10,17,18,19,29,58,30
"4563","PGEN_.00g111990",41,23,25,15,10,25,20,26
"4564","PGEN_.00g163510",23,24,31,34,33,33,31,17
"4565","PGEN_.00g274610",15,11,12,35,26,20,41,19
"4566","PGEN_.00g078800",1616,993,1116,1557,1341,1907,1630,1508
"4567","PGEN_.00g327690",1793,1403,1724,1976,2101,3165,2206,2129
"4568","PGEN_.00g052280",2,8,4,9,4,9,2,9
"4569","PGEN_.00g208860",71,18,33,40,43,90,46,70
"4570","PGEN_.00g053770",3,2,2,1,5,2,12,1
"4571","PGEN_.00g259610",6,1,11,8,8,3,21,4
"4572","PGEN_.00g253110",27,63,47,84,76,102,53,79
"4573","PGEN_.00g205150",8,5,7,8,21,27,13,6
"4574","PGEN_.00g029880",8,4,0,5,2,10,6,1
"4575","PGEN_.00g056050",2,2,4,8,6,7,7,7
"4576","PGEN_.00g153950",13,4,3,3,2,11,13,5
"4577","PGEN_.00g025130",5,2,2,6,10,7,8,10
"4578","PGEN_.00g149930",70,60,55,69,77,71,97,62
"4579","PGEN_.00g197970",21,5,1,7,5,18,6,8
"4580","PGEN_.00g201890",18,7,7,17,8,15,19,25
"4581","PGEN_.00g277820",21,11,9,18,25,28,26,25
"4582","PGEN_.00g118460",25,17,5,16,10,9,19,11
"4583","PGEN_.00g193260",39,18,21,23,29,29,21,16
"4584","PGEN_.00g334740",47,26,35,41,43,45,46,30
"4585","PGEN_.00g100290",55,29,31,23,33,45,41,42
"4586","PGEN_.00g013130",1,5,2,4,5,2,0,6
"4587","PGEN_.00g191530",384,374,279,726,836,263,727,858
"4588","PGEN_.00g149700",90,22,6,8,9,12,22,5
"4589","PGEN_.00g279460",8,2,4,14,7,21,4,4
"4590","PGEN_.00g094990",36,19,24,54,31,28,28,29
"4591","PGEN_.00g282820",69,54,47,66,59,35,74,34
"4592","PGEN_.00g324340",15,7,4,1,2,14,14,3
"4593","PGEN_.00g216830",3,13,26,45,57,21,30,13
"4594","PGEN_.00g325690",9,0,5,3,2,6,6,9
"4595","PGEN_.00g028750",7,6,3,2,1,4,2,3
"4596","PGEN_.00g024660",8,16,6,13,13,19,16,12
"4597","PGEN_.00g255870",63,47,27,51,63,89,88,63
"4598","PGEN_.00g192130",107,289,176,101,174,147,96,159
"4599","PGEN_.00g184700",13,5,2,0,12,10,9,5
"4600","PGEN_.00g297410",123,84,69,37,53,58,76,62
"4601","PGEN_.00g291710",19,9,9,18,17,16,18,8
"4602","PGEN_.00g139730",7,52,9,53,22,58,29,36
