"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"1","crg04137","Mitophagy - animal","6 of 27","55/3838",1.53973369359155e-06,3.54138749526057e-05,2.91739015627873e-05,"105318783/105320604/105321448/105325489/105345634/105348843",6
