"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"1","crg04330","Notch signaling pathway","3 of 22","42/3838",0.0016241992569535,0.045477579194698,0.0376130354241863,"105328278/105329185/105337858",3
"2","crg04137","Mitophagy - animal","3 of 22","55/3838",0.00353677120442368,0.0495147968619315,0.0409520876301689,"105318588/105320604/105348843",3
