"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"1","crg04120","Ubiquitin mediated proteolysis","6 of 20","142/3838",5.82668085493975e-05,0.00134013659663614,0.0010426692056208,"105322415/105332528/105334523/105342258/105348659/105343449",6
"2","crg04330","Notch signaling pathway","3 of 20","42/3838",0.00122077840125025,0.0140389516143778,0.0109227541164496,"105328278/105329185/105337858",3
