"","slim_term","slim_cat","GO_count","GO_terms","GO_list","Gene_count","Gene_IDs","module_day"
"1","reproduction","GO:0000003",1,"GO:0007283","GO:0007283",11,"PGEN_.00g001030;PGEN_.00g022690;PGEN_.00g025500;PGEN_.00g025510;PGEN_.00g048660;PGEN_.00g162330;PGEN_.00g215100;PGEN_.00g221670;PGEN_.00g302680;PGEN_.00g303270;PGEN_.00g305470","Day21_pink"
