"","slim_term","slim_cat","GO_count","GO_terms","GO_list","Gene_count","Gene_IDs","module_day"
"1","cellular protein modification proce...","GO:0006464",1,"GO:0000209","GO:0000209",10,"PGEN_.00g001500;PGEN_.00g071610;PGEN_.00g080000;PGEN_.00g096340;PGEN_.00g147940;PGEN_.00g155000;PGEN_.00g250180;PGEN_.00g302370;PGEN_.00g324280;PGEN_.00g334730","Day21_yellow"
"2","transport","GO:0006810",3,"GO:0006886","GO:0006886;GO:0006888;GO:0006897",32,"PGEN_.00g006140;PGEN_.00g013040;PGEN_.00g015880;PGEN_.00g016740;PGEN_.00g022400;PGEN_.00g024630;PGEN_.00g039830;PGEN_.00g058270;PGEN_.00g062260;PGEN_.00g062800;PGEN_.00g065300;PGEN_.00g067360;PGEN_.00g100700;PGEN_.00g102410;PGEN_.00g116670;PGEN_.00g135210;PGEN_.00g204260;PGEN_.00g214470;PGEN_.00g234050;PGEN_.00g238430;PGEN_.00g238440;PGEN_.00g239490;PGEN_.00g239770;PGEN_.00g259960;PGEN_.00g260450;PGEN_.00g290040;PGEN_.00g290440;PGEN_.00g291980;PGEN_.00g301700;PGEN_.00g316610;PGEN_.00g319120;PGEN_.00g330290","Day21_yellow"
"3","protein transport","GO:0015031",1,"GO:0006886","GO:0006886",13,"PGEN_.00g016740;PGEN_.00g022400;PGEN_.00g039830;PGEN_.00g062800;PGEN_.00g065300;PGEN_.00g067360;PGEN_.00g100700;PGEN_.00g102410;PGEN_.00g290040;PGEN_.00g290440;PGEN_.00g301700;PGEN_.00g319120;PGEN_.00g330290","Day21_yellow"
"4","vesicle-mediated transport","GO:0016192",2,"GO:0006888","GO:0006888;GO:0006897",23,"PGEN_.00g006140;PGEN_.00g013040;PGEN_.00g015880;PGEN_.00g016740;PGEN_.00g022400;PGEN_.00g024630;PGEN_.00g058270;PGEN_.00g062260;PGEN_.00g065300;PGEN_.00g116670;PGEN_.00g135210;PGEN_.00g204260;PGEN_.00g214470;PGEN_.00g234050;PGEN_.00g238430;PGEN_.00g238440;PGEN_.00g239490;PGEN_.00g239770;PGEN_.00g259960;PGEN_.00g260450;PGEN_.00g291980;PGEN_.00g301700;PGEN_.00g316610","Day21_yellow"
"5","anatomical structure development","GO:0048856",1,"GO:0007275","GO:0007275",17,"PGEN_.00g013950;PGEN_.00g039350;PGEN_.00g039830;PGEN_.00g063620;PGEN_.00g071610;PGEN_.00g071850;PGEN_.00g110870;PGEN_.00g112630;PGEN_.00g114540;PGEN_.00g141080;PGEN_.00g183190;PGEN_.00g190370;PGEN_.00g198260;PGEN_.00g219490;PGEN_.00g313510;PGEN_.00g319930;PGEN_.00g340670","Day21_yellow"
"6","cell population proliferation","GO:0008283",1,"GO:0008285","GO:0008285",11,"PGEN_.00g012340;PGEN_.00g058530;PGEN_.00g073750;PGEN_.00g093280;PGEN_.00g126550;PGEN_.00g205040;PGEN_.00g238430;PGEN_.00g238440;PGEN_.00g278890;PGEN_.00g291820;PGEN_.00g303640","Day21_yellow"
