"X" "SG117" "SG137" "SG38" "SG97" "SG88" "SG87" "SG98" "SG37"
"8082" "PGEN_.00g014770" 11 12 6 15 6 21 18 8
"8083" "PGEN_.00g306560" 11 4 1 3 6 8 4 2
"8084" "PGEN_.00g239580" 53 64 58 69 54 78 88 71
"8085" "PGEN_.00g297360" 147 149 365 290 536 329 252 195
"8086" "PGEN_.00g275470" 2 5 6 3 4 2 3 7
"8087" "PGEN_.00g077640" 1 6 3 13 5 12 12 0
"8088" "PGEN_.00g073540" 8 24 11 18 6 17 19 8
"8089" "PGEN_.00g298780" 58 50 42 56 47 81 40 52
"8090" "PGEN_.00g025560" 13 10 10 15 12 8 12 13
"8091" "PGEN_.00g094150" 27 7 9 16 10 14 34 8
"8092" "PGEN_.00g270530" 406 286 517 431 511 665 361 661
"8093" "PGEN_.00g114380" 83 52 31 47 46 48 51 29
"8094" "PGEN_.00g077390" 1238 1331 1100 1149 1281 967 2150 2329
"8095" "PGEN_.00g063260" 6 9 3 15 7 25 8 13
"8096" "PGEN_.00g095400" 29 11 8 6 9 14 23 7
"8097" "PGEN_.00g161090" 329 217 268 382 349 497 402 351
"8098" "PGEN_.00g099710" 7 2 7 3 7 1 6 16
"8099" "PGEN_.00g026910" 14 6 8 2 7 6 14 8
"8100" "PGEN_.00g299780" 1 5 3 3 4 6 2 4
"8101" "PGEN_.00g091520" 6 2 2 4 0 8 0 2
"8102" "PGEN_.00g236910" 6 0 2 2 5 1 2 9
"8103" "PGEN_.00g328020" 4 6 7 9 20 3 4 4
"8104" "PGEN_.00g164110" 84 144 93 190 159 171 156 198
"8105" "PGEN_.00g138060" 4 4 2 9 2 2 2 8
"8106" "PGEN_.00g015820" 4 2 2 5 0 3 6 0
"8107" "PGEN_.00g144590" 11 3 5 4 1 1 9 5
"8108" "PGEN_.00g244550" 0 9 3 5 7 0 1 6
"8109" "PGEN_.00g240070" 14 1 6 12 6 14 8 7
"8110" "PGEN_.00g070010" 47 38 30 29 59 64 33 45
"8111" "PGEN_.00g088560" 2 0 6 2 9 8 11 5
"8112" "PGEN_.00g208560" 3 0 5 2 2 7 3 3
"8113" "PGEN_.00g023240" 16 16 19 18 11 25 20 23
"8114" "PGEN_.00g321880" 41 36 15 31 20 40 41 25
"8115" "PGEN_.00g054330" 180 67 103 108 82 116 117 96
"8116" "PGEN_.00g188090" 10 4 9 13 7 13 17 16
"8117" "PGEN_.00g071940" 5 2 6 0 3 2 2 6
"8118" "PGEN_.00g283500" 12 7 6 6 10 3 8 6
"8119" "PGEN_.00g326350" 2 4 0 5 0 4 2 5
"8120" "PGEN_.00g282670" 12 13 9 15 17 8 25 5
"8121" "PGEN_.00g096550" 0 9 0 5 4 2 4 11
"8122" "PGEN_.00g092870" 13 12 8 19 14 17 11 17
"8123" "PGEN_.00g169770" 49 59 48 71 53 76 64 83
"8124" "PGEN_.00g132740" 2 2 2 6 2 6 3 4
"8125" "PGEN_.00g066980" 8 9 4 0 6 15 0 6
"8126" "PGEN_.00g162010" 15 7 15 17 13 20 14 16
"8127" "PGEN_.00g103370" 0 8 9 19 20 27 4 4
"8128" "PGEN_.00g243520" 10 9 4 5 9 10 5 10
"8129" "PGEN_.00g059510" 31 28 17 48 35 39 31 17
"8130" "PGEN_.00g065950" 21 14 13 16 13 20 25 23
"8131" "PGEN_.00g189320" 6 4 6 3 4 6 2 1
"8132" "PGEN_.00g031980" 17 57 26 33 39 17 46 32
"8133" "PGEN_.00g052630" 11 2 11 17 10 21 13 2
"8134" "PGEN_.00g197230" 90 218 104 197 186 235 155 233
"8135" "PGEN_.00g069180" 17 4 3 8 17 16 14 10
"8136" "PGEN_.00g055170" 0 0 0 12 0 18 25 13
"8137" "PGEN_.00g074660" 2 3 2 0 2 4 6 0
"8138" "PGEN_.00g247310" 13 10 13 17 18 40 26 14
"8139" "PGEN_.00g075530" 9 2 2 4 0 5 4 3
"8140" "PGEN_.00g009970" 51 158 101 119 227 233 278 153
"8141" "PGEN_.00g324460" 0 2 3 4 9 5 2 4
"8142" "PGEN_.00g065370" 0 0 4 10 3 17 5 3
"8143" "PGEN_.00g184980" 24 13 12 19 22 31 37 9
"8144" "PGEN_.00g092120" 0 8 9 5 14 7 8 10
"8145" "PGEN_.00g072620" 93 37 26 54 59 78 72 48
"8146" "PGEN_.00g154060" 329 128 113 149 160 298 283 170
"8147" "PGEN_.00g253890" 63 54 51 75 65 103 99 102
"8148" "PGEN_.00g256970" 20 7 5 12 8 25 28 23
"8149" "PGEN_.00g216460" 21 2 2 2 0 6 11 1
"8150" "PGEN_.00g240550" 1 7 1 2 9 4 6 11
"8151" "PGEN_.00g058260" 98 92 113 143 90 170 259 124
"8152" "PGEN_.00g246040" 51 19 25 21 16 46 47 32
"8153" "PGEN_.00g214820" 2 4 3 3 4 4 1 2
"8154" "PGEN_.00g154680" 52 348 98 383 150 43 255 286
"8155" "PGEN_.00g098240" 97 64 55 61 81 75 77 70
"8156" "PGEN_.00g039950" 103 21 26 48 32 52 86 32
"8157" "PGEN_.00g344150" 42 32 50 45 43 48 56 51
"8158" "PGEN_.00g105900" 4 5 6 8 2 0 0 0
"8159" "PGEN_.00g286740" 16 46 74 88 225 168 36 55
"8160" "PGEN_.00g185760" 22 9 12 15 23 35 30 26
"8161" "PGEN_.00g257620" 102 82 62 103 48 101 67 69
"8162" "PGEN_.00g089410" 4 6 6 9 7 14 0 4
"8163" "PGEN_.00g157080" 5 0 0 4 4 3 2 5
"8164" "PGEN_.00g217330" 368 253 231 368 377 477 443 334
"8165" "PGEN_.00g110360" 5 4 9 13 7 13 13 16
"8166" "PGEN_.00g130650" 0 24 7 68 13 27 2 52
"8167" "PGEN_.00g087520" 8 6 1 2 6 2 11 3
"8168" "PGEN_.00g008040" 288 229 198 305 264 387 337 279
"8169" "PGEN_.00g219420" 6 3 4 3 2 7 8 2
"8170" "PGEN_.00g019860" 0 2 2 4 2 0 3 5
"8171" "PGEN_.00g211650" 119 120 108 195 95 254 103 225
"8172" "PGEN_.00g226230" 2 3 4 9 3 3 4 7
"8173" "PGEN_.00g063920" 52 31 26 27 42 23 34 17
"8174" "PGEN_.00g020180" 110 101 136 109 88 197 110 117
"8175" "PGEN_.00g139070" 84 114 80 128 91 195 150 128
"8176" "PGEN_.00g238560" 29 48 24 38 33 39 46 41
"8177" "PGEN_.00g234660" 258 149 213 333 261 434 385 181
"8178" "PGEN_.00g225520" 12 11 2 8 12 12 7 5
"8179" "PGEN_.00g215880" 4 5 0 9 7 6 6 9
"8180" "PGEN_.00g345680" 12 4 24 41 36 128 40 20
"8181" "PGEN_.00g142790" 17 14 5 4 3 6 23 2
"8182" "PGEN_.00g229400" 8 7 4 12 8 9 16 10
"8183" "PGEN_.00g095360" 19 9 10 13 8 24 13 8
"8184" "PGEN_.00g345350" 375 173 256 300 419 399 697 265
"8185" "PGEN_.00g032040" 11 5 3 5 3 7 2 1
"8186" "PGEN_.00g336900" 32 28 53 24 7 136 50 135
"8187" "PGEN_.00g215220" 23 6 9 8 11 13 14 11
"8188" "PGEN_.00g235130" 61 96 94 118 89 116 39 95
"8189" "PGEN_.00g186440" 5 0 5 5 7 6 6 6
"8190" "PGEN_.00g250900" 8 10 5 6 7 7 7 13
"8191" "PGEN_.00g224690" 4 13 5 9 3 22 7 8
"8192" "PGEN_.00g172130" 7 5 13 3 8 4 11 11
"8193" "PGEN_.00g272270" 32 44 0 120 50 62 123 52
"8194" "PGEN_.00g228750" 7 9 11 4 13 15 15 11
"8195" "PGEN_.00g007070" 5 2 7 2 11 3 5 8
"8196" "PGEN_.00g256500" 12 15 24 16 14 14 4 17
"8197" "PGEN_.00g043150" 4 3 4 3 2 7 5 5
"8198" "PGEN_.00g037130" 159 101 110 130 179 193 128 112
"8199" "PGEN_.00g167070" 43 19 17 17 24 12 33 11
"8200" "PGEN_.00g227910" 60 7 20 17 22 27 59 19
"8201" "PGEN_.00g002510" 57 85 61 104 108 131 89 153
"8202" "PGEN_.00g289090" 10 2 3 9 4 3 10 10
"8203" "PGEN_.00g294980" 168 15 50 62 14 10 20 51
"8204" "PGEN_.00g124310" 14 2 4 2 2 4 7 3
"8205" "PGEN_.00g082000" 20 22 17 22 29 13 15 19
"8206" "PGEN_.00g037790" 58 73 18 36 35 42 57 32
"8207" "PGEN_.00g172860" 3 1 3 2 4 2 4 3
"8208" "PGEN_.00g343350" 22 15 17 28 31 35 21 26
"8209" "PGEN_.00g042600" 19 11 4 11 6 5 15 7
"8210" "PGEN_.00g049720" 48 22 15 36 28 51 44 29
"8211" "PGEN_.00g261490" 11 8 7 17 8 18 15 4
"8212" "PGEN_.00g265930" 6 2 0 6 4 2 4 10
"8213" "PGEN_.00g045870" 72 31 23 40 51 39 43 27
"8214" "PGEN_.00g199950" 26 23 14 35 23 30 37 20
"8215" "PGEN_.00g218530" 18 13 11 14 10 14 17 18
"8216" "PGEN_.00g322000" 12 18 20 9 18 29 23 15
"8217" "PGEN_.00g105570" 3 8 7 1 5 6 6 7
"8218" "PGEN_.00g120760" 16 17 6 15 13 14 19 10
"8219" "PGEN_.00g128150" 74 48 32 60 72 62 83 61
"8220" "PGEN_.00g178230" 10 2 6 3 3 4 0 7
"8221" "PGEN_.00g341840" 351 3 3 3 19 68 5 2
"8222" "PGEN_.00g050250" 43 7 28 16 30 12 7 36
"8223" "PGEN_.00g170420" 128 182 135 385 219 248 238 300
"8224" "PGEN_.00g216140" 4 8 4 12 2 4 2 6
"8225" "PGEN_.00g089350" 21 3 16 12 8 13 16 12
"8226" "PGEN_.00g244790" 61 42 39 67 38 23 27 65
"8227" "PGEN_.00g240270" 125 218 114 242 93 161 225 218
"8228" "PGEN_.00g306810" 36 14 20 37 24 39 30 21
"8229" "PGEN_.00g195450" 765 220 220 138 167 172 62 145
"8230" "PGEN_.00g192860" 7 4 3 10 0 0 12 2
"8231" "PGEN_.00g045120" 96 100 61 98 100 73 85 117
"8232" "PGEN_.00g085860" 4 7 2 9 9 6 13 7
"8233" "PGEN_.00g011580" 4 4 2 2 2 2 7 2
"8234" "PGEN_.00g333140" 31 16 5 4 14 14 13 11
"8235" "PGEN_.00g044830" 11 7 8 10 3 0 8 9
"8236" "PGEN_.00g155530" 72 29 86 230 172 495 260 91
"8237" "PGEN_.00g271970" 5 0 2 7 4 2 7 6
"8238" "PGEN_.00g161700" 772 743 651 1028 958 1216 900 878
"8239" "PGEN_.00g158160" 23 6 3 8 5 14 22 15
"8240" "PGEN_.00g184570" 8 14 2 4 5 5 4 5
"8241" "PGEN_.00g276980" 70 34 47 50 45 69 60 38
"8242" "PGEN_.00g316270" 5 0 0 3 3 4 6 2
"8243" "PGEN_.00g127770" 61 17 22 24 26 33 60 23
"8244" "PGEN_.00g087640" 3 0 24 0 33 88 0 62
"8245" "PGEN_.00g194320" 39 29 15 40 31 35 36 19
"8246" "PGEN_.00g189120" 3 7 3 13 3 8 3 2
"8247" "PGEN_.00g209900" 5 3 2 5 7 14 10 4
"8248" "PGEN_.00g145950" 168 240 0 289 0 296 197 0
"8249" "PGEN_.00g234300" 32 26 15 24 14 8 16 24
"8250" "PGEN_.00g255700" 114 57 44 89 56 94 101 82
"8251" "PGEN_.00g027450" 89 50 57 60 60 66 95 77
"8252" "PGEN_.00g189690" 18 10 6 6 10 10 15 4
"8253" "PGEN_.00g125060" 3 2 3 10 1 14 0 15
"8254" "PGEN_.00g148850" 19 11 15 13 4 25 8 20
"8255" "PGEN_.00g198930" 4 5 3 4 3 3 2 0
"8256" "PGEN_.00g098560" 4 0 2 3 0 4 3 0
"8257" "PGEN_.00g324660" 14 7 6 6 4 4 11 6
"8258" "PGEN_.00g122060" 17 2 2 5 3 2 0 4
"8259" "PGEN_.00g337110" 0 6 2 0 0 1 3 4
"8260" "PGEN_.00g274800" 15 6 6 11 15 19 15 12
"8261" "PGEN_.00g323120" 101 56 49 52 90 108 55 59
"8262" "PGEN_.00g151940" 4 3 6 7 6 2 3 4
"8263" "PGEN_.00g265580" 24 28 20 56 28 30 25 32
"8264" "PGEN_.00g176800" 3 8 5 2 3 10 2 4
"8265" "PGEN_.00g183640" 21 8 6 18 6 16 6 13
"8266" "PGEN_.00g055990" 20 3 0 2 3 2 7 4
"8267" "PGEN_.00g242100" 248 57 72 114 55 47 67 82
"8268" "PGEN_.00g262600" 17 16 7 16 10 29 27 22
"8269" "PGEN_.00g266580" 62 107 63 103 100 96 62 140
"8270" "PGEN_.00g052340" 35 51 35 50 41 36 37 60
"8271" "PGEN_.00g083010" 295 232 222 269 306 270 269 334
"8272" "PGEN_.00g254730" 82 93 60 330 129 221 435 635
"8273" "PGEN_.00g265050" 0 0 0 0 8 7 3 3
"8274" "PGEN_.00g082760" 16 7 9 13 21 15 20 9
"8275" "PGEN_.00g166160" 27 12 15 12 18 21 40 17
"8276" "PGEN_.00g024430" 27 43 27 60 60 77 56 32
"8277" "PGEN_.00g305170" 12 7 7 4 5 12 14 7
"8278" "PGEN_.00g191740" 6 10 2 5 2 3 4 2
"8279" "PGEN_.00g247880" 21 4 3 6 7 18 7 10
"8280" "PGEN_.00g306480" 24 8 10 11 12 23 25 12
"8281" "PGEN_.00g057260" 12 6 4 7 4 6 7 4
"8282" "PGEN_.00g195840" 38 13 9 9 12 13 16 14
"8283" "PGEN_.00g061270" 23 5 9 13 10 4 16 9
"8284" "PGEN_.00g274110" 15 3 8 7 3 7 3 4
"8285" "PGEN_.00g241480" 9 0 4 7 24 13 18 5
"8286" "PGEN_.00g169110" 20 8 7 14 17 20 10 14
"8287" "PGEN_.00g192090" 12 2 2 1 8 8 7 8
"8288" "PGEN_.00g177430" 9 10 13 24 6 13 8 13
"8289" "PGEN_.00g013090" 5 3 7 7 4 4 9 7
"8290" "PGEN_.00g329950" 0 0 18 6 3 38 39 45
"8291" "PGEN_.00g301700" 69 59 26 37 58 56 46 51
"8292" "PGEN_.00g156110" 4 9 5 13 7 14 12 11
"8293" "PGEN_.00g188360" 30 7 24 22 26 16 20 17
"8294" "PGEN_.00g103510" 7 0 6 2 7 22 0 4
"8295" "PGEN_.00g143440" 9862 5951 5697 8433 7547 9027 8665 6760
"8296" "PGEN_.00g153090" 1 1 3 4 6 4 8 5
"8297" "PGEN_.00g110610" 34 18 25 36 23 38 51 26
"8298" "PGEN_.00g139270" 11 12 15 10 12 18 11 12
"8299" "PGEN_.00g201390" 43 15 10 22 19 26 17 12
"8300" "PGEN_.00g200440" 21 6 12 13 16 34 18 16
"8301" "PGEN_.00g059080" 4 6 2 12 4 8 8 4
"8302" "PGEN_.00g098670" 11 6 5 5 6 7 10 7
"8303" "PGEN_.00g237140" 63 14 7 34 15 23 27 20
"8304" "PGEN_.00g271690" 8 5 7 2 7 5 3 8
"8305" "PGEN_.00g177560" 34 23 17 33 29 34 19 23
"8306" "PGEN_.00g245460" 85 8 11 17 6 8 25 5
"8307" "PGEN_.00g090080" 4 2 3 6 2 4 3 0
"8308" "PGEN_.00g291900" 16 0 8 4 12 7 12 6
"8309" "PGEN_.00g122390" 0 2 2 7 1 4 4 2
"8310" "PGEN_.00g070930" 3 1 2 4 5 5 9 8
"8311" "PGEN_.00g306730" 12 9 3 15 7 23 16 10
"8312" "PGEN_.00g138630" 3 2 2 2 5 2 7 4
"8313" "PGEN_.00g193870" 118 66 59 80 77 88 83 75
"8314" "PGEN_.00g153630" 43 21 22 29 35 42 65 36
"8315" "PGEN_.00g148440" 74 48 36 77 42 84 70 70
"8316" "PGEN_.00g009320" 11 4 1 1 3 7 9 0
"8317" "PGEN_.00g244960" 26 6 7 19 12 9 28 16
"8318" "PGEN_.00g106040" 12 9 7 7 11 0 0 4
"8319" "PGEN_.00g214370" 70 34 40 61 41 57 50 48
"8320" "PGEN_.00g155670" 49 31 7 39 12 27 20 10
"8321" "PGEN_.00g283710" 3 9 6 5 8 4 4 3
"8322" "PGEN_.00g095610" 13 6 0 13 5 7 4 13
"8323" "PGEN_.00g102740" 12 2 9 0 3 1 8 0
"8324" "PGEN_.00g299570" 64 19 20 42 24 29 35 22
"8325" "PGEN_.00g023160" 5 6 9 7 9 16 4 7
"8326" "PGEN_.00g177850" 27 39 20 29 42 23 23 22
"8327" "PGEN_.00g322310" 113 55 71 101 93 146 138 97
"8328" "PGEN_.00g051080" 184 272 131 292 197 244 136 247
"8329" "PGEN_.00g063760" 7 8 5 4 4 3 8 3
"8330" "PGEN_.00g186130" 46 23 31 56 36 87 54 38
"8331" "PGEN_.00g078550" 46 16 265 69 462 125 105 38
"8332" "PGEN_.00g291010" 7 1 3 2 0 4 2 11
"8333" "PGEN_.00g029620" 0 4 16 27 54 85 20 18
"8334" "PGEN_.00g208710" 27 16 5 11 8 24 16 6
"8335" "PGEN_.00g156800" 5 2 2 3 5 2 9 9
"8336" "PGEN_.00g288890" 13 1 0 6 6 7 6 0
"8337" "PGEN_.00g002750" 157 159 133 165 147 282 269 171
"8338" "PGEN_.00g006230" 6 3 2 5 4 0 5 0
"8339" "PGEN_.00g132280" 37 5 5 1 2 1 7 2
"8340" "PGEN_.00g292660" 15 14 5 7 11 5 11 8
"8341" "PGEN_.00g101800" 14 11 7 4 13 16 14 11
"8342" "PGEN_.00g281620" 41 44 43 57 54 77 39 70
"8343" "PGEN_.00g062410" 66 42 27 35 61 37 49 45
"8344" "PGEN_.00g135100" 3 0 4 2 10 0 6 5
"8345" "PGEN_.00g182250" 28 25 24 29 23 30 32 26
"8346" "PGEN_.00g059700" 46 44 42 51 53 61 74 55
"8347" "PGEN_.00g134850" 118 64 50 83 92 82 103 78
"8348" "PGEN_.00g259340" 11 3 4 2 7 5 5 5
"8349" "PGEN_.00g205400" 40 35 25 27 82 70 49 18
"8350" "PGEN_.00g226880" 9 2 3 3 3 2 3 0
"8351" "PGEN_.00g284390" 24 10 12 9 31 15 12 9
"8352" "PGEN_.00g228950" 309 191 227 264 298 389 363 261
"8353" "PGEN_.00g033300" 191 145 135 185 238 185 172 225
"8354" "PGEN_.00g186190" 5 5 5 5 0 8 0 4
"8355" "PGEN_.00g061190" 54 21 25 25 28 60 74 29
"8356" "PGEN_.00g100070" 28 25 19 47 19 30 21 51
"8357" "PGEN_.00g216780" 0 4 3 0 2 6 4 2
"8358" "PGEN_.00g206260" 20 7 3 13 1 3 5 2
"8359" "PGEN_.00g284970" 18 17 8 17 17 12 8 18
"8360" "PGEN_.00g058540" 5 6 3 6 12 3 5 7
"8361" "PGEN_.00g210400" 11 20 7 5 11 4 15 7
"8362" "PGEN_.00g131730" 15 26 5 21 8 21 0 10
"8363" "PGEN_.00g080680" 22 5 4 14 12 11 12 10
"8364" "PGEN_.00g041820" 27 37 30 36 37 37 39 43
"8365" "PGEN_.00g220810" 29 10 10 5 5 14 21 17
"8366" "PGEN_.00g008870" 0 1 0 6 5 5 8 5
"8367" "PGEN_.00g137770" 7 2 5 2 4 7 4 2
"8368" "PGEN_.00g175570" 3 1 0 3 4 7 0 3
"8369" "PGEN_.00g001510" 12 6 6 5 5 12 9 6
"8370" "PGEN_.00g016070" 2 1 3 3 1 3 3 3
"8371" "PGEN_.00g053960" 5 1 2 5 2 5 2 2
"8372" "PGEN_.00g180490" 3 2 4 11 4 32 0 13
"8373" "PGEN_.00g127570" 1 2 1 5 5 5 4 1
"8374" "PGEN_.00g222550" 39 25 14 0 15 20 29 18
"8375" "PGEN_.00g170910" 28 10 8 20 15 9 17 12
"8376" "PGEN_.00g219580" 23 31 18 29 19 34 29 38
"8377" "PGEN_.00g077930" 32 18 9 13 15 20 26 15
"8378" "PGEN_.00g166260" 5 4 3 5 2 7 0 2
"8379" "PGEN_.00g035910" 55 26 20 51 39 58 57 62
"8380" "PGEN_.00g263710" 11 4 2 4 3 0 4 0
"8381" "PGEN_.00g122930" 9 4 6 4 2 3 0 3
"8382" "PGEN_.00g196680" 35 34 25 57 35 72 51 68
"8383" "PGEN_.00g215920" 42 21 27 46 37 41 39 25
"8384" "PGEN_.00g235810" 13 9 11 10 12 29 29 12
"8385" "PGEN_.00g031210" 4 8 4 7 1 4 7 4
"8386" "PGEN_.00g187610" 3 1 4 5 1 8 7 4
"8387" "PGEN_.00g020370" 22 18 3 19 13 23 28 8
"8388" "PGEN_.00g049900" 67 58 45 59 38 58 70 40
"8389" "PGEN_.00g251150" 9 12 9 9 12 6 7 9
"8390" "PGEN_.00g234490" 11 3 3 9 4 8 1 1
"8391" "PGEN_.00g177330" 298 233 118 296 205 320 265 313
"8392" "PGEN_.00g304390" 3 6 5 2 15 5 10 23
"8393" "PGEN_.00g095550" 41 24 10 12 14 17 7 13
"8394" "PGEN_.00g223730" 4 5 3 9 5 1 2 4
"8395" "PGEN_.00g318440" 7 17 20 17 49 49 11 12
"8396" "PGEN_.00g019030" 8 2 3 4 4 9 7 7
"8397" "PGEN_.00g107090" 5 5 7 6 4 1 9 11
"8398" "PGEN_.00g108240" 5 8 4 2 3 3 1 4
"8399" "PGEN_.00g167600" 9 12 18 18 10 15 20 11
"8400" "PGEN_.00g235360" 6 4 1 3 10 3 3 6
"8401" "PGEN_.00g342760" 9 5 9 8 6 5 5 6
"8402" "PGEN_.00g056330" 14 29 34 63 133 78 18 29
"8403" "PGEN_.00g083560" 41 46 36 56 42 72 60 66
"8404" "PGEN_.00g116250" 11 5 8 8 15 14 6 9
"8405" "PGEN_.00g171630" 202 79 64 127 124 181 169 149
"8406" "PGEN_.00g246910" 22 8 4 12 22 26 21 7
"8407" "PGEN_.00g036740" 18 11 11 7 15 19 20 14
"8408" "PGEN_.00g006170" 9 5 6 5 2 7 5 2
"8409" "PGEN_.00g195010" 31 12 22 30 17 31 30 10
"8410" "PGEN_.00g176170" 3 0 2 4 0 1 3 5
"8411" "PGEN_.00g220040" 27 19 13 18 22 27 22 14
"8412" "PGEN_.00g160370" 21 16 11 35 18 6 24 25
"8413" "PGEN_.00g142330" 5 4 3 2 8 3 4 4
"8414" "PGEN_.00g115860" 23 8 2 11 8 16 8 7
"8415" "PGEN_.00g261020" 77 88 68 84 104 83 50 75
"8416" "PGEN_.00g340610" 45 5 4 7 13 3 0 3
"8417" "PGEN_.00g060630" 21 15 17 9 8 27 11 13
"8418" "PGEN_.00g104010" 0 1 8 3 26 4 2 1
"8419" "PGEN_.00g260370" 6 8 3 6 9 5 3 13
"8420" "PGEN_.00g200600" 4 0 0 4 0 2 4 4
"8421" "PGEN_.00g050590" 114 88 53 99 90 143 122 119
"8422" "PGEN_.00g331970" 6 3 1 4 1 4 8 3
"8423" "PGEN_.00g343140" 11 9 6 14 5 4 7 11
"8424" "PGEN_.00g034630" 2 5 8 4 6 5 2 9
"8425" "PGEN_.00g339710" 12 5 66 68 87 106 30 24
"8426" "PGEN_.00g041450" 3 5 1 5 8 5 5 5
"8427" "PGEN_.00g121400" 38 24 11 37 25 20 29 17
"8428" "PGEN_.00g050040" 20 2 50 21 68 35 12 17
"8429" "PGEN_.00g141350" 5 3 5 1 2 6 2 2
"8430" "PGEN_.00g237430" 3 5 1 2 10 5 4 4
"8431" "PGEN_.00g043050" 49 18 15 32 22 42 33 23
"8432" "PGEN_.00g042810" 4 6 12 8 10 16 10 12
"8433" "PGEN_.00g233320" 136 66 61 91 72 101 91 84
"8434" "PGEN_.00g025930" 208 129 118 154 136 150 184 155
"8435" "PGEN_.00g330590" 21 14 15 17 14 23 19 18
"8436" "PGEN_.00g152120" 9 7 3 10 0 7 8 2
"8437" "PGEN_.00g245580" 5 5 7 4 4 5 9 10
"8438" "PGEN_.00g090860" 74 38 43 67 62 95 74 60
"8439" "PGEN_.00g338390" 20 0 0 8 9 16 10 0
"8440" "PGEN_.00g330620" 18 4 9 7 12 9 24 6
"8441" "PGEN_.00g152690" 5 6 8 10 5 6 5 5
"8442" "PGEN_.00g113850" 142 123 55 104 104 84 115 92
"8443" "PGEN_.00g322150" 19 0 3 0 3 5 13 5
"8444" "PGEN_.00g332660" 13 3 3 4 5 3 7 1
"8445" "PGEN_.00g244180" 9 7 5 7 4 10 8 6
"8446" "PGEN_.00g088910" 48 14 8 10 6 13 19 8
"8447" "PGEN_.00g166920" 33 15 16 33 15 26 23 20
"8448" "PGEN_.00g258230" 5 0 2 1 2 4 4 0
"8449" "PGEN_.00g188440" 36 31 21 18 5 12 6 15
"8450" "PGEN_.00g044970" 32 8 7 13 8 20 7 13
"8451" "PGEN_.00g027390" 2 10 4 11 27 33 7 7
"8452" "PGEN_.00g189710" 0 9 2 2 6 6 3 6
"8453" "PGEN_.00g304980" 26 16 16 37 26 34 19 35
"8454" "PGEN_.00g308200" 9 16 13 21 14 31 14 17
"8455" "PGEN_.00g158640" 2 0 12 6 21 4 10 0
"8456" "PGEN_.00g319180" 179 35 33 37 25 12 12 16
"8457" "PGEN_.00g190260" 39 23 15 16 28 8 19 22
"8458" "PGEN_.00g054360" 113 49 42 66 38 80 79 62
"8459" "PGEN_.00g149220" 6 2 1 8 4 10 1 4
"8460" "PGEN_.00g198010" 20 12 12 9 12 5 12 7
"8461" "PGEN_.00g283860" 7 5 5 4 5 7 4 4
"8462" "PGEN_.00g323680" 14 8 5 16 20 12 14 8
"8463" "PGEN_.00g299160" 71 84 37 30 55 66 63 52
"8464" "PGEN_.00g243170" 6 24 14 23 22 15 15 34
"8465" "PGEN_.00g168740" 6 3 2 1 3 3 13 2
"8466" "PGEN_.00g263050" 38 10 3 3 10 9 7 4
"8467" "PGEN_.00g259180" 218 106 146 139 209 205 220 161
"8468" "PGEN_.00g322480" 10 6 5 9 7 7 12 10
"8469" "PGEN_.00g068170" 12 14 11 8 12 9 14 9
"8470" "PGEN_.00g257320" 95 93 30 104 88 122 87 128
"8471" "PGEN_.00g266260" 19 12 10 7 13 15 9 13
"8472" "PGEN_.00g086180" 86 42 29 55 30 27 77 38
"8473" "PGEN_.00g208840" 22 10 4 0 5 2 5 4
"8474" "PGEN_.00g017740" 9 3 2 2 3 2 7 1
"8475" "PGEN_.00g084960" 25 12 10 23 26 41 26 23
"8476" "PGEN_.00g027640" 14 4 0 0 0 7 5 1
"8477" "PGEN_.00g196310" 8 3 2 2 4 4 4 5
"8478" "PGEN_.00g253130" 11 10 11 17 16 8 10 15
"8479" "PGEN_.00g205170" 8 2 4 3 3 2 5 2
"8480" "PGEN_.00g331500" 0 3 3 7 0 2 2 6
"8481" "PGEN_.00g083600" 31 12 18 17 21 30 19 26
"8482" "PGEN_.00g075960" 22 12 20 10 12 27 37 16
"8483" "PGEN_.00g110130" 6 6 4 6 5 11 11 5
"8484" "PGEN_.00g277840" 44 31 33 60 47 55 42 71
"8485" "PGEN_.00g118440" 2 26 7 4 6 5 0 5
"8486" "PGEN_.00g299830" 131 47 231 145 769 78 196 77
"8487" "PGEN_.00g279440" 97 91 87 122 87 134 131 121
"8488" "PGEN_.00g254670" 80 89 74 121 112 138 122 126
"8489" "PGEN_.00g324360" 2 13 19 41 38 38 64 21
"8490" "PGEN_.00g296380" 10 47 22 12 41 30 14 48
"8491" "PGEN_.00g300660" 0 4 23 29 29 40 15 11
"8492" "PGEN_.00g101630" 54 30 31 28 18 33 30 38
"8493" "PGEN_.00g320620" 7 3 4 5 7 4 7 7
"8494" "PGEN_.00g110790" 18 3 7 8 5 12 9 8
"8495" "PGEN_.00g099490" 14 9 13 12 14 8 11 13
"8496" "PGEN_.00g085760" 5 9 2 9 7 6 2 6
"8497" "PGEN_.00g024600" 22 6 3 13 5 11 2 5
"8498" "PGEN_.00g030320" 39 23 29 18 33 33 15 48
"8499" "PGEN_.00g192110" 8 2 2 0 2 3 7 6
"8500" "PGEN_.00g240890" 8 4 5 13 13 11 17 7
"8501" "PGEN_.00g014460" 3 3 0 5 3 5 0 0
"8502" "PGEN_.00g140560" 40 23 26 24 23 43 31 24
"8503" "PGEN_.00g245910" 11 15 9 7 8 13 18 12
