"","SG117","SG137","SG38","SG97","SG88","SG87","SG98","SG37"
"PGEN_.00g260840",0,0,0,0,0,1,0,2
"PGEN_.00g275620",13,7,6,9,10,10,14,13
"PGEN_.00g100800",1,0,0,0,0,0,0,0
"PGEN_.00g090790",0,0,0,0,0,0,1,0
"PGEN_.00g153650",37,57,17,61,41,121,46,62
"PGEN_.00g148420",0,0,0,2,0,0,2,1
"PGEN_.00g067960",22,10,10,10,6,17,8,9
"PGEN_.00g340210",0,0,0,0,0,0,0,0
"PGEN_.00g201550",1,4,0,0,2,3,8,2
"PGEN_.00g140150",7,6,7,9,12,13,10,21
"PGEN_.00g152380",0,0,0,0,0,0,0,0
"PGEN_.00g236870",0,0,2,0,0,2,0,0
"PGEN_.00g345790",0,0,0,0,0,0,0,0
"PGEN_.00g113320",0,0,0,0,0,0,0,0
"PGEN_.00g060960",7,4,2,5,14,4,5,4
"PGEN_.00g164030",2,2,2,4,5,3,3,2
"PGEN_.00g138160",5,0,1,0,0,2,1,0
"PGEN_.00g233180",0,0,0,0,0,0,0,0
"PGEN_.00g232140",8,17,10,19,10,17,14,10
"PGEN_.00g333860",70,17,42,38,42,23,54,34
"PGEN_.00g121910",0,0,0,0,0,0,0,0
"PGEN_.00g063430",0,0,0,0,0,0,0,0
"PGEN_.00g067990",0,0,1,0,2,0,0,1
"PGEN_.00g161200",3,1,3,4,0,8,4,4
"PGEN_.00g206780",0,0,0,0,0,0,0,0
"PGEN_.00g099160",0,0,0,0,0,0,0,0
"PGEN_.00g240110",17,4,7,10,12,8,5,9
"PGEN_.00g204310",17,10,11,6,8,18,9,3
"PGEN_.00g088620",0,0,2,0,0,4,2,0
"PGEN_.00g299510",10,16,4,8,17,3,10,9
"PGEN_.00g023100",38,28,18,44,35,46,57,54
"PGEN_.00g024330",0,0,0,2,0,0,0,3
"PGEN_.00g303940",0,0,0,0,0,0,0,0
"PGEN_.00g308970",0,0,4,2,0,0,0,0
"PGEN_.00g144700",2,0,0,2,2,0,2,0
"PGEN_.00g291070",0,0,0,0,0,0,0,0
"PGEN_.00g141970",0,0,0,0,0,0,0,0
"PGEN_.00g282790",265,222,215,267,205,366,267,351
"PGEN_.00g258090",0,0,0,0,0,0,0,0
"PGEN_.00g152520",24,18,14,20,26,33,14,26
"PGEN_.00g156860",16,6,8,6,8,8,13,5
"PGEN_.00g149770",1,4,1,0,3,3,4,1
"PGEN_.00g008030",27,18,12,36,29,69,31,15
"PGEN_.00g288830",0,0,0,0,0,0,0,0
"PGEN_.00g277660",0,1,0,0,0,0,0,0
"PGEN_.00g200200",88,32,21,41,63,34,72,63
"PGEN_.00g169450",38,7,8,11,10,20,10,13
"PGEN_.00g145730",2,0,0,0,0,0,0,0
"PGEN_.00g283770",0,0,0,0,0,0,0,0
"PGEN_.00g326140",1,2,2,7,8,6,7,9
"PGEN_.00g311510",0,0,0,0,0,0,0,0
"PGEN_.00g102980",0,0,0,0,0,0,0,0
"PGEN_.00g272100",0,3,5,5,3,3,4,0
"PGEN_.00g318020",2,14,3,2,15,16,3,4
"PGEN_.00g096320",8,0,0,0,0,0,4,0
"PGEN_.00g203570",13,13,18,17,20,30,20,11
"PGEN_.00g324770",0,0,0,0,0,0,0,0
"PGEN_.00g149480",26,9,13,6,22,27,6,15
"PGEN_.00g103050",0,0,0,0,0,0,0,0
"PGEN_.00g207660",0,9,7,5,2,19,8,6
"PGEN_.00g152960",0,0,0,0,0,0,0,0
"PGEN_.00g065870",175,71,54,104,75,146,149,101
"PGEN_.00g296860",2,1,1,1,1,3,4,3
"PGEN_.00g022270",0,0,0,0,0,0,0,0
"PGEN_.00g051020",29,12,12,10,8,7,17,13
"PGEN_.00g168020",0,0,0,0,0,0,0,0
"PGEN_.00g132150",6,4,10,7,3,4,8,5
"PGEN_.00g338240",0,0,0,0,0,0,0,0
"PGEN_.00g323460",2,6,2,0,0,1,3,4
"PGEN_.00g029020",0,0,0,0,0,0,0,0
"PGEN_.00g052590",0,0,0,0,0,0,0,0
"PGEN_.00g062470",23,0,0,0,0,0,0,0
"PGEN_.00g182230",0,0,0,0,3,0,2,0
"PGEN_.00g258630",0,0,0,0,0,0,0,0
"PGEN_.00g197190",37,26,18,33,32,32,46,18
"PGEN_.00g277080",0,0,0,0,0,0,0,0
"PGEN_.00g071170",0,0,0,0,0,0,0,0
"PGEN_.00g280480",15,6,4,7,5,6,12,9
"PGEN_.00g259320",5,7,9,19,5,21,17,10
"PGEN_.00g159510",3,2,2,5,0,0,5,2
"PGEN_.00g055610",40,5,4,20,9,3,21,5
"PGEN_.00g142700",7,4,0,0,5,5,4,2
"PGEN_.00g145430",8,63,30,50,42,38,32,46
"PGEN_.00g191930",2,1,3,5,0,4,0,0
"PGEN_.00g074520",0,2,0,0,0,2,2,0
"PGEN_.00g322080",0,6,0,4,4,3,5,5
"PGEN_.00g052040",0,0,0,0,0,0,0,0
"PGEN_.00g317450",30,16,14,29,35,40,31,24
"PGEN_.00g247230",8,7,4,0,7,5,9,2
"PGEN_.00g075690",4,0,1,4,3,0,2,2
"PGEN_.00g009810",0,0,0,2,0,2,3,2
"PGEN_.00g197440",0,0,0,0,0,0,0,0
"PGEN_.00g288300",2,0,0,0,0,0,0,0
"PGEN_.00g150750",37,22,26,30,26,41,49,40
"PGEN_.00g293910",34,10,7,18,9,9,11,11
"PGEN_.00g065290",1,0,4,3,5,3,2,2
"PGEN_.00g069730",0,4,0,0,0,0,0,0
"PGEN_.00g280150",1,4,2,2,7,5,0,2
"PGEN_.00g146930",2,7,8,3,6,22,0,7
"PGEN_.00g248570",4,1,6,4,8,5,6,6
"PGEN_.00g154160",3,6,1,3,3,2,1,2
"PGEN_.00g207470",0,0,2,0,0,0,0,0
"PGEN_.00g078310",11,4,6,18,9,40,13,5
"PGEN_.00g093910",0,0,0,0,0,0,0,0
"PGEN_.00g279950",8,13,5,8,9,11,9,14
"PGEN_.00g104910",25,27,25,23,24,42,56,37
"PGEN_.00g254980",29,6,9,15,12,15,26,14
"PGEN_.00g058690",1,0,0,0,0,1,0,1
"PGEN_.00g065120",0,0,0,0,0,0,0,0
"PGEN_.00g134210",8,3,11,3,6,3,2,3
"PGEN_.00g183540",0,0,0,7,7,15,0,0
"PGEN_.00g256850",31,7,15,14,8,23,20,8
"PGEN_.00g227190",3,9,8,6,6,4,18,3
"PGEN_.00g105060",7,4,0,0,0,3,4,3
"PGEN_.00g138940",0,0,0,0,0,0,0,0
"PGEN_.00g154290",0,0,0,0,1,0,0,0
"PGEN_.00g216720",0,0,0,0,0,0,0,0
"PGEN_.00g206200",87,212,39,132,42,68,43,24
"PGEN_.00g157760",0,0,0,0,0,0,0,0
"PGEN_.00g257180",0,0,0,0,0,0,0,0
"PGEN_.00g226820",0,0,0,0,0,3,0,0
"PGEN_.00g026220",7,3,9,3,1,5,6,3
"PGEN_.00g099980",0,0,0,0,0,0,0,0
"PGEN_.00g201960",0,0,0,0,0,0,0,0
"PGEN_.00g028040",52,55,28,74,48,77,77,57
"PGEN_.00g004470",0,0,0,0,0,0,0,0
"PGEN_.00g053310",0,0,0,0,0,0,0,0
"PGEN_.00g287680",0,0,0,0,0,0,0,0
"PGEN_.00g227440",0,0,0,0,0,0,0,0
"PGEN_.00g060510",1,12,9,6,4,4,18,7
"PGEN_.00g196710",0,0,0,0,0,0,0,0
"PGEN_.00g109890",0,0,0,0,0,0,0,0
"PGEN_.00g068060",0,0,0,0,0,0,0,0
"PGEN_.00g326790",0,0,0,0,0,0,0,0
"PGEN_.00g284480",0,0,0,0,0,0,0,0
"PGEN_.00g220870",192,75,121,126,121,112,158,127
"PGEN_.00g330160",3,2,0,4,2,0,4,0
"PGEN_.00g094810",4,4,0,2,1,7,2,2
"PGEN_.00g140830",9,10,7,6,10,14,9,10
"PGEN_.00g131930",0,0,0,0,0,0,0,0
"PGEN_.00g344070",21,3,9,9,6,11,9,4
"PGEN_.00g154830",6,3,3,7,8,9,7,10
"PGEN_.00g257720",2,6,0,1,1,3,0,2
"PGEN_.00g101360",9,4,2,2,5,8,24,3
"PGEN_.00g217090",4,3,3,4,1,3,2,2
"PGEN_.00g028020",4,2,3,4,2,6,1,1
"PGEN_.00g127510",39,26,21,30,37,70,48,17
"PGEN_.00g156470",6,9,4,5,3,4,2,5
"PGEN_.00g087420",0,0,0,0,0,0,0,0
"PGEN_.00g321280",18,8,10,29,21,20,12,17
"PGEN_.00g280890",8,5,2,5,13,5,5,5
"PGEN_.00g030490",0,0,0,0,0,0,0,0
"PGEN_.00g174650",2,8,2,3,1,2,2,3
"PGEN_.00g219520",5,3,0,0,1,2,0,4
"PGEN_.00g167220",0,0,0,0,3,4,1,0
"PGEN_.00g214020",3,0,0,0,0,5,2,0
"PGEN_.00g181370",2,0,0,0,0,0,0,0
"PGEN_.00g211730",2,0,0,0,0,0,0,0
"PGEN_.00g077990",0,0,0,0,0,0,0,0
"PGEN_.00g226310",6,4,1,0,0,3,3,2
"PGEN_.00g067560",40,27,26,40,29,46,71,26
"PGEN_.00g173920",0,0,0,0,0,0,0,0
"PGEN_.00g320480",13,2,0,7,2,5,3,5
"PGEN_.00g231960",48,55,31,61,42,63,32,36
"PGEN_.00g110530",12,18,11,7,12,15,13,19
"PGEN_.00g180160",5,1,8,5,5,11,10,6
"PGEN_.00g087390",107,10,42,65,22,10,7,40
"PGEN_.00g214010",7,19,10,20,18,26,32,22
"PGEN_.00g238460",6,6,5,17,6,0,9,8
"PGEN_.00g234120",4,0,0,0,0,0,0,0
"PGEN_.00g030720",0,0,0,0,0,0,0,0
"PGEN_.00g348170",0,0,0,0,0,0,0,0
"PGEN_.00g219290",4,1,3,2,4,6,2,0
"PGEN_.00g348800",0,0,0,0,0,0,0,0
"PGEN_.00g055840",0,0,0,0,0,0,0,0
"PGEN_.00g196690",4,2,0,8,0,4,3,0
"PGEN_.00g136840",0,0,0,0,0,0,0,0
"PGEN_.00g187670",17,11,5,5,17,11,8,10
"PGEN_.00g020310",0,0,0,0,0,0,0,0
"PGEN_.00g316410",0,0,0,0,0,0,9,0
"PGEN_.00g326230",0,0,0,0,0,0,0,0
"PGEN_.00g027140",359,132,175,298,266,341,361,311
"PGEN_.00g315140",30,20,9,17,17,12,18,21
"PGEN_.00g133360",4,4,5,5,4,4,0,6
"PGEN_.00g181780",22,30,26,36,34,41,32,48
"PGEN_.00g225750",0,0,0,0,0,0,0,2
"PGEN_.00g177350",12,38,29,34,12,33,47,31
"PGEN_.00g221040",33,26,23,22,36,29,34,24
"PGEN_.00g211190",12,26,27,46,34,34,31,27
"PGEN_.00g031400",156,20,2,16,17,14,12,16
"PGEN_.00g067380",4,2,0,3,2,2,2,2
"PGEN_.00g345030",3,3,9,9,15,16,5,5
"PGEN_.00g043590",96,116,118,120,199,171,102,119
"PGEN_.00g241070",1,0,0,2,1,0,1,2
"PGEN_.00g229690",0,0,0,0,0,0,0,0
"PGEN_.00g032380",6,4,5,12,5,12,3,3
"PGEN_.00g009020",50,27,39,48,39,54,69,36
"PGEN_.00g312240",5,0,0,0,0,2,0,0
"PGEN_.00g180780",0,0,1,0,0,0,0,0
"PGEN_.00g289820",0,0,0,0,3,0,3,2
"PGEN_.00g166200",12,17,19,31,20,11,21,30
"PGEN_.00g036890",0,0,1,0,0,0,0,1
"PGEN_.00g128890",0,0,0,0,0,0,0,0
"PGEN_.00g184090",28,10,12,19,22,25,30,24
"PGEN_.00g167150",0,0,3,0,0,0,0,0
"PGEN_.00g263950",0,0,0,0,2,0,0,0
"PGEN_.00g178830",0,0,0,0,0,0,0,0
"PGEN_.00g235650",0,0,0,0,0,0,0,0
"PGEN_.00g186780",28,17,15,23,22,48,30,22
"PGEN_.00g250840",0,0,0,0,0,0,0,0
"PGEN_.00g152230",2,0,0,0,0,0,0,0
"PGEN_.00g032650",0,0,0,0,0,0,0,0
"PGEN_.00g107030",2,0,0,0,0,0,0,0
"PGEN_.00g158790",0,0,0,0,0,0,0,0
"PGEN_.00g062800",37,18,29,29,49,42,32,36
"PGEN_.00g066380",10,1,2,4,4,9,8,3
"PGEN_.00g184320",0,0,0,0,0,0,0,0
"PGEN_.00g023660",4,4,0,2,2,2,2,0
"PGEN_.00g007350",2,0,1,0,0,0,5,0
"PGEN_.00g129850",0,0,0,0,0,0,0,0
"PGEN_.00g235380",60,18,21,17,21,23,53,25
"PGEN_.00g186250",0,0,0,0,0,0,0,0
"PGEN_.00g145260",2,0,0,0,0,0,0,0
"PGEN_.00g224400",3,0,0,0,1,0,2,0
"PGEN_.00g312860",0,0,0,0,0,0,0,0
"PGEN_.00g176400",0,0,0,0,0,0,0,0
"PGEN_.00g172380",1,3,3,1,3,1,6,6
"PGEN_.00g220310",3,2,3,0,2,8,0,0
"PGEN_.00g018900",0,0,0,0,0,0,0,0
"PGEN_.00g223750",13,7,7,15,14,17,9,6
"PGEN_.00g008370",66,59,57,72,78,80,66,77
"PGEN_.00g036750",0,0,0,0,0,0,0,0
"PGEN_.00g222800",48,36,25,52,44,69,72,55
"PGEN_.00g227830",16,9,19,12,16,38,21,13
"PGEN_.00g088250",5,4,2,3,4,3,8,2
"PGEN_.00g037380",9,5,9,6,7,16,6,16
"PGEN_.00g124500",99,119,125,99,75,137,64,105
"PGEN_.00g293360",0,2,0,2,0,0,5,2
"PGEN_.00g123980",0,0,0,0,0,0,0,0
"PGEN_.00g083890",22,15,14,15,22,9,17,19
"PGEN_.00g236050",8,2,4,4,0,5,6,2
"PGEN_.00g007300",74,38,109,138,108,212,74,137
"PGEN_.00g109130",3724,2842,2235,3207,2904,2706,3040,2440
"PGEN_.00g160310",0,29,5,8,16,23,11,14
"PGEN_.00g347500",0,0,0,0,0,0,0,0
"PGEN_.00g172960",0,8,7,15,0,7,3,6
"PGEN_.00g343470",9,4,0,0,0,2,6,2
"PGEN_.00g115800",160,108,112,137,107,171,163,141
"PGEN_.00g021740",0,2,0,4,2,4,5,4
"PGEN_.00g179000",20,3,11,2,5,14,12,12
"PGEN_.00g261080",32,41,35,45,50,75,86,34
"PGEN_.00g007820",0,0,0,0,0,0,0,0
"PGEN_.00g104070",3,0,2,0,0,2,0,1
"PGEN_.00g082270",33,4,6,24,10,12,33,14
"PGEN_.00g239400",0,0,0,0,0,0,0,0
"PGEN_.00g181230",0,0,0,0,0,0,0,0
"PGEN_.00g047790",6,1,3,1,4,2,2,3
"PGEN_.00g300830",4,4,1,3,2,5,7,5
"PGEN_.00g170520",2,5,7,4,1,6,7,2
"PGEN_.00g122310",0,0,0,0,0,0,0,0
"PGEN_.00g037960",67,40,14,52,62,84,49,40
"PGEN_.00g295950",0,0,0,0,0,0,0,0
"PGEN_.00g013810",38,13,35,17,27,5,23,16
"PGEN_.00g131180",9,5,8,9,7,15,18,14
"PGEN_.00g005460",0,0,0,0,0,0,0,0
"PGEN_.00g049620",11,7,5,9,2,7,8,7
"PGEN_.00g041430",66,21,68,106,139,260,169,61
"PGEN_.00g199870",0,0,0,0,0,0,0,0
"PGEN_.00g218450",4,4,3,3,7,7,5,2
"PGEN_.00g186260",0,2,2,3,2,2,3,4
"PGEN_.00g264100",0,0,0,0,0,0,0,0
"PGEN_.00g131450",1,0,0,0,0,0,2,0
"PGEN_.00g221860",0,0,0,0,0,0,0,1
"PGEN_.00g049190",13,10,6,8,21,14,19,21
"PGEN_.00g249950",0,0,0,0,0,0,0,0
"PGEN_.00g261620",0,2,0,0,2,0,0,0
"PGEN_.00g131140",31,32,32,35,38,27,49,24
"PGEN_.00g082850",0,0,0,0,0,0,0,0
"PGEN_.00g128070",0,2,4,2,2,2,7,4
"PGEN_.00g039350",65,35,35,55,35,62,64,29
"PGEN_.00g341900",10,12,22,22,8,7,9,4
"PGEN_.00g105300",5,0,2,13,2,13,4,19
"PGEN_.00g050570",110,55,71,114,82,123,121,78
"PGEN_.00g161440",8,4,2,2,7,11,10,2
"PGEN_.00g090800",0,0,0,0,0,0,0,0
"PGEN_.00g267660",108,67,16,55,56,24,61,45
"PGEN_.00g332930",11,12,30,16,37,13,30,10
"PGEN_.00g240350",5,2,0,3,9,7,5,2
"PGEN_.00g268900",0,0,0,0,0,0,0,0
"PGEN_.00g038910",170,60,22,30,21,35,26,23
"PGEN_.00g330680",131,54,38,93,54,81,75,49
"PGEN_.00g041290",0,0,0,0,0,0,0,0
"PGEN_.00g120510",12,19,10,10,16,13,13,8
"PGEN_.00g199290",0,0,0,0,0,2,0,2
"PGEN_.00g195730",0,0,0,0,0,0,2,0
"PGEN_.00g018290",0,0,0,0,0,0,0,0
"PGEN_.00g328470",333,176,281,339,344,420,397,243
"PGEN_.00g048570",20,2,5,22,6,32,36,3
"PGEN_.00g164540",56,21,94,188,320,391,132,64
"PGEN_.00g178060",0,2,2,0,2,0,0,0
"PGEN_.00g035520",0,0,0,0,0,0,0,0
"PGEN_.00g292500",0,2,3,16,16,14,10,1
"PGEN_.00g040740",0,2,2,0,2,0,0,1
"PGEN_.00g307200",1,0,3,4,4,2,3,5
"PGEN_.00g245650",0,0,0,0,0,0,0,0
"PGEN_.00g016940",0,0,0,0,0,0,0,0
"PGEN_.00g345950",12,12,15,20,15,22,8,12
"PGEN_.00g192960",9,11,6,7,16,8,9,14
"PGEN_.00g230140",0,5,2,0,2,6,0,4
"PGEN_.00g249370",0,0,0,0,0,0,0,0
"PGEN_.00g010730",0,0,0,0,0,0,0,0
"PGEN_.00g014890",0,0,0,0,0,0,0,0
"PGEN_.00g302520",12,26,18,29,17,25,37,23
"PGEN_.00g166940",0,0,0,0,0,0,0,0
"PGEN_.00g199120",10,6,2,3,4,6,10,2
"PGEN_.00g018120",0,0,0,0,0,0,0,0
"PGEN_.00g264810",0,0,0,0,0,0,0,0
"PGEN_.00g044910",15,10,4,8,22,11,24,11
"PGEN_.00g155410",239,294,169,238,210,203,221,261
"PGEN_.00g313380",0,0,0,0,0,0,0,0
"PGEN_.00g296460",0,0,0,0,0,0,0,0
"PGEN_.00g244290",5,5,2,3,11,19,14,14
"PGEN_.00g158620",0,0,2,4,0,0,0,5
"PGEN_.00g000140",0,0,0,1,2,0,6,4
"PGEN_.00g319120",15,5,10,15,4,14,8,14
"PGEN_.00g276840",0,0,0,0,0,0,0,0
"PGEN_.00g316350",162,144,107,112,87,181,503,152
"PGEN_.00g054370",0,0,0,0,0,0,0,0
"PGEN_.00g137600",0,0,0,0,0,0,0,0
"PGEN_.00g127890",15,3,3,9,2,7,4,7
"PGEN_.00g087980",0,0,0,0,0,0,0,0
"PGEN_.00g008300",59,23,27,68,47,71,47,48
"PGEN_.00g285530",9,17,17,21,24,11,11,30
"PGEN_.00g341010",168,64,111,72,57,69,94,85
"PGEN_.00g194060",223,156,165,214,242,265,198,190
"PGEN_.00g322130",0,0,0,0,7,2,2,1
"PGEN_.00g347880",2,0,0,0,0,0,0,0
"PGEN_.00g329700",0,0,0,0,0,0,0,0
"PGEN_.00g117510",4,3,4,6,3,5,7,2
"PGEN_.00g161990",8,4,5,3,6,7,2,6
"PGEN_.00g338480",2,2,2,4,4,4,9,2
"PGEN_.00g209840",25,6,2,3,7,10,16,2
"PGEN_.00g272690",0,0,0,0,0,0,0,0
"PGEN_.00g327560",0,0,0,0,0,0,0,0
"PGEN_.00g116640",3,2,2,2,0,10,8,2
"PGEN_.00g136360",0,0,0,0,0,0,0,0
"PGEN_.00g054980",4,6,2,2,9,7,7,0
"PGEN_.00g179820",0,0,0,0,0,0,0,0
"PGEN_.00g243110",103,62,38,64,46,66,56,63
"PGEN_.00g234240",7,6,6,8,11,9,8,5
"PGEN_.00g011060",0,0,0,0,1,0,0,0
"PGEN_.00g015760",1,0,0,0,0,2,2,0
"PGEN_.00g307970",9,6,3,2,5,6,11,5
"PGEN_.00g111910",2,0,0,0,0,0,0,0
"PGEN_.00g163590",3973,2568,2087,2987,2615,2760,3265,2755
"PGEN_.00g259120",153,218,142,257,198,316,195,287
"PGEN_.00g019650",29,41,19,28,24,30,44,35
"PGEN_.00g027370",15,13,19,34,27,42,41,35
"PGEN_.00g189770",0,0,0,0,0,0,0,0
"PGEN_.00g016490",9,5,7,7,2,6,6,4
"PGEN_.00g182780",0,1,0,0,0,0,0,0
"PGEN_.00g025200",0,0,0,0,0,0,0,0
"PGEN_.00g017720",221,267,189,341,245,398,317,388
"PGEN_.00g309530",0,0,1,1,2,0,0,4
"PGEN_.00g197600",0,2,0,0,4,0,2,2
"PGEN_.00g318290",2,5,4,10,5,0,2,2
"PGEN_.00g118390",3,0,1,0,1,0,0,0
"PGEN_.00g084980",0,0,0,0,0,0,0,0
"PGEN_.00g225410",0,3,0,0,1,0,0,0
"PGEN_.00g259690",0,0,0,0,0,0,0,0
"PGEN_.00g298850",12,8,4,2,9,10,3,1
"PGEN_.00g075900",0,0,0,0,0,0,0,0
"PGEN_.00g248850",1,0,5,9,3,2,1,10
"PGEN_.00g151880",0,0,0,0,0,0,0,0
"PGEN_.00g318740",4,0,1,4,4,4,0,3
"PGEN_.00g324030",0,0,1,2,0,0,0,2
"PGEN_.00g057980",4,1,0,2,6,6,12,5
"PGEN_.00g168100",16,3,2,3,6,3,5,4
"PGEN_.00g092510",440,178,271,238,310,418,307,252
"PGEN_.00g300310",0,0,0,0,0,0,0,0
"PGEN_.00g114730",2,0,0,0,0,0,0,0
"PGEN_.00g100210",32,45,34,50,45,50,52,40
"PGEN_.00g242240",0,0,0,0,2,0,0,0
"PGEN_.00g274690",3,2,0,0,0,0,5,0
"PGEN_.00g016230",0,0,0,0,0,0,0,2
"PGEN_.00g169850",6,4,2,0,4,6,6,1
"PGEN_.00g269290",0,0,0,0,0,0,0,0
"PGEN_.00g262740",0,0,0,0,0,0,0,0
"PGEN_.00g331650",3,3,2,0,0,2,0,0
"PGEN_.00g340820",19,20,11,20,25,21,19,11
"PGEN_.00g086160",78,51,19,63,50,66,67,48
"PGEN_.00g094910",0,0,0,0,0,0,0,3
"PGEN_.00g254610",7,7,5,5,4,4,2,6
"PGEN_.00g265770",0,0,0,0,0,0,0,0
"PGEN_.00g058320",13,9,7,10,7,7,6,0
"PGEN_.00g280010",0,0,0,0,0,0,0,0
"PGEN_.00g346370",0,0,1,1,0,0,0,0
"PGEN_.00g024550",0,0,0,0,0,0,0,0
"PGEN_.00g119030",0,0,0,0,0,0,0,0
"PGEN_.00g335820",0,0,0,0,0,0,0,0
"PGEN_.00g147860",103,36,30,71,72,87,104,63
"PGEN_.00g086290",137,140,120,88,169,82,174,177
"PGEN_.00g083660",15,13,9,26,15,34,23,17
"PGEN_.00g247740",3,0,0,0,2,2,2,4
"PGEN_.00g088190",2,0,0,0,0,2,0,0
"PGEN_.00g021000",3,0,0,0,0,0,4,0
"PGEN_.00g293240",43,6,28,13,5,19,49,10
"PGEN_.00g082130",61,59,45,41,65,48,35,42
"PGEN_.00g239360",0,0,0,0,0,0,0,0
"PGEN_.00g012800",0,0,0,0,0,0,0,0
"PGEN_.00g038660",48,138,63,130,85,126,58,97
"PGEN_.00g113420",6,15,21,11,24,10,27,16
"PGEN_.00g146400",0,0,0,0,0,0,0,0
"PGEN_.00g142980",0,0,0,0,0,0,0,0
"PGEN_.00g274030",16,16,10,12,12,14,17,14
"PGEN_.00g278550",0,0,0,0,2,0,0,0
"PGEN_.00g290910",3,0,0,0,0,0,0,0
"PGEN_.00g241740",0,0,0,0,0,0,0,0
"PGEN_.00g093640",0,0,0,0,0,0,0,0
"PGEN_.00g230970",0,0,0,0,0,0,0,0
"PGEN_.00g151460",0,0,0,0,0,0,0,0
"PGEN_.00g299890",15,63,22,23,28,24,23,29
"PGEN_.00g157100",2,5,3,6,7,0,4,0
"PGEN_.00g281940",57,14,230,179,436,280,55,93
"PGEN_.00g140580",3,3,0,1,0,4,4,0
"PGEN_.00g296540",0,0,0,0,0,0,0,0
"PGEN_.00g156270",18,36,21,43,33,52,42,36
"PGEN_.00g231030",0,0,0,0,0,0,0,0
"PGEN_.00g150820",3,2,2,0,0,3,0,4
"PGEN_.00g255560",12,2,1,0,4,0,12,7
"PGEN_.00g325070",16,1,3,3,6,1,13,8
"PGEN_.00g297490",0,0,0,0,0,0,0,0
"PGEN_.00g275120",51,36,30,36,35,67,49,39
"PGEN_.00g301190",3,0,3,1,1,8,4,2
"PGEN_.00g348110",0,0,0,1,1,0,3,0
"PGEN_.00g086830",2,2,2,2,1,0,2,0
"PGEN_.00g320640",8,3,3,0,1,3,3,1
"PGEN_.00g110730",0,0,0,0,0,0,0,0
"PGEN_.00g061910",0,0,0,0,0,0,0,0
"PGEN_.00g231590",0,0,0,0,0,0,0,0
"PGEN_.00g214250",0,0,0,0,0,0,0,0
"PGEN_.00g076590",2,0,0,0,0,0,2,0
"PGEN_.00g167870",12,3,4,8,2,2,2,2
"PGEN_.00g113280",0,0,0,0,0,0,0,0
"PGEN_.00g200500",5,2,0,5,2,3,2,4
"PGEN_.00g141980",12,3,5,2,3,8,21,10
"PGEN_.00g098110",0,0,0,0,0,0,0,0
"PGEN_.00g237280",26,17,7,9,19,28,24,19
"PGEN_.00g259900",17,5,15,14,20,9,16,6
"PGEN_.00g283090",0,0,0,0,0,0,0,0
"PGEN_.00g112770",2,0,4,2,2,0,3,0
"PGEN_.00g031030",2,5,3,0,5,6,5,0
"PGEN_.00g090340",0,0,0,0,0,0,0,0
"PGEN_.00g143630",5,6,4,7,17,26,3,8
"PGEN_.00g025780",22,14,3,8,11,14,16,12
"PGEN_.00g256410",1,0,0,0,0,0,0,0
"PGEN_.00g110880",2,0,0,0,0,0,0,0
"PGEN_.00g139400",0,0,4,0,0,4,0,0
"PGEN_.00g231620",0,0,0,0,0,1,0,0
"PGEN_.00g014400",15,14,13,8,14,13,7,8
"PGEN_.00g306610",0,0,0,0,0,0,0,0
"PGEN_.00g133160",3,0,0,0,0,0,5,2
"PGEN_.00g181540",0,0,0,0,0,0,0,0
"PGEN_.00g307560",0,0,0,0,0,0,0,0
"PGEN_.00g294530",0,0,0,0,0,0,0,2
"PGEN_.00g141670",0,0,0,0,0,0,0,0
"PGEN_.00g185430",0,0,0,0,0,1,2,0
"PGEN_.00g237750",0,0,0,0,0,0,0,0
"PGEN_.00g322890",71,40,35,29,47,60,65,41
"PGEN_.00g275780",238,309,187,209,230,217,271,262
"PGEN_.00g073410",255,237,297,248,289,320,201,127
"PGEN_.00g089740",0,0,0,0,0,0,0,0
"PGEN_.00g298070",0,0,0,0,0,0,0,0
"PGEN_.00g209300",138,71,66,106,87,120,112,87
"PGEN_.00g020660",4,4,2,3,10,9,7,4
"PGEN_.00g009220",0,0,0,0,0,0,0,0
"PGEN_.00g253640",0,0,0,0,0,0,0,0
"PGEN_.00g132700",40,25,23,42,34,56,50,27
"PGEN_.00g257540",14,4,3,7,6,1,6,3
"PGEN_.00g165600",0,0,2,0,0,0,0,2
"PGEN_.00g106300",0,0,0,0,0,0,0,0
"PGEN_.00g277780",0,0,0,0,0,0,0,0
"PGEN_.00g071810",0,0,0,0,0,0,0,0
"PGEN_.00g136820",0,0,0,0,0,0,0,0
"PGEN_.00g155990",0,0,0,0,0,0,0,0
"PGEN_.00g159230",2,0,0,0,0,0,0,0
"PGEN_.00g283630",2,2,4,0,2,11,0,1
"PGEN_.00g275870",0,0,0,2,0,0,0,0
"PGEN_.00g077240",0,0,1,0,0,0,0,0
"PGEN_.00g067810",5,6,7,6,3,8,17,8
"PGEN_.00g189890",0,0,0,0,0,0,0,0
"PGEN_.00g026660",3,0,0,3,5,2,5,6
"PGEN_.00g009590",4,4,3,0,6,2,2,2
"PGEN_.00g099640",0,1,0,0,0,0,2,0
"PGEN_.00g282320",0,0,0,1,0,0,0,0
"PGEN_.00g276780",0,0,0,0,0,0,0,0
"PGEN_.00g026840",121,53,38,91,82,53,157,93
"PGEN_.00g036560",0,0,0,0,0,0,0,0
