"","SG117","SG137","SG38","SG97","SG88","SG87","SG98","SG37"
"PGEN_.00g122620",82,85,163,158,152,172,165,183
"PGEN_.00g262470",17,28,5,7,11,11,7,17
"PGEN_.00g316680",27,14,10,3,19,3,15,9
"PGEN_.00g045860",181,101,73,119,101,129,139,97
"PGEN_.00g007720",174,90,58,131,119,163,128,129
"PGEN_.00g273120",8,8,0,7,11,11,10,4
"PGEN_.00g006890",63,12,12,11,13,23,47,14
"PGEN_.00g274470",12,26,12,18,6,17,25,10
"PGEN_.00g166490",16,16,16,10,31,26,22,15
"PGEN_.00g343760",14,8,18,10,9,14,12,13
"PGEN_.00g163040",16,7,4,13,4,11,27,8
"PGEN_.00g325430",32,10,19,20,20,18,39,23
"PGEN_.00g331380",23,9,4,19,12,6,13,10
"PGEN_.00g083480",54,24,39,20,37,39,147,31
"PGEN_.00g021440",68,44,46,54,63,121,102,43
"PGEN_.00g082570",106,148,139,216,184,260,270,237
"PGEN_.00g146040",83,57,63,98,75,86,74,77
"PGEN_.00g081880",122,65,70,82,93,139,123,100
"PGEN_.00g191350",227,213,161,237,281,274,263,230
"PGEN_.00g082680",69,67,42,69,56,63,61,76
"PGEN_.00g042330",46,19,33,29,36,24,22,25
"PGEN_.00g095730",26,43,39,65,60,103,23,62
"PGEN_.00g279390",103,48,52,36,52,104,73,40
"PGEN_.00g150970",19,9,10,3,7,15,7,16
"PGEN_.00g153400",203,102,106,120,143,171,167,123
"PGEN_.00g157980",12,39,13,17,25,30,12,28
"PGEN_.00g053950",97,165,128,153,126,202,161,165
"PGEN_.00g270570",32,15,11,9,11,23,40,22
"PGEN_.00g290620",23,24,7,8,12,15,21,10
"PGEN_.00g195300",73,30,23,44,36,41,51,35
"PGEN_.00g138020",10,20,12,15,8,14,12,11
"PGEN_.00g015860",21,15,13,24,22,28,26,26
"PGEN_.00g077600",32,17,46,52,55,18,10,38
"PGEN_.00g302130",15,13,12,15,13,10,22,8
"PGEN_.00g024250",47,40,47,43,50,59,58,58
"PGEN_.00g200050",7,1,2,13,10,11,6,12
"PGEN_.00g063220",5,0,15,35,51,74,11,12
"PGEN_.00g134300",353,29,42,48,36,16,62,40
"PGEN_.00g062170",92,124,108,110,130,158,131,132
"PGEN_.00g152460",550,187,250,401,332,435,427,344
"PGEN_.00g241920",16,24,17,5,16,11,7,7
"PGEN_.00g329330",60,98,84,101,128,124,72,118
"PGEN_.00g049300",13,10,15,16,13,24,11,11
"PGEN_.00g331610",51,57,26,80,55,61,55,66
"PGEN_.00g054590",26,12,4,14,6,14,20,11
"PGEN_.00g139860",8,16,20,30,18,26,9,27
"PGEN_.00g059550",34,42,40,52,69,98,55,86
"PGEN_.00g245030",14,7,3,11,9,5,10,13
"PGEN_.00g309920",12,7,13,24,20,12,22,25
"PGEN_.00g198260",254,96,129,188,154,237,200,184
"PGEN_.00g069140",17,4,22,20,16,5,7,9
"PGEN_.00g295470",32,20,18,20,37,22,26,15
"PGEN_.00g205750",56,23,16,23,13,26,28,29
"PGEN_.00g068810",15,2,7,12,15,7,20,6
"PGEN_.00g324420",56,28,28,43,44,55,51,47
"PGEN_.00g253850",100,46,47,35,35,28,40,33
"PGEN_.00g182390",44,20,16,19,20,31,50,14
"PGEN_.00g058730",9,5,13,12,22,16,17,12
"PGEN_.00g252450",251,100,122,146,154,202,205,157
"PGEN_.00g259400",28,29,22,31,32,40,55,28
"PGEN_.00g253580",54,50,46,64,58,103,76,78
"PGEN_.00g327730",28,9,13,9,6,14,21,7
"PGEN_.00g246000",11,18,6,9,9,6,10,12
"PGEN_.00g147960",302,184,122,157,148,191,218,156
"PGEN_.00g284700",115,78,72,91,93,126,118,89
"PGEN_.00g076210",21,27,10,39,24,28,32,51
"PGEN_.00g039910",83,44,58,78,87,132,100,72
"PGEN_.00g286700",26,9,11,24,14,21,10,20
"PGEN_.00g185720",5,7,14,9,12,11,36,16
"PGEN_.00g089450",10,7,18,34,21,9,23,25
"PGEN_.00g110320",24,11,12,18,4,17,16,13
"PGEN_.00g200930",26,53,21,57,16,63,54,36
"PGEN_.00g226270",160,101,98,133,120,131,91,127
"PGEN_.00g063960",38,43,32,35,32,26,32,35
"PGEN_.00g099550",31,29,30,37,38,63,66,47
"PGEN_.00g313940",15,11,179,132,380,238,99,53
"PGEN_.00g275370",24,16,14,32,29,39,42,22
"PGEN_.00g320850",15,13,10,9,6,10,10,10
"PGEN_.00g106710",5,27,84,130,138,156,28,46
"PGEN_.00g095320",31,32,106,116,240,407,201,76
"PGEN_.00g032000",31,27,37,32,31,28,22,34
"PGEN_.00g128970",11,19,12,16,15,13,17,16
"PGEN_.00g138340",21,8,8,15,7,16,11,9
"PGEN_.00g186400",80,31,51,54,41,69,45,58
"PGEN_.00g224650",96,49,2,0,33,38,25,47
"PGEN_.00g023720",7,9,9,26,9,25,13,14
"PGEN_.00g210960",102,39,49,96,42,99,82,58
"PGEN_.00g315240",30,20,13,21,15,33,25,25
"PGEN_.00g003280",85,51,46,54,66,47,57,42
"PGEN_.00g033750",10,15,16,23,8,9,21,9
"PGEN_.00g137830",8,13,5,15,11,15,28,8
"PGEN_.00g069800",5,10,2,19,7,21,8,21
"PGEN_.00g185260",38,17,28,15,15,15,23,18
"PGEN_.00g223380",76,56,56,61,59,56,82,59
"PGEN_.00g171400",10,13,14,19,13,8,12,15
"PGEN_.00g034400",42,38,22,43,21,19,21,27
"PGEN_.00g339940",335,367,147,203,281,121,364,277
"PGEN_.00g003420",11,12,7,11,18,27,16,10
"PGEN_.00g007960",0,10,4,20,6,16,5,25
"PGEN_.00g019950",8,13,3,11,5,21,21,6
"PGEN_.00g330360",52,41,15,46,26,29,41,25
"PGEN_.00g218570",9,9,5,20,9,7,5,11
"PGEN_.00g126970",12,2,10,7,11,12,10,9
"PGEN_.00g339360",36,38,25,47,35,51,47,41
"PGEN_.00g222160",6,11,7,13,3,9,8,14
"PGEN_.00g245000",821,1478,1236,828,606,1236,1319,669
"PGEN_.00g216100",47,79,58,155,63,104,101,154
"PGEN_.00g042640",66,35,17,31,41,53,65,52
"PGEN_.00g249580",55,33,21,34,38,25,65,32
"PGEN_.00g010140",5,10,36,39,58,83,132,33
"PGEN_.00g306850",183,70,134,182,89,248,139,136
"PGEN_.00g195490",31,10,8,13,7,10,18,9
"PGEN_.00g001060",43,150,37,187,126,111,228,93
"PGEN_.00g219620",86,39,65,121,60,133,101,112
"PGEN_.00g010490",20,6,10,11,6,12,11,9
"PGEN_.00g260410",48,61,44,62,57,65,56,69
"PGEN_.00g313000",68,29,31,33,41,52,47,43
"PGEN_.00g329130",98,73,51,62,76,88,91,89
"PGEN_.00g017910",80,317,119,173,193,276,68,181
"PGEN_.00g011360",48,36,20,37,31,35,46,37
"PGEN_.00g095290",42,27,22,34,18,36,41,24
"PGEN_.00g225240",20,12,21,16,11,11,14,19
"PGEN_.00g237920",20,11,9,5,6,29,20,11
"PGEN_.00g273710",65,57,23,67,43,71,61,47
"PGEN_.00g242490",28,20,16,20,24,19,13,22
"PGEN_.00g274840",20,9,8,8,12,11,12,12
"PGEN_.00g062360",162,66,102,111,128,117,193,95
"PGEN_.00g017060",16,11,7,23,24,18,11,14
"PGEN_.00g323160",12,17,15,16,15,16,19,12
"PGEN_.00g166020",252,202,203,210,231,330,317,191
"PGEN_.00g122810",23,18,12,7,16,25,14,16
"PGEN_.00g278090",3,22,7,10,4,6,12,20
"PGEN_.00g331770",18,13,16,19,18,8,12,15
"PGEN_.00g309490",10,13,7,15,10,8,3,14
"PGEN_.00g258820",33,27,18,60,18,45,29,31
"PGEN_.00g024470",23,40,20,47,41,43,31,38
"PGEN_.00g192320",21,23,17,21,13,28,37,23
"PGEN_.00g245730",15,11,13,10,16,16,9,9
"PGEN_.00g052920",26,61,34,54,58,73,51,69
"PGEN_.00g233770",992,1138,1069,1682,1211,2018,832,1245
"PGEN_.00g027440",83,49,29,44,79,96,60,60
"PGEN_.00g330820",20,8,5,6,15,4,11,7
"PGEN_.00g341610",52,48,31,78,61,76,40,56
"PGEN_.00g124410",62,15,6,23,16,30,57,12
"PGEN_.00g053030",28,21,19,53,16,41,52,40
"PGEN_.00g271520",121,39,43,78,55,15,32,18
"PGEN_.00g013580",22,12,7,3,7,6,15,15
"PGEN_.00g305790",92,127,90,70,122,112,63,89
"PGEN_.00g056710",19,12,11,24,28,18,32,21
"PGEN_.00g279050",39,12,12,7,12,18,30,17
"PGEN_.00g110650",20,9,12,23,11,28,26,16
"PGEN_.00g021180",89,128,83,167,104,223,145,170
"PGEN_.00g293540",29,40,23,39,34,31,25,31
"PGEN_.00g296710",9,10,17,12,16,18,20,24
"PGEN_.00g200480",107,71,56,100,63,95,123,105
"PGEN_.00g237100",20,29,24,31,33,50,27,19
"PGEN_.00g291940",2281,1526,1361,1838,1573,1616,1830,1659
"PGEN_.00g094010",128,43,34,31,35,59,64,49
"PGEN_.00g156150",19,65,18,84,38,31,31,111
"PGEN_.00g271380",17,7,7,19,7,9,18,6
"PGEN_.00g275600",56,70,53,90,78,71,74,97
"PGEN_.00g209080",34,7,14,13,22,15,8,6
"PGEN_.00g276550",193,48,51,84,61,94,128,68
"PGEN_.00g236850",26,12,11,26,13,28,23,19
"PGEN_.00g214330",104,55,42,83,60,88,69,62
"PGEN_.00g164050",97,103,81,75,71,158,108,75
"PGEN_.00g240170",16,19,7,14,12,11,7,8
"PGEN_.00g070790",16,1,18,33,43,98,19,10
"PGEN_.00g036260",38,37,36,35,32,26,30,26
"PGEN_.00g303960",6,9,5,9,13,18,5,13
"PGEN_.00g132130",24,31,18,62,37,70,45,66
"PGEN_.00g156840",5,8,13,62,9,23,87,118
"PGEN_.00g149750",22,20,20,40,28,27,24,29
"PGEN_.00g008010",14,5,5,8,11,13,17,7
"PGEN_.00g288850",150,104,94,96,137,102,117,112
"PGEN_.00g277600",10,15,7,9,14,6,7,11
"PGEN_.00g155630",7,5,23,8,18,29,11,14
"PGEN_.00g077880",19,7,6,16,3,13,12,4
"PGEN_.00g158440",43,38,22,68,35,29,46,50
"PGEN_.00g282400",8,8,3,5,13,12,17,10
"PGEN_.00g248660",42,4,9,18,18,18,7,7
"PGEN_.00g207680",158,142,97,163,101,159,148,141
"PGEN_.00g062450",15,26,17,14,22,27,18,16
"PGEN_.00g145490",16,3,24,41,34,52,16,12
"PGEN_.00g002710",84,53,75,109,96,126,88,115
"PGEN_.00g055670",120,103,79,86,129,120,94,93
"PGEN_.00g226840",32,24,13,29,25,12,27,26
"PGEN_.00g009870",120,102,71,74,92,64,108,91
"PGEN_.00g033340",44,23,20,18,29,50,58,20
"PGEN_.00g074890",26,15,24,22,42,40,27,26
"PGEN_.00g104930",25,9,20,29,36,28,25,17
"PGEN_.00g065100",19,6,8,12,10,11,24,4
"PGEN_.00g105040",20,4,8,2,10,2,15,1
"PGEN_.00g216740",30,21,57,55,95,114,23,50
"PGEN_.00g206220",53,59,39,43,40,59,49,70
"PGEN_.00g099960",31,26,13,22,12,22,31,13
"PGEN_.00g028060",32,15,21,28,33,44,39,19
"PGEN_.00g004180",11,8,8,7,10,11,13,7
"PGEN_.00g055980",57,20,20,12,16,19,33,20
"PGEN_.00g267520",54,30,29,34,34,70,44,39
"PGEN_.00g174670",82,46,44,68,62,73,56,75
"PGEN_.00g173900",77,91,54,103,98,138,85,121
"PGEN_.00g000600",7,10,10,11,16,16,18,14
"PGEN_.00g316430",14,12,7,13,15,14,6,7
"PGEN_.00g133300",13,7,14,17,9,7,21,25
"PGEN_.00g181760",160,24,19,36,16,22,63,16
"PGEN_.00g086070",29,5,18,14,15,23,24,13
"PGEN_.00g221020",24,18,20,35,35,42,33,28
"PGEN_.00g031520",18,6,7,11,5,12,13,12
"PGEN_.00g009000",10,5,16,13,7,31,2,15
"PGEN_.00g166220",39,18,25,31,43,49,34,29
"PGEN_.00g166590",39,22,6,38,13,48,23,29
"PGEN_.00g184300",15,8,7,11,13,5,13,5
"PGEN_.00g177590",17,8,7,18,13,10,24,18
"PGEN_.00g043010",64,30,28,36,33,47,66,33
"PGEN_.00g265250",23,15,15,14,17,21,15,16
"PGEN_.00g141860",37,32,24,30,43,46,40,44
"PGEN_.00g109150",57,57,31,53,60,64,47,32
"PGEN_.00g046790",67,46,55,89,92,126,53,55
"PGEN_.00g115820",32,15,31,20,16,23,30,22
"PGEN_.00g223190",112,129,75,200,136,183,162,155
"PGEN_.00g104050",116,123,93,115,110,112,129,107
"PGEN_.00g082250",10,8,7,16,4,9,13,16
"PGEN_.00g335450",229,87,111,141,120,178,147,141
"PGEN_.00g041410",5,4,10,10,9,5,11,9
"PGEN_.00g120390",55,19,15,23,32,36,24,26
"PGEN_.00g199810",97,60,107,260,259,306,139,84
"PGEN_.00g045510",249,170,194,260,174,341,306,212
"PGEN_.00g237470",18,4,5,13,7,13,15,8
"PGEN_.00g042850",17,37,24,19,22,58,31,21
"PGEN_.00g161460",452,7,28,94,56,23,85,49
"PGEN_.00g268920",114,237,133,252,182,176,148,188
"PGEN_.00g330660",5,4,6,7,9,11,10,9
"PGEN_.00g054210",64,49,54,74,68,105,68,61
"PGEN_.00g048590",28,15,13,19,10,13,11,8
"PGEN_.00g178040",40,32,24,28,36,31,24,23
"PGEN_.00g050080",24,27,19,30,23,15,31,25
"PGEN_.00g192900",41,26,20,26,32,37,50,20
"PGEN_.00g230120",23,19,18,25,43,47,38,12
"PGEN_.00g010750",16,25,8,0,19,0,22,0
"PGEN_.00g302540",4,8,10,9,13,8,21,12
"PGEN_.00g199100",49,38,52,64,43,121,74,62
"PGEN_.00g054700",260,132,77,186,187,147,215,140
"PGEN_.00g044930",18,55,18,34,62,68,57,40
"PGEN_.00g155430",82,66,68,64,78,65,43,55
"PGEN_.00g244270",25,9,6,15,9,23,24,11
"PGEN_.00g316370",81,45,67,87,84,146,90,99
"PGEN_.00g190220",127,164,115,224,197,399,187,248
"PGEN_.00g313630",153,129,134,169,151,185,166,141
"PGEN_.00g283820",135,31,38,62,64,74,100,47
"PGEN_.00g319490",11,4,4,12,10,20,18,7
"PGEN_.00g116660",49,2,28,26,45,26,17,8
"PGEN_.00g093570",195,116,155,176,241,261,238,213
"PGEN_.00g115000",18,26,18,19,18,16,18,19
"PGEN_.00g243130",63,27,55,62,63,80,50,37
"PGEN_.00g307910",10,11,6,9,7,18,15,13
"PGEN_.00g027350",22,28,11,16,20,23,21,17
"PGEN_.00g338930",22,47,56,50,42,95,85,106
"PGEN_.00g086140",79,23,11,38,15,14,12,45
"PGEN_.00g208800",40,8,12,13,13,27,29,17
"PGEN_.00g197620",24,25,12,27,29,50,45,41
"PGEN_.00g083640",9,10,6,17,12,24,6,13
"PGEN_.00g075920",12,11,11,18,9,23,17,11
"PGEN_.00g197990",10,12,6,16,9,19,14,20
"PGEN_.00g124130",77,33,29,51,47,64,58,44
"PGEN_.00g021680",63,72,43,90,71,102,46,87
"PGEN_.00g092530",24,15,8,15,18,8,19,10
"PGEN_.00g334730",130,79,74,126,123,129,106,103
"PGEN_.00g325940",50,72,23,31,33,41,79,65
"PGEN_.00g254630",186,224,161,278,295,335,267,234
"PGEN_.00g280030",13,14,10,18,4,10,5,26
"PGEN_.00g183010",36,22,23,28,15,11,21,21
"PGEN_.00g056030",14,62,44,43,50,56,40,42
"PGEN_.00g191660",23,26,17,36,24,32,31,30
"PGEN_.00g012860",88,43,45,72,62,74,60,66
"PGEN_.00g113400",41,197,131,98,164,115,163,99
"PGEN_.00g146420",29,11,7,13,13,23,17,12
"PGEN_.00g156290",24,18,13,25,20,20,19,28
"PGEN_.00g188830",14,8,9,11,13,13,16,15
"PGEN_.00g275100",77,107,70,85,72,84,85,85
"PGEN_.00g253780",42,25,41,26,41,46,43,46
"PGEN_.00g061970",95,30,22,38,37,30,44,40
"PGEN_.00g241180",10,135,89,2,92,8,59,7
"PGEN_.00g326620",19,38,336,170,519,205,72,73
"PGEN_.00g143610",19,23,10,6,4,11,7,10
"PGEN_.00g217890",62,49,56,52,91,106,101,67
"PGEN_.00g033520",99,87,61,116,164,145,116,112
"PGEN_.00g133140",33,15,15,13,15,24,9,19
"PGEN_.00g298050",13,4,5,13,9,4,17,2
"PGEN_.00g254870",20,5,7,10,8,15,21,17
"PGEN_.00g282300",18,8,7,0,7,4,17,7
"PGEN_.00g066160",19,9,6,4,5,6,15,10
"PGEN_.00g168910",70,45,35,66,79,81,68,54
"PGEN_.00g092980",70,18,10,8,10,13,45,12
"PGEN_.00g215630",23,12,32,31,56,50,12,29
"PGEN_.00g207620",35,22,25,20,20,36,34,21
"PGEN_.00g078410",21,19,14,23,19,23,23,39
"PGEN_.00g212940",16,7,8,6,12,13,17,12
"PGEN_.00g091180",31,55,25,47,48,93,82,64
"PGEN_.00g251460",54,41,43,56,59,44,41,54
"PGEN_.00g256110",9,8,11,14,18,15,13,24
"PGEN_.00g101960",24,10,19,22,23,23,33,30
"PGEN_.00g273970",5,8,13,15,17,10,21,11
"PGEN_.00g002100",239,149,172,171,121,215,225,130
"PGEN_.00g142570",97,60,62,126,90,154,87,102
"PGEN_.00g310710",120,37,46,68,60,109,122,73
"PGEN_.00g059460",12,11,2,2,9,8,3,9
"PGEN_.00g068470",112,90,48,78,77,103,72,132
"PGEN_.00g151670",75,42,53,40,53,105,63,63
"PGEN_.00g047820",14,32,30,28,31,37,50,29
"PGEN_.00g183970",21,21,16,27,16,35,37,25
"PGEN_.00g131630",118,192,179,236,213,172,242,239
"PGEN_.00g034560",136,110,102,206,182,210,164,169
"PGEN_.00g131980",121,55,61,116,112,72,110,80
"PGEN_.00g072280",102,56,28,49,21,55,58,36
"PGEN_.00g064150",75,105,78,109,112,78,80,119
"PGEN_.00g213900",220,269,158,265,290,250,202,238
"PGEN_.00g004220",28,11,16,7,7,15,21,11
"PGEN_.00g001760",12,32,8,19,14,14,10,14
"PGEN_.00g316600",29,20,16,14,22,21,32,16
"PGEN_.00g211500",67,121,74,137,100,119,120,129
"PGEN_.00g031350",88,37,40,35,39,50,46,43
"PGEN_.00g166410",45,10,23,18,32,36,38,24
"PGEN_.00g066440",12,8,4,4,22,20,25,17
"PGEN_.00g127090",41,21,23,33,33,64,30,23
"PGEN_.00g087180",104,39,29,36,30,34,67,52
"PGEN_.00g234710",154,54,65,22,38,37,22,45
"PGEN_.00g044660",94,37,67,41,53,82,62,65
"PGEN_.00g221780",14,13,12,23,14,29,23,16
"PGEN_.00g318520",2189,836,606,1214,735,1035,1007,706
"PGEN_.00g178990",35,77,39,72,114,88,75,90
"PGEN_.00g224090",49,36,30,50,45,68,54,54
"PGEN_.00g019240",17,4,4,6,4,11,17,10
"PGEN_.00g310830",9,10,11,64,13,18,65,12
"PGEN_.00g160810",147,37,40,77,73,102,149,45
"PGEN_.00g331300",116,54,56,96,108,145,122,60
"PGEN_.00g134560",182,160,107,212,184,239,159,179
"PGEN_.00g056230",50,26,41,57,37,30,75,49
"PGEN_.00g094260",32,34,18,34,43,30,37,48
"PGEN_.00g125930",68,37,45,49,39,69,37,61
"PGEN_.00g081800",111,106,57,132,111,137,129,128
"PGEN_.00g220120",192,32,83,38,39,77,90,59
"PGEN_.00g120210",36,35,54,54,47,105,74,65
"PGEN_.00g236660",67,17,67,109,216,259,63,33
"PGEN_.00g199600",167,263,155,233,176,212,172,189
"PGEN_.00g200760",22,22,13,30,13,29,19,47
"PGEN_.00g331870",15,7,2,15,8,17,25,5
"PGEN_.00g179210",19,7,10,8,11,22,11,13
"PGEN_.00g328390",13,14,6,7,10,17,12,14
"PGEN_.00g164480",8,0,10,13,11,7,7,11
"PGEN_.00g333430",26,9,5,8,9,4,5,9
"PGEN_.00g141450",153,120,68,91,76,154,88,116
"PGEN_.00g237530",3,4,6,17,33,32,11,9
"PGEN_.00g042950",15,19,8,9,16,15,25,16
"PGEN_.00g230620",41,15,7,16,12,23,31,11
"PGEN_.00g231970",55,38,22,48,58,42,54,44
"PGEN_.00g040550",99,31,35,61,60,39,92,34
"PGEN_.00g057160",257,86,73,130,90,56,119,66
"PGEN_.00g165680",25,4,16,9,17,34,27,10
"PGEN_.00g049380",42,19,7,21,9,21,24,22
"PGEN_.00g071360",76,45,47,69,67,69,77,90
"PGEN_.00g303260",56,21,20,28,2,16,1,2
"PGEN_.00g298110",4,6,7,16,7,13,26,9
"PGEN_.00g091340",37,12,166,207,410,189,148,79
"PGEN_.00g280780",40,16,10,13,8,12,35,12
"PGEN_.00g189090",5891,2800,2808,3263,3756,4175,4104,3340
"PGEN_.00g240650",12,7,9,22,13,24,23,23
"PGEN_.00g198150",111,165,193,218,273,191,161,195
"PGEN_.00g285490",79,43,47,35,42,61,35,36
"PGEN_.00g277250",37,20,16,19,21,24,35,17
"PGEN_.00g122300",21,16,23,20,25,21,9,12
"PGEN_.00g142370",6,6,17,6,18,7,19,12
"PGEN_.00g242650",324,226,165,274,308,220,468,213
"PGEN_.00g033970",90,65,61,97,89,94,84,101
"PGEN_.00g158010",19,13,14,16,16,27,18,23
"PGEN_.00g272570",25,25,19,26,26,29,10,35
"PGEN_.00g103950",4,16,12,125,29,27,69,64
"PGEN_.00g168590",150,20,9,36,16,7,10,8
"PGEN_.00g252100",24,14,11,12,14,7,11,8
"PGEN_.00g098280",26,10,12,23,24,25,22,11
"PGEN_.00g281550",43,29,132,168,254,241,178,62
"PGEN_.00g246370",12,5,14,16,27,27,28,11
"PGEN_.00g193120",30,33,41,33,52,56,33,34
"PGEN_.00g012120",37,15,25,46,44,64,34,45
"PGEN_.00g208700",47,42,19,30,27,19,12,18
"PGEN_.00g013290",58,45,47,87,66,106,108,107
"PGEN_.00g118610",9,9,3,5,9,23,13,7
"PGEN_.00g183190",61,69,41,70,57,63,65,56
"PGEN_.00g300100",70,22,24,42,36,67,51,59
"PGEN_.00g013740",154,145,115,90,171,168,173,95
"PGEN_.00g094700",461,285,294,432,377,525,469,503
"PGEN_.00g028430",13,13,12,23,12,10,20,22
"PGEN_.00g076290",130,83,57,73,96,125,108,126
"PGEN_.00g024760",79,42,41,56,54,38,51,45
"PGEN_.00g050350",46,30,32,34,31,44,42,35
"PGEN_.00g153160",18,6,8,10,8,20,9,10
"PGEN_.00g254390",13,10,4,6,9,12,18,8
"PGEN_.00g088760",82,41,6,11,9,12,3,7
"PGEN_.00g184640",293,297,212,346,277,396,325,350
"PGEN_.00g321180",44,22,15,31,16,47,43,27
"PGEN_.00g245850",8,4,7,20,5,13,17,12
"PGEN_.00g014210",37,17,20,20,36,37,42,24
"PGEN_.00g036970",26,9,16,27,20,19,33,25
"PGEN_.00g031190",6025,3840,3968,3904,3993,5009,4475,3688
"PGEN_.00g067150",48,29,23,41,60,48,28,33
"PGEN_.00g189720",202,138,101,149,192,342,172,124
"PGEN_.00g070550",170,129,138,173,211,298,162,191
"PGEN_.00g255040",103,94,89,103,102,128,112,78
"PGEN_.00g271140",66,52,60,56,87,37,64,95
"PGEN_.00g089680",4,8,12,11,5,14,3,6
"PGEN_.00g173080",48,18,13,12,24,31,63,14
"PGEN_.00g119570",70,24,30,56,46,46,45,55
"PGEN_.00g256630",33,12,6,13,26,26,28,24
"PGEN_.00g205840",8,4,6,11,7,17,10,10
"PGEN_.00g089970",24,12,10,13,21,28,14,11
"PGEN_.00g209170",113,49,51,69,73,90,82,68
"PGEN_.00g223300",6,9,6,13,3,15,15,8
"PGEN_.00g071600",198,136,165,324,225,321,176,213
"PGEN_.00g273800",95,82,79,75,121,108,91,88
"PGEN_.00g009780",42,15,11,20,31,34,34,26
"PGEN_.00g075380",32,13,9,29,10,54,10,7
"PGEN_.00g108630",0,102,136,124,138,0,132,109
"PGEN_.00g172750",241,154,148,215,148,242,267,205
"PGEN_.00g108980",266,178,165,303,254,196,313,249
"PGEN_.00g128260",2,7,9,12,9,19,7,8
"PGEN_.00g178500",2,13,10,11,18,5,36,17
"PGEN_.00g202000",166,79,84,79,103,97,80,85
"PGEN_.00g216270",29,19,20,22,20,17,22,16
"PGEN_.00g032500",9,15,7,16,8,27,31,11
"PGEN_.00g029280",45,58,32,65,48,86,50,80
"PGEN_.00g002370",17,4,7,7,29,31,12,11
"PGEN_.00g216180",47,19,20,37,36,11,32,31
"PGEN_.00g074920",12,6,3,8,21,11,13,7
"PGEN_.00g131280",30,15,23,7,19,10,20,5
"PGEN_.00g086440",53,27,36,29,31,41,42,35
"PGEN_.00g292240",47,20,13,21,18,32,36,23
"PGEN_.00g284190",61,32,73,62,65,74,67,47
"PGEN_.00g079550",511,240,157,311,243,204,486,301
"PGEN_.00g075030",12,10,5,6,11,7,11,3
"PGEN_.00g261450",42,16,21,30,28,41,43,25
"PGEN_.00g339490",19,13,8,22,12,18,14,24
"PGEN_.00g072560",14,16,20,7,16,12,14,15
"PGEN_.00g125260",0,24,0,0,38,34,25,3
"PGEN_.00g284220",62,67,25,50,66,71,70,74
"PGEN_.00g061390",46,17,11,25,15,30,28,13
"PGEN_.00g062340",152,66,88,228,89,252,138,140
"PGEN_.00g005340",104,43,31,54,49,119,78,46
"PGEN_.00g217630",28,17,12,13,16,28,15,18
"PGEN_.00g302330",130,157,108,124,137,159,161,159
"PGEN_.00g004690",76,39,39,33,47,63,73,52
"PGEN_.00g126240",6,8,7,8,12,14,8,16
"PGEN_.00g116010",22,24,14,12,11,13,13,16
"PGEN_.00g087680",14,16,21,37,35,39,8,45
"PGEN_.00g210060",15,18,10,10,9,16,15,8
"PGEN_.00g027120",144,76,85,129,101,154,130,134
"PGEN_.00g011670",27,20,22,52,28,61,35,68
"PGEN_.00g211330",23,24,38,42,40,62,11,29
"PGEN_.00g308630",60,127,89,137,119,190,42,79
"PGEN_.00g315450",43,43,31,42,37,58,51,34
"PGEN_.00g278010",27,25,76,201,88,120,37,69
"PGEN_.00g043700",19,15,19,39,18,40,11,28
"PGEN_.00g127110",17,28,22,22,33,20,27,13
"PGEN_.00g111540",153,100,111,148,159,127,123,121
"PGEN_.00g163160",19,11,18,17,27,29,20,15
"PGEN_.00g219120",19,16,20,22,19,28,19,26
"PGEN_.00g166600",198,99,94,165,162,181,201,131
"PGEN_.00g234520",66,46,31,27,38,61,50,32
"PGEN_.00g111090",13,8,5,7,3,15,14,11
"PGEN_.00g055950",7,17,5,7,21,28,13,11
"PGEN_.00g331110",87,34,50,39,60,36,47,44
"PGEN_.00g172250",18,36,26,19,18,16,42,24
"PGEN_.00g231340",23,42,19,42,20,41,45,48
"PGEN_.00g341690",120,75,48,6,61,84,270,10
"PGEN_.00g274220",741,533,465,732,687,1041,887,760
"PGEN_.00g153360",26,12,7,20,3,10,15,6
"PGEN_.00g055270",15,14,5,3,10,0,0,17
"PGEN_.00g201600",20,11,16,22,16,23,31,19
"PGEN_.00g236580",44,13,20,18,12,19,20,26
"PGEN_.00g048610",109,42,52,82,47,96,75,65
"PGEN_.00g114060",75,74,53,41,72,79,80,62
"PGEN_.00g260820",13,0,13,7,33,17,19,4
"PGEN_.00g080940",22,26,22,32,33,56,33,55
"PGEN_.00g334430",71,36,39,26,42,33,31,35
"PGEN_.00g237180",30,29,22,44,35,67,51,48
"PGEN_.00g046660",17,17,7,9,11,14,18,11
"PGEN_.00g321960",95,52,46,71,54,67,103,43
"PGEN_.00g024350",18,6,11,20,21,16,19,16
"PGEN_.00g283420",18,26,58,34,24,20,42,34
"PGEN_.00g077090",27,17,13,11,15,16,20,20
"PGEN_.00g161150",184,245,175,278,239,329,257,259
"PGEN_.00g257220",17,8,4,7,11,2,10,10
"PGEN_.00g119370",102,73,64,53,82,64,56,74
"PGEN_.00g152540",24,16,16,23,21,26,22,13
"PGEN_.00g328560",1,48,23,19,43,10,0,1
"PGEN_.00g241800",22,13,4,10,10,14,15,14
"PGEN_.00g117000",79,67,48,106,64,107,72,77
"PGEN_.00g188530",52,41,48,48,36,58,62,69
