"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","GeneRatio_2","Rich_Factor"
"1","crg04141","Protein processing in endoplasmic reticulum","8/34","141/3836",2.20653751627166e-05,0.000728157380369647,0.000696801320927892,"105328208/105328488/105337929/105339435/105341388/105342784/105346349/105347543",8,"8 of 34",0.0567375886524823
"2","crg00970","Aminoacyl-tRNA biosynthesis","4/34","66/3836",0.0025151248845523,0.0414995605951129,0.0397124981771415,"105320309/105327616/105330840/105332324",4,"4 of 34",0.0606060606060606
