"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","GeneRatio_2","Rich_Factor"
"1","crg03040","Spliceosome","6/21","140/3836",7.32521227391706e-05,0.00117203396382673,0.000848182473821975,"105322652/105329185/105337759/105340745/105347185/105348755",6,"6 of 21",0.0428571428571429
