"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","GeneRatio_2","Rich_Factor"
"1","crg04137","Mitophagy - animal","7/78","55/3836",0.000101457991250294,0.00679768541376968,0.00672826678817738,"105318588/105318783/105320604/105321448/105325489/105345634/105348843",7,"7 of 78",0.127272727272727
