"","Row.names","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","SG15","SG93","SG102","SG2","SG10","SG9","SG118","SG81","SG5","SG101","SG65","SG107","SG109","SG3","SG66","SG12","SG27","SG6","SG91","SG82","SG11","SG16","SG131","SG79","SG1","SG64","SG4","SG13","SG14","SG46","SG108","SG78","SG7","SG80","SG8","up","down"
"21","PGEN_.00g252450",134.1121142413,-0.888848188762588,0.220385070024343,-4.03315972658406,5.50318463734244e-05,0.00402790783263949,176,153,119,160,136,96,222,126,124,124,127,146,120,86,131,132,67,131,156,130,94,167,213,102,105,170,162,131,169,156,181,116,119,139,203,FALSE,FALSE
"22","PGEN_.00g313940",115.513247038596,4.38125157918409,1.23074553322917,3.55983545005341,0.000371087242899033,0.0131996079109693,42,236,18,110,116,148,123,25,19,158,142,84,103,16,73,180,19,31,112,24,274,83,13,137,100,27,143,5,112,188,26,71,853,21,289,TRUE,FALSE
"23","PGEN_.00g106710",78.685510054024,5.48849180086245,1.57458031686698,3.48568551382833,0.000490877723301893,0.0153331630385115,23,38,10,158,253,22,86,13,15,32,86,35,59,5,7,294,45,25,35,36,248,26,3,64,26,5,55,8,52,63,38,49,715,14,100,TRUE,FALSE
"24","PGEN_.00g095320",99.3019627117375,4.74303694096285,1.09188135268776,4.34391239422438,1.39967350540591e-05,0.00158827318013817,146,84,21,156,256,117,212,36,15,271,118,69,41,10,37,120,13,25,65,38,222,47,16,110,66,26,76,20,80,106,28,333,415,16,153,TRUE,FALSE
"25","PGEN_.00g010140",32.558588305084,5.08095268424947,1.67029438795785,3.04195040160651,0.00235050621208103,0.0440965068692894,7,21,2,54,45,23,32,18,18,17,88,2,12,8,4,148,6,1,24,3,149,53,0,50,8,2,15,2,56,49,9,19,173,9,50,TRUE,FALSE
"26","PGEN_.00g070790",27.7458851689402,4.03773139939943,1.08525870226638,3.7205243238016,0.000198809591795867,0.00911649766716951,16,42,5,36,59,32,28,11,16,61,37,38,26,9,9,51,16,10,12,13,108,20,2,17,24,17,16,7,13,33,22,15,104,2,43,TRUE,FALSE
"27","PGEN_.00g145490",34.4415992344039,4.64166080134846,1.23721695692928,3.75169510517289,0.000175642988685884,0.00833829507690419,13,54,3,42,85,52,44,11,9,21,34,31,31,8,25,88,28,8,27,8,140,16,0,17,49,14,26,6,14,48,9,23,151,9,47,TRUE,FALSE
"28","PGEN_.00g074890",29.4814794851722,3.11277658081096,0.934281292839868,3.33173382006748,0.000863067631891387,0.022177092445656,19,36,9,44,56,25,43,22,14,23,31,38,24,9,18,77,20,9,21,9,85,30,8,23,12,49,16,7,27,27,20,14,126,12,53,TRUE,FALSE
"29","PGEN_.00g199810",139.166736139178,4.72334187651327,0.983630290759555,4.80194837520297,1.57129207650932e-06,0.000550952640687836,43,114,23,165,260,330,190,56,48,123,230,238,82,73,97,315,81,46,93,41,423,105,12,75,227,72,72,42,87,119,72,74,593,37,217,TRUE,FALSE
"30","PGEN_.00g116660",22.9358105275576,5.316666988366,1.29124574603076,4.11747105824683,3.83052615470925e-05,0.00316934403148335,4,33,0,7,36,96,10,2,2,10,12,69,8,26,30,23,2,9,6,6,65,12,2,12,88,30,17,32,19,33,12,9,31,6,24,TRUE,FALSE
"31","PGEN_.00g326620",187.509850919218,4.7484320314869,1.49945732294403,3.16676704220154,0.00154143746725243,0.0323036437021192,48,176,16,422,330,343,203,78,28,78,256,160,97,20,13,447,154,36,96,48,447,136,10,110,136,12,126,8,167,320,134,111,1541,23,234,TRUE,FALSE
"32","PGEN_.00g215630",35.0948636925798,4.24009697442374,1.06022424935472,3.99924542096108,6.35447597263169e-05,0.00435768208141193,25,42,10,14,51,149,21,30,13,34,28,28,16,7,16,37,20,25,21,8,121,23,13,21,87,78,24,8,17,25,15,20,99,10,37,TRUE,FALSE
"33","PGEN_.00g130320",74.0966254710027,-5.9093783739583,1.93782694845267,-3.04948714779556,0.00229232440945159,0.0434059039919042,16,17,12,8,7,54,5,29,212,17,13,7,15,133,59,8,49,123,13,3,8,18,67,7,51,15,8,936,13,2,5,8,11,28,9,FALSE,TRUE
"34","PGEN_.00g318520",984.290057106653,-4.35299288206005,1.25648852670645,-3.4644111661491,0.000531393616259306,0.0160619747972529,657,584,1155,615,1208,291,1059,944,4553,1256,597,19,872,141,165,531,1931,517,769,615,718,361,1196,549,225,89,617,4042,330,651,696,543,688,1118,1192,FALSE,TRUE
"35","PGEN_.00g310830",13.7118589147752,2.55915855631966,0.828788579023914,3.08783038411756,0.0020162351383171,0.0394539379765289,5,13,8,77,6,23,12,10,10,13,14,82,6,6,16,5,6,7,17,12,12,13,9,8,10,12,9,5,3,14,23,18,17,5,20,TRUE,FALSE
"36","PGEN_.00g120210",49.6365694143188,2.19146969653798,0.732883869848118,2.99020047608926,0.00278794403546391,0.0495909824689366,70,33,37,64,96,29,54,42,16,69,98,64,28,30,29,102,31,15,35,25,92,95,16,31,55,65,39,15,44,74,57,33,136,24,66,TRUE,FALSE
"37","PGEN_.00g236660",226.31953090663,6.80066187321586,1.37147982109851,4.95863064741906,7.09917900477484e-07,0.000368943004482712,40,107,9,122,424,1791,128,44,35,82,107,618,58,80,367,460,75,36,54,66,525,74,8,70,435,254,102,235,46,167,49,33,731,15,136,TRUE,FALSE
"38","PGEN_.00g091340",103.462514379786,4.66415212222555,1.23297580460127,3.78284156495178,0.000155048112382012,0.00781606775795945,30,204,8,87,115,226,100,17,16,87,123,56,96,12,77,119,42,40,83,27,296,58,7,115,115,61,84,17,74,213,32,41,702,11,213,TRUE,FALSE
"39","PGEN_.00g168590",58.4500861899096,-4.02663435963364,1.26139835709649,-3.19219882995743,0.00141194102667013,0.0305332247017415,14,81,52,16,21,91,40,39,240,52,12,23,63,51,48,13,101,111,21,40,28,28,99,6,72,50,15,216,20,12,25,14,15,63,54,FALSE,TRUE
"40","PGEN_.00g281550",96.6907831379324,3.74696500210451,1.06856306220757,3.50654550454285,0.000453963808684591,0.0145394359405185,32,94,12,147,291,72,115,39,36,141,207,77,98,34,42,228,84,50,75,57,250,74,7,76,59,36,90,9,77,96,47,95,409,24,140,TRUE,FALSE
"41","PGEN_.00g079550",359.784399209741,-3.01343763855318,0.93854546775331,-3.21075295986113,0.00132387691929651,0.0292097133614059,237,234,319,277,317,201,182,274,2531,480,260,87,587,274,126,280,462,567,223,247,371,415,273,193,158,99,246,310,253,188,396,176,297,286,282,FALSE,TRUE
"42","PGEN_.00g211330",79.8676703620637,4.26392182796271,1.243090632802,3.43009730380766,0.000603364836962628,0.0175298211410669,18,67,27,50,161,300,91,24,36,81,45,46,19,107,43,171,90,35,27,20,207,55,2,87,47,101,48,68,25,101,20,28,331,11,51,TRUE,FALSE
"43","PGEN_.00g172250",14.9454187311304,-2.7144975481986,0.664401628251936,-4.08562747707367,4.39578577894619e-05,0.0034846714912729,24,15,16,18,12,5,24,15,9,4,4,15,12,8,18,14,7,10,17,17,6,25,16,5,6,4,49,9,34,11,43,26,17,23,13,FALSE,TRUE
"44","PGEN_.00g183520",18.7490708770034,3.16524390698158,0.94435725575521,3.35174414946418,0.000803041954051441,0.0213732704693691,15,15,7,15,29,38,9,6,20,22,7,19,4,23,20,36,16,17,11,12,56,11,2,19,11,21,15,15,7,18,10,15,61,10,23,TRUE,FALSE
"45","PGEN_.00g254920",44.6544316344755,5.47086581893934,1.77163314879814,3.08803536592817,0.00201484491389555,0.0394539379765289,10,106,0,20,82,23,46,7,6,26,18,23,19,3,17,68,3,1,33,5,278,31,4,33,12,12,44,0,36,231,24,13,261,5,62,TRUE,FALSE
"46","PGEN_.00g348220",94.0727357939038,4.28152755402231,1.1587040088553,3.69510032009994,0.000219799985098409,0.00966362877732337,34,80,17,139,252,50,133,35,27,66,110,69,61,13,47,211,72,31,94,32,413,47,8,97,56,19,81,22,61,124,49,57,470,28,175,TRUE,FALSE
"47","PGEN_.00g201470",685.917255637762,-3.48032315330439,1.05218948469268,-3.30769619344838,0.000940667961107353,0.0234403619921514,321,502,578,484,459,699,264,440,3797,857,450,58,1912,118,208,479,1049,1298,292,726,917,668,584,335,331,336,428,706,493,258,701,230,555,534,454,FALSE,TRUE
"48","PGEN_.00g205760",33.5580005378373,2.19229059756421,0.690545936046727,3.17472087391426,0.00149980697204915,0.0315373775448568,58,29,27,76,19,30,30,12,11,32,22,72,23,13,18,54,5,8,48,35,39,39,28,49,45,38,26,11,40,46,27,57,106,30,44,TRUE,FALSE
"49","PGEN_.00g176540",115.128512382893,-6.55242396579922,1.95626340377672,-3.34945894972489,0.000809695528446151,0.0214007026476809,20,43,10,18,18,253,37,44,348,86,6,43,55,12,44,11,235,170,6,24,39,29,88,10,58,67,2,1228,20,2,3,6,17,35,32,FALSE,TRUE
"50","PGEN_.00g130720",146.319277606124,4.30323561003982,1.3674861467561,3.14682208682537,0.00165055360584969,0.0340321052340378,44,148,10,226,314,145,201,76,39,98,179,135,81,21,18,634,204,37,65,45,377,95,12,87,110,34,67,31,66,198,63,67,918,33,243,TRUE,FALSE
"51","PGEN_.00g093430",32.7061340112799,-6.35174029270625,1.33056035837474,-4.77373330170816,1.80841832381049e-06,0.000550952640687836,5,19,24,13,13,0,13,23,185,26,12,4,99,3,0,18,55,127,21,23,38,36,67,4,4,15,25,58,19,11,23,8,9,31,26,FALSE,TRUE
"52","PGEN_.00g093840",19.5920335680724,5.29846975226111,1.31150448870651,4.0399936087804,5.34526580346074e-05,0.00397203782123941,5,14,3,12,22,95,29,2,7,10,15,29,4,9,15,59,20,5,17,10,99,7,1,5,40,17,8,9,2,11,6,5,37,6,21,TRUE,FALSE
"53","PGEN_.00g035820",36.7760267107635,3.92744080580301,1.03821479700627,3.78287885813989,0.000155024875077913,0.00781606775795945,18,38,10,56,95,26,42,10,9,27,49,47,31,8,17,93,14,12,44,16,79,42,3,46,38,8,34,7,31,36,23,24,206,16,73,TRUE,FALSE
"54","PGEN_.00g238060",87.4094026261258,4.8455593931818,1.10900135817327,4.36929978261103,1.2464555997131e-05,0.00153032581048647,60,100,11,133,195,118,93,28,15,83,136,115,33,13,25,198,38,24,68,18,245,53,11,81,92,25,77,13,80,87,46,40,566,31,167,TRUE,FALSE
"55","PGEN_.00g047200",517.392245022415,4.18426020414649,1.35194278168415,3.09499799905292,0.00196814224849637,0.0388121730454776,126,558,89,1085,770,454,527,176,97,231,666,428,284,49,126,1238,556,108,360,154,1996,249,32,393,278,46,376,40,593,667,385,249,3528,140,961,TRUE,FALSE
"56","PGEN_.00g040690",32.7348727581716,6.05816863876941,1.56302703749099,3.87592056532441,0.000106222335891308,0.00617224748705829,2,43,6,27,36,98,28,6,5,14,28,21,21,5,19,66,8,5,22,6,211,40,0,28,39,12,28,1,16,66,3,7,149,5,39,TRUE,FALSE
"57","PGEN_.00g164650",54.1140246793586,4.71116113134425,1.28682505268496,3.66107352473005,0.000251160663405904,0.0103904074448138,25,15,3,46,12,299,30,7,10,50,42,228,5,24,73,29,42,12,40,17,54,17,3,26,235,37,36,79,83,81,33,23,112,6,12,TRUE,FALSE
"58","PGEN_.00g331780",12.4837428590928,2.06598423082393,0.653416714497375,3.16181723697279,0.00156787934370769,0.0326084632904452,15,20,10,23,17,13,16,9,4,26,11,15,8,12,10,24,8,4,13,9,16,12,10,29,10,18,17,0,8,22,8,14,10,8,8,TRUE,FALSE
"59","PGEN_.00g103630",15.9890212327772,3.81760064671485,1.16920974312932,3.26511190070763,0.0010942083958532,0.0255139744344192,4,19,1,6,47,34,21,8,4,15,15,16,9,2,5,50,10,0,10,8,43,15,9,12,29,7,5,7,9,22,16,9,55,11,33,TRUE,FALSE
"60","PGEN_.00g045080",214.696175728066,-5.57531220631822,1.07754424975155,-5.1740911870707,2.29022961878898e-07,0.000193702531758019,122,112,196,90,127,203,64,218,1360,188,88,44,330,59,133,64,283,468,73,159,162,175,303,68,86,43,118,712,149,65,190,65,79,162,104,FALSE,TRUE
"61","PGEN_.00g328490",64.0210574925959,-5.05039544749575,1.14245297038368,-4.42065938679262,9.84001744068523e-06,0.00134752205825494,22,33,30,58,23,35,29,52,493,76,21,25,73,22,20,39,84,196,25,58,16,56,59,37,40,19,26,177,21,18,36,35,33,54,38,FALSE,TRUE
"62","PGEN_.00g245510",222.284647751841,6.53881622578385,1.7731756247427,3.68763033652274,0.000226352160319906,0.00968539371957046,11,11,9,180,446,136,38,8,417,1024,561,29,214,41,122,612,506,34,262,9,1153,48,4,568,92,58,12,4,8,265,29,41,266,23,92,TRUE,FALSE
"63","PGEN_.00g289790",59.665338968454,1.13211080399018,0.370105092489149,3.05889010166313,0.00222158630341176,0.0424198060022633,97,52,41,80,64,68,50,33,33,51,99,53,42,35,80,88,28,43,75,63,85,76,51,83,61,74,69,26,81,79,57,56,78,49,86,TRUE,FALSE
"64","PGEN_.00g130390",60.8158246908566,-4.54603591187351,1.2838800056484,-3.54085731678454,0.000398829195119382,0.013737049019225,7,250,192,13,45,17,26,130,66,82,20,17,132,33,20,16,83,45,60,28,54,8,548,24,25,13,2,44,7,11,21,13,12,43,28,FALSE,TRUE
"65","PGEN_.00g130020",313.198033281805,4.81271879976939,1.3105066936525,3.67241069662598,0.000240273127978725,0.0100492255504069,72,414,51,299,540,396,356,96,49,305,363,345,143,34,131,832,359,65,204,106,1810,183,26,285,210,83,203,9,115,361,185,116,1434,75,405,TRUE,FALSE
"66","PGEN_.00g114410",17.7592531595519,-3.59389765550311,1.1236583510092,-3.19839001977364,0.00138197235108874,0.0301420445171561,7,14,13,14,10,11,3,11,80,21,9,5,49,2,2,9,34,39,2,6,16,15,30,6,10,8,14,18,11,13,30,8,26,10,33,FALSE,TRUE
"67","PGEN_.00g014740",15.566777209092,6.02178232103869,1.30228446811935,4.62401454402266,3.76383458131886e-06,0.000818580252371404,10,15,3,16,45,18,13,12,7,20,32,28,3,7,2,26,9,6,2,3,48,5,2,29,12,6,10,6,0,20,0,7,89,2,31,TRUE,FALSE
"68","PGEN_.00g135000",49.7955710019298,1.53899425264904,0.433017654364515,3.55411433491695,0.00037925429778464,0.0133652023830402,38,56,33,66,68,59,42,47,47,56,51,57,38,48,38,70,34,30,66,36,61,57,38,57,40,92,48,19,50,62,37,35,103,38,74,TRUE,FALSE
"69","PGEN_.00g087530",42.4425335655751,6.14502460600128,1.3126638248267,4.68133918965317,2.85006920430285e-06,0.000682748658577744,3,28,1,64,36,180,39,10,6,38,50,98,14,7,64,102,45,8,42,8,157,13,3,27,92,47,21,9,34,57,5,5,121,7,19,TRUE,FALSE
"70","PGEN_.00g010440",22.7169631690738,-2.50582971927175,0.554685195543182,-4.51757093826505,6.2553074760201e-06,0.00102876257446143,26,29,28,25,9,17,17,33,34,17,16,28,34,12,27,18,13,47,26,25,15,18,28,30,11,14,29,30,25,14,29,24,6,32,11,FALSE,TRUE
"71","PGEN_.00g266020",166.515536181496,-4.67955507015316,1.07251043929584,-4.36317904115278,1.28185950919041e-05,0.00153442042777554,97,68,173,91,146,137,69,148,1082,174,87,29,403,23,24,117,150,417,119,112,111,202,211,72,115,41,112,341,91,47,112,45,80,126,129,FALSE,TRUE
"72","PGEN_.00g177840",133.262906278293,1.74282746205724,0.579963217894111,3.00506550809477,0.00265523655885214,0.0484126760353632,191,103,188,196,131,195,118,77,57,456,171,96,104,136,173,164,62,62,171,91,132,136,90,150,115,192,172,68,104,158,131,77,131,46,163,TRUE,FALSE
"73","PGEN_.00g311940",253.439401386807,4.32492316499997,1.31541260962648,3.2878833100346,0.00100943669709981,0.0243126008604454,97,212,16,314,542,258,276,58,68,136,309,174,208,61,43,549,320,56,130,99,811,90,12,177,248,44,156,47,166,267,139,131,1929,62,390,TRUE,FALSE
"74","PGEN_.00g332980",13.6267922477556,3.65552087588178,1.13357498631574,3.22477200009739,0.0012607303035287,0.0283087878184675,5,16,0,20,14,32,18,4,5,5,13,16,2,3,5,20,6,4,11,7,31,10,11,18,19,9,18,2,8,16,11,13,89,12,6,TRUE,FALSE
"75","PGEN_.00g319190",201.415145064132,-5.38303170550486,1.62579337107726,-3.31101836264594,0.000929571084873841,0.0232759707173016,40,74,79,35,59,225,32,115,868,143,44,19,196,321,192,48,354,389,48,81,110,152,238,30,113,45,46,1420,43,39,36,19,54,57,47,FALSE,TRUE
"76","PGEN_.00g018560",87.8161967057898,6.47198272699409,1.71987287052222,3.76305879226349,0.000167847722365437,0.00808643583952978,7,95,22,50,97,17,64,2,10,69,55,17,46,6,12,143,8,13,80,8,559,35,0,106,26,10,68,5,55,139,36,50,873,8,162,TRUE,FALSE
"77","PGEN_.00g315380",132.012496587076,5.27486441178175,1.26047454807229,4.18482421549,2.85386858394968e-05,0.0025861485310744,48,56,42,83,108,944,62,61,26,141,72,134,19,125,55,119,106,36,148,48,376,68,14,68,352,45,86,123,29,49,37,70,412,17,83,TRUE,FALSE
"78","PGEN_.00g333460",33.7493346472227,-9.32083565415872,1.51965422910039,-6.13352397912022,8.59534556975777e-10,6.54277704769961e-06,11,28,37,11,5,33,4,53,149,6,2,8,31,6,17,0,93,166,5,27,2,24,108,2,4,14,6,112,20,3,12,2,4,27,8,FALSE,TRUE
"79","PGEN_.00g048000",62.2996348563479,3.65586904695558,1.18823186157673,3.07673036313334,0.00209284519933499,0.040639636880964,29,78,4,130,112,57,78,29,19,28,115,110,33,10,26,128,24,15,79,17,243,57,29,50,50,38,74,0,119,83,53,30,208,5,130,TRUE,FALSE
"80","PGEN_.00g345610",503.515141833802,5.90605898748887,1.45065175302916,4.07131413528865,4.67486553344842e-05,0.00363113024904178,74,1043,22,439,714,899,557,83,54,334,640,402,289,27,374,1239,133,87,309,64,2934,423,6,404,401,183,294,22,237,716,182,192,2781,77,827,TRUE,FALSE
"81","PGEN_.00g250620",64.2141167366825,-4.79168686513658,1.02993060389844,-4.65243662728278,3.28035568655529e-06,0.000756668711698753,69,78,50,28,55,22,42,69,176,55,19,3,262,5,18,37,193,102,21,92,98,31,136,46,13,7,57,27,28,26,51,14,29,58,29,FALSE,TRUE
"82","PGEN_.00g189960",26.1115569005655,4.42624025936655,1.12056535452901,3.95000634409847,7.81491217920644e-05,0.00495388259255712,19,26,12,8,37,114,30,8,9,26,8,34,3,8,35,70,26,9,10,11,69,20,14,12,39,36,5,7,21,27,7,10,84,7,40,TRUE,FALSE
"83","PGEN_.00g096560",83.5242921133235,3.9160867508038,0.829007758803582,4.7238240043199,2.31450736626992e-06,0.000652519632298024,171,41,48,169,34,149,17,38,10,35,98,250,45,54,218,119,22,31,118,65,89,111,115,92,105,174,26,13,60,112,43,129,223,30,58,TRUE,FALSE
"84","PGEN_.00g211890",19.4473909992687,5.28671393836524,1.21863100904659,4.33824012282549,1.43628184715593e-05,0.00158827318013817,19,21,0,29,41,44,29,14,5,19,22,24,6,2,8,35,5,6,20,4,75,10,0,14,11,7,6,5,15,29,8,9,96,7,45,TRUE,FALSE
"85","PGEN_.00g086610",48.4913488909167,6.32837471731957,1.18209482319619,5.35352544748372,8.62568979084398e-08,9.37982152684348e-05,16,7,1,39,113,157,48,7,12,56,54,125,25,12,43,199,11,21,62,11,120,28,0,21,134,30,39,22,19,50,23,20,150,7,45,TRUE,FALSE
"86","PGEN_.00g027970",125.912926693262,5.21857676833607,1.19002615618619,4.38526224084069,1.15846130460044e-05,0.00146970124176976,44,65,26,167,251,87,86,37,27,72,239,54,85,34,21,434,123,31,132,34,342,81,19,120,87,27,76,22,62,133,55,66,1048,26,154,TRUE,FALSE
"87","PGEN_.00g323450",59.1645724407078,3.77883785062806,1.07492600323638,3.51543998307861,0.000439025978482671,0.0144391499336391,20,56,23,75,170,81,85,15,24,42,93,24,72,65,15,157,52,25,30,20,95,41,20,59,27,30,39,12,35,100,28,20,322,9,83,TRUE,FALSE
"88","PGEN_.00g092270",142.197756163563,-7.30071220871789,1.38207899896526,-5.28241309952891,1.27493315333267e-07,0.000121309889539604,10,164,141,26,22,121,46,411,363,50,21,22,324,79,64,35,174,855,46,126,74,77,187,24,82,11,44,422,53,15,52,10,23,167,54,FALSE,TRUE
"89","PGEN_.00g331660",39.3675789701089,2.42719043626784,0.771473622558965,3.14617423758039,0.00165421425861718,0.0340321052340378,87,54,35,76,37,23,68,12,10,44,51,26,23,15,36,73,13,10,37,38,77,40,30,53,44,27,14,11,46,86,19,84,100,11,38,TRUE,FALSE
"90","PGEN_.00g026050",29.3675161782244,5.92015831526412,1.28478844635879,4.60788570448497,4.06784150413162e-06,0.000836875933228376,5,16,2,56,70,13,4,10,6,38,38,10,25,4,8,118,2,5,32,8,124,26,4,66,16,3,35,4,31,34,12,15,149,11,51,TRUE,FALSE
"91","PGEN_.00g293270",49.8485100892334,3.94781530953821,1.10465640300318,3.57379480063255,0.000351844699949236,0.0128062530715413,17,61,15,53,105,65,54,22,7,30,47,31,17,12,44,183,48,27,50,9,188,48,11,35,45,33,11,28,41,52,12,17,222,23,69,TRUE,FALSE
"92","PGEN_.00g208330",265.835609555248,1.36408296431814,0.392399488366625,3.47626081266358,0.00050845754966906,0.0157430329688571,378,251,253,567,417,355,288,129,177,459,347,290,171,254,133,457,111,155,307,182,300,298,293,268,253,255,290,117,260,320,359,275,279,167,355,TRUE,FALSE
"93","PGEN_.00g057130",141.471605193781,4.32109908964198,0.996169253208071,4.33771578045225,1.43971163202225e-05,0.00158827318013817,26,129,21,176,311,313,112,57,58,152,115,92,44,72,50,249,125,71,124,50,343,79,20,110,243,143,75,108,78,155,63,65,648,40,363,TRUE,FALSE
