"","Row.names","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","SG15","SG93","SG102","SG2","SG10","SG9","SG118","SG81","SG5","SG101","SG65","SG107","SG109","SG3","SG66","SG12","SG27","SG6","SG91","SG82","SG11","SG16","SG131","SG79","SG1","SG64","SG4","SG13","SG14","SG46","SG108","SG78","SG7","SG80","SG8","up","down"
"493","PGEN_.00g164550",53.0515104127968,4.83991998391732,1.30270276435598,3.71529109812708,0.000202969893250277,0.0123901180423809,24,15,3,47,11,301,30,6,10,49,43,220,5,25,72,28,39,12,40,17,54,17,3,26,230,37,34,77,79,75,32,23,109,6,12,TRUE,FALSE
"494","PGEN_.00g319130",80.9923182290956,-3.7820387216168,1.11944486003308,-3.37849487424065,0.00072883791172888,0.0259320528993135,85,33,68,46,84,92,33,52,474,77,29,13,111,22,24,49,122,369,35,80,60,65,71,24,51,29,37,122,25,18,42,50,49,39,85,FALSE,TRUE
"495","PGEN_.00g281950",102.415957683189,3.6453090441516,0.972514221706133,3.74833494748945,0.000178012423911141,0.011729040819923,39,73,35,168,159,214,128,79,34,82,86,140,50,28,48,271,103,23,106,45,240,44,41,101,79,48,60,26,78,117,68,63,504,67,142,TRUE,FALSE
"496","PGEN_.00g283620",5.18348626181983,3.86921087861215,1.17412446669495,3.29540094629287,0.000982813447037727,0.0319499631447571,3,0,3,7,11,6,6,2,3,1,6,5,4,6,9,9,0,4,3,4,18,2,2,9,5,3,4,4,4,3,0,2,21,3,7,TRUE,FALSE
"497","PGEN_.00g158570",57.6736913343153,4.53220933805274,1.17237509458342,3.86583556661374,0.000110709512687971,0.00851028124384758,11,26,16,64,125,176,102,14,24,43,46,56,40,42,26,99,47,34,26,26,121,30,2,34,110,47,35,23,17,38,17,30,333,11,55,TRUE,FALSE
"498","PGEN_.00g281170",5.46096087238023,6.3589925330873,1.98867467556153,3.19760321345257,0.00138574810406157,0.0392534622021352,0,4,2,3,27,11,12,2,0,3,3,7,6,2,5,29,0,0,5,2,14,0,0,3,7,0,0,2,0,14,6,0,23,0,2,TRUE,FALSE
"499","PGEN_.00g139980",20.1934405494056,-4.34426668885671,1.37780963306268,-3.15302388995496,0.00161588582030077,0.0428626248011875,11,6,10,9,5,29,2,11,89,10,9,4,28,14,10,3,7,69,5,14,20,10,30,6,23,7,6,107,13,5,12,8,8,20,16,FALSE,TRUE
"500","PGEN_.00g227770",116.829808899583,4.63378592849973,1.33004059740262,3.48394322515332,0.000494084285254426,0.0207865932576803,34,118,15,187,214,149,150,22,39,60,198,107,47,19,5,313,63,19,71,48,311,65,9,64,103,10,106,54,92,227,53,71,899,18,135,TRUE,FALSE
"501","PGEN_.00g333990",155.472879782654,-2.13843979066187,0.660167633532539,-3.23923755428472,0.00119849707417315,0.0360837821268141,122,85,196,125,198,109,100,159,414,149,168,83,338,95,73,133,180,256,193,126,138,189,157,123,129,80,183,169,180,111,146,77,124,112,105,FALSE,TRUE
"502","PGEN_.00g200730",8.55129486057695,2.23265804217059,0.717432993033554,3.1120091546531,0.00185818736689893,0.0475154153593272,4,14,4,20,5,4,4,8,5,12,13,20,4,3,11,14,2,2,14,6,8,4,12,7,11,11,9,4,7,10,13,20,17,9,10,TRUE,FALSE
"503","PGEN_.00g157320",926.762684028326,-4.19585285102914,1.01744834945219,-4.12389764383444,3.7251448510526e-05,0.00429529896575537,518,876,811,397,595,815,431,887,4977,1139,344,237,1233,286,496,422,2403,1818,476,536,978,709,1418,369,520,489,348,1510,565,266,671,258,456,1152,604,FALSE,TRUE
"504","PGEN_.00g212830",51.6276302592692,-3.59468955369861,1.07108897919889,-3.35610731088582,0.000790478903053564,0.0276512184823765,23,58,75,17,21,140,18,73,91,41,30,20,81,5,17,23,139,126,26,29,36,28,80,21,55,49,55,86,58,18,25,11,15,39,27,FALSE,TRUE
"505","PGEN_.00g258130",18.792688793878,5.56700626554554,1.53575315270044,3.62493559316914,0.000289033474931692,0.015581531875863,4,14,4,15,55,11,20,2,1,9,23,5,16,2,4,37,0,5,8,12,90,15,0,23,13,11,20,2,12,26,4,6,142,4,33,TRUE,FALSE
"506","PGEN_.00g019450",224.473932637701,3.89004669416076,0.982497613881781,3.95934467340989,7.51557055527592e-05,0.00677253745666142,61,206,68,243,305,250,219,70,87,132,234,264,102,134,189,351,219,107,168,73,1214,161,49,225,186,135,147,107,100,316,149,111,884,92,212,TRUE,FALSE
"507","PGEN_.00g014020",28.6609159406506,2.8152276651603,0.816627340284887,3.44738355708025,0.000566044350875334,0.0220131410510825,58,23,29,42,90,19,47,23,7,19,63,30,16,24,20,62,5,9,28,12,52,28,15,30,25,18,39,3,21,53,19,24,64,8,36,TRUE,FALSE
"508","PGEN_.00g249670",23.8245238303369,-4.15025745084107,1.16396923448069,-3.56560751598621,0.000363014300387085,0.0176586604793765,14,17,9,14,16,49,9,17,84,12,8,11,24,9,3,13,27,144,13,18,13,16,26,4,12,11,15,59,20,3,12,15,14,24,23,FALSE,TRUE
"509","PGEN_.00g276360",38.0811384572153,4.34356907999148,1.17169759764428,3.70707347076952,0.00020966813064168,0.0127365718579553,7,27,4,43,52,58,57,24,13,16,33,43,17,18,16,104,45,12,39,7,117,16,6,35,42,18,19,18,19,55,10,14,229,10,61,TRUE,FALSE
"510","PGEN_.00g197160",7.04582698788059,-2.33531172135561,0.710528447158831,-3.28672515603527,0.0010135970806591,0.0324481348212024,14,9,7,2,6,2,5,5,12,4,12,5,6,5,2,7,7,11,12,12,4,11,13,5,5,7,7,8,5,4,9,9,5,11,4,FALSE,TRUE
"511","PGEN_.00g059950",23.9146721729105,-7.646045324283,1.85325120493142,-4.12574685176905,3.69533572738384e-05,0.00429529896575537,20,50,2,12,4,4,94,20,19,11,1,3,2,8,5,4,187,128,2,4,2,2,2,8,2,1,50,9,0,0,2,20,1,8,19,FALSE,TRUE
