"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"1","crg03040","Spliceosome","3 of 3","140/3838",4.75386182277419e-05,0.000190154472910968,0.000100081301532088,"105329185/105347185/105348755",3
