Row.names,log2FoldChange
PGEN_.00g312070,6.84623307560697
PGEN_.00g289900,4.269044126899
PGEN_.00g235110,-3.92104669070058
PGEN_.00g342060,4.57976086645394
PGEN_.00g313060,2.56505398201004
PGEN_.00g062920,1.55928821904026
PGEN_.00g260350,3.89256985589418
PGEN_.00g142010,5.76930090736083
PGEN_.00g115060,1.50921233598546
PGEN_.00g205150,4.34882510723272
PGEN_.00g216830,3.83122460353536
PGEN_.00g255870,1.41422907165086
PGEN_.00g131030,4.04292901639268
PGEN_.00g285340,1.42695912211464
PGEN_.00g246390,3.83007676800871
PGEN_.00g020160,3.4384406566115
PGEN_.00g286180,3.46288096606843
PGEN_.00g210360,-4.0984617908695
PGEN_.00g051020,-2.53846043276965
PGEN_.00g041430,3.34358476253888
PGEN_.00g164540,5.91702444943396
PGEN_.00g086290,-3.76628015161025
PGEN_.00g281940,6.50321660157798
PGEN_.00g143630,5.38286373381267
PGEN_.00g171900,4.83723430395335
PGEN_.00g131800,4.24455283938679
PGEN_.00g332560,4.74532370746948
PGEN_.00g211680,1.13111973679767
PGEN_.00g250350,4.02138140803799
PGEN_.00g086660,6.30746055939259
PGEN_.00g233790,2.06110503437648
PGEN_.00g279740,-2.64921828825323
PGEN_.00g167530,4.77625091203684
PGEN_.00g199980,3.26897110566392
PGEN_.00g108800,2.26030436848255
PGEN_.00g130760,3.92136134996524
PGEN_.00g266130,-9.29398845448501
PGEN_.00g335240,3.82926724693828
PGEN_.00g164660,5.85875242708057
PGEN_.00g299380,-2.31508986417738
PGEN_.00g204830,5.39950479206023
PGEN_.00g221720,-2.40545617026821
PGEN_.00g023050,3.48767856457907
PGEN_.00g033640,5.13922400071169
PGEN_.00g127990,4.87201656523794
PGEN_.00g346230,4.39986013954944
PGEN_.00g246530,3.75652951224839
PGEN_.00g230540,-8.50302089348212
PGEN_.00g348370,3.97278592600266
PGEN_.00g312080,5.78844870840496
PGEN_.00g238040,6.13084362780052
PGEN_.00g038430,3.07411507362055
PGEN_.00g339220,5.18785319394622
PGEN_.00g210450,-2.48932472970145
PGEN_.00g046720,4.15713989395708
PGEN_.00g336000,-3.09131845859486
PGEN_.00g305370,5.42559027629196
PGEN_.00g211250,3.68805859593672
PGEN_.00g069990,3.27126125225771
PGEN_.00g159750,5.63509035744354
PGEN_.00g007040,5.06178401644022
PGEN_.00g339930,-2.79258717199529
PGEN_.00g108930,-1.28064371941676
PGEN_.00g308530,2.97880128156329
PGEN_.00g063890,8.17045146361034
PGEN_.00g118430,4.781847289397
PGEN_.00g092520,1.50336951765569
PGEN_.00g187930,3.72158902563548
PGEN_.00g256100,3.04522843227678
PGEN_.00g057190,5.74879162691252
PGEN_.00g162530,1.47570044031319
PGEN_.00g091350,4.87434943692308
PGEN_.00g025020,2.64432185529061
PGEN_.00g214740,1.6577120164497
PGEN_.00g304580,4.71932509890371
PGEN_.00g275670,6.4441550487079
PGEN_.00g066660,-2.05098444905798
PGEN_.00g026070,6.3191592819713
PGEN_.00g119160,3.68585539130651
PGEN_.00g085790,5.47953523907522
PGEN_.00g050460,-1.14598025633113
PGEN_.00g131360,4.09724469596546
PGEN_.00g267990,2.92716233736187
PGEN_.00g297890,4.78083400204677
PGEN_.00g169010,-4.21801623191969
PGEN_.00g157360,4.37247245934869
PGEN_.00g110480,4.67855308399172
PGEN_.00g029740,2.32720715457824
PGEN_.00g285980,2.67965191889804
PGEN_.00g219960,5.09542774774268
PGEN_.00g134790,-1.28683852932733
PGEN_.00g188250,4.76856362161718
PGEN_.00g001350,3.52971001984865
PGEN_.00g348040,5.56429968860926
PGEN_.00g321250,4.9845872089632
PGEN_.00g073190,4.01680886081387
PGEN_.00g311290,3.29874352530663
PGEN_.00g039520,4.55571163534232
PGEN_.00g314520,4.11270170100893
PGEN_.00g305440,0.950283893208672
PGEN_.00g244450,6.4015673687718
PGEN_.00g273360,5.05163190119766
PGEN_.00g348570,4.32790985469387
PGEN_.00g345120,4.14693405108713
PGEN_.00g284500,3.54144580796273
PGEN_.00g054330,-1.50461314204414
PGEN_.00g247310,4.29606160192891
PGEN_.00g009970,3.18508508057331
PGEN_.00g286740,4.60442673182035
PGEN_.00g345680,6.75660182227257
PGEN_.00g155530,3.23799206608942
PGEN_.00g027450,-1.28026523914538
PGEN_.00g245460,-6.1842705536433
PGEN_.00g078550,4.87808978818546
PGEN_.00g029620,4.9812747190141
PGEN_.00g205400,2.3477389379299
PGEN_.00g318440,4.74459306236812
PGEN_.00g056330,4.52253994589113
PGEN_.00g339710,4.77624388064022
PGEN_.00g050040,4.75638282832972
PGEN_.00g027390,5.90426481749975
PGEN_.00g038510,3.07709352663842
PGEN_.00g261960,4.93261053516131
PGEN_.00g007180,5.79360438208357
PGEN_.00g037080,-2.10044540054221
PGEN_.00g155150,4.32174831716758
PGEN_.00g085950,2.30382926955448
PGEN_.00g130110,3.45277443375185
PGEN_.00g092320,3.65861285227321
PGEN_.00g235470,4.60368744894138
PGEN_.00g243440,-4.1345693232551
PGEN_.00g059780,2.18324670258291
PGEN_.00g005400,2.60797101292425
PGEN_.00g274010,-2.51454973740321
PGEN_.00g325090,3.52313154366104
PGEN_.00g297210,5.67292524922354
PGEN_.00g344570,-5.17656250715448
PGEN_.00g007100,2.58049591236746
PGEN_.00g088100,5.23696152430283
PGEN_.00g039120,5.81907483552502
PGEN_.00g272530,-2.83574477476089
PGEN_.00g169020,4.12628375337333
PGEN_.00g133710,5.59450079684278
PGEN_.00g289380,6.22627593567006
PGEN_.00g108670,-1.3774981450926
PGEN_.00g293880,4.29630251661005
PGEN_.00g347270,-3.16519295140575
PGEN_.00g052390,-1.17996103963019
PGEN_.00g038400,4.44985582898672
PGEN_.00g119470,4.90479044250106
PGEN_.00g116150,4.49534954781033
PGEN_.00g200830,-2.60285366946362
PGEN_.00g113260,3.35290855765474
PGEN_.00g280310,4.75165042876957
PGEN_.00g050410,-1.47909194606117
PGEN_.00g319930,-2.41986937040692
PGEN_.00g117980,4.93893590940296
PGEN_.00g005530,4.21297290710833
PGEN_.00g316240,-1.57131051269415
PGEN_.00g164270,4.37174414635975
PGEN_.00g348850,3.85722271723149
PGEN_.00g212030,1.80067051970192
PGEN_.00g268270,3.01516258070933
PGEN_.00g308130,3.08457396925381
PGEN_.00g305410,5.01900917583236
PGEN_.00g152150,5.02678960860077
PGEN_.00g112860,-5.10560037639361
PGEN_.00g296350,-2.09677960480234
PGEN_.00g291220,-5.61840522199974
PGEN_.00g174890,4.23113431420898
PGEN_.00g210620,-1.86124174318802
PGEN_.00g162900,-7.33135808033859
PGEN_.00g070040,4.95661019782081
PGEN_.00g199790,3.48416788331173
PGEN_.00g207910,1.85796471051978
PGEN_.00g251840,2.05407569085922
PGEN_.00g060690,4.06207836625746
PGEN_.00g023670,2.46193031487702
PGEN_.00g214040,5.55320456221535
PGEN_.00g156260,4.05301348281761
PGEN_.00g040950,4.93721024163032
PGEN_.00g057170,5.25486542347605
PGEN_.00g163390,-4.573322816774
PGEN_.00g191400,3.95822364129427
PGEN_.00g282910,1.92566069234638
PGEN_.00g095390,4.46032010838881
PGEN_.00g145150,4.14651133941575
PGEN_.00g249650,-3.47792124503997
PGEN_.00g074210,-3.10217516631829
PGEN_.00g017110,-1.8756351114293
PGEN_.00g180900,-6.34125979256992
PGEN_.00g026190,2.09691170144367
PGEN_.00g279590,4.78736870696337
PGEN_.00g240940,3.18949867440704
PGEN_.00g015880,-0.873110291701467
PGEN_.00g167440,-3.82263952567019
PGEN_.00g238050,5.00108960599027
PGEN_.00g340770,4.46675925599277
PGEN_.00g085800,4.20705816866671
PGEN_.00g021830,1.47193287600516
PGEN_.00g059060,-4.87402756889097
PGEN_.00g132220,3.79607846061472
PGEN_.00g057550,4.22798733458943
PGEN_.00g114240,-5.14472920659789
PGEN_.00g046020,3.8491925823774
PGEN_.00g027620,2.17650575893921
PGEN_.00g197930,5.30579700364839
PGEN_.00g013170,9.22743492624118
PGEN_.00g229320,-3.55878742159154
PGEN_.00g131380,4.99878118240887
PGEN_.00g146060,5.70817540140501
PGEN_.00g012750,4.61280725582406
PGEN_.00g195980,-1.9032037278919
PGEN_.00g047650,-1.49058996789905
PGEN_.00g236680,2.37530928157911
PGEN_.00g139840,4.94427798730908
PGEN_.00g122870,5.06277651715035
PGEN_.00g272850,1.96170897444257
PGEN_.00g230470,-1.5553481087171
PGEN_.00g327850,4.78644544305516
PGEN_.00g311950,3.98713896867908
PGEN_.00g031270,-1.77198889647402
PGEN_.00g043690,-2.37312366206295
PGEN_.00g057310,5.64060696832976
PGEN_.00g328190,4.07012799082895
PGEN_.00g340090,5.76488369687166
PGEN_.00g041780,4.20834184141234
PGEN_.00g117550,7.7165573914043
PGEN_.00g294440,-1.6147531578186
PGEN_.00g169810,3.20269877325375
PGEN_.00g173270,5.0575611079255
PGEN_.00g216350,5.02592215746712
PGEN_.00g018570,7.01893207805439
PGEN_.00g155170,2.66203038812025
PGEN_.00g269190,-2.52250006198257
PGEN_.00g025030,2.34941417551461
PGEN_.00g156660,6.2157030438587
PGEN_.00g067170,2.09702229566078
PGEN_.00g345620,4.03200424305588
PGEN_.00g200990,-1.51077855361765
PGEN_.00g313920,1.76481509641598
PGEN_.00g255020,2.82687880343271
PGEN_.00g035190,6.12831758053369
PGEN_.00g177440,3.07746181157998
PGEN_.00g042540,-3.52137468019994
PGEN_.00g340250,-6.2825923603302
PGEN_.00g313880,5.24875841516743
PGEN_.00g105690,4.66453782199733
PGEN_.00g281900,1.39455903560382
PGEN_.00g057320,5.26661390167592
PGEN_.00g305960,2.8419706694691
PGEN_.00g323540,1.90935717130846
PGEN_.00g181390,-3.99394949881955
PGEN_.00g262270,-4.02515941961265
PGEN_.00g057120,4.67255867210521
PGEN_.00g164420,4.7813310597661
PGEN_.00g150640,1.7534517490882
PGEN_.00g083740,-4.30177969661773
PGEN_.00g052550,3.83163219772877
PGEN_.00g031490,5.00658744598722
PGEN_.00g122110,2.86791020981758
PGEN_.00g116130,3.79359225291383
PGEN_.00g146110,-1.14920518560432
PGEN_.00g042190,2.62713621928117
PGEN_.00g115560,4.08333447515626
PGEN_.00g198080,2.86890246408596
PGEN_.00g188760,6.16758713810019
PGEN_.00g212430,-1.41954874230049
PGEN_.00g158320,1.29033703169759
PGEN_.00g191540,-4.4761007707154
PGEN_.00g181310,4.55345583188651
PGEN_.00g263590,5.08847880022376
PGEN_.00g146090,2.72882596415169
PGEN_.00g003940,3.95229011117436
PGEN_.00g293320,4.16272406857758
PGEN_.00g291230,-7.90197868408747
PGEN_.00g046530,-0.95495823850227
PGEN_.00g209970,6.43687091455996
PGEN_.00g145960,-1.13648070233674
PGEN_.00g078540,6.46301435059438
PGEN_.00g227430,-2.16918001029516
PGEN_.00g127580,6.99092441187762
PGEN_.00g298200,3.15264264949958
PGEN_.00g281730,4.34391765574291
PGEN_.00g179560,-2.96831173741804
PGEN_.00g331370,-1.44025384802373
PGEN_.00g201060,3.95743330930063
PGEN_.00g114310,-1.7128100435385
PGEN_.00g237580,4.96621241968675
PGEN_.00g327700,0.734267656654271
PGEN_.00g348440,4.40328487747713
PGEN_.00g024970,4.44576629390343
PGEN_.00g268580,2.71206645100012
PGEN_.00g164020,-3.39658901515277
PGEN_.00g216730,6.20051774912867
PGEN_.00g127500,1.05409414856821
PGEN_.00g047760,-0.884470568674038
PGEN_.00g164550,4.80846273326764
PGEN_.00g319130,-3.84269252781255
PGEN_.00g281950,3.60439587689032
PGEN_.00g158570,4.500086794437
PGEN_.00g139980,-4.39789783617102
PGEN_.00g227770,4.602418067336
PGEN_.00g333990,-2.17117464050488
PGEN_.00g157320,-4.25219065517291
PGEN_.00g212830,-3.64403355525964
PGEN_.00g258130,5.55471380241316
PGEN_.00g019450,3.85456191821706
PGEN_.00g014020,2.79087915024616
PGEN_.00g194540,-2.04624959970785
PGEN_.00g249670,-4.20281288472871
PGEN_.00g276360,4.30083317828972
