Row.names,log2FoldChange
PGEN_.00g295020,-13.573057307638
PGEN_.00g186570,-4.05851706942229
PGEN_.00g156050,3.07699740346041
PGEN_.00g205860,3.53717173907834
PGEN_.00g285590,3.4399428156332
PGEN_.00g199810,2.81119010903936
PGEN_.00g066160,-2.56290219266743
PGEN_.00g348220,2.64975688152867
PGEN_.00g093430,-4.68629987595024
PGEN_.00g035820,3.09291007253283
PGEN_.00g238060,2.72491865516447
PGEN_.00g103630,3.73773274197487
PGEN_.00g315910,-1.96240403743948
PGEN_.00g130390,-7.42422749844393
PGEN_.00g333460,-6.81989262773739
PGEN_.00g302300,-0.974652712384705
PGEN_.00g086610,3.10038250379811
PGEN_.00g027970,3.3373308258747
PGEN_.00g238430,-1.02719116967932
PGEN_.00g092270,-6.08224543681215
PGEN_.00g098060,-3.56281713282299
PGEN_.00g298760,-1.15982113063646
PGEN_.00g169480,3.51772908746443
PGEN_.00g272710,2.84309396970888
PGEN_.00g114780,-5.86054436641451
PGEN_.00g279100,4.04461689872459
PGEN_.00g344990,4.16216900213096
PGEN_.00g155650,-7.40304493087803
PGEN_.00g055380,-1.38232250208244
PGEN_.00g057590,-2.84614963922479
PGEN_.00g050060,-1.81606360045569
PGEN_.00g311890,-1.29137156086279
PGEN_.00g330100,-7.71694089952346
PGEN_.00g286180,-5.19403532812735
PGEN_.00g164540,3.74146872686254
PGEN_.00g001420,1.39618711921369
PGEN_.00g174160,1.63553151870749
PGEN_.00g347800,2.32924016710027
PGEN_.00g266130,-12.4453116609063
PGEN_.00g164660,3.9311323595292
PGEN_.00g329260,3.41963978848832
PGEN_.00g204830,3.17144582692232
PGEN_.00g215970,-1.24908027989006
PGEN_.00g046720,3.53277441846146
PGEN_.00g327660,5.61398434720766
PGEN_.00g211250,3.27729466359395
PGEN_.00g082950,-2.17112549120315
PGEN_.00g033950,-1.32040712954424
PGEN_.00g039480,4.04693438738841
PGEN_.00g118430,3.58343366693115
PGEN_.00g113600,2.58684426180503
PGEN_.00g169390,1.92833049977085
PGEN_.00g119160,2.63761289621588
PGEN_.00g085790,3.77701572873363
PGEN_.00g231670,2.20045921633294
PGEN_.00g203030,-5.22520270212202
PGEN_.00g188250,2.90779263371479
PGEN_.00g348040,4.09222867047127
PGEN_.00g323180,-2.19250957648259
PGEN_.00g204840,-6.34680786509492
PGEN_.00g348570,2.66967016003166
PGEN_.00g029620,3.65710976199962
PGEN_.00g319180,-6.49287896168895
PGEN_.00g155150,4.0049310142306
PGEN_.00g130110,4.63018974481767
PGEN_.00g149990,-14.2898086188163
PGEN_.00g191620,-7.55269406888311
PGEN_.00g039120,4.44130860847589
PGEN_.00g133710,3.57834881526996
PGEN_.00g328520,-1.73950909458531
PGEN_.00g299010,3.53556621394542
PGEN_.00g119470,3.72347030234535
PGEN_.00g164270,4.15321797449176
PGEN_.00g050070,-1.75581896966133
PGEN_.00g094980,2.59192207308762
PGEN_.00g162900,-10.9279678208282
PGEN_.00g275400,-1.96427825536063
PGEN_.00g028100,1.41235132050486
PGEN_.00g340260,-5.81927913584071
PGEN_.00g279590,3.47367487619959
PGEN_.00g030460,-1.04573214579291
PGEN_.00g180630,1.86290635261057
PGEN_.00g012750,4.77163426006903
PGEN_.00g261000,2.66353901849526
PGEN_.00g039930,-1.77669291494581
PGEN_.00g311950,2.70758908036351
PGEN_.00g066340,3.95842124394553
PGEN_.00g057310,4.81259233338269
PGEN_.00g215190,-1.30529821152068
PGEN_.00g255020,1.91395027092748
PGEN_.00g340250,-9.52326384430507
PGEN_.00g313880,3.54334431625954
PGEN_.00g092260,-11.6204638480369
PGEN_.00g062570,3.1174193026263
PGEN_.00g052550,3.11993432023639
PGEN_.00g122110,2.32867822989474
PGEN_.00g049160,-0.854051931958809
PGEN_.00g003940,3.44394396217445
PGEN_.00g291230,-8.27298361914212
PGEN_.00g124090,-3.10895128897335
PGEN_.00g344880,2.68019491004346
PGEN_.00g167300,5.05023068125851
PGEN_.00g289810,-3.05013577642981
PGEN_.00g158570,4.14758867979486
PGEN_.00g189040,2.690223483473
PGEN_.00g295510,-4.1393949426179
PGEN_.00g114360,3.38109128691358
PGEN_.00g182870,-7.23705586286253
