"","Gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","SG25","SG60","SG90","SG128","SG89","SG40","SG43","SG44","SG77","SG19","SG57","SG20","SG62","SG41","SG21","SG129","SG61","SG45","SG58","SG26","SG22","SG140","SG63","SG100","SG17","SG138","SG59","SG42","SG139","SG99","SG130","SG24","SG18","SG127","SG23","SG39"
"1979","PGEN_.00g054700",205.6527,1.006506,0.7604405,1.323583,0.1856416,0.7709192,93.62335,313.5247,141.5822,207.2057,144.4534,111.3041,141.4299,140.1668,166.9814,68.86338,80.16163,181.583,194.8949,168.5145,1091.512,178.9809,228.4588,208.3105,137.7163,90.17918,389.0868,48.77972,185.7306,99.46327,141.2419,44.81923,995.5771,143.5366,117.3551,177.4624,92.03794,138.8784,199.1395,128.6543,89.47496,322.8124
"1980","PGEN_.00g130320",31.68565,-2.08269,1.574074,-1.323121,0.1857953,0.7709192,44.29492,62.70493,117.4299,0,46.56722,2.829765,11.72071,85.74912,11.38509,15.89155,6.234793,9.922566,291.235,6.072594,35.07695,0,32.63697,27.30283,14.71777,12.25736,92.02467,4.877972,26.63866,0.8086444,20.92472,2.240962,38.95736,29.0707,0,0,23.82159,28.42162,13.40362,0,14.23465,11.22826
"1981","PGEN_.00g033410",10.18278,0.7022832,0.5304614,1.32391,0.1855329,0.7709192,9.060324,6.167698,9.994038,22.40061,9.503514,7.54604,8.595186,5.771575,4.743789,5.297183,6.234793,9.922566,6.644146,10.62704,4.126699,7.065034,9.2053,23.25797,9.461423,10.50631,17.75915,15.60951,11.8394,5.660511,20.17741,10.08433,4.328596,10.90151,8.801633,7.098496,9.745194,14.21081,19.14803,10.9493,7.117327,7.017661
"1982","PGEN_.00g256590",21.96366,1.325186,1.00186,1.322725,0.1859268,0.7709192,9.060324,6.167698,59.13139,13.06702,12.35457,10.37581,6.251044,143.4649,22.77019,3.531455,4.453424,11.90708,22.14715,7.590743,14.44345,4.710023,8.368454,17.19067,3.153808,4.37763,9.686808,5.853567,5.919701,5.660511,14.19892,25.77106,99.55771,57.23293,11.73551,23.66165,9.745194,7.105405,9.574015,6.387091,28.46931,85.61546
"1983","PGEN_.00g329250",13.59042,0.6566312,0.4960992,1.323589,0.1856397,0.7709192,19.12735,8.223598,15.82389,6.533512,15.20562,6.602785,19.53451,11.54315,7.590062,12.36009,7.125478,13.89159,31.00601,14.42241,8.253399,3.532517,9.2053,18.20189,3.153808,14.00842,11.30128,15.60951,17.01914,20.21611,20.17741,14.56625,15.15009,17.26073,14.66939,8.675939,21.65599,23.25405,7.659212,11.86174,12.20113,12.63179
"1984","PGEN_.00g151180",37.55846,1.18163,0.8951701,1.320007,0.1868328,0.7709192,15.10054,30.83849,13.32538,27.06741,41.81546,6.602785,18.75313,19.78826,42.6941,17.65728,7.125478,68.4657,17.71772,13.66334,45.39369,11.77506,58.57918,27.30283,15.76904,30.64341,164.6757,13.65832,53.27731,57.41376,33.62901,3.361443,190.4582,48.14834,56.47715,26.81654,34.64958,57.48919,34.46645,21.8986,10.16761,15.43885
"1985","PGEN_.00g232140",12.91946,-0.5697592,0.4318637,-1.319303,0.1870677,0.7709192,18.12065,13.36335,10.82687,12.13366,8.553163,15.09208,15.62761,28.03337,14.23137,16.77441,13.36027,16.86836,14.39565,20.49501,4.126699,5.887528,10.87899,9.100944,18.92285,8.75526,12.91574,8.78035,13.31933,8.895089,15.69354,7.843366,0,10.90151,11.00204,11.83083,14.07639,15.5027,12.44622,15.51151,11.18437,19.64945
"1986","PGEN_.00g072550",10.47078,0.620033,0.4697302,1.319977,0.1868428,0.7709192,6.040216,7.195648,8.328365,14.00038,12.35457,9.43255,10.15795,8.245108,15.18012,8.828638,12.46959,4.961283,11.07358,6.831669,6.190049,9.420045,9.2053,7.078512,8.410154,7.004208,8.07234,13.65832,10.35948,17.79018,8.967737,25.77106,6.492894,19.07764,9.535103,9.464661,15.15919,13.56486,6.70181,10.9493,9.150849,9.824725
"1987","PGEN_.00g325160",19.40607,0.5604487,0.4248483,1.319173,0.1871111,0.7709192,26.17427,18.50309,14.15822,25.20069,14.25527,15.09208,14.06485,9.894129,14.23137,24.72019,13.36027,8.930309,19.93244,20.49501,10.31675,28.26014,21.75798,17.19067,30.48681,23.6392,19.37362,23.41427,25.15873,20.21611,17.93547,17.92769,25.97158,17.26073,11.00204,28.39398,28.15278,25.19189,16.27583,32.8479,13.21789,5.614129
"1988","PGEN_.00g059510",24.96448,-0.549171,0.4153586,-1.322161,0.1861145,0.7709192,29.19438,22.61489,42.47466,24.26733,51.31898,22.63812,17.97175,22.26179,30.36025,14.12582,35.62739,51.59734,11.07358,10.62704,28.8869,17.66258,13.38953,20.22432,37.84569,23.6392,20.98808,14.63392,13.31933,21.02476,25.40859,24.65058,25.97158,22.71148,22.73755,28.39398,17.32479,25.19189,44.99787,17.33639,22.36874,23.86005
"1989","PGEN_.00g082390",38.50498,0.7018644,0.5314318,1.320705,0.1865998,0.7709192,59.39546,31.86644,12.49255,84.93565,18.05668,8.489295,50.78973,27.20885,39.84783,35.31455,25.82986,17.86062,37.65016,30.36297,22.69685,23.55011,46.86334,43.48229,44.15331,43.7763,32.28936,46.82853,43.6578,38.81493,85.94081,38.09635,15.15009,22.71148,32.27266,44.16842,47.64317,63.3027,44.99787,41.05987,57.95537,26.66711
"1990","PGEN_.00g303220",123.4506,0.8582,0.649395,1.321538,0.1863221,0.7709192,44.29492,91.48753,194.8837,71.86863,120.6946,93.38225,43.75731,114.607,49.3354,66.21479,61.45725,85.33407,210.3979,74.38928,530.2809,70.65034,112.1373,101.1216,71.4863,84.92602,400.388,81.94993,112.4743,84.90767,59.0376,44.81923,391.7379,115.3743,106.3531,69.40751,103.9487,114.9784,70.84771,83.94463,126.0784,185.2662
"1991","PGEN_.00g209150",56.0079,-0.3051602,0.2307459,-1.322495,0.1860035,0.7709192,53.35524,47.28569,65.79408,56.93489,59.87214,59.42507,55.47802,61.83831,72.10559,57.38615,57.89451,50.60509,53.15316,60.72594,61.90049,61.23029,69.45817,59.66174,63.07615,56.03366,46.81957,63.41364,62.15686,34.77171,57.54298,56.02404,38.95736,67.22598,36.67347,58.36541,43.31197,41.34054,55.52929,53.83405,72.19003,44.91303
"1992","PGEN_.00g038850",16.06077,0.559266,0.4237886,1.319682,0.1869413,0.7709192,14.09384,21.58694,4.997019,22.40061,19.95738,13.20557,21.87865,11.54315,9.487578,18.54014,13.36027,12.89934,22.14715,18.21778,4.126699,10.59755,14.22637,9.100944,22.07665,14.00842,6.457872,10.73154,20.71895,19.40747,16.44085,23.5301,12.98579,17.26073,11.73551,21.29549,17.32479,15.5027,21.06283,20.98616,27.45255,16.84239
"1993","PGEN_.00g032560",39.85914,0.5526706,0.4185674,1.320386,0.1867061,0.7709192,27.18097,30.83849,19.15524,72.80199,17.10633,35.84369,45.32007,43.69907,42.6941,36.19742,42.75287,26.79093,25.46922,27.32668,45.39369,37.68018,36.8212,47.52715,50.46092,47.2784,67.80765,25.36546,31.81839,23.45069,51.56449,31.37346,25.97158,26.34532,39.60735,48.90075,61.71956,73.63783,44.04047,42.88475,49.82129,32.28124
"1994","PGEN_.00g162960",10.5973,-0.7081115,0.5360887,-1.320885,0.1865398,0.7709192,16.10724,12.3354,13.32538,12.13366,11.40422,6.602785,7.032425,6.596086,6.641304,13.24296,18.70438,5.95354,9.966218,15.18149,10.31675,5.887528,14.22637,7.078512,12.61523,18.38605,19.37362,25.36546,3.699813,8.086444,9.715048,7.843366,6.492894,14.53535,5.867756,7.887217,10.82799,7.751351,7.659212,5.47465,10.16761,7.017661
"1995","PGEN_.00g092210",120.3713,0.7003233,0.5314411,1.317782,0.1875768,0.7721206,53.35524,159.3322,126.5911,62.53504,119.7443,91.49574,64.85458,85.74912,122.3898,78.57488,84.61505,84.34181,142.8491,59.2078,359.0229,82.42539,121.3426,139.5478,132.4599,112.9429,266.3872,68.29161,144.2927,114.8275,66.51072,87.39751,244.5657,64.50061,175.2992,72.5624,88.78955,69.11621,81.37913,85.76951,160.6482,259.6534
"1996","PGEN_.00g218170",13.20857,0.9050081,0.6872224,1.316907,0.1878698,0.7729391,7.046919,6.167698,4.997019,15.8671,6.65246,13.20557,7.813805,10.71864,28.46273,6.180047,8.016163,8.930309,11.07358,6.072594,28.8869,23.55011,18.4106,10.11216,17.87158,16.63499,14.53021,17.5607,5.179739,8.895089,12.70429,25.77106,6.492894,17.26073,10.26857,12.61955,32.48398,4.521621,15.31842,12.77418,0,22.45651
"1997","PGEN_.00g220790",33.96385,-0.3781276,0.2877894,-1.313904,0.1888786,0.774374,28.18767,37.00619,50.80303,33.60092,38.01406,23.58138,33.59936,37.10298,37.95031,39.72887,21.37643,40.68252,45.40166,30.36297,22.69685,35.32517,43.51596,39.43742,44.15331,31.51894,33.90383,41.95056,33.29832,36.389,41.84944,21.28914,19.47868,26.34532,21.27061,28.39398,32.48398,38.11081,38.29606,31.93546,35.58663,28.07064
