"","Row.names","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","SG25","SG60","SG90","SG128","SG89","SG40","SG43","SG44","SG77","SG19","SG57","SG20","SG62","SG41","SG21","SG129","SG61","SG45","SG58","SG26","SG22","SG140","SG63","SG100","SG17","SG138","SG59","SG42","SG139","SG99","SG130","SG24","SG18","SG127","SG23","SG39","up","down"
"93","PGEN_.00g092260",59.2021736538703,-11.6204638480369,2.02145541674885,-5.74856301640643,9.00051009533783e-09,1.05588841289878e-05,20,85,941,5,22,6,10,118,6,1,0,9,443,8,7,5,21,50,2,6,22,4,11,3,10,0,15,313,7,7,63,23,6,0,12,7,FALSE,TRUE
"94","PGEN_.00g062570",9.06740145551961,3.1174193026263,0.912070300054347,3.41795945163497,0.000630925057228184,0.0490958723220459,11,9,12,9,57,9,9,14,11,6,16,17,2,4,9,9,1,7,11,5,9,4,5,4,3,17,4,5,6,11,2,6,9,6,4,3,TRUE,FALSE
"95","PGEN_.00g052550",11.5271673323121,3.11993432023639,0.901177009554919,3.46206603936478,0.000536045606338459,0.0470150882217187,25,28,16,8,18,14,4,12,8,11,32,20,7,11,12,15,4,8,16,7,22,3,2,9,7,4,5,6,11,22,2,3,23,5,2,5,TRUE,FALSE
"96","PGEN_.00g122110",124.784410544465,2.32867822989474,0.560347553977268,4.15577477471992,3.24187064670043e-05,0.00806734598506181,162,218,191,147,214,146,137,127,166,301,249,156,41,118,59,154,78,68,225,115,117,49,78,87,88,150,70,82,95,137,63,74,148,100,17,127,TRUE,FALSE
"97","PGEN_.00g049160",429.490247578578,-0.854051931958809,0.206897733701241,-4.12789408893214,3.6610065525784e-05,0.00868747313860514,453,494,787,364,527,457,596,610,398,379,468,381,420,509,153,269,528,415,390,513,223,452,545,456,578,320,239,610,515,453,390,835,430,484,493,288,FALSE,TRUE
"98","PGEN_.00g003940",27.5979384581609,3.44394396217445,1.00686026451926,3.42047857437181,0.000625110595914019,0.0490958723220459,23,59,25,7,26,35,14,10,25,21,67,47,18,25,56,24,18,4,45,13,56,3,16,3,12,32,18,7,26,36,10,13,34,17,19,46,TRUE,FALSE
"99","PGEN_.00g291230",94.9656081096058,-8.27298361914212,1.59724747216436,-5.17952525411216,2.22451297569434e-07,0.0001660700050582,46,92,510,69,63,13,57,463,19,4,45,175,450,13,17,14,23,291,12,52,19,6,9,14,19,17,40,446,136,2,277,127,15,0,25,15,FALSE,TRUE
"100","PGEN_.00g124090",100.518566596661,-3.10895128897335,0.903840021450477,-3.4397141254977,0.000582328932209047,0.0487967876663336,46,58,131,59,77,71,147,91,103,51,49,77,46,93,18,75,33,60,60,94,50,599,141,49,54,52,16,283,124,82,83,808,98,122,60,30,FALSE,TRUE
"101","PGEN_.00g344880",10.4793832953269,2.68019491004346,0.772566069442226,3.46921126367677,0.000521988811147165,0.0470150882217187,11,5,6,14,34,22,7,10,35,20,15,23,4,11,9,14,7,5,15,9,4,12,7,8,10,9,0,8,10,19,2,6,11,5,3,4,TRUE,FALSE
"102","PGEN_.00g167300",11.8616297318102,5.05023068125851,1.04921754210533,4.81333039011612,1.48435584995348e-06,0.000761845639988624,12,21,5,13,5,10,11,3,6,21,37,36,3,15,9,26,2,5,22,0,5,1,4,7,13,13,5,8,22,17,6,2,54,7,4,4,TRUE,FALSE
"103","PGEN_.00g289810",20.8484230806917,-3.05013577642981,0.89403249772688,-3.41166096778912,0.000645683659374203,0.0490958723220459,6,32,49,19,16,10,22,33,16,4,9,22,74,8,2,18,50,25,16,5,9,26,55,21,15,7,1,14,52,15,21,19,20,21,57,15,FALSE,TRUE
"104","PGEN_.00g158570",33.4133913446567,4.14758867979486,0.891250319431224,4.65367427014417,3.26071768249951e-06,0.00157511844756976,18,47,30,25,191,50,13,21,28,19,41,55,19,21,22,52,7,18,45,19,51,8,15,21,18,36,21,11,39,62,10,14,86,19,9,23,TRUE,FALSE
"105","PGEN_.00g189040",66.5687294344712,2.690223483473,0.556271222663416,4.83617230924199,1.32363193472032e-06,0.000724644363194887,22,101,50,63,100,53,50,91,75,105,100,74,22,104,59,63,28,85,117,46,65,40,51,96,75,81,14,55,62,67,24,43,108,61,57,112,TRUE,FALSE
"106","PGEN_.00g295510",29.2181301312693,-4.1393949426179,0.747200080099987,-5.53987486466006,3.02687855991814e-08,2.48567267340477e-05,11,31,48,4,24,13,31,68,40,13,17,18,43,29,8,26,95,29,12,30,8,100,52,12,38,21,6,32,65,11,58,48,2,18,57,17,FALSE,TRUE
"107","PGEN_.00g114360",21.161239026465,3.38109128691358,0.9533897049895,3.54638955006423,0.000390548418756923,0.0380893468958248,28,63,7,38,5,40,10,9,12,31,59,28,3,21,10,28,34,21,49,11,9,5,14,20,21,33,8,12,12,51,1,13,39,13,3,21,TRUE,FALSE
"108","PGEN_.00g182870",360.79892662168,-7.23705586286253,1.69880601793675,-4.26008372141992,2.04350344383461e-05,0.00555617216058156,115,358,6253,128,303,55,144,258,57,43,31,79,2283,110,194,24,182,143,47,103,125,36,120,166,118,25,289,1210,80,72,46,84,98,30,51,103,FALSE,TRUE
