"","Row.names","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","SG25","SG60","SG90","SG128","SG89","SG40","SG43","SG44","SG77","SG19","SG57","SG20","SG62","SG41","SG21","SG129","SG61","SG45","SG58","SG26","SG22","SG140","SG63","SG100","SG17","SG138","SG59","SG42","SG139","SG99","SG130","SG24","SG18","SG127","SG23","SG39","up","down"
"11","PGEN_.00g199810",87.4389908665397,-2.82630647317754,0.662342742625824,-4.26713586680635,1.97998582360114e-05,0.00710282235715907,187,167,190,124,332,90,29,96,121,122,128,153,31,65,32,122,49,66,158,85,82,13,30,50,38,57,40,25,50,140,22,31,140,49,10,66,FALSE,TRUE
"12","PGEN_.00g093570",171.049881506321,-0.499897789434221,0.145427264429244,-3.43744201884125,0.00058723642961698,0.0483477141364126,217,192,231,212,202,190,198,184,168,191,233,184,143,235,97,154,203,149,174,196,129,162,241,192,201,115,89,180,194,191,180,250,150,155,160,93,FALSE,TRUE
"13","PGEN_.00g211330",43.6801776783379,-3.4451856136459,0.982286520764126,-3.50731231755667,0.000452657537423262,0.0418060077269786,23,121,159,26,269,36,9,23,67,25,58,65,56,18,71,12,20,15,56,15,75,4,16,17,19,22,13,9,29,32,14,20,30,19,8,40,FALSE,TRUE
"14","PGEN_.00g130720",87.1636765345839,-2.58669982830649,0.654062242212251,-3.95482212756607,7.65916129393248e-05,0.0153555842543452,118,236,138,62,209,147,34,88,143,72,173,184,42,50,56,113,67,60,141,76,141,22,34,44,39,76,35,19,86,130,23,35,110,39,14,58,FALSE,TRUE
"15","PGEN_.00g035820",21.899053031666,-2.58664736327725,0.680679323645536,-3.80009686415015,0.000144639539876452,0.0236427993287893,38,34,54,35,45,32,25,22,15,53,63,30,4,12,5,38,12,15,38,16,16,6,7,9,7,31,15,4,15,28,7,4,31,16,2,16,FALSE,TRUE
"16","PGEN_.00g238060",60.8829843306444,-2.2858720728452,0.619566126249125,-3.68947231941802,0.00022471967610853,0.027960575457625,80,166,62,62,98,95,37,51,123,76,91,140,13,58,40,88,64,38,117,75,40,16,24,23,71,36,26,13,39,144,19,20,82,47,10,45,FALSE,TRUE
"17","PGEN_.00g085780",127.603981735422,-2.9558636491644,0.731854411778018,-4.03886838911474,5.37096890835726e-05,0.0129724696104205,300,338,132,95,192,181,78,114,375,146,187,283,21,62,54,236,81,106,353,125,108,27,40,39,61,71,36,44,90,256,25,39,206,70,10,67,FALSE,TRUE
"18","PGEN_.00g077410",218.541116395249,3.65035469602118,0.98160798462981,3.71875000323864,0.000200211077462161,0.0265046579407501,71,223,15,157,20,113,115,100,162,42,118,123,47,182,143,91,571,255,84,72,90,73,175,128,194,65,1230,140,189,149,145,291,224,137,269,386,TRUE,FALSE
"19","PGEN_.00g061000",29.2600222779725,1.10301667987959,0.310363616791615,3.55394969063073,0.000379491800598491,0.038284049440095,18,22,44,15,34,31,31,19,20,23,29,21,31,39,17,21,33,26,23,24,20,39,42,35,36,26,26,49,44,30,26,55,26,43,47,24,TRUE,FALSE
"20","PGEN_.00g211890",11.8132926790903,-3.60118905564443,0.910635048554434,-3.95459087738941,7.66657275241297e-05,0.0153555842543452,28,28,13,12,47,14,5,7,20,21,21,18,2,10,0,31,10,6,30,21,11,4,3,3,3,8,2,5,8,12,5,2,19,5,0,2,FALSE,TRUE
"21","PGEN_.00g086610",27.3954606107903,-2.77208485235898,0.610869247405293,-4.53793485943774,5.68078011122306e-06,0.00466505662733638,48,65,46,30,66,60,11,26,36,92,50,45,5,20,14,33,9,15,33,29,16,7,9,19,14,46,10,8,18,47,5,19,35,9,6,13,FALSE,TRUE
"22","PGEN_.00g212330",18.4111535008961,-1.51486180827705,0.430183513202436,-3.52143157928089,0.000429223417964838,0.0418060077269786,35,15,34,27,49,20,16,36,22,31,36,13,11,19,3,7,26,13,18,17,9,19,18,18,24,14,6,9,17,24,6,12,21,30,22,12,FALSE,TRUE
"23","PGEN_.00g122510",58.3117724661402,-3.40343625333428,0.758634946985577,-4.48626347475525,7.24830996185872e-06,0.00541119285516217,127,91,117,67,53,61,16,30,160,64,148,228,28,39,29,104,55,44,137,54,11,20,37,27,31,25,21,8,24,119,12,18,73,29,4,39,FALSE,TRUE
"24","PGEN_.00g046580",102.750557743769,-1.0097296807247,0.235240172157547,-4.29233523961398,1.76803736602616e-05,0.00710282235715907,133,139,143,122,151,107,137,146,108,135,193,93,103,107,37,86,126,115,136,104,45,114,139,99,120,108,39,94,83,113,86,127,105,81,90,46,FALSE,TRUE
"25","PGEN_.00g169480",35.9298741913929,-3.5144871871714,0.697317632579051,-5.04000906182876,4.65509803709369e-07,0.00127425550268711,94,36,73,11,113,63,24,29,54,81,90,65,7,29,28,58,12,27,62,41,39,9,12,13,15,29,7,11,20,52,12,9,39,19,1,21,FALSE,TRUE
"26","PGEN_.00g272710",67.9716746332842,-2.42040209834528,0.63675816125189,-3.80113243242407,0.000144036288318765,0.0236427993287893,63,155,74,86,195,115,54,64,117,101,204,99,14,55,24,93,33,48,129,84,52,20,17,40,19,70,42,24,36,101,12,27,98,62,19,37,FALSE,TRUE
"27","PGEN_.00g208950",15.4744047814437,-3.78675438856429,0.723792332551186,-5.23182440357849,1.67845156869142e-07,0.000689172214104696,32,32,39,17,79,24,11,10,18,17,26,30,8,3,3,26,8,10,21,18,14,5,12,7,5,9,3,3,8,21,4,5,17,15,1,11,FALSE,TRUE
"28","PGEN_.00g052650",11.0763681349241,-3.24538019127415,0.801858770684422,-4.04732143604799,5.18070758246937e-05,0.0128921123234056,11,10,52,14,69,11,9,10,25,10,24,15,5,5,4,5,4,16,15,9,2,0,2,9,5,8,5,5,7,18,5,5,10,8,1,6,FALSE,TRUE
"29","PGEN_.00g312070",204.030502869735,-4.82075234949879,1.28815124916546,-3.7423806813229,0.000182285092342643,0.0260696952550342,204,59,838,65,3383,175,22,40,102,83,132,192,294,46,227,95,38,49,104,123,206,4,19,54,40,85,62,24,59,135,18,172,104,44,28,35,FALSE,TRUE
"30","PGEN_.00g289900",14.6583123435255,-3.29025490224854,0.753864736001431,-4.36451626547802,1.27404370116596e-05,0.00615438051410284,34,28,48,13,51,10,5,13,25,25,43,19,6,5,16,12,24,6,11,17,12,2,4,6,10,11,9,5,5,15,5,6,10,6,7,5,FALSE,TRUE
"31","PGEN_.00g079270",60.9465652335028,-2.52328201412698,0.719396711241734,-3.50749728862619,0.000452342963484486,0.0418060077269786,66,102,150,29,196,57,22,55,179,88,63,128,43,40,25,102,55,25,88,53,93,16,20,40,36,49,23,22,44,146,24,44,71,22,5,13,FALSE,TRUE
"32","PGEN_.00g198990",16.6320683246781,-2.54640735307418,0.74093529656328,-3.43674726374262,0.000588744692357679,0.0483477141364126,29,35,7,8,46,12,4,10,38,18,47,30,6,9,13,25,13,12,54,16,14,4,9,15,12,8,5,7,12,19,5,6,24,11,2,13,FALSE,TRUE
"33","PGEN_.00g281940",110.00714499311,-4.02423097906526,0.907022561537649,-4.43674848864078,9.13278964799299e-06,0.00553050346534647,107,276,155,96,854,114,29,68,253,64,221,178,20,45,73,152,84,37,256,119,88,16,34,38,31,58,37,19,37,133,17,39,151,48,10,30,FALSE,TRUE
"34","PGEN_.00g171900",26.4369775292094,-3.24017707470688,0.760385464941032,-4.26122963168182,2.03305203586952e-05,0.00710282235715907,64,48,70,19,131,41,15,17,30,73,54,13,6,11,9,43,14,23,37,23,11,8,5,17,8,55,9,7,13,33,7,10,15,23,4,11,FALSE,TRUE
"35","PGEN_.00g095380",32.5156167307335,-2.95860286404204,0.84599285510866,-3.49719604152216,0.00047017617661273,0.0424295248609202,62,59,54,38,109,41,21,20,54,38,60,71,4,22,18,52,25,15,78,34,33,4,12,9,10,17,20,8,16,48,3,4,62,14,0,27,FALSE,TRUE
"36","PGEN_.00g086660",19.7698986960748,-3.69317541669308,0.876375342784475,-4.21414802127921,2.50722819872118e-05,0.00765159757631641,24,58,21,21,86,25,6,20,47,56,34,21,2,9,22,36,13,18,28,20,9,5,2,12,3,15,14,4,10,15,0,7,10,9,3,13,FALSE,TRUE
"37","PGEN_.00g033640",153.65892479453,-2.7188860855933,0.716180956889919,-3.7963674675187,0.000146831802943041,0.0236427993287893,274,311,283,86,456,178,68,126,239,177,358,420,63,70,71,193,83,117,330,143,183,34,42,65,40,115,57,40,144,263,37,56,241,89,17,98,FALSE,TRUE
"38","PGEN_.00g127990",15.9509988935225,-2.61569632445992,0.721339441421644,-3.62616567770757,0.000287660830825357,0.0328093158713588,25,45,31,17,63,11,10,17,16,19,21,31,3,15,3,25,7,9,24,27,16,6,6,20,5,5,5,9,17,28,4,9,27,11,1,8,FALSE,TRUE
"39","PGEN_.00g346230",14.6020562135552,-3.12057142298827,0.838317708295415,-3.72242097728492,0.00019732167425831,0.0265046579407501,35,29,22,18,52,21,1,12,30,12,15,37,3,5,13,22,5,8,25,20,13,3,7,6,5,19,5,2,8,29,6,5,13,9,0,7,FALSE,TRUE
"40","PGEN_.00g009920",225.525171093178,-3.08958156829973,0.773386615580745,-3.99487333509093,6.4728849350676e-05,0.0146493204646373,373,339,459,135,1199,213,92,224,738,135,191,436,170,109,104,290,229,208,436,181,148,117,189,24,180,97,65,95,66,370,70,282,247,137,23,40,FALSE,TRUE
"41","PGEN_.00g126730",27.1614793648455,-1.75425641925297,0.460596309443904,-3.80866364598307,0.000139719863702372,0.0236427993287893,37,22,59,30,83,28,35,60,54,34,42,21,21,9,6,15,42,28,19,41,25,10,35,16,35,16,10,24,24,28,13,35,20,17,21,22,FALSE,TRUE
"42","PGEN_.00g240470",10.2547654564375,2.70479566382222,0.660274315260297,4.09647263464417,4.19493050359039e-05,0.0114450489351332,3,8,3,10,5,7,4,7,4,5,9,7,4,16,12,11,10,8,8,3,3,9,8,25,6,15,14,4,14,29,13,8,36,21,3,12,TRUE,FALSE
"43","PGEN_.00g069990",9.71425298688006,-2.89993709024142,0.808116606516683,-3.58851317601472,0.000332569188554202,0.0364141090187615,29,22,24,9,38,25,8,5,3,26,11,14,0,10,0,12,15,9,8,5,7,7,1,3,11,8,4,15,5,9,2,6,5,5,4,2,FALSE,TRUE
"44","PGEN_.00g159750",45.6941609646268,-3.28876540441872,0.768959433181786,-4.27690364732315,1.89510777093655e-05,0.00710282235715907,103,88,85,41,247,26,17,24,102,64,65,88,12,17,35,44,16,30,76,56,53,7,23,11,24,36,17,16,26,65,13,14,33,26,5,33,FALSE,TRUE
"45","PGEN_.00g308530",17.8776757400579,-2.18773212471512,0.54914066901804,-3.98391932731401,6.77878930414291e-05,0.0146493204646373,27,28,45,23,29,16,34,25,32,58,16,22,10,25,2,24,17,23,24,17,9,2,4,10,15,13,11,7,24,19,11,16,14,9,14,5,FALSE,TRUE
"46","PGEN_.00g195810",11.5882216714637,1.59872004694624,0.460264593042641,3.47348040912226,0.000513754867846878,0.0453188901203807,11,5,4,11,7,11,19,9,9,12,8,8,6,16,5,15,10,10,18,14,3,15,14,10,13,12,2,15,16,20,14,23,25,31,13,11,TRUE,FALSE
"47","PGEN_.00g118430",11.8435175305197,-3.4897104542522,0.813269055580505,-4.29096672289009,1.77896974429167e-05,0.00710282235715907,21,17,20,10,84,12,5,7,26,5,35,16,2,8,11,11,3,6,26,6,7,5,5,6,2,10,3,3,11,13,3,2,12,11,3,4,FALSE,TRUE
"48","PGEN_.00g119160",33.3844984050532,-2.31581468119895,0.56961096702519,-4.06560760810727,4.79074828546129e-05,0.012294257787565,70,50,39,43,56,54,14,33,51,33,79,51,11,19,16,61,27,37,44,39,43,12,23,36,28,18,9,12,28,55,12,10,64,23,5,18,FALSE,TRUE
"49","PGEN_.00g001350",178.725695405942,-2.28226006112892,0.536173050209305,-4.25657361972595,2.07583702595979e-05,0.00710282235715907,250,333,547,158,282,198,198,229,220,409,437,272,83,116,56,166,113,150,281,244,125,59,97,100,106,200,105,81,93,190,48,88,315,118,56,110,FALSE,TRUE
"50","PGEN_.00g274880",216.030932958197,-3.15553083846293,0.878081555042531,-3.59366487126596,0.000326059167249505,0.0361837551547694,195,129,932,259,551,266,178,378,311,175,871,410,180,92,91,278,93,206,203,313,257,63,23,147,86,49,138,108,212,172,5,109,310,77,48,74,FALSE,TRUE
"51","PGEN_.00g087370",54.088579115201,2.29386946411779,0.668695962879449,3.43036236414563,0.000602775685624505,0.0488171125318629,22,8,20,38,55,87,22,48,12,39,14,81,54,58,16,35,41,114,50,94,20,162,67,14,65,41,2,169,44,109,102,62,54,93,107,39,TRUE,FALSE
"52","PGEN_.00g284500",42.0126489900007,-3.07113890482944,0.694147067087276,-4.4243346265458,9.67399746233142e-06,0.00553050346534647,64,82,152,20,214,49,21,38,63,68,83,53,30,33,21,36,41,28,37,35,31,4,23,21,16,39,24,9,26,57,7,20,41,26,8,28,FALSE,TRUE
"53","PGEN_.00g247310",9.91000809012325,-2.81068273175688,0.813671409463387,-3.45432160828965,0.00055167905971681,0.0462284534530045,22,19,23,9,7,15,4,13,6,26,26,12,4,8,4,28,4,8,18,12,7,5,2,7,5,7,7,3,2,2,5,0,15,10,2,7,FALSE,TRUE
"54","PGEN_.00g345680",71.1168722012124,-3.90098576012787,1.04787575805161,-3.72275599483401,0.000197059944010727,0.0265046579407501,79,63,462,20,262,62,45,32,130,52,272,142,19,30,51,67,9,18,108,54,150,8,22,30,5,44,59,10,59,33,11,12,57,9,12,23,FALSE,TRUE
"55","PGEN_.00g336900",32.1050138450586,2.8246206261323,0.825557659715415,3.42146983059426,0.000622836346912161,0.04965759301789,10,11,6,4,13,22,28,29,46,15,30,17,16,18,4,21,38,20,72,26,3,34,115,65,14,65,3,71,90,95,75,22,65,73,15,15,TRUE,FALSE
"56","PGEN_.00g078550",65.3903243876547,-3.47680370831553,0.759116210661443,-4.58006779394959,4.6482523590722e-06,0.00424127204141121,108,136,41,82,271,68,52,66,182,71,93,172,13,49,26,48,33,75,217,79,24,24,28,49,12,35,22,19,34,82,17,30,111,19,5,25,FALSE,TRUE
"57","PGEN_.00g339710",32.5055801215943,-3.61415415963357,0.857779779991858,-4.21338232018931,2.51574688943671e-05,0.00765159757631641,69,59,37,30,198,38,18,28,94,15,31,38,10,13,17,71,16,26,80,55,18,6,8,6,23,18,11,10,16,46,6,7,33,10,4,15,FALSE,TRUE
"58","PGEN_.00g007180",12.8613681630979,-3.63966208423631,0.859035890859903,-4.23691503808179,2.26611835677194e-05,0.00744374557832448,24,35,17,15,49,21,12,15,13,32,19,29,4,6,5,19,7,16,25,14,8,0,0,4,4,17,9,3,4,5,2,4,11,4,2,7,FALSE,TRUE
"59","PGEN_.00g179250",27.770128345611,-2.09181209581148,0.610078662181666,-3.42875800365001,0.000606349912110328,0.0488171125318629,46,67,60,27,31,38,23,23,23,43,74,32,4,15,15,48,26,34,41,38,24,16,13,22,24,34,16,16,13,27,13,7,24,11,12,23,FALSE,TRUE
"60","PGEN_.00g146370",15.0332269757998,-3.26206470160308,0.703479021849033,-4.63704616667748,3.53423494622376e-06,0.00424127204141121,15,42,64,28,32,12,16,14,13,22,28,27,8,15,7,14,6,14,17,7,21,9,6,5,9,7,8,5,6,13,0,8,28,7,1,13,FALSE,TRUE
"61","PGEN_.00g119470",18.0660369496102,-2.53618017920952,0.69150422368495,-3.66762789342702,0.00024481110723819,0.0295645413623532,20,32,27,7,36,25,7,21,46,7,37,55,4,15,11,22,12,14,29,12,21,7,8,13,9,21,3,6,7,44,9,2,30,19,2,16,FALSE,TRUE
"62","PGEN_.00g348850",23.4744615183737,-2.41168427478489,0.695119191594524,-3.46945430934335,0.000521516764261004,0.0453188901203807,30,66,42,20,64,40,5,30,52,17,42,26,14,17,21,31,27,18,31,27,16,3,12,10,7,17,9,8,25,33,11,6,30,16,5,20,FALSE,TRUE
"63","PGEN_.00g308130",27.6620011604002,-2.88940521105344,0.625874150328941,-4.61659138587982,3.9009428326726e-06,0.00424127204141121,83,45,19,34,41,54,24,35,19,92,65,33,6,15,16,45,26,42,46,23,18,14,10,16,20,25,12,10,8,26,19,11,20,20,9,9,FALSE,TRUE
"64","PGEN_.00g305410",10.3408998146281,-3.03439737094982,0.74174116259818,-4.09091139060005,4.29681289311368e-05,0.0114450489351332,13,23,20,14,43,12,7,6,29,3,17,9,9,5,9,6,19,9,17,10,8,6,9,5,4,3,6,2,7,13,3,4,8,5,4,7,FALSE,TRUE
"65","PGEN_.00g177450",21.632038722981,1.17103790354432,0.311745452653663,3.75639129160062,0.000172381099374303,0.0260696952550342,14,14,19,29,17,20,20,23,15,20,28,16,11,35,9,22,26,25,13,31,8,20,28,28,32,26,11,18,36,35,27,44,26,34,33,17,TRUE,FALSE
"66","PGEN_.00g311860",17.9341695474315,-2.74180695512581,0.733131757540167,-3.73985566295099,0.000184125952848512,0.0260696952550342,41,43,17,15,24,29,7,17,51,26,54,31,2,16,10,24,21,7,37,8,21,1,8,5,7,11,7,5,16,13,6,18,31,16,2,7,FALSE,TRUE
"67","PGEN_.00g057170",169.243853225993,-2.71970934001003,0.732589724246965,-3.71245903401886,0.0002052552908445,0.0265046579407501,311,272,369,107,905,179,48,117,237,237,285,268,79,67,62,240,120,134,324,193,146,38,54,89,86,149,83,44,83,210,34,100,262,92,19,117,FALSE,TRUE
"68","PGEN_.00g282910",176.466246476896,-1.31736372587571,0.375195072652769,-3.5111434608175,0.00044618353896682,0.0418060077269786,207,238,538,129,290,199,208,202,151,247,332,189,173,160,95,174,156,168,242,211,126,139,172,101,137,139,104,170,139,143,120,172,193,130,131,116,FALSE,TRUE
"69","PGEN_.00g048660",19.165291478588,1.75242200017486,0.506123771587546,3.46243764579182,0.000535305935420961,0.0453188901203807,16,17,8,8,14,16,13,13,12,18,7,16,9,26,19,16,38,23,18,25,20,22,21,22,36,15,11,16,25,15,22,34,19,10,24,45,TRUE,FALSE
"70","PGEN_.00g147360",26.2084168936587,-3.03507441840566,0.775203712978369,-3.91519592539716,9.03308241615515e-05,0.0168590165457877,57,39,61,18,169,31,11,10,70,28,35,44,10,14,12,34,16,14,23,24,17,2,10,7,20,12,8,8,29,48,5,9,43,22,4,11,FALSE,TRUE
"71","PGEN_.00g044180",13.198437623452,-1.87270714405838,0.499644628297256,-3.74807820998777,0.00017819469441205,0.0260696952550342,21,18,38,16,29,14,23,10,16,20,14,9,16,18,9,6,16,5,20,10,12,13,15,13,15,8,8,9,12,12,2,19,14,10,5,2,FALSE,TRUE
"72","PGEN_.00g315340",10.2917324612098,-1.74652620548343,0.45209418282212,-3.86319106028093,0.000111915406226685,0.0199793329550769,18,8,23,10,24,9,17,13,12,17,14,9,11,10,7,10,11,10,13,9,6,8,14,9,8,5,7,6,9,10,6,12,10,5,7,6,FALSE,TRUE
"73","PGEN_.00g037050",16.8716072541353,-1.70656880675426,0.41729089125854,-4.08963828950901,4.3204641620693e-05,0.0114450489351332,21,16,37,22,28,34,21,21,16,26,39,15,10,17,3,34,16,16,16,16,12,17,13,16,15,18,5,14,12,22,12,18,11,10,11,9,FALSE,TRUE
"74","PGEN_.00g026190",340.316307550635,-1.18986173532966,0.329807504408084,-3.60774609257343,0.000308868530182188,0.0347455941076182,551,410,617,251,464,430,338,370,246,697,784,453,271,353,172,327,396,291,363,354,232,213,306,355,346,374,202,313,402,291,215,299,314,250,202,221,FALSE,TRUE
"75","PGEN_.00g279590",190.920973687557,-2.46635568968898,0.712062645346339,-3.46367795840402,0.000532844010788208,0.0453188901203807,133,375,372,112,1058,330,111,143,305,253,287,251,120,111,121,129,61,104,328,194,194,19,76,73,165,287,63,24,63,367,53,187,257,157,31,90,FALSE,TRUE
"76","PGEN_.00g240940",120.337169357267,-2.61748986578435,0.570582518156991,-4.5873993375033,4.4880170534889e-06,0.00424127204141121,228,161,385,94,426,100,97,123,330,152,197,211,69,87,38,98,68,87,147,134,56,45,60,72,65,102,50,55,69,291,46,45,166,80,17,72,FALSE,TRUE
"77","PGEN_.00g155710",37.0310632932044,-1.99445509639372,0.467468418246882,-4.26650233158723,1.98561420610383e-05,0.00710282235715907,50,70,63,60,66,70,38,50,32,52,80,24,15,34,9,63,54,40,64,36,27,30,26,22,25,25,14,27,27,34,10,55,34,38,16,17,FALSE,TRUE
"78","PGEN_.00g263770",21.5413404157296,-2.41694655148321,0.690061996742934,-3.50250638767402,0.000460902731947562,0.0420548137194819,27,25,78,38,103,15,16,34,25,23,19,18,14,14,2,8,15,21,11,34,30,19,37,21,19,15,3,5,30,15,2,29,16,12,23,13,FALSE,TRUE
"79","PGEN_.00g046020",33.0000747207071,-3.97966286911644,0.955179457517673,-4.16640332640614,3.09443028088474e-05,0.00907552195236623,54,95,54,48,121,35,14,26,37,29,37,160,17,11,14,21,17,11,78,25,70,4,6,17,10,15,10,4,9,30,2,51,40,7,3,4,FALSE,TRUE
"80","PGEN_.00g022820",62.1045487250893,-0.965581994725351,0.25788384000262,-3.74425165499141,0.000180932237807489,0.0260696952550342,78,64,121,59,94,67,59,99,80,82,122,75,55,88,31,41,60,53,58,74,27,61,65,60,69,43,28,63,79,63,32,69,63,74,68,38,FALSE,TRUE
"81","PGEN_.00g118780",11.6670142276145,2.23530425482268,0.625772623700709,3.57207102094605,0.000354169327801241,0.0372876733320999,9,8,5,14,4,7,11,6,6,5,7,7,6,16,2,7,15,11,14,14,9,9,21,38,14,16,22,2,20,14,8,14,14,13,19,15,TRUE,FALSE
"82","PGEN_.00g122870",24.7441800628573,-2.64813902456281,0.726074409965773,-3.64720060122714,0.000265112946176193,0.03110153591427,51,67,40,25,100,28,7,17,53,12,49,54,8,14,10,30,19,14,29,24,21,5,6,9,11,26,9,13,13,41,10,16,38,9,3,20,FALSE,TRUE
"83","PGEN_.00g340090",50.9677598201609,-3.40298010037462,0.917034860309682,-3.71085140561117,0.000206563335144667,0.0265046579407501,91,121,70,45,339,68,9,33,88,38,68,90,8,23,30,57,24,44,157,50,35,8,7,11,14,33,13,15,39,60,15,19,63,25,5,30,FALSE,TRUE
"84","PGEN_.00g169810",15.4485783974613,-2.7862714589176,0.815686806966165,-3.41585941457207,0.000635810626652328,0.0498269946636164,31,12,29,13,64,18,11,14,18,46,40,29,2,9,3,19,10,10,27,21,4,4,5,6,7,38,8,3,5,23,7,2,16,20,1,1,FALSE,TRUE
"85","PGEN_.00g147530",151.358483633482,3.23986301146824,0.904205758745039,3.58310371299216,0.000339535717596743,0.0366877278013744,24,205,7,148,18,104,70,40,112,70,110,110,43,274,65,105,241,82,91,153,39,119,157,250,275,43,525,77,218,219,75,214,369,132,120,256,TRUE,FALSE
"86","PGEN_.00g133820",38.5524470552217,-2.26066118024867,0.594128649059026,-3.80500281181371,0.000141802579846871,0.0236427993287893,61,90,56,25,98,62,13,32,78,37,43,79,12,39,25,65,28,36,71,48,28,23,20,22,21,35,10,14,29,57,12,45,43,23,7,27,FALSE,TRUE
"87","PGEN_.00g344510",33.3580298123604,-2.2157840216912,0.623808983360054,-3.5520232648081,0.000382281058705283,0.038284049440095,39,81,68,46,55,37,16,33,73,34,67,53,13,31,16,46,22,24,64,46,23,4,13,16,33,25,17,9,26,53,7,12,43,36,3,36,FALSE,TRUE
"88","PGEN_.00g156660",18.3261133905899,-5.20867475536887,1.13133211221845,-4.60401919039945,4.14414251381918e-06,0.00424127204141121,16,12,50,22,236,11,6,25,68,5,18,9,10,15,9,6,17,5,25,11,7,2,6,11,13,5,4,0,2,39,0,6,9,7,6,3,FALSE,TRUE
"89","PGEN_.00g067170",101.945180610017,-1.37913187070307,0.364812409085331,-3.78038640231804,0.000156585151801513,0.0242618352187552,136,129,347,68,156,73,104,160,110,154,110,133,106,123,35,81,95,95,111,112,109,73,109,127,140,73,41,60,93,85,35,119,129,106,70,55,FALSE,TRUE
"90","PGEN_.00g345620",41.1680549205987,-1.88118089183996,0.507528962878043,-3.70654884634042,0.000210102728970856,0.0265440555432103,58,39,152,47,103,53,38,24,53,25,106,47,14,28,18,40,43,21,72,34,39,30,33,58,35,45,15,34,37,42,18,47,39,18,27,17,FALSE,TRUE
"91","PGEN_.00g035190",16.4570121600226,-2.94523514293338,0.823807626763158,-3.57514915770514,0.000350028281425843,0.0372876733320999,19,35,36,9,54,20,3,7,37,18,46,47,10,12,11,30,8,6,26,14,18,0,3,3,10,11,4,6,16,19,8,4,24,6,2,11,FALSE,TRUE
