"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","GeneRatio_2","Rich_Factor"
"1","crg04137","Mitophagy - animal","7/102","55/3839",0.00054130944094765,0.0400568986301261,0.0387463599836212,"105318783/105345634/105321193/105318591/105348843/105321448/105326138",7,"7 of 102",0.127272727272727
