"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","GeneRatio_2","Rich_Factor"
"1","crg00071","Fatty acid degradation","9/149","40/3839",1.53173431916725e-05,0.00131729151448383,0.00119314041703554,"105336470/105348652/105333437/105346656/105335622/105333323/105326193/105321895/105339789",9,"9 of 149",0.225
"2","crg04146","Peroxisome","12/149","96/3839",0.000279909624054571,0.00804691327131574,0.00728851385651609,"105325411/105339902/105338951/105346656/105329358/105338087/105330227/105324179/105336995/105325181/105333701/105339789",12,"12 of 149",0.125
"3","crg04142","Lysosome","18/149","191/3839",0.000345131007338284,0.00804691327131574,0.00728851385651609,"105340688/105340690/105347059/105321566/105326821/105331028/105348190/105340059/105325216/105340323/105334333/105328916/105338347/105341804/105342463/105318065/105320698/105331760",18,"18 of 149",0.0942408376963351
"4","crg01212","Fatty acid metabolism","9/149","59/3839",0.000374275035875151,0.00804691327131574,0.00728851385651609,"105348652/105330728/105333437/105346656/105341564/105342284/105333323/105321895/105339789",9,"9 of 149",0.152542372881356
"5","crg04144","Endocytosis","16/149","177/3839",0.00117946296303446,0.0202867629641927,0.0183747914241158,"105342074/105347356/105320043/109619106/105344087/105327720/105318650/105340059/105342245/105335021/105342944/105322050/105342535/105342876/105342463/105329694",16,"16 of 149",0.0903954802259887
"6","crg00830","Retinol metabolism","5/149","23/3839",0.00157217723823242,0.0225345404146647,0.0204107220402104,"105336470/105333941/105336995/105342888/105320167",5,"5 of 149",0.217391304347826
