"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"1","crg04142","Lysosome","7 of 22","191/3837",6.11539375910056e-05,0.00140654056459313,0.00115870618593484,"105318146/105318218/105323285/105328916/105334333/105342463/105347059",7
