"","Gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","SG117","SG137","SG38","SG97","SG88","SG87","SG98","SG37"
"1","PGEN_.00g258390",26.8320375772734,-2.69716078428491,0.428308262047458,-6.29724201768038,3.0298803266908e-10,1.65386017632418e-06,6.62324273817584,33.9350361301504,12.0409533420421,56.4213856024862,5.00434684108298,41.0205515800587,5.90628539473184,53.7044989894592
"2","PGEN_.00g213760",26.6544097747695,-2.76015639313389,0.434532215866821,-6.35201785356198,2.12508651759673e-10,1.65386017632418e-06,7.45114808044782,38.6157307687918,4.01365111401404,33.4703134930003,7.00608557751617,61.5308273700881,8.43755056390262,52.7099712303951
"3","PGEN_.00g250510",43.0997931734681,-2.52321179760386,0.444151961191102,-5.68096511571683,1.33936795779721e-08,4.87395999842404e-05,7.45114808044782,77.2314615375836,21.4061392747416,52.5962069175718,15.0130405232489,51.2756894750734,8.43755056390262,111.387109015175
"4","PGEN_.00g286210",233.086965987519,-1.26523729372015,0.23014305691241,-5.49761227079591,3.84968217421302e-08,0.000105067450739709,123.357895998525,306.585498831014,152.518742332534,352.872733683346,128.111279131724,257.167304136522,144.282114642735,399.800159143752
"5","PGEN_.00g286450",160.224555332872,-1.95297633283166,0.411130639134713,-4.75025733168902,2.0315795633073e-06,0.00443575081852515,50.5022258785908,282.011851978146,77.5972548709382,266.806213272774,66.0573783022953,90.7185275328222,69.1879146240015,378.915076203407
"6","PGEN_.00g314840",33.1016371467272,1.89764720488503,0.404663081782616,4.68944979246819,2.73940636872819e-06,0.00455389214300756,62.9208060126705,23.4034731932072,30.771325207441,11.4755360547429,60.0521620929957,10.2551378950147,54.0003236089768,11.9343331087687
"7","PGEN_.00g261200",157.309585713341,-2.38057423138111,0.509064468703657,-4.67637082871506,2.91996381799514e-06,0.00455389214300756,19.0418228722555,332.329319343542,53.5153481868539,83.1976363968864,79.068680089111,257.956160897677,51.469058439806,381.898659480599
"8","PGEN_.00g286430",112.393414868258,2.38098787592636,0.574286757638395,4.14599125655893,3.38346737616977e-05,0.0347270811969412,200.353092829819,32.76486247049,84.2866733942949,24.8636614519431,64.0556395658621,63.108540892398,405.846182123716,23.8686662175374
"9","PGEN_.00g132550",25.6345878185595,-1.61050530681,0.388704386868635,-4.14326506521852,3.42395811786525e-05,0.0347270811969412,11.5906747918077,49.147293705735,6.68941852335674,32.5140188217717,19.0165179961153,38.6539812965938,12.6563258458539,34.8084715672421
"10","PGEN_.00g025020",48.185921431914,-1.66236203232014,0.401703096709205,-4.13828533048012,3.49911049891319e-05,0.0347270811969412,14.0743908186237,85.4226771552061,17.3924881607275,43.9895548765146,27.0234729418481,100.184808666682,33.7502022556105,63.6497765800998
"11","PGEN_.00g315040",26.181747349001,2.04459526665537,0.48568456667241,4.20971842005107,2.55689151882775e-05,0.0347270811969412,59.6091846435825,17.5526048949054,28.0955577980983,6.69406269860005,53.0460765154795,5.52199732808483,27.0001618044884,11.9343331087687
"12","PGEN_.00g078470",8.9899126597205,2.65441202899086,0.655279389369242,4.05080958146103,5.10407315928727e-05,0.0464343055666159,19.8697282145275,4.68069463864143,20.0682555700702,1.91258934245716,10.008693682166,1.57771352230995,11.8125707894637,1.98905551812812
"13","PGEN_.00g112950",6.7764116018251,3.68902314810894,0.924081934149181,3.99209530213951,6.54920405709926e-05,0.0491659519950023,17.3860121877116,2.34034731932072,6.68941852335674,1.91258934245716,9.00782431394936,0,16.8751011278052,0
"14","PGEN_.00g064780",115.694012149937,-2.05910576028659,0.516747904407926,-3.98473944978229,6.75542071929133e-05,0.0491659519950023,40.567361771327,348.711750578787,56.1911155961966,193.171523588173,48.0417296743966,162.504492797925,34.5939573120008,41.7701658806905
"15","PGEN_.00g006280",76.6877387728148,-1.21823879008768,0.304594267120813,-3.9995460243002,6.34641053960543e-05,0.0491659519950023,33.9441190331512,92.4437191131683,45.4880459588258,133.881253972001,64.0556395658621,85.9853869658923,41.3439977631229,116.359747810495
"16","PGEN_.00g200730",12.051967244197,-2.07780909764862,0.540273689227604,-3.84584542811835,0.000120137483736624,0.081971306872045,5.79533739590386,18.7227785545657,6.68941852335674,20.0821880958002,1.0008693682166,14.1994217007896,5.06253033834157,24.8631939766015
"17","PGEN_.00g130650",23.7738474162754,-2.83609157391161,0.741098397173075,-3.82687587063998,0.00012977991738646,0.0833416093004698,0,28.0841678318486,9.36518593269944,65.0280376435434,13.0113017868157,21.2991325511843,1.68751011278052,51.7154434713311
"18","PGEN_.00g061060",9.3810366566344,2.60468498408445,0.687556629264597,3.78832066075836,0.000151669015400854,0.0880764420718222,27.3208762949753,4.68069463864143,9.36518593269944,1.91258934245716,8.00695494573276,2.36657028346493,19.406366296976,1.98905551812812
"19","PGEN_.00g024810",86.74320260861,-1.10235199440887,0.291189936476268,-3.78568025993135,0.000153288668990073,0.0880764420718222,43.0510777981429,146.271707457545,72.2457200522528,100.410940479001,65.0565089340787,115.173087128626,41.3439977631229,110.392581256111
"20","PGEN_.00g263770",47.4905573007086,1.70086136142965,0.453327462363431,3.75194865222191,0.000175465407185586,0.0957777925122523,99.3486410726376,36.2753834494711,73.5836037569241,20.0821880958002,66.0573783022953,7.09971085039478,50.6253033834157,26.8522494947296
"21","PGEN_.00g105040",7.38646515916286,2.51943647886669,0.681705723420495,3.6957830810416,0.000219210078464304,0.113957925075943,16.5581068454396,4.68069463864143,10.7030696373708,1.91258934245716,10.008693682166,1.57771352230995,12.6563258458539,0.994527759064059
