"","slim_term","slim_cat","GO_count","GO_terms","GO_list","Gene_count","Gene_IDs","module_day"
"1","enzyme regulator activity","GO:0030234",1,"GO:0004867","GO:0004867",2,"PGEN_.00g092260;PGEN_.00g092270","Day7_Down"
