"","Row.names","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","SG119","SG86","SG85","SG132","SG75","SG54","SG73","SG47","SG34","SG126","SG68","SG112","SG133","SG52","SG123","SG115","SG122","SG33","SG120","SG111","SG142","SG96","SG113","SG30","SG51","SG83","SG125","SG35","SG84","SG49","SG116","SG136","SG70","SG31","SG121","SG74","SG134","SG56","SG76","SG55","SG48","SG53","SG106","SG104","SG32","SG124","SG29","SG110","SG105","SG72","SG94","SG95","SG135","SG71","SG114","SG69","SG141","SG36","SG67","SG28","SG50","SG103","up","down"
"1","PGEN_.00g029510",136.076126713664,-3.86387421140239,1.10828166818167,-3.48636481350608,0.000489632785559283,0.0347963733207401,102,419,305,135,256,107,91,95,58,114,116,131,55,115,122,7,370,219,66,75,280,175,169,21,29,91,401,217,69,88,395,125,98,190,201,114,119,311,147,43,197,147,162,171,104,94,56,65,274,338,81,77,91,75,200,83,71,503,47,104,188,31,FALSE,TRUE
"2","PGEN_.00g295020",803.699718863439,-17.5852136817964,3.6198127295038,-4.85804515202281,1.1855037882264e-06,0.000665970866176517,2,211,123,2,317,2082,451,20,54,16609,69,37,218,35,406,2285,20,95,6,12,29,61,830,2003,640,140,48,61,25,98,38,9,28,75,5,113,1,98,15,2801,16,4208,14,1,29,4212,1511,322,41,195,38,635,10,32,2841,405,277,337,38,29,619,2242,FALSE,TRUE
"3","PGEN_.00g139900",13.0104648234034,-8.04579928199556,2.33392805886471,-3.44732103092726,0.000566175381349811,0.0372747238103327,6,12,13,9,76,3,8,2,8,132,15,10,0,67,11,1,17,16,8,9,3,2,18,9,4,1,21,6,13,17,8,9,11,6,28,2,1,17,8,1,7,2,23,9,11,9,2,6,3,9,10,5,7,1,2,2,0,175,5,14,1,3,FALSE,TRUE
"4","PGEN_.00g009930",117.309939272973,7.93081733686278,2.06942536062567,3.8323766045203,0.000126911259996068,0.0145356517880933,82,216,389,149,85,54,78,56,9,44,136,65,1134,31,15,12,1,82,51,83,19,25,43,84,12,49,18,92,155,325,81,15,45,92,36,35,202,27,32,106,247,160,55,73,70,429,262,130,78,60,61,1077,47,40,13,45,51,115,34,79,14,286,TRUE,FALSE
"5","PGEN_.00g064390",13.115394496247,6.97106266881207,1.91197376863958,3.64600329939263,0.000266350556451472,0.0232764549657972,18,34,54,29,13,5,2,15,8,0,32,9,1,3,1,0,1,8,2,15,12,12,14,2,2,10,4,20,54,103,8,7,7,14,11,8,43,9,6,6,70,4,16,13,7,0,7,2,33,13,18,40,14,10,6,10,2,9,4,10,7,2,TRUE,FALSE
"6","PGEN_.00g205860",36.8963016658825,5.60262040533403,1.62049121161492,3.45735932733054,0.000545496957472869,0.0372747238103327,60,91,23,81,48,67,12,39,66,11,76,98,32,4,18,8,11,13,21,66,6,28,27,18,4,39,7,29,175,52,19,50,15,56,14,31,47,41,20,21,88,10,30,41,79,19,22,10,11,47,18,8,82,81,19,34,11,43,60,51,12,26,TRUE,FALSE
"7","PGEN_.00g116940",55.3053485929682,6.32551636820022,1.83186780359267,3.45304194756554,0.000554302799619904,0.0372747238103327,46,161,51,357,40,82,113,66,39,6,105,49,120,14,20,24,13,43,38,37,5,21,23,49,4,14,5,62,155,185,44,22,5,36,22,14,124,11,26,80,89,79,88,32,68,112,86,34,3,31,26,151,70,57,22,39,17,21,47,51,16,78,TRUE,FALSE
"8","PGEN_.00g306170",114.917505238199,5.45656328718158,1.31437060593367,4.15146478668054,3.30354099146563e-05,0.00628578598005162,162,215,315,213,111,90,121,130,36,52,244,139,99,54,44,16,24,77,78,138,40,40,81,38,15,72,47,122,258,613,133,36,58,157,116,38,316,78,80,143,465,62,186,118,127,95,113,50,110,128,142,286,131,71,103,79,38,97,56,151,35,183,TRUE,FALSE
"9","PGEN_.00g209570",8.61416993676035,7.00880180044368,1.82115792597672,3.84854146939769,0.000118823184144397,0.013991116056811,12,3,6,4,9,12,6,13,9,0,9,17,3,8,5,2,4,7,8,11,12,19,1,0,4,18,3,16,27,26,8,3,4,15,2,8,17,7,4,1,47,5,1,13,25,0,1,5,31,7,5,1,2,15,1,8,4,1,9,9,5,1,TRUE,FALSE
"10","PGEN_.00g316680",26.6415482013432,-7.03685017059617,1.9135677049143,-3.6773458041357,0.000235673451380122,0.0219624624893569,16,11,20,11,23,64,54,7,6,167,9,4,19,91,9,26,10,26,4,9,16,5,28,28,28,40,18,7,13,20,14,7,14,7,41,6,10,6,11,111,37,59,6,16,23,28,19,22,91,33,10,5,5,15,50,7,23,16,47,15,35,21,FALSE,TRUE
"11","PGEN_.00g076210",21.8863912562007,4.58969189119602,1.17518577446972,3.90550327523069,9.40294847528371e-05,0.0118007003364811,21,30,47,37,18,3,30,24,27,17,38,31,42,7,10,2,20,27,45,37,17,45,24,7,5,14,42,10,13,36,14,7,15,23,22,10,23,14,41,5,40,10,24,48,35,20,15,21,11,33,20,25,20,11,12,50,9,31,54,44,13,5,TRUE,FALSE
"12","PGEN_.00g156840",43.3559730533757,8.5712540293632,1.82837323616219,4.68791265363001,2.7600576684218e-06,0.001050335494012,65,39,13,81,35,71,16,47,56,7,59,26,5,17,9,11,19,11,22,76,37,64,8,15,6,78,28,79,129,51,5,19,19,113,9,31,37,21,45,47,109,13,110,53,137,0,8,33,52,9,46,16,59,77,29,75,8,22,234,50,9,22,TRUE,FALSE
"13","PGEN_.00g288580",192.526942012284,-17.6468583001616,3.75477081552474,-4.69984964919768,2.60353100140272e-06,0.00102379517411826,5,19,13,3,5,37,27,6,4,2273,7,2,179,14,7,3604,1,4,2,2,2,16,13,196,19,5,3,0,1,8,2,1,9,9,4,7,2,6,3,426,9,85,1,5,2,1889,90,9,20,5,6,10,0,4,35,5,87,12,3,0,14,205,FALSE,TRUE
"14","PGEN_.00g145490",12.4487724408496,9.1124708497819,2.00261316688104,4.55029009120821,5.35720066002962e-06,0.00166312884700972,13,30,43,21,5,1,4,13,3,4,29,10,44,0,0,2,2,6,9,13,0,8,6,7,3,2,4,10,20,70,16,2,5,12,7,2,32,14,3,11,34,7,15,8,10,26,10,8,6,6,13,108,17,7,4,2,3,8,8,8,4,32,TRUE,FALSE
"15","PGEN_.00g074890",16.2057112854014,3.99140605519659,1.11427071379671,3.58207929704666,0.000340870283588026,0.0268083115699196,23,36,23,39,14,9,14,7,7,12,32,23,33,13,10,4,6,12,7,8,9,9,13,9,4,10,6,19,18,68,24,5,8,16,12,11,27,15,6,13,48,13,32,16,20,18,24,23,41,11,13,29,11,16,11,22,8,10,13,17,8,27,TRUE,FALSE
"16","PGEN_.00g199810",61.7276898202471,6.04473228970668,1.70857427537027,3.53788089686455,0.00040335195569084,0.0303079173330245,68,115,117,70,43,33,46,29,6,31,83,47,421,18,20,21,12,26,24,43,10,13,26,53,9,21,11,50,75,190,36,14,16,63,30,11,86,36,28,85,105,72,74,43,40,246,156,78,24,24,52,538,38,21,26,57,31,74,27,46,17,93,TRUE,FALSE
"17","PGEN_.00g130320",60.7080012219441,-11.9118100368544,3.37672470324052,-3.52762249922923,0.000419309690232271,0.0307242013395659,5,11,20,2,36,78,87,0,3,711,7,0,84,55,25,199,6,14,0,3,16,12,26,105,48,20,2,2,6,24,6,3,12,12,13,7,0,14,6,684,12,135,2,0,5,410,138,13,2,10,3,82,0,4,78,12,50,9,12,3,26,162,FALSE,TRUE
"18","PGEN_.00g318520",865.009742239285,-7.08541818440599,1.96632619223184,-3.60337883531105,0.000314107203619518,0.0253125437718593,370,1252,533,832,350,2796,1183,1372,617,2002,727,444,151,2705,1405,1755,875,496,329,452,373,327,515,90,1464,784,365,336,442,718,213,853,359,601,333,404,317,945,402,837,924,1227,113,319,589,6559,78,7,1658,1276,914,33,399,627,579,169,166,941,891,721,1847,17,FALSE,TRUE
"19","PGEN_.00g236660",158.511246998578,10.3217951314298,2.51338446175334,4.10673149631447,4.01297255080178e-05,0.00679535691724975,106,138,242,120,40,29,28,60,7,62,108,69,1074,6,7,52,4,57,17,44,9,31,29,82,11,19,3,74,112,251,36,6,11,62,21,13,137,38,39,286,144,166,38,29,62,646,467,102,19,30,69,3361,47,19,8,54,45,41,22,33,12,641,TRUE,FALSE
"20","PGEN_.00g168590",50.5683011423396,-12.2388453926899,2.1057161424169,-5.81220096391645,6.16567585576227e-09,1.21227463450712e-05,13,55,39,7,15,268,120,16,7,84,11,6,22,64,74,49,19,27,6,16,13,11,24,36,84,55,22,18,8,29,11,17,7,18,21,19,3,43,11,384,11,183,10,7,8,255,49,21,39,40,3,34,4,6,221,45,68,49,24,5,87,45,FALSE,TRUE
"21","PGEN_.00g108630",61.0251195876762,-23.1687102512066,6.51687366172594,-3.55518787900985,0.000377709091142409,0.0291091384579513,0,0,192,0,82,0,97,72,73,101,127,0,131,154,0,0,0,0,0,114,116,119,131,0,0,0,365,0,0,103,114,0,113,0,229,163,0,137,90,0,0,0,146,243,83,131,90,123,0,0,0,0,0,0,181,0,0,328,0,86,0,129,FALSE,TRUE
"22","PGEN_.00g178500",23.830842806939,7.42762690888506,1.84738922638088,4.02060746204313,5.80482617485709e-05,0.00845426350429495,117,48,14,28,15,12,4,9,11,6,28,34,2,17,3,1,27,6,7,49,13,42,5,5,3,42,18,114,28,19,18,15,7,12,30,15,9,29,12,17,90,23,41,49,98,0,4,17,48,20,12,15,4,68,21,40,11,9,61,15,6,13,TRUE,FALSE
"23","PGEN_.00g048610",53.7144641212163,-2.10845831635423,0.596933749097273,-3.53214794697534,0.000412198672440074,0.030581414929788,42,65,106,36,56,56,67,40,37,96,58,73,73,50,48,33,52,32,44,53,54,33,51,63,25,38,94,55,51,51,63,54,46,37,64,59,49,96,43,74,46,95,82,37,52,84,38,82,98,42,42,47,49,39,50,54,65,85,28,55,47,46,FALSE,TRUE
"24","PGEN_.00g079020",28.6510382486992,3.0835695327019,0.810058032252859,3.80660324313575,0.000140888493103997,0.0158291576490272,33,49,39,46,15,11,36,45,30,11,33,37,66,18,23,15,36,25,35,53,21,35,21,14,3,22,58,39,39,53,24,20,11,32,28,13,28,47,20,18,58,27,38,27,44,37,10,21,21,35,38,48,30,26,24,34,23,39,42,27,32,13,TRUE,FALSE
"25","PGEN_.00g348220",30.6196572058509,6.21383634364741,1.63960622159742,3.78983457234838,0.000150747644521617,0.016620280022631,49,77,106,48,39,19,15,20,9,1,91,40,53,17,16,2,8,14,27,33,7,18,23,4,4,12,14,23,77,190,27,14,11,54,18,7,90,20,25,12,121,11,42,34,38,71,17,18,17,23,38,106,32,19,12,10,4,28,14,41,11,47,TRUE,FALSE
"26","PGEN_.00g176540",43.5882025022084,-13.5371125252141,2.80887428703882,-4.8194084682534,1.43984492407827e-06,0.0007009944526085,4,21,28,10,8,141,223,5,13,31,10,10,11,70,32,3,3,24,5,6,6,13,26,10,75,64,6,13,2,31,10,6,0,4,21,13,4,9,1,248,4,186,5,0,7,48,37,34,431,11,6,6,0,6,325,43,118,33,14,7,28,27,FALSE,TRUE
"27","PGEN_.00g130720",37.9839188887544,6.26229224166997,1.52543608108302,4.10524722689391,4.03882703168915e-05,0.00679535691724975,66,92,71,89,40,26,48,49,9,7,98,50,71,25,14,7,4,25,15,32,10,19,20,9,6,17,7,41,71,273,55,10,15,45,21,7,109,30,23,35,111,20,33,38,52,80,70,11,18,21,49,99,33,25,25,22,13,48,19,58,16,26,TRUE,FALSE
"28","PGEN_.00g090200",9.62129915513359,3.47131844379065,1.00747068015391,3.44557763533161,0.000569840253696408,0.0372747238103327,21,19,12,6,12,5,11,11,13,2,14,17,13,3,5,3,10,8,7,7,4,14,9,6,3,11,9,15,14,25,9,5,13,9,17,9,9,7,14,9,15,5,13,19,21,4,10,7,4,10,10,7,11,13,7,6,3,14,9,6,13,8,TRUE,FALSE
"29","PGEN_.00g103630",6.88469663833424,6.53962033175327,1.87990758321967,3.47869245814362,0.000503866480346283,0.0355934902314078,15,20,15,12,6,1,4,7,0,0,14,11,8,0,2,0,1,2,12,10,2,7,7,5,2,3,2,10,22,44,3,1,3,8,4,3,7,13,3,12,10,1,14,3,13,4,9,9,9,5,12,25,5,3,7,1,5,2,0,16,2,6,TRUE,FALSE
"30","PGEN_.00g245510",256.535324227343,15.4722078581559,2.80810372097887,5.50984201280233,3.59155908741406e-08,4.70773583935818e-05,564,79,46,1212,114,16,12,63,356,573,412,40,41,31,2,14,156,15,93,308,36,271,5,43,10,214,16,127,902,464,11,32,17,828,3,54,968,122,28,59,198,15,783,488,1204,15,30,46,619,26,150,34,264,1140,13,104,5,26,2275,200,12,31,TRUE,FALSE
"31","PGEN_.00g282850",15.2828686724884,3.40375831839398,0.962695149181176,3.53565541624372,0.000406764897794761,0.0303709208815493,10,30,16,27,14,11,5,13,15,17,17,18,19,8,13,12,11,17,18,22,23,19,7,22,4,2,14,19,28,41,19,14,19,17,15,7,25,6,13,15,27,7,23,14,14,16,12,15,51,12,10,18,6,12,8,28,6,15,12,14,12,13,TRUE,FALSE
"32","PGEN_.00g130390",87.3799653899203,-15.5079562964007,3.04138899853079,-5.09897165534962,3.4150367973892e-07,0.000287765636420002,18,49,11,22,8,79,591,19,8,176,10,14,0,16,104,88,7,4,5,7,36,8,110,28,640,69,10,20,4,140,8,4,7,17,8,22,9,68,0,850,15,62,0,2,6,158,2,4,21,24,9,24,3,7,452,99,10,33,21,12,165,22,FALSE,TRUE
"33","PGEN_.00g130020",103.807420436019,6.64367435596757,1.62311661589262,4.09315898248871,4.25535738270781e-05,0.00679535691724975,210,380,298,151,96,19,22,122,17,19,358,128,49,32,48,7,9,79,75,118,73,83,57,15,18,83,33,216,274,781,88,35,70,122,36,24,343,113,78,33,437,28,153,76,114,42,46,44,295,102,126,158,102,59,25,79,24,175,33,197,36,43,TRUE,FALSE
"34","PGEN_.00g161570",234.399073341788,-1.52514357375125,0.423380535147957,-3.60229969764261,0.000315414421841428,0.0253125437718593,238,440,472,224,212,185,337,226,176,370,294,290,273,257,201,121,296,378,191,259,160,177,191,236,82,155,354,195,186,271,346,218,248,229,365,216,154,406,251,254,266,382,318,234,200,269,125,175,227,272,254,151,148,144,282,271,295,414,224,173,353,163,FALSE,TRUE
"35","PGEN_.00g087530",22.2450885884047,8.96105812957302,2.06883616602998,4.33144889707191,1.48131330400373e-05,0.00329717982025133,23,61,40,50,5,2,9,16,4,3,66,37,34,3,2,1,0,4,26,14,5,6,14,7,8,10,4,12,72,141,15,1,1,23,5,7,35,10,21,23,43,10,27,15,22,38,25,6,18,5,8,266,32,19,3,17,11,23,14,16,5,14,TRUE,FALSE
"36","PGEN_.00g345340",27.479189274078,5.55233678210611,1.61718487590636,3.43333459570866,0.000596205849182158,0.0383681490299839,34,73,28,28,57,0,3,15,44,42,56,29,60,12,5,2,8,11,33,44,5,41,24,12,7,41,17,34,0,59,21,32,23,48,18,39,34,44,10,22,90,15,40,27,48,14,36,23,6,44,18,29,34,62,30,38,6,18,13,44,5,19,TRUE,FALSE
"37","PGEN_.00g175550",21.0598843965526,-2.95958955822756,0.868074541842624,-3.40937260058954,0.000651124820217565,0.0406925226879013,22,31,43,11,27,13,21,13,21,21,21,11,33,46,17,25,21,27,17,23,12,21,19,15,23,8,37,14,13,21,34,20,9,31,35,14,9,34,21,41,18,43,30,21,21,39,10,24,7,19,8,11,13,8,30,19,34,25,16,12,18,25,FALSE,TRUE
"38","PGEN_.00g332980",4.58136165771501,6.97693077018866,2.07277165030445,3.36599102422299,0.000762691900755815,0.0445419621446354,7,10,14,10,3,7,5,3,0,4,11,3,16,1,4,4,0,2,5,8,0,0,5,1,1,3,1,6,10,21,2,6,3,4,2,1,6,0,0,1,12,8,3,0,6,3,7,8,0,4,7,20,5,1,5,1,1,4,3,7,0,3,TRUE,FALSE
"39","PGEN_.00g178010",25.4201734138756,-2.46034881036557,0.73029031433842,-3.36900101515715,0.000754411509873853,0.0444989629099092,14,46,65,23,24,12,22,26,16,32,23,38,29,29,15,16,22,31,7,24,32,21,23,32,13,10,30,20,30,31,40,24,15,33,55,29,25,43,29,39,29,51,57,25,21,53,12,37,31,18,19,17,20,15,21,11,27,72,20,23,28,8,FALSE,TRUE
"40","PGEN_.00g319190",120.668583097949,-6.9842080546129,2.09774120672129,-3.32939450883411,0.000870350275593534,0.0488929628627472,54,35,43,68,88,300,245,69,42,801,50,40,129,130,71,149,21,31,22,25,31,25,114,318,174,81,20,35,77,82,20,22,31,30,64,50,31,47,22,995,126,295,26,17,82,415,193,40,63,58,14,34,24,73,198,36,125,68,128,68,174,94,FALSE,TRUE
"41","PGEN_.00g279610",272.329493173469,-9.34163690390977,2.70459129398905,-3.45399207809015,0.000552353600561541,0.0372747238103327,49,43,92,46,64,387,854,60,55,1557,53,14,498,372,176,72,28,152,17,37,23,53,55,349,123,83,40,38,23,73,31,34,32,58,36,43,26,37,36,3240,77,1777,55,17,38,815,672,419,190,42,31,327,10,39,1191,122,856,119,34,33,92,619,FALSE,TRUE
"42","PGEN_.00g333460",17.5476204940054,-13.7444846394573,2.28859306929927,-6.00564810924017,1.90569108461133e-09,7.4938125750533e-06,8,9,45,2,26,52,68,5,4,32,2,4,0,73,19,5,10,22,0,0,18,4,45,0,38,18,34,3,4,13,15,25,12,3,19,21,0,7,3,18,12,48,7,0,0,52,5,9,22,22,0,5,3,3,77,6,14,24,9,12,53,0,FALSE,TRUE
"43","PGEN_.00g313910",83.4300509820215,-9.99715235976967,2.28034945060553,-4.38404401444481,1.16496219883223e-05,0.00287903299595973,15,7,97,11,154,75,235,17,17,907,15,5,142,98,69,172,22,13,6,9,71,6,61,82,58,66,8,29,34,60,8,70,39,19,89,22,14,29,14,314,14,577,44,33,49,435,72,167,11,31,5,38,15,32,76,13,224,18,14,8,42,104,FALSE,TRUE
"44","PGEN_.00g096560",68.3293517262871,7.83222654706863,1.37094045646206,5.71303189000709,1.10980871536995e-08,1.87034477360275e-05,182,42,64,125,40,10,99,55,175,12,128,91,209,27,9,14,17,32,73,188,19,81,38,49,8,41,36,41,52,128,37,16,25,57,381,23,30,49,54,18,241,115,62,99,155,79,48,49,22,77,100,107,25,40,28,114,20,82,196,93,34,28,TRUE,FALSE
"45","PGEN_.00g027970",40.7586961228558,5.07329219542697,1.38237870846903,3.66997275373663,0.000242576322958094,0.0223568193901299,117,89,106,72,18,14,19,29,16,5,88,61,22,11,24,14,22,16,44,40,19,15,31,3,18,29,30,44,86,241,39,16,22,64,32,22,169,47,39,37,142,14,79,49,76,11,30,15,57,52,59,40,44,28,19,40,5,64,29,30,28,16,TRUE,FALSE
"46","PGEN_.00g092270",91.3288044764542,-9.10721733873677,1.81341214060403,-5.02214424113387,5.10977849758301e-07,0.000376750355849918,18,104,129,34,97,494,231,31,19,52,63,27,6,186,260,10,98,46,19,37,49,21,147,12,273,106,98,45,47,101,27,38,23,67,20,68,18,78,49,117,100,148,69,25,40,389,44,11,21,174,26,7,21,50,275,83,11,83,75,31,218,23,FALSE,TRUE
"47","PGEN_.00g093630",17.4899282451222,-3.6598644922156,0.867083958417814,-4.22088825042252,2.43341554337601e-05,0.0048655937568147,7,28,48,8,13,17,14,9,9,11,23,34,17,36,15,3,18,17,15,19,24,19,21,7,14,12,32,10,12,12,47,16,11,10,44,14,19,35,16,18,20,30,18,24,11,28,7,17,16,34,9,20,15,12,15,8,21,43,9,17,17,16,FALSE,TRUE
"48","PGEN_.00g057130",63.4305679360273,6.3823368281009,1.74592904071489,3.65555339264394,0.000256627787707912,0.0227626918164679,115,93,168,70,59,26,39,71,10,26,161,68,167,12,21,31,7,67,28,48,23,21,51,49,7,25,8,72,81,163,28,17,22,50,29,22,94,30,30,221,176,108,26,25,53,118,322,60,25,23,62,295,18,18,16,17,56,63,17,44,18,119,TRUE,FALSE
"49","PGEN_.00g049840",53.1776946591213,5.73839622808629,1.65185050374669,3.47391983419237,0.000512914251842665,0.0358038427750764,98,91,244,73,70,48,26,60,15,2,128,53,86,11,21,5,6,35,37,110,25,13,44,18,8,48,19,68,115,291,75,34,31,71,32,13,198,49,48,19,213,26,75,64,72,70,37,8,22,70,76,117,43,42,25,32,2,86,20,63,29,10,TRUE,FALSE
"50","PGEN_.00g098060",8.53975396158863,-9.31620645652515,1.9539223778016,-4.7679511542352,1.86108889540868e-06,0.000813157988856894,4,5,10,5,3,26,13,1,5,9,5,0,0,7,24,0,7,14,2,7,15,7,25,0,13,3,15,2,4,3,9,5,10,2,20,5,1,4,2,5,6,22,19,15,2,44,4,2,16,29,3,3,6,4,15,5,1,15,6,5,25,1,FALSE,TRUE
"51","PGEN_.00g122510",43.2944589278988,7.05366129062548,1.9003881199567,3.71169510930545,0.000205875883790635,0.020202592891629,73,136,89,117,46,24,17,42,12,4,123,34,24,10,12,0,3,16,24,46,9,16,17,10,7,19,18,81,69,559,36,8,26,106,22,14,180,37,42,11,229,13,77,55,29,47,3,5,89,21,54,24,53,28,14,22,3,30,36,45,18,8,TRUE,FALSE
"52","PGEN_.00g169480",19.3535541666986,5.78602202520049,1.72976218316608,3.34498122430335,0.000822881407580657,0.0468962896870967,33,39,60,30,24,4,15,27,6,2,38,28,17,4,2,5,0,10,12,26,0,9,14,13,3,9,9,15,43,113,17,4,5,32,21,11,67,24,27,25,46,6,44,23,17,31,42,9,17,12,15,58,26,12,5,9,5,31,8,29,4,11,TRUE,FALSE
"53","PGEN_.00g248050",1376.92020493332,-8.24689958073757,2.3599523813443,-3.49451948519397,0.000474915941539982,0.033955050680892,357,365,616,405,693,3460,1749,291,171,8282,337,142,1855,1054,610,1752,296,576,187,414,596,254,1120,2856,1130,2697,237,262,482,708,184,195,310,255,689,344,119,295,169,16101,425,4640,114,68,431,9106,1674,1363,132,375,123,1226,30,344,2821,340,1815,271,489,309,1153,2041,FALSE,TRUE
"54","PGEN_.00g272710",36.8224033924394,5.90628347541233,1.46422277485038,4.03373282867825,5.48977332600269e-05,0.00830293024703253,63,64,133,55,46,23,21,24,8,10,79,37,183,14,24,4,10,26,38,63,16,27,44,9,7,12,19,33,94,245,34,18,12,45,18,7,67,25,18,36,77,33,58,52,30,60,33,15,22,16,25,149,15,21,38,18,12,18,30,34,20,26,TRUE,FALSE
"55","PGEN_.00g114780",12.6878753073354,-9.626576531032,2.35085418518049,-4.09492710850244,4.2230122946283e-05,0.00679535691724975,0,9,15,5,6,67,18,10,6,22,11,4,4,37,46,18,13,6,0,6,4,2,20,10,37,9,4,6,3,22,4,2,0,6,4,13,2,2,0,33,6,22,2,5,2,35,5,5,10,2,6,0,0,2,34,13,0,17,5,3,40,8,FALSE,TRUE
"56","PGEN_.00g314540",23.8491594355883,8.94463575592378,2.391150840334,3.74072417559169,0.000183490802249418,0.0189063456829452,18,34,26,18,3,19,5,5,5,3,28,3,37,4,3,3,2,26,3,16,3,8,6,80,2,7,7,5,10,59,22,2,2,6,5,5,26,8,3,52,49,9,4,5,5,55,49,14,27,6,21,426,13,5,8,17,2,44,5,10,3,88,TRUE,FALSE
"57","PGEN_.00g305460",25.3457789319995,9.10136986091415,2.03473416390456,4.47300193920618,7.71290777225022e-06,0.00217418086776972,96,14,86,69,28,6,16,24,12,10,73,0,95,16,7,5,4,23,7,21,4,2,12,4,9,3,10,14,15,226,21,5,7,15,11,11,60,8,11,40,198,11,12,4,27,29,50,4,15,8,31,80,6,20,5,2,20,40,4,32,4,6,TRUE,FALSE
"58","PGEN_.00g279100",7.92029804604779,6.72889477558609,1.52491558729958,4.41263426751513,1.02120423455865e-05,0.00261894485980182,13,23,13,14,9,7,2,12,3,1,8,5,19,0,5,0,3,6,6,7,4,2,4,4,4,3,6,5,16,33,9,3,6,6,5,5,39,7,6,4,42,5,9,18,7,7,3,1,4,9,20,14,7,7,3,7,0,9,4,6,5,10,TRUE,FALSE
"59","PGEN_.00g176530",497.925401758699,-15.8809220012624,2.90530736964945,-5.46617620123912,4.59847249375284e-08,5.42481800088023e-05,38,39,196,162,95,1734,1752,48,76,1604,126,84,238,1107,376,26,82,224,67,75,120,141,202,55,991,816,66,99,24,348,58,42,12,40,124,61,9,48,38,4092,47,1757,5,19,26,624,120,547,4248,91,15,351,29,30,2513,171,1512,248,172,97,347,413,FALSE,TRUE
"60","PGEN_.00g122020",7.14557686873641,7.62252567125477,1.74749893550369,4.36196298400472,1.28900681933729e-05,0.00305539886864781,14,9,28,11,5,4,3,6,0,0,17,3,17,0,5,2,1,5,2,10,0,3,3,5,3,5,4,3,22,24,8,3,4,13,4,4,20,2,5,4,30,3,3,4,11,8,11,3,0,5,9,26,5,3,4,5,4,19,6,8,3,19,TRUE,FALSE
"61","PGEN_.00g208950",12.9228898527235,6.96024863873796,1.99004099907359,3.49754032302758,0.000469569721004093,0.0337775243822273,16,27,26,9,11,5,7,7,5,9,10,8,73,2,7,9,1,7,3,8,2,3,3,18,2,7,3,14,19,40,4,2,6,15,2,4,16,3,6,14,19,10,10,10,5,45,43,14,11,4,8,109,10,4,4,2,10,4,6,7,1,39,TRUE,FALSE
"62","PGEN_.00g059680",19.9493183121819,6.66105394710186,1.73647745966179,3.83595762216183,0.000125075975445572,0.0144658949248178,38,40,51,63,20,9,9,14,1,1,48,17,55,7,9,2,1,17,9,16,5,10,18,5,3,10,3,18,50,152,33,8,6,13,10,7,46,25,15,9,84,13,19,26,28,42,20,1,12,25,16,65,15,9,5,16,3,23,23,28,7,10,TRUE,FALSE
"63","PGEN_.00g289900",8.27540686349704,7.51976933310262,1.81486174748513,4.14343921432188,3.4213578688258e-05,0.0063598638708794,5,17,9,13,2,2,5,6,2,2,9,6,13,2,4,2,1,10,3,3,5,3,3,6,2,5,1,11,10,40,4,1,5,14,3,3,8,10,7,9,22,11,4,6,9,16,6,7,4,3,7,122,5,2,3,6,3,5,1,4,6,9,TRUE,FALSE
"64","PGEN_.00g254710",15.6720908062135,13.2159137908215,3.66287338941986,3.6080727848785,0.000308479958568913,0.0253125437718593,42,7,2,37,39,9,4,6,29,11,0,11,0,1,0,0,0,3,11,28,0,121,0,2,2,8,0,21,11,18,0,0,6,256,0,12,47,14,3,1,3,3,12,3,20,0,2,0,73,1,69,1,3,7,2,18,0,4,6,8,5,0,TRUE,FALSE
"65","PGEN_.00g341210",21.9144115724573,-12.6796249261445,2.71294335086792,-4.6737521895133,2.95746152938603e-06,0.00109028667694272,6,4,4,5,16,40,26,4,2,138,4,0,7,18,15,13,2,4,0,3,12,3,3,15,19,5,1,6,10,4,6,5,4,6,0,7,4,5,1,262,14,84,2,2,9,325,12,5,7,3,3,3,0,11,77,4,42,7,6,2,40,28,FALSE,TRUE
"66","PGEN_.00g142010",22.3108619376526,12.3521816316431,2.28029129572719,5.41693144853404,6.06305730620004e-08,6.50235336738563e-05,23,15,6,45,24,5,2,0,14,51,49,5,48,11,0,9,0,11,8,26,8,26,2,130,0,33,4,34,59,8,2,2,5,65,4,0,21,17,3,26,26,13,60,22,73,12,11,43,3,2,8,26,12,42,0,17,6,11,90,22,0,72,TRUE,FALSE
"67","PGEN_.00g205150",5.4833573244286,7.25332666573997,1.93323155766185,3.75191819986248,0.000175486726750392,0.0188201537770398,12,8,7,16,6,4,8,6,2,0,15,4,4,1,6,1,3,7,7,17,3,4,2,1,0,0,1,15,4,23,3,0,1,12,3,2,14,3,3,6,16,2,14,2,5,5,10,0,2,2,8,16,3,1,2,11,3,7,1,11,10,0,TRUE,FALSE
"68","PGEN_.00g149930",55.0875722760952,-2.34633712497646,0.664589845424554,-3.53050402609984,0.000414768702955504,0.030581414929788,37,112,107,35,60,25,71,33,44,114,84,53,87,51,49,50,72,58,55,46,48,45,44,58,17,54,121,28,57,67,87,71,44,50,98,55,23,74,42,35,45,109,56,63,45,97,53,71,62,67,55,40,31,23,63,66,85,94,32,45,61,22,FALSE,TRUE
