"","Row.names","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","SG119","SG86","SG85","SG132","SG75","SG54","SG73","SG47","SG34","SG126","SG68","SG112","SG133","SG52","SG123","SG115","SG122","SG33","SG120","SG111","SG142","SG96","SG113","SG30","SG51","SG83","SG125","SG35","SG84","SG49","SG116","SG136","SG70","SG31","SG121","SG74","SG134","SG56","SG76","SG55","SG48","SG53","SG106","SG104","SG32","SG124","SG29","SG110","SG105","SG72","SG94","SG95","SG135","SG71","SG114","SG69","SG141","SG36","SG67","SG28","SG50","SG103","up","down"
"154","PGEN_.00g083280",4.46095150756081,4.94352996127571,1.47524976545155,3.35097830689204,0.000805266103307668,0.0461151661200027,9,7,4,3,1,2,2,8,2,4,9,7,0,1,2,0,5,7,5,11,7,12,3,0,2,4,7,0,2,7,1,1,7,7,8,6,3,5,5,0,7,4,6,7,7,4,4,6,9,3,6,7,3,6,0,5,3,8,8,6,0,7,TRUE,FALSE
"155","PGEN_.00g279590",147.000551304289,8.33280288535213,2.15163927334634,3.87276946864449,0.000107605599460142,0.0129532985390949,153,154,298,124,54,33,76,45,13,88,152,51,1769,35,45,114,3,161,33,79,26,42,48,112,13,53,9,47,192,258,106,13,37,107,41,28,165,32,47,160,232,116,89,106,81,1024,203,123,6,40,82,1679,22,43,10,46,118,53,63,48,17,313,TRUE,FALSE
"156","PGEN_.00g039290",9.83839772135217,5.34191693590611,1.53712387748076,3.47526768282408,0.000510343820849841,0.0358038427750764,5,18,6,11,9,4,1,5,4,31,12,10,12,2,11,1,2,7,8,8,4,3,5,6,1,4,2,10,9,35,13,6,4,12,8,4,15,6,7,6,26,13,11,12,10,13,34,56,11,4,9,23,10,4,7,17,5,11,4,3,5,17,TRUE,FALSE
"157","PGEN_.00g085800",51.47363572551,4.67829756242688,1.21002209869183,3.86629101029201,0.000110503071940793,0.0131677246432882,78,139,227,63,42,14,40,33,15,9,81,34,105,39,11,18,44,41,53,61,46,33,38,27,9,24,34,39,50,209,46,30,56,44,58,21,114,57,29,35,101,56,66,73,49,65,61,39,24,55,39,214,27,47,20,34,24,72,26,56,46,120,TRUE,FALSE
"158","PGEN_.00g013170",9.30740538737331,9.99356424884771,2.56247730883133,3.89996204626119,9.62077685870316e-05,0.0119469794318022,12,26,19,34,2,4,5,21,6,3,51,5,4,5,4,0,0,0,9,3,0,2,1,2,0,4,0,13,54,11,16,0,3,26,3,4,73,1,7,4,11,0,18,7,30,0,0,16,15,0,3,13,12,9,3,14,1,12,5,9,8,1,TRUE,FALSE
"159","PGEN_.00g131380",12.9050077741721,6.91657860668998,1.8664799827691,3.70568057013319,0.00021082386737932,0.0203859767497856,16,36,31,23,12,5,9,15,5,0,31,11,14,5,0,2,4,15,8,18,6,10,2,0,0,10,2,18,42,67,11,6,6,23,11,7,36,19,8,7,67,0,40,17,15,20,24,3,21,15,21,13,6,12,2,10,2,17,4,21,7,0,TRUE,FALSE
"160","PGEN_.00g196600",86.0362685524391,10.2393444273306,2.95865561956537,3.46080982173746,0.000538553125037521,0.0372007073288617,139,148,30,239,32,54,6,117,140,0,141,137,0,62,25,0,33,9,81,112,102,63,17,8,17,71,64,207,246,168,19,53,25,93,12,50,67,56,41,9,484,8,161,163,165,0,3,0,236,53,167,7,69,237,3,18,0,34,608,96,34,0,TRUE,FALSE
"161","PGEN_.00g012750",4.96355818666593,5.84474123376315,1.75222896128235,3.33560360141847,0.000851144329050564,0.0480428212909546,6,10,12,16,3,5,4,7,2,0,11,9,1,2,0,0,2,6,2,6,2,2,3,0,0,4,4,3,19,24,5,0,2,11,4,3,8,2,6,2,14,5,2,6,4,2,6,8,17,7,8,7,3,2,7,6,3,5,4,7,0,3,TRUE,FALSE
"162","PGEN_.00g013400",267.42869394017,-1.54285654885168,0.427650225271204,-3.60775338741665,0.000308859848611016,0.0253125437718593,234,342,478,187,262,243,301,207,190,490,354,344,307,280,176,163,328,271,148,261,242,306,279,215,130,145,479,216,174,327,322,272,328,292,439,228,261,392,228,300,243,499,446,261,254,327,234,288,342,244,268,291,215,151,251,292,344,460,227,243,290,180,FALSE,TRUE
"163","PGEN_.00g114580",6.20106964722386,-4.18296273963867,1.15961098190786,-3.60721207793032,0.000309504680353548,0.0253125437718593,7,12,10,0,7,5,7,4,5,8,8,7,5,3,6,2,14,8,3,8,8,5,10,6,7,5,17,2,3,0,11,5,9,5,16,6,4,14,7,6,6,11,7,4,6,12,6,5,2,10,3,3,1,4,9,4,13,6,2,4,4,8,FALSE,TRUE
"164","PGEN_.00g020410",16.8562503144124,-2.78617207570271,0.823549612353938,-3.38312596340012,0.000716657539983756,0.0431347397917774,11,44,40,15,26,15,26,13,9,16,19,23,14,20,11,11,18,11,9,14,14,21,17,11,4,17,21,13,17,13,28,14,16,31,37,30,13,23,13,16,23,19,28,19,10,36,1,14,5,23,10,17,16,10,17,24,19,43,17,10,23,9,FALSE,TRUE
"165","PGEN_.00g327850",12.4360913872719,7.22997522667926,1.75007672146506,4.13123329851892,3.60822152675463e-05,0.00635988500407796,31,31,37,20,9,11,8,21,3,2,39,17,12,6,4,0,2,11,9,25,2,4,5,6,2,7,4,16,30,97,8,7,7,24,5,6,43,5,8,11,64,1,23,8,24,3,4,2,27,18,15,15,4,5,4,9,2,6,6,14,7,0,TRUE,FALSE
"166","PGEN_.00g057310",23.2570795956897,6.86009781154269,1.48797538118607,4.61035706523214,4.01977943436698e-06,0.00131725938853409,63,39,61,48,27,13,18,21,6,9,60,27,25,8,5,0,4,13,21,36,19,8,10,7,3,12,7,38,43,129,27,4,9,26,11,7,73,12,19,38,129,15,20,24,35,11,17,25,18,28,31,45,18,14,21,14,4,28,14,31,6,12,TRUE,FALSE
"167","PGEN_.00g340090",40.0606240869758,9.307621942382,2.36602150039256,3.93387039840413,8.35888659007043e-05,0.010956642789229,43,83,118,67,23,18,5,34,6,7,93,37,378,3,5,5,2,17,22,23,4,10,19,5,7,15,5,49,70,199,17,3,6,59,12,6,84,13,6,27,101,26,23,20,33,141,107,0,21,18,36,383,41,17,5,15,5,28,9,18,10,2,TRUE,FALSE
"168","PGEN_.00g117550",143.495979095515,10.8064076415568,2.33147851794991,4.63500202054571,3.56933993454412e-06,0.00121274817455429,232,45,26,369,209,12,33,11,54,370,301,35,296,36,3,56,3,14,31,197,27,282,6,508,2,230,15,166,369,161,6,18,24,327,9,4,152,80,18,199,116,78,425,196,438,38,81,278,219,8,54,200,59,209,7,152,35,66,653,116,4,536,TRUE,FALSE
"169","PGEN_.00g173270",105.769443457188,7.85709872098308,1.80169430425656,4.36094996938183,1.29498977225049e-05,0.00305539886864781,200,231,269,182,84,50,44,127,13,4,322,111,366,29,23,7,7,81,66,125,57,47,68,22,13,39,22,125,183,581,128,14,58,124,54,19,357,58,76,62,398,46,116,100,119,334,194,36,111,96,124,485,77,45,26,44,21,99,42,100,19,63,TRUE,FALSE
"170","PGEN_.00g216350",10.0302071050001,7.34642197282461,1.8894132623905,3.88820281886339,0.000100989223038065,0.0122821635482479,23,26,22,21,11,7,4,10,0,0,39,14,20,1,0,0,1,8,9,6,4,5,10,0,3,3,1,12,26,46,11,2,3,14,4,2,36,5,4,8,60,4,7,11,10,17,9,4,13,11,17,22,13,10,2,6,3,7,5,15,2,5,TRUE,FALSE
"171","PGEN_.00g002290",9.73072924019302,5.1702997930255,1.54707208265995,3.34199023495787,0.000831799869720225,0.0471766493417764,11,18,19,13,9,0,8,9,12,0,16,10,12,4,11,0,11,11,6,22,10,6,16,2,2,9,15,23,18,44,8,25,14,11,9,14,19,9,2,0,8,0,19,18,13,0,2,11,4,5,17,3,8,14,7,12,4,16,11,12,10,1,TRUE,FALSE
"172","PGEN_.00g133820",20.1726775371388,5.45638981341254,1.36629864573065,3.99355575039352,6.50897655029136e-05,0.00903369368985732,31,42,52,29,18,11,22,13,6,7,25,22,20,9,10,3,3,13,22,25,11,16,16,7,8,6,6,21,43,97,22,3,10,20,22,12,48,9,13,29,68,13,14,19,25,21,37,4,27,26,20,78,8,16,8,7,11,25,23,25,10,28,TRUE,FALSE
"173","PGEN_.00g145340",29.1315947592662,2.66884238831634,0.737270015737422,3.61989818024397,0.000294718965039553,0.0246581534083093,51,40,30,16,20,19,20,37,26,29,44,41,68,10,12,15,36,36,27,27,24,47,34,26,8,20,48,18,49,52,18,27,27,39,44,14,27,65,20,22,19,23,44,42,30,28,17,31,20,21,37,50,31,28,42,54,27,35,23,27,18,35,TRUE,FALSE
"174","PGEN_.00g345620",47.0801942445769,5.07965791482151,1.08965808714396,4.66169890789824,3.13609768630131e-06,0.00112110740622111,53,115,62,71,26,12,51,47,30,34,90,56,38,11,18,12,41,29,16,61,46,60,21,33,5,29,23,70,160,406,47,39,30,66,35,35,113,47,26,18,195,46,76,30,60,27,40,17,116,28,42,27,59,38,28,25,19,41,30,47,20,15,TRUE,FALSE
"175","PGEN_.00g035190",9.38205227465405,8.87538481765396,1.98347507808332,4.47466414664027,7.65315133956725e-06,0.00217418086776972,18,16,22,21,2,6,11,11,5,0,26,6,39,4,2,2,1,7,8,9,4,4,4,2,4,2,1,7,17,56,9,1,4,11,10,2,30,4,2,16,25,7,5,9,8,15,10,6,4,7,18,66,2,0,1,6,0,13,1,9,3,4,TRUE,FALSE
"176","PGEN_.00g340250",370.372540697942,-11.8089424171013,2.69435951104169,-4.38283843292156,1.1714298873109e-05,0.00287903299595973,90,102,95,78,170,840,619,43,24,1848,62,30,801,243,159,764,76,77,19,54,24,26,820,1448,915,232,66,27,73,394,36,21,31,83,55,138,21,71,28,2904,56,1019,50,7,49,2378,496,280,48,112,14,227,23,33,1160,90,221,211,89,48,340,490,FALSE,TRUE
"177","PGEN_.00g015030",21.7884235658632,2.43778822868321,0.671885160815715,3.62828109750715,0.000285314518855523,0.0240418241352757,30,42,26,24,24,6,19,42,33,9,28,29,30,13,15,8,30,26,29,30,25,22,29,12,8,19,31,31,28,31,16,27,26,25,32,20,27,35,13,12,30,10,22,30,27,31,14,14,26,20,21,21,10,18,18,34,11,36,13,25,21,13,TRUE,FALSE
"178","PGEN_.00g313880",11.4252499880367,6.10058557892519,1.6923890051857,3.6047182770818,0.000312491719359651,0.0253125437718593,44,24,45,20,7,8,5,15,3,0,31,14,3,3,3,2,6,4,15,11,10,2,6,4,4,11,2,16,38,69,13,2,5,12,7,7,40,9,4,3,52,3,13,14,13,10,6,4,29,12,24,7,10,3,2,7,5,12,6,10,6,3,TRUE,FALSE
"179","PGEN_.00g108840",4.34831949822445,5.67239750282991,1.44427581347872,3.92750293946086,8.58323722425392e-05,0.0111270823664312,6,9,7,8,8,0,0,4,6,2,7,3,12,2,4,3,1,10,2,4,4,6,2,6,0,1,5,2,5,15,3,1,6,6,7,1,7,5,2,0,11,2,10,3,6,0,3,4,4,4,9,3,4,6,5,0,6,6,4,6,3,6,TRUE,FALSE
"180","PGEN_.00g092260",50.0177528165073,-10.9735137352037,3.18499924620368,-3.44537404468257,0.000570269668525204,0.0372747238103327,2,22,9,4,18,74,53,2,1,704,10,6,41,36,31,122,1,13,0,5,9,8,31,396,30,5,14,8,2,9,10,5,19,5,3,6,4,7,7,239,6,81,4,0,5,438,43,35,6,18,7,40,0,8,104,11,23,8,2,3,37,121,FALSE,TRUE
"181","PGEN_.00g164420",6.70800482518006,6.50487051966634,1.74891870622715,3.71936699888067,0.000199722680743606,0.0201378501259173,19,9,15,8,10,2,6,5,4,0,13,7,11,1,2,3,0,7,6,5,3,2,4,5,4,12,8,8,16,34,5,0,2,6,2,6,18,6,15,2,28,0,5,8,16,6,12,1,2,4,5,4,10,2,3,1,4,4,12,8,2,3,TRUE,FALSE
"182","PGEN_.00g127850",14.843091076748,15.7729862379639,3.50163825272079,4.50445908446089,6.654221646127e-06,0.00201281673741949,6,8,2,28,47,2,3,1,9,3,39,0,7,0,2,0,0,0,7,29,0,16,0,18,0,13,0,11,31,9,0,3,0,61,0,0,16,3,5,0,10,2,98,31,44,0,2,8,11,4,6,7,28,74,0,7,0,5,176,22,1,6,TRUE,FALSE
"183","PGEN_.00g115560",302.454239013604,6.00186370333087,1.45288741430306,4.13099022281085,3.61203946150058e-05,0.00635988500407796,513,680,737,695,213,210,457,369,82,358,777,293,663,109,117,89,53,218,185,291,87,87,186,192,50,168,53,236,509,1576,300,54,113,361,158,78,725,160,182,231,771,541,236,365,245,469,285,294,103,320,333,1489,221,176,134,151,149,316,200,399,99,224,TRUE,FALSE
"184","PGEN_.00g113240",127.698660159372,-13.0843345923269,3.90462557473047,-3.35098317160155,0.000805251957264173,0.0461151661200027,2,5,7,2,13,25,65,5,5,2404,4,0,451,32,4,311,0,6,4,6,1,3,15,350,32,20,6,4,6,20,2,0,4,9,7,5,0,11,2,1962,0,274,1,3,4,551,252,64,5,3,5,76,2,4,57,11,101,9,15,2,13,406,FALSE,TRUE
"185","PGEN_.00g145530",58.0033023767149,5.35624234176905,1.55266063862272,3.44971863685569,0.00056117110547186,0.0372747238103327,87,129,133,89,53,52,34,43,19,10,115,52,49,20,12,10,7,24,52,47,11,34,31,38,12,46,20,74,122,341,67,14,24,98,11,12,167,49,65,104,268,18,135,45,79,107,101,11,56,51,94,115,71,43,47,38,12,60,27,55,32,17,TRUE,FALSE
"186","PGEN_.00g188760",117.33303910328,8.28734349735706,1.95096969286774,4.24780739939402,2.15872852200513e-05,0.0044678105919464,212,291,363,176,135,23,27,110,20,10,281,108,379,35,19,9,4,51,70,119,54,57,57,37,11,23,10,201,223,630,109,36,43,107,41,24,347,79,67,116,471,35,148,71,117,264,215,22,72,86,85,810,86,44,24,53,23,159,26,102,22,208,TRUE,FALSE
"187","PGEN_.00g286650",52.2568028625309,2.49441560285429,0.73594332178228,3.38941264772048,0.000700425208005289,0.0423739291222482,48,145,110,78,56,31,37,51,42,46,89,63,64,44,26,21,48,63,37,55,41,40,49,34,19,52,68,48,112,161,58,23,45,60,48,23,60,50,35,57,95,56,98,41,60,48,58,62,54,39,29,78,54,50,30,47,58,78,36,54,31,59,TRUE,FALSE
"188","PGEN_.00g263590",12.1956241361365,9.50204617792017,2.29434439041455,4.14150823111752,3.45029488629551e-05,0.0063598638708794,15,20,13,23,10,2,13,12,6,17,10,4,31,5,0,0,0,6,7,7,2,6,2,7,2,4,0,9,17,66,0,4,2,3,3,1,21,3,4,48,18,7,8,6,12,12,12,14,4,4,6,173,3,6,4,7,4,16,2,10,3,31,TRUE,FALSE
"189","PGEN_.00g291230",223.511272109514,-19.4678445085477,3.23094020771768,-6.02544252042959,1.68647547245095e-09,7.4938125750533e-06,0,253,195,0,134,1830,606,5,30,603,11,21,558,103,306,749,59,14,0,3,21,38,143,65,357,162,61,75,16,55,22,71,3,98,2,86,0,135,23,543,8,308,35,0,13,2014,132,16,33,324,6,231,8,7,1266,124,73,313,21,6,322,55,FALSE,TRUE
"190","PGEN_.00g048440",28.6672233480685,6.6389755929589,1.88576716624152,3.52057014874794,0.000430620072662133,0.031358178995032,51,65,78,38,31,15,16,22,7,0,68,27,73,10,10,2,4,10,14,28,7,8,24,5,7,26,6,22,65,198,31,7,11,33,19,8,81,25,18,23,109,11,43,23,24,102,35,6,13,16,28,196,28,17,4,14,2,23,13,11,4,17,TRUE,FALSE
"191","PGEN_.00g085870",6.90021954735713,4.30201117161387,1.17993006976792,3.64598825120206,0.000266366145662679,0.0232764549657972,16,13,6,6,11,2,8,8,6,3,7,7,11,0,5,2,7,5,6,8,4,11,4,9,0,7,14,3,14,9,5,5,8,5,6,7,6,10,4,3,12,11,17,7,7,6,17,13,0,4,5,1,4,11,14,8,3,6,13,5,6,8,TRUE,FALSE
"192","PGEN_.00g254720",206.630778820461,9.26485987165711,2.29896242098793,4.03001797118359,5.57725887123078e-05,0.00832847125365943,454,93,35,661,169,66,42,81,100,1636,436,106,105,21,32,42,12,15,85,430,29,895,6,106,18,288,15,354,349,269,11,10,27,437,10,178,167,155,17,448,223,132,212,286,576,8,53,310,291,13,146,85,94,313,89,453,89,53,587,161,18,491,TRUE,FALSE
"193","PGEN_.00g247890",69.4522104996787,4.36712477504739,1.16535977161185,3.74744768219267,0.000178643081919735,0.0189063456829452,107,45,45,110,55,47,49,73,18,9,125,56,93,6,52,91,40,29,34,108,59,60,37,34,53,98,46,74,131,143,32,84,32,132,86,34,96,50,39,63,128,98,156,88,128,67,30,79,52,55,51,62,68,125,76,63,23,35,117,114,35,111,TRUE,FALSE
"194","PGEN_.00g078540",38.0394004654811,7.14236102831456,2.01848852268963,3.5384699729664,0.000402453051218196,0.0303079173330245,30,87,110,35,24,21,18,15,8,6,57,32,271,13,8,11,3,23,18,43,9,12,12,28,4,16,11,36,38,116,37,4,14,56,11,6,103,18,21,54,115,31,26,23,18,161,63,0,5,9,18,368,34,28,18,15,13,40,12,25,6,37,TRUE,FALSE
"195","PGEN_.00g017130",14.4440959376156,-2.89580302275606,0.823013122746102,-3.51853809219202,0.00043393151433093,0.0314054605801348,16,27,33,16,16,9,17,9,8,22,17,14,15,24,23,21,26,9,5,11,16,11,17,17,7,4,26,6,22,12,26,13,13,17,15,13,25,27,7,10,12,12,10,15,11,19,11,12,14,14,9,4,9,12,21,12,17,43,9,8,17,8,FALSE,TRUE
"196","PGEN_.00g127580",124.011802547774,11.4958382754837,2.27108681037568,5.06182248206622,4.15267597352014e-07,0.000326594123064114,136,85,42,302,190,8,21,20,84,230,320,47,157,16,4,22,0,21,24,226,21,157,5,269,7,144,20,199,306,191,9,11,63,490,2,15,179,89,25,145,96,39,500,167,446,42,64,180,161,11,60,88,122,275,12,96,18,65,810,114,4,190,TRUE,FALSE
"197","PGEN_.00g117560",13.9875875280836,13.8146180207671,3.4876386786511,3.96102328642316,7.46292535224535e-05,0.0100045602705044,16,2,2,41,9,0,2,1,9,47,17,2,44,0,0,2,0,0,0,12,0,15,0,100,2,18,0,6,31,8,0,0,2,18,0,0,18,0,3,21,5,10,38,13,40,6,13,37,0,0,0,32,2,25,0,14,5,10,61,3,2,74,TRUE,FALSE
"198","PGEN_.00g323810",136.673730514644,-10.9243889552646,3.07871175464688,-3.54836367476618,0.000387632600449331,0.0295025921774242,7,57,37,23,105,424,338,11,15,1680,27,16,226,61,190,200,9,47,7,15,19,19,38,706,70,114,5,25,20,34,13,14,12,46,10,25,1,20,11,987,8,217,10,0,9,653,101,128,15,42,7,127,0,10,285,167,82,77,21,4,72,360,FALSE,TRUE
"199","PGEN_.00g188450",12.372312739707,-5.54393846438049,1.633375191879,-3.39416105493979,0.000688391953668042,0.0418606179248551,10,9,21,11,32,7,8,7,25,14,14,28,10,10,47,3,5,7,7,12,4,3,7,11,3,13,9,4,7,4,7,64,12,9,97,12,11,22,9,6,3,7,17,8,6,5,4,12,3,11,6,6,12,3,27,11,17,26,5,10,6,4,FALSE,TRUE
"200","PGEN_.00g169820",4.55339808567309,-6.09336712641997,1.63980375209995,-3.71591241855418,0.000202471712554792,0.020202592891629,2,8,7,0,4,2,7,0,1,23,5,5,1,14,6,2,4,4,2,3,7,5,5,1,2,4,6,5,4,4,5,8,7,8,5,1,0,7,6,7,2,8,2,0,5,3,0,3,14,6,2,5,4,2,6,6,2,12,4,3,4,7,FALSE,TRUE
"201","PGEN_.00g294280",6.0013682424021,-6.79772953526316,1.96946987532569,-3.45155293839619,0.00055737040432074,0.0372747238103327,4,9,14,5,4,3,7,0,0,13,5,0,0,9,9,5,5,2,2,0,14,5,9,4,3,10,11,11,2,2,18,3,0,0,16,0,6,5,5,11,10,31,0,5,2,5,6,2,11,10,3,8,9,5,9,9,11,13,0,5,4,2,FALSE,TRUE
"202","PGEN_.00g201060",12.1529523236603,4.78537138580985,1.41942983324558,3.37133352683444,0.000748052337638295,0.0443455951111506,20,21,32,10,6,20,10,10,5,5,32,10,35,0,5,2,3,10,8,6,7,3,9,10,3,6,4,7,19,72,8,8,6,14,7,7,23,8,4,9,44,16,21,11,13,32,8,10,7,19,18,19,9,7,12,18,5,7,15,18,5,17,TRUE,FALSE
"203","PGEN_.00g003860",5.20582333644545,8.64246380942043,2.30018135624478,3.75729669573963,0.00017175880865101,0.0185893455564767,7,10,6,8,0,0,2,3,0,0,10,6,33,0,4,4,2,0,5,11,2,2,6,4,0,4,0,6,23,22,4,4,0,2,0,0,5,2,2,7,11,7,4,6,2,12,13,2,2,2,4,29,2,4,2,3,2,7,2,10,0,9,TRUE,FALSE
"204","PGEN_.00g062480",69.0040827638186,10.4122171508537,1.92842287821631,5.39934330196522,6.68852751751073e-08,6.57537992700617e-05,10,106,109,146,13,19,18,183,82,19,169,60,14,8,8,3,46,9,221,107,17,89,10,47,2,66,76,75,36,213,10,7,10,111,123,59,105,6,17,9,34,105,62,282,173,28,50,66,60,10,312,180,5,132,181,121,30,68,7,14,131,33,TRUE,FALSE
"205","PGEN_.00g216730",6.8789309660097,8.71539556654301,2.56135088120464,3.40265585261947,0.000667342816415485,0.0410033500273619,9,2,0,0,18,6,3,5,3,0,6,14,14,6,2,3,1,2,17,7,2,0,3,3,0,5,0,7,14,46,0,0,1,18,8,3,17,7,0,10,15,0,0,17,0,21,12,10,11,2,5,18,8,2,9,2,0,7,11,8,0,17,TRUE,FALSE
"206","PGEN_.00g281950",46.1073194173866,3.15508182718665,0.806089542426414,3.91405875045782,9.07575379240913e-05,0.0115125448912957,66,73,118,63,42,27,39,58,25,21,75,45,136,37,33,15,28,44,34,41,32,48,31,27,11,37,53,54,64,132,59,29,36,66,39,22,75,62,43,33,101,51,71,38,58,89,41,28,60,42,48,108,27,36,36,32,26,56,37,43,37,25,TRUE,FALSE
"207","PGEN_.00g158570",24.4283562469549,6.99168582808033,1.64326532663164,4.2547516306523,2.09281188027768e-05,0.0044678105919464,30,48,37,53,9,23,15,30,4,20,45,16,100,5,5,5,1,10,15,24,4,11,18,29,0,7,3,12,62,75,22,6,8,18,17,6,54,11,15,34,53,44,31,13,26,28,58,48,20,20,29,106,26,14,12,12,13,23,21,18,10,48,TRUE,FALSE
"208","PGEN_.00g212830",38.2306536187635,-6.20196385976661,1.54950059827443,-4.00255660867335,6.26616684672809e-05,0.00890626148082545,14,26,34,18,9,128,51,17,6,35,30,18,40,111,63,46,23,78,6,22,15,9,47,38,80,44,28,8,20,21,22,25,22,22,26,27,4,21,18,159,40,52,21,8,14,136,39,25,31,40,11,22,10,19,51,27,45,40,20,24,66,38,FALSE,TRUE
"209","PGEN_.00g061690",22.0046944376546,9.02750568115528,2.01856628811298,4.47223642558426,7.74057781184438e-06,0.00217418086776972,27,55,13,21,8,6,4,10,8,2,10,12,87,3,2,9,2,26,25,20,5,12,3,6,2,3,2,25,6,43,37,0,16,11,16,17,30,45,8,2,36,108,23,17,17,6,34,169,3,14,7,48,23,35,14,78,4,19,6,7,6,116,TRUE,FALSE
"210","PGEN_.00g276360",13.4770349162493,5.29755891495227,1.41660610090908,3.73961322879568,0.000184303615625896,0.0189063456829452,14,28,39,14,12,12,6,8,6,9,21,11,49,7,5,9,4,9,15,13,4,3,3,8,4,9,6,24,23,40,17,5,8,15,7,7,39,8,8,12,53,18,15,6,11,20,20,4,6,9,15,57,13,7,12,14,5,11,7,8,9,15,TRUE,FALSE
"211","PGEN_.00g097890",30.9186370012242,-6.21757769511329,1.67541134048499,-3.71107533109658,0.00020638067035284,0.020202592891629,17,24,39,7,9,101,67,9,9,36,21,9,8,61,39,12,32,73,6,16,21,8,52,23,39,34,32,6,17,20,7,9,15,9,12,23,13,14,17,96,54,107,7,9,17,165,25,20,39,36,11,22,5,18,89,11,25,56,21,24,53,31,FALSE,TRUE
