"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"1","crg04144","Endocytosis","7 of 13","177/3838",5.35452003146385e-07,3.7481640220247e-06,2.25453475009004e-06,"105318650/105327720/105329694/105335021/105342074/105342245/105342463",7
"2","crg04130","SNARE interactions in vesicular transport","2 of 13","25/3838",0.00304119838280559,0.0106441943398196,0.00640252291116966,"105328526/105328648",2
