"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"1","crg00071","Fatty acid degradation","5 of 34","40/3838",2.11963755120208e-05,0.000911444147016894,0.000691671200918573,"105319409/105335621/105336470/105346656/105348652",5
"2","crg00830","Retinol metabolism","3 of 34","23/3838",0.000996940840771733,0.0214342280765923,0.0162658768757493,"105321989/105336470/105336995",3
